Gene = MED8
index = 832
Annotated 5SS: [  50 1499 2306 2951 3220 3831]
Annotated 3SS: [1379 2160 2809 3137 3581 4701]
SMsplice 5SS: [  50 1499 2306 2951 3256 3831 4763]
SMsplice 3SS: [1379 2200 2809 3137 3581 4701 5109]
top_k =  1000
Partition function (log Z): 6.380698973107175

Sorted 5' Splice Sites (High to Low Probability):
Position 2306: 0.9830930877303496
Position 1499: 0.9688654389321752
Position 4763: 0.8658079669853329
Position 2951: 0.8601408751309411
Position 3831: 0.8179746792197451
Position 50: 0.7622429742152788
Position 3256: 0.5210997854271544
Position 3220: 0.42293910899483445
Position 4633: 0.36972369364883567
Position 92: 0.13808610733403548
Position 5157: 0.09883496627196978
Position 553: 0.028734660887523855
Position 227: 0.028112993599670226
Position 2480: 0.026420317795723923
Position 3755: 0.02070265474500023
Position 4594: 0.01826954281762643
Position 1736: 0.017771034945983897
Position 371: 0.017238927701186187
Position 3400: 0.016607148285175496
Position 3803: 0.010639457179496539
Position 4179: 0.00930124222456113
Position 368: 0.007591239855304456
Position 2699: 0.00750836608316478
Position 2934: 0.007105881312925456
Position 4578: 0.0064755629045002506
Position 3822: 0.0056858921335838
Position 3582: 0.0047688258555092814
Position 1063: 0.003959941753151755
Position 4241: 0.003532870622454738
Position 462: 0.0031350815049944257
Position 4851: 0.0028900932125036833
Position 2061: 0.002780596737125804
Position 1031: 0.002735034412292254
Position 850: 0.0025487777742932267
Position 4456: 0.0025411280207636743
Position 4111: 0.0024341157213277538
Position 2127: 0.0024014795138933933
Position 2849: 0.0021508938374234427
Position 3836: 0.0020109670861365235
Position 4793: 0.001840729650380023
Position 5302: 0.001783804481254126
Position 2613: 0.0017425060282323555
Position 2627: 0.0016458065875382983
Position 178: 0.0015581776044423276
Position 107: 0.0014392517210981602
Position 4143: 0.001409148922177545
Position 4970: 0.0013808996712425508
Position 1481: 0.001350168767504356
Position 3332: 0.001009871481480505
Position 3025: 0.000940749131242456
Position 947: 0.0009297678380256698
Position 2608: 0.0008811319280368818
Position 1866: 0.0008666758049015236
Position 3457: 0.000812063323375053
Position 4543: 0.0007654821235036814
Position 2011: 0.0007257559108542097
Position 3303: 0.0007133181816412561
Position 1189: 0.0006962366021248894
Position 3336: 0.0006956102517153013
Position 1892: 0.0006954183483619982
Position 4930: 0.0006885231369160573
Position 1082: 0.0006441274126908955
Position 4125: 0.0006082417534932485
Position 2258: 0.0005185386810356267
Position 5355: 0.000503718172427128
Position 1536: 0.0004458794719117403
Position 1744: 0.00041100590483258184
Position 375: 0.00040880004959454187
Position 414: 0.00040135902872033693
Position 4018: 0.00038955351875402216
Position 4614: 0.0003586583670694627
Position 317: 0.000358602849702808
Position 4998: 0.00034187118713128767
Position 2666: 0.00032906085588594604
Position 705: 0.00030680809122151043
Position 609: 0.0002708491263349375
Position 894: 0.00025277859236779446
Position 2250: 0.00024115201841974358
Position 4963: 0.00023419373901393433
Position 1197: 0.00023217096986387538
Position 4183: 0.00023141700217791167
Position 3317: 0.0002235595963408507
Position 3283: 0.00022118379669555608
Position 1137: 0.00021603020772046648
Position 749: 0.0002036952663256201
Position 2534: 0.00018449214220850332
Position 3295: 0.0001779031771826899
Position 5024: 0.00015840323958521302
Position 1824: 0.00015680773301404268
Position 3234: 0.00014300370165164588
Position 2219: 0.0001405303790320946
Position 1959: 0.0001377578954224504
Position 56: 0.0001325261752504031
Position 4807: 0.00012431891894120243
Position 132: 0.00012107099665996486
Position 2656: 0.0001201574007124449
Position 3038: 0.000109877764700262
Position 890: 0.00010158523280055578
Position 1092: 8.902199275511457e-05
Position 1176: 8.560675108584312e-05
Position 5721: 8.171108680822808e-05
Position 320: 7.822652826062565e-05
Position 2585: 7.489147673922798e-05
Position 1667: 7.316505471935629e-05
Position 927: 6.677012817130739e-05
Position 2345: 5.7385363103442035e-05
Position 2828: 5.5550598303600865e-05
Position 2961: 5.5481767418746056e-05
Position 1020: 5.3678404135122465e-05
Position 2668: 5.3385228741883986e-05
Position 691: 5.280468909347894e-05
Position 3798: 4.450424162227388e-05
Position 682: 4.022456236623912e-05
Position 68: 3.044368169676091e-05
Position 473: 2.992442199819762e-05
Position 2781: 2.9309825780223634e-05
Position 1901: 2.885282412030965e-05
Position 5215: 2.703199636894689e-05
Position 4227: 2.5785215512718583e-05
Position 3926: 2.406319535108813e-05
Position 887: 2.2690200830926692e-05
Position 544: 2.262825745775547e-05
Position 521: 2.2371809651812523e-05
Position 1875: 1.968307619729653e-05
Position 2465: 1.9671249325718032e-05
Position 2591: 1.9601248726571018e-05
Position 2363: 1.9231076930816446e-05
Position 1289: 1.7989151524237537e-05
Position 2702: 1.6865167101945466e-05
Position 233: 1.6545085497285827e-05
Position 1790: 1.6537710813259717e-05
Position 1948: 1.5563676694363745e-05
Position 4417: 1.5137522921446286e-05
Position 4035: 1.3583812353850727e-05
Position 2278: 1.2820644999420106e-05
Position 3529: 1.1553217809997844e-05
Position 3433: 9.383201136705008e-06
Position 538: 9.273393206385557e-06
Position 710: 8.91090674169846e-06
Position 1682: 8.446371977172206e-06
Position 764: 7.944603446674603e-06
Position 2546: 7.428062982063022e-06
Position 937: 7.42717393863875e-06
Position 622: 7.186832668578181e-06
Position 602: 7.14884244706452e-06
Position 925: 6.598822387714353e-06
Position 2724: 5.364967824494236e-06
Position 2273: 4.117782913573753e-06
Position 2799: 2.493818801674955e-06
Position 3042: 2.4349197800257353e-06
Position 1580: 2.3767811777206443e-06
Position 4992: 2.2942666399576732e-06
Position 1469: 1.828381025644946e-06
Position 1881: 1.667834220378258e-06
Position 2888: 1.5860454312083533e-06
Position 4767: 9.089746059259e-07
Position 3513: 1.6264398254743382e-07
Position 1505: 9.058198661096751e-08
Position 302: 7.122658641316291e-08
Position 257: 5.213690820571271e-08
Position 599: 5.198449885209215e-08
Position 707: 4.83778980707198e-08
Position 686: 3.493558198795552e-08
Position 2245: 2.430874909684842e-08
Position 589: 1.9838676713493342e-08
Position 12: 1.943191632119442e-08
Position 3214: 1.583895381709424e-08
Position 1647: 1.1996810335892822e-08
Position 291: 9.769407925774919e-09
Position 1696: 8.961939999472003e-09
Position 565: 3.7889167543231924e-09
Position 2380: 2.9826829131688617e-09
Position 418: 1.4895027319392375e-09
Position 2015: 9.107689604793548e-10
Position 61: 3.728981284123912e-10
Position 3298: 1.7475067898183605e-11
Position 3347: 1.5119439490984757e-11
Position 390: 9.373207445555966e-12
Position 344: 1.5790561227940818e-13
Position 20: 6.753910121029696e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4701: 0.9396904105944349
Position 3137: 0.8410818572901751
Position 1379: 0.8120314262316922
Position 5109: 0.7228985391791198
Position 2809: 0.6771921640687866
Position 3581: 0.6003085313867961
Position 2200: 0.39015324200251833
Position 2160: 0.2689188398083102
Position 4576: 0.23760437709017534
Position 2257: 0.20243115822996746
Position 2841: 0.17591324128807143
Position 1318: 0.1374777994445798
Position 3521: 0.1291264420232697
Position 4530: 0.10255084876516064
Position 3102: 0.08591929004630093
Position 2178: 0.08226185487993554
Position 5294: 0.06986468109229294
Position 4474: 0.058664939710399495
Position 5255: 0.04135406572445124
Position 3617: 0.04062765281955609
Position 2437: 0.032906232034602176
Position 3734: 0.03243164604132653
Position 4294: 0.031554051784607566
Position 2218: 0.026325147253141383
Position 5236: 0.02580304591599387
Position 5391: 0.023740583627864534
Position 5648: 0.021102310527078755
Position 3140: 0.01942210799769522
Position 3700: 0.014583610303171625
Position 4990: 0.013349091919841837
Position 3656: 0.013093977525483396
Position 5689: 0.011699690734720788
Position 1410: 0.01014320273428196
Position 5083: 0.00908026324285778
Position 1643: 0.008467065898476452
Position 3638: 0.007387338277904041
Position 5601: 0.007227434691254718
Position 3704: 0.006831643831818962
Position 4007: 0.006331333973427085
Position 5121: 0.005928380387683184
Position 3486: 0.005906173639840266
Position 3366: 0.00585024420815816
Position 1997: 0.005830009481098318
Position 1594: 0.00568903509596739
Position 4836: 0.005666270703988271
Position 3959: 0.005400360234511017
Position 2030: 0.005110023208355724
Position 4142: 0.004987489219770685
Position 2285: 0.004515735455430362
Position 3143: 0.004232260030378804
Position 2607: 0.004184051670444623
Position 3351: 0.0040984230554365715
Position 3601: 0.003705597700763923
Position 4881: 0.0036872126592712275
Position 2779: 0.003525667167681603
Position 3680: 0.0034299206659458873
Position 2875: 0.003336565127482019
Position 5349: 0.002995405891757025
Position 1621: 0.0029578537704800646
Position 4878: 0.0029538347179706567
Position 5810: 0.002762254263627828
Position 1787: 0.002690249294364655
Position 5421: 0.002603438356131345
Position 5833: 0.0024970403879818336
Position 2815: 0.002427314952050829
Position 3973: 0.0023262206396589733
Position 2564: 0.002245555240383943
Position 839: 0.002159806217884128
Position 735: 0.0020665908159304366
Position 5209: 0.002062727913247202
Position 2848: 0.0020611158548992734
Position 813: 0.0020012542539895933
Position 4760: 0.0019265879904942953
Position 430: 0.0018471001048171744
Position 4911: 0.0018061618328326376
Position 4884: 0.001681713459592398
Position 4846: 0.001621590509058068
Position 3534: 0.001587357617899532
Position 5473: 0.0014879638421954374
Position 2119: 0.0014488312654492746
Position 5301: 0.0012485867512709668
Position 2698: 0.0012394358665558628
Position 2939: 0.001228764015055008
Position 4805: 0.001162580604390176
