Gene = DFFA
index = 441
Annotated 5SS: [ 204 3350 5337 9096 9469]
Annotated 3SS: [ 3187  5193  8905  9316 10823]
SMsplice 5SS: [ 249 3350 5337 9096]
SMsplice 3SS: [3187 5193 8905 9316]
top_k =  1000
Partition function (log Z): -7.526824398226525

Sorted 5' Splice Sites (High to Low Probability):
Position 3350: 0.8616784385807411
Position 9096: 0.824044289261989
Position 5337: 0.7553421737433492
Position 249: 0.49534271699415094
Position 9469: 0.4722534209480393
Position 662: 0.439373448068497
Position 43: 0.22318241706018216
Position 669: 0.16051933945063868
Position 9539: 0.15912798213551796
Position 9702: 0.09648705033050364
Position 9017: 0.05981073069698286
Position 204: 0.055059877326015735
Position 13262: 0.04493963488940958
Position 8996: 0.03715670765357424
Position 6488: 0.0330201426809829
Position 228: 0.02058903011279795
Position 1262: 0.01888200780111749
Position 336: 0.017027480940905157
Position 13225: 0.015738907858957582
Position 74: 0.015391208277673487
Position 3927: 0.010688155281438138
Position 6137: 0.009903741535284213
Position 9907: 0.00915011919055656
Position 51: 0.0071637555791510535
Position 779: 0.006955729910478674
Position 5683: 0.006646938961554869
Position 9706: 0.006128295552339187
Position 537: 0.006118410998529906
Position 7356: 0.006097941328097514
Position 1041: 0.005719179059317437
Position 9021: 0.005573965771875534
Position 9335: 0.004462931936748582
Position 6355: 0.0041972213330945295
Position 6610: 0.004053384166056452
Position 13230: 0.004052675626476497
Position 1725: 0.003478286177315291
Position 393: 0.0030840312825117628
Position 1201: 0.0027874097374176532
Position 3539: 0.0024307990432266002
Position 7975: 0.0019338062887231287
Position 278: 0.0018126925588664016
Position 3894: 0.0016064816860699993
Position 4767: 0.0015802289202850896
Position 567: 0.0014906958874393431
Position 9362: 0.001437319098585059
Position 1393: 0.0014361673988121247
Position 1134: 0.001427731513200297
Position 92: 0.0013852534962881284
Position 15353: 0.00136296261991315
Position 7653: 0.0013046668909316816
Position 3303: 0.0010666080862843169
Position 7956: 0.0008443366709680386
Position 5699: 0.0007560427463297158
Position 1869: 0.0007171321376709536
Position 6565: 0.000709271742380476
Position 9046: 0.0006931027650494057
Position 305: 0.0006824039133235418
Position 4631: 0.0005363539583201528
Position 9811: 0.0004910666666377964
Position 257: 0.00045181099533612155
Position 460: 0.0003851835068372911
Position 7710: 0.0003749649687785899
Position 2468: 0.0003646889673141367
Position 5200: 0.00033447043974139387
Position 342: 0.0003196091294571618
Position 1901: 0.00031826764818001217
Position 406: 0.0003134404788716644
Position 10906: 0.00031017019004345875
Position 691: 0.0002645385331178297
Position 409: 0.00025817067176639864
Position 2026: 0.00022824095901602327
Position 2069: 0.00022438646778618338
Position 903: 0.00021559069218841855
Position 912: 0.00021494675033027004
Position 1853: 0.0002079090771783426
Position 2930: 0.00015856418859322842
Position 1230: 0.00015182806688781344
Position 2807: 0.00014874107849996318
Position 1198: 0.0001412787825715177
Position 2965: 0.0001400242602020157
Position 1423: 0.00013871068078822186
Position 2852: 0.00012966699100117485
Position 6267: 0.0001167772983552383
Position 2564: 0.00011035480662664362
Position 230: 0.00010647929157794417
Position 647: 0.00010569736567486554
Position 9455: 8.750723132789476e-05
Position 12767: 7.217870783697427e-05
Position 12803: 7.034291563388147e-05
Position 2973: 6.947435615029928e-05
Position 379: 6.23064204889518e-05
Position 1541: 5.980670674995132e-05
Position 314: 5.256632878136035e-05
Position 3042: 4.6377989085406676e-05
Position 758: 4.1615026474216435e-05
Position 9343: 3.69001737730899e-05
Position 6302: 3.665588965849995e-05
Position 9485: 2.7987795399582358e-05
Position 433: 2.6977118192157046e-05
Position 129: 2.2312550571558494e-05
Position 6759: 1.817114631554168e-05
Position 6935: 1.5785463952704446e-05
Position 6645: 9.848974012410097e-06
Position 6105: 8.940707562233545e-06
Position 509: 7.1810733906155625e-06
Position 3320: 3.766051741006779e-06
Position 485: 3.322626610898712e-06
Position 127: 2.38842990732829e-06
Position 167: 1.874718974201122e-06
Position 942: 1.2485966677808048e-06
Position 391: 1.0366820258291608e-06
Position 940: 8.077144067322967e-07
Position 10164: 5.951179152098237e-07
Position 673: 5.579444384467332e-07
Position 811: 3.6723194086502073e-07
Position 666: 2.9734728137447706e-07
Position 910: 2.773811248614677e-07
Position 588: 2.459103277625317e-07
Position 61: 2.388116221447508e-07
Position 808: 1.5682496533131054e-07
Position 1299: 1.4445683311888146e-07
Position 569: 1.179439586480852e-07
Position 579: 1.0053773985765527e-07
Position 1266: 9.397167341719276e-08
Position 1227: 2.570491847520262e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3187: 0.838595411930928
Position 9316: 0.7952382183582488
Position 5193: 0.6168999218597316
Position 8905: 0.5395543492005871
Position 601: 0.4291714301858707
Position 8930: 0.3647732855074285
Position 15478: 0.3600666029285003
Position 13211: 0.10172181740552476
Position 9568: 0.0982391683308678
Position 5235: 0.0903696143578338
Position 14314: 0.058843482654122085
Position 13155: 0.04473336273534269
Position 14466: 0.03973685595893249
Position 15761: 0.03843929492252352
Position 11142: 0.036394394564100235
Position 6392: 0.035046919053964926
Position 14193: 0.029990248706062785
Position 14156: 0.025157922393280973
Position 533: 0.022667086025387095
Position 10823: 0.018809285756360573
Position 3213: 0.015789900275328846
Position 9243: 0.015295974839738432
Position 13105: 0.013748611531081537
Position 8995: 0.013382597979341564
Position 1092: 0.012832800909486528
Position 5199: 0.012829453865180187
Position 5105: 0.012702300562499453
Position 9676: 0.010611269362443493
Position 1119: 0.010285732510525633
Position 5220: 0.01019243493114958
Position 14264: 0.00941732048197561
Position 6024: 0.009158929054584604
Position 3830: 0.008948649789359608
Position 12802: 0.008849439460935514
Position 12288: 0.008418517675119303
Position 8980: 0.008189300836768465
Position 14875: 0.00814397157953766
Position 5503: 0.0078115494471481485
Position 5244: 0.006513946436060389
Position 9730: 0.00618971606953879
Position 15888: 0.005807150329143791
Position 3244: 0.005603263963220752
Position 13108: 0.005557894614686095
Position 15254: 0.004928452727968356
Position 14689: 0.004767707433402249
Position 7213: 0.004715280184183287
Position 9965: 0.004714873536994754
Position 14631: 0.004521893111423572
Position 6205: 0.004158224372711034
Position 9827: 0.003964891769983796
Position 12865: 0.0037340199650425943
Position 150: 0.003636397357003413
Position 10937: 0.003231993938115119
Position 10105: 0.003073146659611057
Position 7818: 0.0030525740893126833
Position 11732: 0.0028884799981353823
Position 12032: 0.0028379292775736076
Position 10128: 0.0027156222828477686
Position 9786: 0.0026442386731413063
Position 8941: 0.0024944688933631765
Position 10934: 0.0024943130624553696
Position 6412: 0.0024757740461722553
Position 5322: 0.0024279703866465123
Position 12358: 0.0024156327398974736
Position 9646: 0.0023746957468212372
Position 9318: 0.0023479295618082283
Position 613: 0.002324858590600066
Position 10014: 0.002262933981638613
Position 8971: 0.0022612900473173696
Position 14925: 0.00216136167169321
Position 3226: 0.0021386472488875365
Position 1392: 0.0020383135603140915
Position 11205: 0.0019063443656805955
Position 646: 0.001784519784857363
Position 3449: 0.0016848366475704683
Position 14354: 0.0014966291753616772
Position 4634: 0.0014410961687238474
Position 5222: 0.0013054554125490466
Position 9609: 0.0011799495345872057
Position 7520: 0.0010819686863786627
Position 9091: 0.0010673341641104681
Position 7294: 0.0010534628562293869
Position 6071: 0.001011532915538121
Position 9178: 0.0009571780108798331
Position 9791: 0.0009333798181475668
Position 1629: 0.0009171265369627194
Position 1778: 0.000896413123682148
Position 11352: 0.0008557507331075948
Position 11087: 0.0008440731414205414
Position 3246: 0.0007966677189338779
Position 973: 0.0007548001401223286
Position 3848: 0.0007337674799664814
Position 3741: 0.000712700034855594
Position 5281: 0.0007076694458782431
Position 5157: 0.0007030984214816593
Position 2741: 0.0006928488635320876
Position 3787: 0.0006252623869916958
Position 3463: 0.0006080543725896319
Position 11003: 0.0006048858575015687
Position 12983: 0.0005993887209382513
Position 652: 0.0005638080824954398
Position 1466: 0.0005588588388105141
Position 6559: 0.0005586012443122497
Position 829: 0.0004921155030691553
Position 4471: 0.00046318764497996955
Position 12680: 0.0004108567934930206
Position 1165: 0.0004026110677294641
Position 3492: 0.00039821236397287663
Position 5139: 0.0003964729416106572
Position 983: 0.00039336237306203674
Position 10078: 0.0003745540313457725
Position 7617: 0.000369296888958587
Position 5576: 0.00035215784992596134
Position 1835: 0.00034765951297270126
Position 319: 0.0003423096497511305
Position 5305: 0.00033644789568187646
Position 459: 0.0003189201486346506
Position 1146: 0.0003187837844101068
Position 361: 0.000315516457583457
Position 1632: 0.0003022446856725779
Position 1004: 0.0002584869556959694
Position 3834: 0.00025113938825498106
Position 6996: 0.0002497546888666619
Position 12952: 0.00024915578717573294
Position 3421: 0.0002469121374295509
Position 10754: 0.00021141015678016457
Position 9582: 0.0002109688599863243
Position 3808: 0.00020538191711441276
Position 12284: 0.00020291810343276958
Position 758: 0.00019849125230213474
Position 2372: 0.00017935290335162335
Position 5530: 0.00017581892392884148
Position 6417: 0.0001707423770226878
Position 10402: 0.00016448439210654705
Position 9949: 0.00016357566785184458
Position 124: 0.00016288463814803745
Position 6869: 0.0001610143537685702
Position 5476: 0.00015791484830469653
Position 1257: 0.0001543621259060174
Position 5076: 0.0001429490968564942
Position 7492: 0.00014113278756582286
Position 5071: 0.00014074366833790136
Position 902: 0.0001400475255805299
Position 6487: 0.00013543036021805026
Position 843: 0.00013468913970150325
Position 4579: 0.00013402031150081833
Position 6028: 0.00013114394190611228
Position 2446: 0.00012925671930084134
Position 444: 0.00011318125484949444
Position 3705: 0.00011246989898493659
Position 1970: 0.00010756224698850427
Position 5600: 0.00010439718586528083
Position 3072: 0.00010000079936741667
Position 1321: 9.932929211994248e-05
Position 552: 9.785817648554942e-05
Position 448: 9.643875140390981e-05
Position 2346: 9.438942276271028e-05
Position 3753: 8.892535322624858e-05
Position 7672: 8.72334968072004e-05
Position 6388: 8.108551139617309e-05
Position 1564: 7.543009277548069e-05
Position 2297: 7.204472852560555e-05
Position 793: 6.641129311184617e-05
Position 6211: 6.608998874225904e-05
Position 891: 6.328379757039079e-05
Position 4500: 6.302125228565121e-05
Position 5327: 6.27451100483001e-05
Position 1654: 6.041118377002744e-05
Position 416: 5.930559664147186e-05
Position 720: 5.613500297558767e-05
Position 5533: 5.3983356840746684e-05
Position 351: 4.83553284518762e-05
Position 188: 4.010748362629762e-05
Position 368: 3.886822756739655e-05
Position 620: 3.499979815272981e-05
Position 920: 3.117951515179529e-05
Position 1170: 2.953765575234114e-05
Position 420: 2.840597573266091e-05
Position 330: 2.8189542647075997e-05
Position 894: 2.8153580020305324e-05
Position 3856: 2.740299002052291e-05
Position 1490: 2.7242619735332403e-05
Position 4676: 2.63735347805672e-05
Position 8770: 2.5595252857490234e-05
Position 959: 2.478693388288933e-05
Position 1266: 2.1137046569649783e-05
Position 926: 1.9153560976251536e-05
Position 4440: 1.8144071710187594e-05
Position 9371: 1.7894800577005607e-05
Position 618: 9.197923857311131e-06
Position 4099: 7.138943379992595e-06
Position 806: 6.722289721969056e-06
Position 770: 5.994393522723324e-06
Position 744: 5.990441472318525e-06
Position 9688: 5.683216674061863e-06
Position 160: 2.9464970318467454e-06
Position 9182: 2.39479878794549e-06
Position 9734: 1.5508835229821745e-06
Position 242: 6.725156674670027e-07
Position 397: 4.4545612174548934e-07
Position 3086: 3.913384793405725e-07
Position 9701: 3.106441593571386e-07
Position 3320: 3.034784791787755e-07
Position 940: 2.1540831405977056e-07
Position 282: 2.088389214216868e-07
Position 657: 1.8997398241028737e-07
Position 863: 1.8256319864586172e-07
Position 543: 1.8103943459614118e-07
