Gene = GLE1
index = 595
Annotated 5SS: [  205  4398 10940 18117 18641 19147 20724 22592 22826 28956 29252 31785
 33391 34999 35639]
Annotated 3SS: [ 4175 10828 17967 18579 18891 20491 22478 22755 28812 29060 31654 33285
 34915 35574 36401]
SMsplice 5SS: [  205  4398 10940 18117 18641 19147 20630 22592 22826 29252 31785 33391
 34999]
SMsplice 3SS: [ 4259 10828 17967 18579 18891 20491 22478 22755 29060 31654 33285 34915
 35574]
top_k =  1000
Partition function (log Z): 5.938369768439886

Sorted 5' Splice Sites (High to Low Probability):
Position 10940: 0.982052092125809
Position 205: 0.979829956782202
Position 19147: 0.9655692071296813
Position 4398: 0.931691020273119
Position 20630: 0.9171981242979915
Position 22826: 0.8782784303589897
Position 22592: 0.8780568596464253
Position 34999: 0.8594667337741044
Position 29252: 0.8181942167501496
Position 31785: 0.7206152050985658
Position 18641: 0.607869955928849
Position 33391: 0.5705932899886408
Position 35639: 0.512864199715557
Position 18117: 0.4603697689735138
Position 950: 0.35463438863626995
Position 28978: 0.31488046431835537
Position 27992: 0.184655502464953
Position 1247: 0.1835665056154124
Position 1274: 0.16308801989831573
Position 14719: 0.12163056689155748
Position 8728: 0.10082786961738614
Position 22603: 0.09779122755305371
Position 2641: 0.09407089771771558
Position 31789: 0.0902420031228666
Position 19992: 0.08903620108739087
Position 2435: 0.06722631231018941
Position 20321: 0.06488019179169585
Position 28956: 0.0639554805665004
Position 35458: 0.06235390574325714
Position 24548: 0.05239657507627192
Position 5244: 0.05113339148359319
Position 28012: 0.03774100747940812
Position 1255: 0.036596868282930455
Position 2751: 0.025105102056323714
Position 17188: 0.024125316136769354
Position 2743: 0.02249346644627134
Position 2651: 0.022188601046127195
Position 20757: 0.021505578449808556
Position 33772: 0.020909484828457323
Position 20724: 0.01977157942818932
Position 13334: 0.019595667414045007
Position 4143: 0.018856913752565378
Position 28879: 0.018058297695556263
Position 997: 0.017577066613332814
Position 504: 0.016632313666531118
Position 14602: 0.01620939642829391
Position 16388: 0.015754738677645312
Position 32333: 0.015461467960944449
Position 28511: 0.015316746488395372
Position 227: 0.012698867388596494
Position 18706: 0.012492485080344685
Position 7900: 0.012239044635659451
Position 33434: 0.011755422727386214
Position 19069: 0.010488686463755146
Position 18754: 0.008393552467156175
Position 8914: 0.007751422701778935
Position 520: 0.007702602119243531
Position 23883: 0.007453488960231203
Position 20011: 0.007309807535162531
Position 31819: 0.006687177245485711
Position 27480: 0.006579871238881758
Position 35498: 0.006484293945042473
Position 1229: 0.006153003049575692
Position 9955: 0.006126553936299156
Position 32040: 0.00585553212702487
Position 35114: 0.005564381265733279
Position 9935: 0.0048716553291872425
Position 18663: 0.0045379033321856
Position 27879: 0.004250575577498473
Position 4403: 0.004082177462134505
Position 5805: 0.004005729361799042
Position 28018: 0.0038573846481692697
Position 18661: 0.003787227634126932
Position 35034: 0.003709548195738002
Position 18685: 0.0036638868375735694
Position 24587: 0.0036478098146020895
Position 18321: 0.00336536905016599
Position 20439: 0.00335614631552059
Position 22801: 0.003243061558033575
Position 35506: 0.0030800716822975338
Position 28225: 0.0027693844819681214
Position 21895: 0.0023413592297872256
Position 36900: 0.00229222067736652
Position 4192: 0.0022430414435069177
Position 19658: 0.001931295290532045
Position 21598: 0.0018967190417586057
Position 415: 0.0015222058027414718
Position 22830: 0.001425997268280005
Position 33732: 0.0013827296624708742
Position 899: 0.0012848079439117107
Position 22548: 0.0012770323665779368
Position 22899: 0.0012410092574733022
Position 14761: 0.001140079442593227
Position 24402: 0.0011198546172801161
Position 10909: 0.0009112066716549475
Position 13648: 0.0008804274603407808
Position 164: 0.0008596457223172859
Position 22493: 0.0008085553118324402
Position 10482: 0.0007989507018138524
Position 17305: 0.0007925103855274867
Position 37172: 0.00077764399370464
Position 21465: 0.0007269409042029738
Position 29611: 0.0006945855952235852
Position 34864: 0.0006523365716097751
Position 20898: 0.0006462157981032714
Position 633: 0.0005937906413560734
Position 35094: 0.0004869150486006373
Position 1020: 0.00046828540924670736
Position 31972: 0.00045797957700751627
Position 21752: 0.0004576559056274622
Position 36555: 0.000454113305946001
Position 1630: 0.0004535889723414335
Position 29528: 0.0004310112865801454
Position 1040: 0.00040187149351646027
Position 22546: 0.00039487698945671963
Position 21209: 0.00036332928159387226
Position 11763: 0.00033738220990891436
Position 21167: 0.00027182855653464096
Position 10919: 0.00025547374949572556
Position 29660: 0.00023282006522827505
Position 34949: 0.00020580642775637665
Position 22487: 0.00020330609125306082
Position 22613: 0.0001958742463051649
Position 65: 0.00017244345703786178
Position 22949: 0.0001723146351204688
Position 703: 0.00015932752778428317
Position 24222: 0.0001512238234288004
Position 22587: 0.00014240011469222397
Position 509: 0.00011998350984938372
Position 4104: 0.00010696215444037479
Position 2296: 8.734406869364825e-05
Position 854: 6.134157121328003e-05
Position 797: 5.6905578618986984e-05
Position 2394: 5.573722234583231e-05
Position 335: 4.030599365676523e-05
Position 212: 3.752470180586585e-05
Position 1932: 3.466772277953989e-05
Position 22670: 3.2806310246947325e-05
Position 1074: 3.2259008097932695e-05
Position 1824: 2.985518697559757e-05
Position 531: 2.3486214648133698e-05
Position 455: 2.14952871298576e-05
Position 738: 2.1085451955300423e-05
Position 1954: 1.8927824272352566e-05
Position 11023: 1.7740774844298403e-05
