Gene = G0S2
index = 571
Annotated 5SS: [130]
Annotated 3SS: [232]
SMsplice 5SS: [130 342]
SMsplice 3SS: [232 425]
top_k =  1000
Partition function (log Z): -2.499495149929524

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9918680727549722
Position 342: 0.5919344015585403
Position 334: 0.01760118404568703
Position 53: 0.005728002006193832
Position 170: 0.0017298759207581124
Position 57: 0.0004209873308138984
Position 532: 0.00021320437628609147
Position 133: 0.00012477241711838873
Position 379: 0.0001202677068614974
Position 346: 3.258469939280816e-05
Position 400: 2.523348433710607e-05
Position 582: 2.06206560132409e-05
Position 376: 1.6128038694223815e-05
Position 274: 1.088983053099137e-05
Position 402: 5.331837038926885e-06
Position 428: 3.132882199194017e-06
Position 358: 2.230441087374492e-06
Position 598: 1.216893900486078e-06
Position 614: 9.701581295056375e-07
Position 5: 2.766963357631152e-07
Position 119: 1.737879354983474e-07
Position 233: 1.5722659624168695e-07
Position 794: 1.3932532174431404e-07
Position 782: 1.376387991131838e-07
Position 702: 6.63794703176632e-08
Position 690: 3.826180902270796e-08
Position 805: 2.9765568657614918e-08
Position 180: 1.8770464377121638e-08
Position 177: 1.9044102427417663e-10
Position 197: 2.601086677791854e-11
Position 451: 7.85357952989781e-16
Position 189: 3.7625980884273283e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 232: 0.9991970776502862
Position 425: 0.4148743271204863
Position 441: 0.07807734267284323
Position 564: 0.02666213938325537
Position 731: 0.01785795263905536
Position 444: 0.01689638902736007
Position 750: 0.01139411160189532
Position 465: 0.009341308457388836
Position 576: 0.008712813732330597
Position 407: 0.006180901253900773
Position 483: 0.005577673706165606
Position 877: 0.005111097019654148
Position 810: 0.002630512527010649
Position 695: 0.0013929336492879184
Position 668: 0.0012986563808978886
Position 495: 0.0009613826640939021
Position 448: 0.0005451815392072649
Position 767: 0.0005375880283855198
Position 779: 0.0004437123698199573
Position 733: 0.00036741376441944016
Position 492: 0.00023836579134425777
Position 206: 0.00023827279397034573
Position 507: 0.0002200843775962255
Position 782: 0.0001314232128576252
Position 477: 0.00012353494336794668
Position 671: 0.00012068437759354078
Position 688: 0.00011233786661568166
Position 499: 9.532457633035799e-05
Position 514: 9.345395867580782e-05
Position 593: 4.289935606504865e-05
Position 510: 4.21127566514685e-05
Position 257: 3.803916427478738e-05
Position 794: 3.220774148590494e-05
Position 300: 3.1256404332729075e-05
Position 252: 3.109912618623872e-05
Position 690: 2.9226202946754658e-05
Position 250: 2.885983247983471e-05
Position 396: 1.6365392695353354e-05
Position 627: 1.5521622346134966e-05
Position 617: 1.549115752986956e-05
Position 356: 1.4224247220366516e-05
Position 608: 1.2801098171521407e-05
Position 651: 1.1185390730384073e-05
Position 279: 1.0116478677250792e-05
Position 459: 8.861133640726032e-06
Position 303: 7.81763029404724e-06
Position 881: 7.294325551751251e-06
Position 885: 7.032426441177998e-06
Position 259: 5.279275767919917e-06
Position 519: 4.834826069596294e-06
Position 525: 4.421672776383581e-06
Position 614: 1.9260272389788675e-06
Position 698: 1.0888780295655805e-06
Position 522: 1.0867843710447734e-06
Position 637: 9.78707487268682e-07
Position 647: 7.760348651791732e-07
Position 318: 5.731994052026939e-07
Position 621: 5.088113105897657e-07
Position 315: 5.037345598688813e-07
Position 598: 4.2219884833620676e-07
Position 653: 3.92979722051422e-07
Position 588: 2.2606415287572254e-07
Position 282: 1.9600791817340756e-07
Position 324: 1.298059653396296e-07
Position 623: 6.65182915053868e-08
Position 339: 5.259148617071065e-08
Position 633: 5.16173811806425e-08
Position 160: 4.658662460513718e-08
Position 604: 3.728074606453222e-08
Position 165: 3.63661123307001e-08
Position 129: 3.183911643793053e-08
Position 330: 2.9295340095331577e-08
Position 94: 2.2752664801092075e-08
Position 264: 1.6351306618171938e-08
Position 149: 2.1047762284643277e-10
Position 133: 5.959617448435864e-11
Position 186: 5.5859232702420364e-11
