Gene = TSEN2
index = 1496
Annotated 5SS: [  138  5499  7727 12064 19294 20741 32171 34707 44434 45383 47169]
Annotated 3SS: [ 5292  7644 12026 18770 20662 32119 34567 44396 45270 47078 48170]
SMsplice 5SS: [  390  3856  5499  7727 12064 13747 20741 30361 34707 45383 47169]
SMsplice 3SS: [ 3680  5292  7644 12026 13668 20662 30230 34567 45270 47078 47427]
top_k =  1000
Partition function (log Z): -18.23272194319901

Sorted 5' Splice Sites (High to Low Probability):
Position 5499: 0.8984328929926534
Position 7727: 0.8516390187856323
Position 12064: 0.7917156791544637
Position 3856: 0.7411541329954883
Position 390: 0.7169051477146409
Position 14700: 0.6728810310891298
Position 13747: 0.6540662715548621
Position 20741: 0.5272854009978933
Position 4517: 0.36044981093513867
Position 701: 0.33271349200329775
Position 22345: 0.2604201955097185
Position 2670: 0.2407841409594357
Position 27: 0.20617432219964918
Position 16895: 0.1769686275526315
Position 888: 0.16608327044944848
Position 12247: 0.14255377998725216
Position 12751: 0.13586295799191134
Position 138: 0.1283757148614385
Position 735: 0.11564960970522527
Position 4936: 0.10234246678831938
Position 4238: 0.09795181882635093
Position 9815: 0.08359376923030155
Position 13755: 0.0765517629056248
Position 18440: 0.0661525875071594
Position 17234: 0.06405639473277387
Position 4583: 0.061480168869275265
Position 914: 0.054821485943197155
Position 1165: 0.0545739953244049
Position 1683: 0.05445129505464239
Position 923: 0.05192378043918335
Position 15924: 0.04838401944687467
Position 5518: 0.04536815764075954
Position 15289: 0.04430085025723221
Position 6043: 0.0440765299475114
Position 1134: 0.04157920227990623
Position 715: 0.034405783455100404
Position 660: 0.034072846824388124
Position 1821: 0.032535248962095725
Position 2684: 0.03251140840255897
Position 19230: 0.029517936770523185
Position 14752: 0.029475383432763406
Position 584: 0.029328405610459282
Position 16667: 0.027223705593136156
Position 11850: 0.025981562434047548
Position 1161: 0.0229955398275496
Position 4234: 0.022621797054016415
Position 4647: 0.021549481821755697
Position 1933: 0.021478332079172602
Position 10033: 0.02111647779603563
Position 18979: 0.02102280071740331
Position 4711: 0.02004129513378154
Position 19294: 0.019262146064032006
Position 5027: 0.01589608257026206
Position 5737: 0.0150180773814052
Position 6366: 0.014143735970910917
Position 4811: 0.01353717108425461
Position 15361: 0.013215613349553443
Position 305: 0.012834401294837079
Position 12258: 0.011883267294636804
Position 358: 0.011104202472330045
Position 1398: 0.010152717568125965
Position 13393: 0.009823306901470135
Position 488: 0.00886864394499111
Position 3806: 0.008824100922663131
Position 4168: 0.008754239120912978
Position 1612: 0.008075611727934397
Position 353: 0.008012417401797261
Position 15081: 0.007161773194606341
Position 470: 0.006925327241124488
Position 4549: 0.006808571127668093
Position 14547: 0.006519319117118533
Position 6779: 0.005016012937865559
Position 5215: 0.004581690053208479
Position 956: 0.003831323877007621
Position 2749: 0.003786797223098704
Position 6146: 0.003663220234284772
Position 287: 0.0032276181263587314
Position 366: 0.0032176858465617604
Position 556: 0.0029263683194017797
Position 14845: 0.002914294054020108
Position 200: 0.002426587834429267
Position 15502: 0.002250594182635861
Position 722: 0.0016087674642279298
Position 15940: 0.0013740220035394625
Position 1502: 0.0013501187951946
Position 2260: 0.0011335858970103756
Position 18368: 0.0011220699849027768
Position 939: 0.000753986500963316
Position 1703: 0.0006951436577319145
Position 5108: 0.0006792716164194634
Position 4499: 0.000494530931607158
Position 5681: 0.00047350889916016335
Position 235: 0.0004201599668142884
Position 209: 0.0003956824815661265
Position 2105: 0.00035768142695472135
Position 343: 0.00033005602516549676
Position 1989: 0.00031656890552934946
Position 8084: 0.00030156749874756856
Position 348: 0.00025265297418301276
Position 761: 0.00022692458514579194
Position 436: 0.0001325944780489723
Position 485: 0.00010667986872660769
Position 5244: 0.00010276508651919202
Position 7114: 8.075778718672074e-05
Position 690: 7.200488165971889e-05
Position 107: 5.956520451539315e-05
Position 402: 5.723873327695261e-05
Position 276: 4.4413437595460535e-05
Position 1605: 3.66319044816812e-05
Position 143: 3.377791178906314e-05
Position 253: 2.6810809800800387e-05
Position 360: 2.5882823535701625e-05
Position 1041: 2.3783073245652655e-05
Position 151: 9.553959936916499e-06
Position 65: 9.488879180360295e-06
Position 70: 9.129516655354909e-06
Position 12: 7.49774101493696e-06
Position 172: 5.368152202526903e-06
Position 369: 4.937472663892477e-06
Position 1203: 2.5456109430668053e-06
Position 563: 1.5244251690756346e-06
Position 1073: 5.010941562036345e-07
Position 72: 4.74430090173717e-07
Position 1120: 3.836197712751975e-07
Position 430: 1.2979769736277156e-14
Position 443: 6.8376970849769585e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 12026: 0.8014648089370672
Position 5292: 0.7599290138151414
Position 7644: 0.7268240558524958
Position 13668: 0.697181695761121
Position 20662: 0.6445063773466756
Position 3680: 0.47450495888995137
Position 14617: 0.409854577701047
Position 459: 0.3658275461504433
Position 809: 0.343569531816213
Position 2551: 0.2770842043467145
Position 4328: 0.2744978061530916
Position 3707: 0.25343063078463884
Position 23929: 0.25263955779300007
Position 22248: 0.24906636200784094
Position 18770: 0.24312734204978095
Position 16778: 0.19491560694031387
Position 14455: 0.15190683588092926
Position 4331: 0.14481430278895294
Position 12632: 0.1322579580318381
Position 26302: 0.12714808871150232
Position 14652: 0.12035962518090124
Position 4892: 0.1024615695493319
Position 5191: 0.1020509879698997
Position 7498: 0.1007184650705855
Position 246: 0.09014371316729962
Position 24734: 0.0839969719636964
Position 12181: 0.08255198408986923
Position 18281: 0.07886588790215679
Position 583: 0.07781742900791769
Position 4130: 0.07110415088138651
Position 281: 0.07060838737952826
Position 22282: 0.06755469586592226
Position 17176: 0.06744637930721394
Position 4582: 0.06702281816126968
Position 4074: 0.06371618607667034
Position 1583: 0.05694891542343214
Position 5396: 0.05037910475272045
Position 11765: 0.048703332762119196
Position 5878: 0.04719623010215051
Position 15110: 0.044154751326594875
Position 15891: 0.03826438143214319
Position 13691: 0.037101437003627176
Position 9717: 0.03545846005119726
Position 21775: 0.03480889561117727
Position 19072: 0.033904529001214344
Position 16513: 0.028880179779009366
Position 12184: 0.027805250797969153
Position 651: 0.02695059463862031
Position 1758: 0.02548507183227525
Position 5339: 0.024677416399037963
Position 491: 0.024591402307311903
Position 15266: 0.023890421747012867
Position 9594: 0.022542627126030442
Position 1133: 0.02221428972603146
Position 1808: 0.021366298844268924
Position 20912: 0.02085451173882204
Position 1338: 0.01991206154509696
Position 3578: 0.016834739754092595
Position 7533: 0.01643006336484047
Position 5574: 0.015446306055249529
Position 9943: 0.015349827477414889
Position 14479: 0.01268365722513061
Position 9609: 0.012308647158534781
Position 884: 0.01198965982603822
Position 13302: 0.011851783681737945
Position 12141: 0.010900873570364369
Position 5316: 0.0105682385557933
Position 9561: 0.008371452638343586
Position 14461: 0.008309316146941633
Position 24414: 0.007318963659322909
Position 15742: 0.007165918714375892
Position 17304: 0.006787748064224817
Position 15704: 0.006638300464916033
Position 14816: 0.006275867173884457
Position 12649: 0.005948947908481065
Position 6182: 0.00586590777410775
Position 9914: 0.0058050150963838264
Position 1070: 0.005698760290663887
Position 3543: 0.005207904489468044
Position 9769: 0.0049125822561954975
Position 7247: 0.00487770725653923
Position 606: 0.0048330242436002
Position 4802: 0.004656056760325778
Position 6204: 0.004650737680175302
Position 14436: 0.0045787664893960755
Position 4286: 0.00443248597779028
Position 15441: 0.003941246809689067
Position 14402: 0.0037338520817618375
Position 15799: 0.0036183877478718684
Position 14699: 0.0035807092930872143
Position 6234: 0.003577929498736873
Position 6524: 0.0033492770090735383
Position 17051: 0.0032242019843758086
Position 598: 0.002934735467413014
Position 443: 0.002481841771031499
Position 14897: 0.0020542761531295974
Position 1608: 0.0018548861535303508
Position 16272: 0.0018448531290093672
Position 7676: 0.0016413230635339438
Position 13913: 0.0015809044288918623
Position 14989: 0.0015007801022151356
Position 12144: 0.001490468225725481
Position 12472: 0.001378381446453159
Position 12728: 0.0013348005665179902
Position 159: 0.0012438591511818888
Position 1254: 0.0012149236396430236
Position 1501: 0.0012102380454531258
Position 12413: 0.0012038347828770672
Position 7699: 0.0012018675847481303
Position 14951: 0.0011920994121516401
Position 6594: 0.0011910604290121633
Position 13976: 0.0010984858458451558
Position 656: 0.00109460486158593
Position 107: 0.0010921324841552072
Position 1108: 0.0010296215821962995
Position 612: 0.0009654946251190197
Position 2057: 0.0008627132924284282
Position 304: 0.0008534737059588006
Position 5155: 0.000821569929980058
Position 15598: 0.000817496983727557
Position 551: 0.0007566942270084214
Position 6017: 0.0006296961236759405
Position 1975: 0.0006286596627517078
Position 16242: 0.0006245713179056412
Position 12356: 0.0005227174860364761
Position 6685: 0.0004950559500471646
Position 18219: 0.00045533633272166443
Position 1397: 0.0004140041998720976
Position 16651: 0.0004119043910591174
Position 14954: 0.0003696881886644726
Position 12389: 0.0003685043243904331
Position 115: 0.000299341186165171
Position 17233: 0.0002774004987407601
Position 14996: 0.0002564919058893095
Position 14246: 0.0002493279678857052
Position 7958: 0.00016639606508517265
Position 1647: 0.0001655247042200926
Position 1202: 0.000145346161937607
Position 8839: 0.000137694204940043
Position 1719: 0.00013679053062693806
Position 191: 0.00012718717803394857
Position 8574: 0.00012586194798821354
Position 751: 0.00012201068933839406
Position 1094: 0.00011820272501094378
Position 14034: 0.00011717727518162582
Position 7921: 0.00011638000896944972
Position 12841: 0.00010706891133982152
Position 5631: 8.288179644747318e-05
Position 6924: 7.649521531928824e-05
Position 856: 6.643954637633856e-05
Position 172: 6.463077075594274e-05
Position 828: 6.106161060977526e-05
Position 14064: 5.633583588373121e-05
Position 7413: 5.4204492393387875e-05
Position 6285: 5.05508166347815e-05
Position 8056: 4.722863730123876e-05
Position 700: 4.468782267208816e-05
Position 6921: 3.638168611046958e-05
Position 913: 3.6079384130197145e-05
Position 474: 3.134733200460494e-05
Position 8633: 3.077908874466821e-05
Position 12782: 3.001093935602988e-05
Position 8135: 2.679673086357922e-05
Position 7972: 2.3212652587809607e-05
Position 953: 2.299066842492963e-05
Position 7991: 2.2624961478757328e-05
Position 608: 2.0847072289113e-05
