Gene = AMT
index = 77
Annotated 5SS: [ 393  650 1262 2543 3044 3494 3783 4936]
Annotated 3SS: [ 481 1180 2410 2964 3347 3601 4779 5034]
SMsplice 5SS: [ 315  650 1262 3044 3494 3783 4936 5139]
SMsplice 3SS: [ 495 1180 2964 3347 3601 4779 5034 5523]
top_k =  1000
Partition function (log Z): -0.010919583901230379

Sorted 5' Splice Sites (High to Low Probability):
Position 3044: 0.8252633117547112
Position 315: 0.7985673659121321
Position 650: 0.7893951685023854
Position 3494: 0.7266928145972412
Position 1262: 0.6913661753547363
Position 3783: 0.5776099377521982
Position 4936: 0.5280197936534932
Position 5139: 0.49964707098293687
Position 2543: 0.29689149876058013
Position 393: 0.1266682101474132
Position 1062: 0.11160637684325941
Position 4016: 0.08706709798973906
Position 3139: 0.0842997009547723
Position 3662: 0.07686741830180364
Position 2098: 0.05312386679645017
Position 5265: 0.05078407251764118
Position 3365: 0.04384722316547643
Position 2707: 0.03969751830936424
Position 3820: 0.034881975341573744
Position 4821: 0.019453761098819914
Position 5226: 0.01695838506388604
Position 5133: 0.016804728916831053
Position 3245: 0.016722649038344833
Position 3486: 0.01651486597059127
Position 4587: 0.015876085491229076
Position 4924: 0.014991403540248898
Position 2715: 0.01390174462441678
Position 1012: 0.012889340130065693
Position 3721: 0.012034008465574439
Position 2092: 0.011744692144311564
Position 2491: 0.009736578410602574
Position 4048: 0.007397449715634982
Position 3554: 0.00651882954032366
Position 5210: 0.006318435065391068
Position 2971: 0.00622372623762579
Position 2208: 0.006179336187682189
Position 1028: 0.005218382285117239
Position 4940: 0.005183377855042585
Position 794: 0.005005211728759629
Position 2817: 0.004159371912073217
Position 2926: 0.004118470227163432
Position 5312: 0.0038688964410274152
Position 956: 0.0033521048324367834
Position 4876: 0.0032088237823418553
Position 90: 0.003043080179168539
Position 1076: 0.0029355382148560545
Position 4983: 0.002498037679412084
Position 3540: 0.0023078824726101947
Position 3509: 0.002266495875139233
Position 121: 0.002037551220710243
Position 124: 0.0019499320132844574
Position 131: 0.0019447247147305541
Position 3431: 0.0018224088147327116
Position 772: 0.0016999411017531833
Position 2102: 0.0016393838025216775
Position 2593: 0.0015085660981365376
Position 5299: 0.0015043923808537028
Position 3910: 0.0014905499226277423
Position 4848: 0.0014626660663998384
Position 2712: 0.00143809507224284
Position 2114: 0.00120379739046065
Position 10: 0.0011996071122867442
Position 865: 0.0011711413145977273
Position 1925: 0.0011488619433968831
Position 5035: 0.0010215700322825016
Position 3013: 0.0008540710453798929
Position 2758: 0.0007773624705845139
Position 3868: 0.0007659191900974192
Position 2061: 0.0007261169969220609
Position 273: 0.0007198771006553551
Position 4176: 0.0007040391748421242
Position 2465: 0.0007014043371270563
Position 4461: 0.0006936302792975228
Position 2765: 0.0006253251842363503
Position 1205: 0.0005747104317261362
Position 4324: 0.0005531893780943039
Position 552: 0.0005010763459601484
Position 3520: 0.0004331006184655237
Position 3614: 0.00040166507366085335
Position 4372: 0.00032764423834509923
Position 3826: 0.00032280475123369563
Position 2760: 0.0002941423017785468
Position 1618: 0.00027980150716308034
Position 405: 0.0002356960671476106
Position 5306: 0.00023514022536309966
Position 4863: 0.00020771590820984175
Position 421: 0.00020621262582919443
Position 963: 0.0001671306753849563
Position 2654: 0.0001547709996520622
Position 2616: 0.0001403772195416171
Position 2322: 0.00011744141770887414
Position 571: 0.00011722622335513211
Position 3506: 0.00010472455870272819
Position 382: 8.370738480191821e-05
Position 4868: 6.788354565369147e-05
Position 1784: 6.43578883573636e-05
Position 3063: 6.231023988104274e-05
Position 825: 5.573305482278828e-05
Position 1045: 5.565865132630613e-05
Position 1483: 5.271040511553641e-05
Position 3130: 4.2610176923692765e-05
Position 1194: 3.662288937031082e-05
Position 926: 3.452107479306289e-05
Position 319: 3.183700712232797e-05
Position 781: 3.147083486056417e-05
Position 485: 2.9075713955763977e-05
Position 539: 2.676965797219712e-05
Position 1031: 2.6047717117590234e-05
Position 912: 2.4558767707342248e-05
Position 930: 2.25005124246526e-05
Position 25: 2.100249750149626e-05
Position 632: 2.0579723688759046e-05
Position 368: 1.961460197748135e-05
Position 999: 1.8389701480424257e-05
Position 3455: 1.5733163768848556e-05
Position 324: 1.548990466614053e-05
Position 321: 1.3255254124655593e-05
Position 3511: 1.2721721947169206e-05
Position 942: 8.686777593238156e-06
Position 261: 8.010860209582792e-06
Position 264: 7.897688449780673e-06
Position 216: 6.2696054406156595e-06
Position 259: 4.315505754306266e-06
Position 370: 4.009707605465907e-06
Position 1066: 1.9099134531414703e-06
Position 42: 1.6767639496994393e-06
Position 280: 1.65647782073431e-06
Position 331: 4.3651984060776387e-07
Position 634: 2.9174917301910257e-07
Position 558: 2.8027489023755146e-07
Position 783: 2.1858830507165472e-07
Position 706: 2.011936701626098e-07
Position 249: 6.78005514584975e-08
Position 544: 6.01618265774559e-08
Position 566: 5.684047417420456e-08
Position 2498: 1.305534806403364e-08
Position 582: 2.0508760931237587e-09
Position 373: 1.7814581389311455e-09
Position 456: 1.425394621966017e-09
Position 730: 1.3968658644720828e-09
Position 703: 9.743061826803115e-10
Position 884: 9.13762987429217e-10
Position 723: 8.839142053564227e-13
Position 290: 4.5625404259712894e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2964: 0.9273769494438487
Position 3601: 0.7095147411614975
Position 1180: 0.5939890785816923
Position 495: 0.5914079283177823
Position 4779: 0.585662812556041
Position 5034: 0.5715900333115944
Position 3347: 0.4979195870486521
Position 5523: 0.48652405722700065
Position 2410: 0.30300401876119903
Position 5072: 0.27281385792216045
Position 3243: 0.16125734327666977
Position 5385: 0.11012450236080039
Position 481: 0.10958778037033153
Position 892: 0.09941054382880135
Position 1142: 0.07288426679881227
Position 5075: 0.06715304090266877
Position 3417: 0.06168358588530643
Position 3934: 0.058841442262731296
Position 1969: 0.05684963503406853
Position 3909: 0.03641734634082626
Position 3359: 0.032821333744169866
Position 2588: 0.02810887793953717
Position 2614: 0.018668910903568585
Position 5244: 0.017690013448906288
Position 951: 0.01695495619547645
Position 3283: 0.016170130732972743
Position 2564: 0.015138277713310028
Position 4524: 0.01486074718396791
