Gene = ANAPC2
index = 79
Annotated 5SS: [  122  1057  2314  3625  4866  5413  6857  7750  8086  8357 12830 13301]
Annotated 3SS: [  433  2180  3449  4745  5294  6674  7607  8009  8152 12699 13064 13382]
SMsplice 5SS: [  122  2314  4866  5413  7750  8086  8259 12830 13301]
SMsplice 3SS: [ 2241  4745  5294  7607  7952  8152 12699 13064 13382]
top_k =  1000
Partition function (log Z): 17.331966938827588

Sorted 5' Splice Sites (High to Low Probability):
Position 7750: 0.992560744874281
Position 12830: 0.9843815750085331
Position 8086: 0.9749657241346062
Position 13301: 0.842190277513719
Position 122: 0.8393600177449783
Position 4866: 0.8168932729125807
Position 5413: 0.8039799868419281
Position 8259: 0.7816023171225732
Position 2314: 0.7381677975887603
Position 2589: 0.45488974724857856
Position 3625: 0.4148053646874234
Position 548: 0.2526739374645718
Position 12535: 0.23952025577624997
Position 2300: 0.2235902216729823
Position 8357: 0.21092839615162684
Position 4456: 0.20268192512717725
Position 3647: 0.1494436242181506
Position 538: 0.13584551434831574
Position 5075: 0.10948236932370757
Position 13533: 0.09061951970207838
Position 1274: 0.08847401681411139
Position 83: 0.08329111978818549
Position 13152: 0.08217804356907933
Position 9554: 0.07798030465242332
Position 6857: 0.05912320033692891
Position 11489: 0.054808973082422635
Position 8837: 0.047711571813503766
Position 7307: 0.04708115927759816
Position 2551: 0.04567624548528861
Position 2049: 0.042954232391059985
Position 3070: 0.04292676828950957
Position 10470: 0.03938831603399495
Position 13161: 0.03767216040335455
Position 170: 0.036410177938057287
Position 1144: 0.036272154614621216
Position 1057: 0.030312734359860004
Position 6447: 0.028675075878096732
Position 3361: 0.028472580513286886
Position 8898: 0.028419502505914584
Position 1460: 0.026872772346128535
Position 1466: 0.026067782159845437
Position 497: 0.026011149870582992
Position 6490: 0.021731917417720552
Position 8875: 0.021344678114177472
Position 11169: 0.019621555292906604
Position 13132: 0.018906434860729245
Position 13641: 0.01736443716284686
Position 3566: 0.01695201417286378
Position 9123: 0.01594805151885455
Position 1220: 0.01461546603734453
Position 5002: 0.013425610147033513
Position 3325: 0.012306504869325679
Position 8594: 0.011729141247047188
Position 11033: 0.011569903966756827
Position 10750: 0.011329298177032255
Position 1507: 0.01057945481614024
Position 6797: 0.010532643414951597
Position 5144: 0.010440838515895435
Position 5388: 0.009321340046604126
Position 2358: 0.008702307416284472
Position 8997: 0.008634535565507032
Position 9502: 0.008471113247694742
Position 2509: 0.00793790055942831
Position 8614: 0.007827807510969079
Position 12883: 0.0077647445655984575
Position 11088: 0.0075631685911610805
Position 524: 0.007395285133041994
Position 10568: 0.0065367159799053645
Position 9943: 0.005206842153122428
Position 586: 0.0047277781822725575
Position 2060: 0.0043954286920355945
Position 2280: 0.004307751365901949
Position 876: 0.004300264858162992
Position 7407: 0.004111360750953623
Position 64: 0.004053599582798429
Position 5496: 0.0035815038107637814
Position 12802: 0.0033130963559910775
Position 934: 0.0031968755211123478
Position 5086: 0.0030734469238913767
Position 1486: 0.0028033207453974007
Position 5381: 0.0026786101689618867
Position 4621: 0.002316633286875488
Position 3018: 0.0021426893468502266
Position 13441: 0.002123725373982091
Position 434: 0.0018849596121927265
Position 3295: 0.0018231057384203266
Position 1525: 0.0017848694641618811
Position 4966: 0.001722625580886048
Position 5025: 0.0016245104857658154
Position 311: 0.0014972174414337454
Position 2013: 0.0014912563902758753
Position 2417: 0.0014620867593898629
Position 1413: 0.0014307060310169944
Position 13097: 0.0014076605591687719
Position 7729: 0.0013903502946585474
Position 844: 0.001375159520119869
Position 1639: 0.001350316440085793
Position 3618: 0.0012864946951866056
Position 98: 0.0012779152948430407
Position 3628: 0.001272709712051362
Position 1052: 0.001241702768888599
Position 6995: 0.0012163966735668586
Position 198: 0.0011366065855134633
Position 13352: 0.0010346410769845268
Position 12739: 0.0009833399367166053
Position 13470: 0.0009793026282548306
Position 7693: 0.0009545762502352156
