Gene = CAPZB
index = 277
Annotated 5SS: [    42  65817  99973 106938 128056 128843 140291 141120]
Annotated 3SS: [ 65726  99850 106823 127913 128725 140224 141042 145859]
SMsplice 5SS: [    42  14323  16439  41987  46447  48435  49179  65453  65817  71057
  71724  73413  79181  98432  99973 103284 106938 122098 123543 128056
 128843 135099 135251 140291 141120]
SMsplice 3SS: [ 14235  16304  41917  46323  48351  49081  65339  65726  70967  71626
  73165  78943  98359  99850 102963 106823 121936 123413 127913 128725
 135027 135223 140224 141042 145859]
top_k =  1000
Partition function (log Z): -70.61025802549383

Sorted 5' Splice Sites (High to Low Probability):
Position 42: 0.867520406763357
Position 14323: 0.7534880601063099
Position 6393: 0.6205889435609017
Position 4338: 0.5754310957533512
Position 16439: 0.5401779727870633
Position 9504: 0.4491416681935497
Position 10747: 0.43134499130371123
Position 1594: 0.42164993948038837
Position 6738: 0.3668547134498145
Position 1288: 0.17999788601196087
Position 16001: 0.1439421141310491
Position 8634: 0.1033071036645841
Position 1023: 0.0720322259231671
Position 5520: 0.06792544678405309
Position 16620: 0.058944610426309905
Position 2672: 0.056952206619684705
Position 2544: 0.054719563981546225
Position 15096: 0.05108613394366868
Position 2188: 0.045409142556371004
Position 6006: 0.038264246462255444
Position 7117: 0.03772426221873284
Position 15114: 0.03691125095971765
Position 5613: 0.03546999746059218
Position 5552: 0.03500274097706531
Position 1340: 0.02479565634888844
Position 2987: 0.018090027575020987
Position 2129: 0.017495806568043802
Position 10583: 0.015134995744204825
Position 3098: 0.014462737522555218
Position 6631: 0.011909337556355057
Position 15205: 0.011453570774999134
Position 15201: 0.011395057550201884
Position 543: 0.011257577282319586
Position 416: 0.00998301054390867
Position 13475: 0.009245695090824556
Position 1861: 0.008831892977889721
Position 2886: 0.007554569508860669
Position 5958: 0.006761031876476124
Position 2668: 0.006226683771557558
Position 568: 0.006111231553094344
Position 9639: 0.005761304849347039
Position 5702: 0.005604284642069708
Position 2414: 0.005408044756856632
Position 2482: 0.0047448014161833255
Position 5515: 0.004726874600410844
Position 16425: 0.004650223802496107
Position 3389: 0.004286024660669872
Position 16652: 0.00421001832784052
Position 14398: 0.004139568185084502
Position 1725: 0.003689391582154402
Position 129: 0.00347134175181338
Position 142: 0.00337810687442945
Position 307: 0.0033744494038894417
Position 372: 0.0031778730975477658
Position 9656: 0.0027484091604268726
Position 1014: 0.0024367260921793763
Position 2200: 0.002361053142981226
Position 4144: 0.002298728978069691
Position 7846: 0.002241511103680704
Position 7532: 0.001958343152235106
Position 1778: 0.001928039794218684
Position 8081: 0.001827406158870547
Position 8522: 0.0017480571696488927
Position 2480: 0.0017119492824696865
Position 4735: 0.0016812832928448456
Position 2486: 0.0014843980535493805
Position 6801: 0.0014537311815137498
Position 726: 0.0014029945213802951
Position 2720: 0.0013812561734053905
Position 3893: 0.0013765048408257755
Position 2559: 0.0011393701482746597
Position 297: 0.0009750162651278522
Position 6830: 0.0009085751687447678
Position 4076: 0.0007736413787631114
