Gene = PRCC
index = 1067
Annotated 5SS: [  740 14830 19675 24293 27309 29842]
Annotated 3SS: [14781 19107 24196 27164 29775 32873]
SMsplice 5SS: [  740  9377 14830 19675 23663 23869 24293 27309 29842]
SMsplice 3SS: [ 9229 14781 19492 23566 23752 24196 27164 29775 32873]
top_k =  1000
Partition function (log Z): 9.480177489248314

Sorted 5' Splice Sites (High to Low Probability):
Position 24293: 0.9976987261319967
Position 27309: 0.9778548428065271
Position 14830: 0.9017710757715953
Position 23663: 0.8971431248939222
Position 23869: 0.8246643731570382
Position 29842: 0.7909006526780067
Position 740: 0.6050970342080523
Position 9377: 0.6030166729543739
Position 1466: 0.5427864494798382
Position 19675: 0.529021765978062
Position 30296: 0.3699452327946627
Position 84: 0.31844908045934484
Position 28429: 0.3108230327186978
Position 9428: 0.26193302647942324
Position 27068: 0.244783282324711
Position 25805: 0.2215147880041593
Position 29783: 0.193554108261724
Position 30587: 0.17795949510037903
Position 6484: 0.17315809442174163
Position 1776: 0.16117835851769632
Position 32380: 0.15919009851905785
Position 23876: 0.1330067391609994
Position 28089: 0.12876900551172352
Position 13056: 0.12095747930444076
Position 30054: 0.10274807130065411
Position 30060: 0.09528291886898295
Position 30110: 0.08055056474325294
Position 13506: 0.06833674102708653
Position 14645: 0.0633723552039619
Position 23634: 0.06079828686184089
Position 3971: 0.05974120790642921
Position 226: 0.05525884516206714
Position 10763: 0.05194273916802928
Position 27553: 0.04984201968940242
Position 9470: 0.04861175020371518
Position 24679: 0.04696953300242133
Position 2860: 0.04669701033865164
Position 30973: 0.04101534916962715
Position 30987: 0.038695355853840346
Position 25715: 0.03754553807829009
Position 1312: 0.03286445688188085
Position 23913: 0.030347651530018404
Position 185: 0.028047046057339584
Position 145: 0.027066678793496786
Position 23675: 0.02572102848593822
Position 26644: 0.02204892999858739
Position 4: 0.016725286978776645
Position 9388: 0.014882160395190434
Position 27229: 0.01464137321724056
Position 3211: 0.0145399665149474
Position 1371: 0.013945363187733683
Position 25800: 0.0116636715436085
