Gene = PERM1
index = 1012
Annotated 5SS: [2149 4531]
Annotated 3SS: [4404 4759]
SMsplice 5SS: [ 268 2149]
SMsplice 3SS: [2048 4759]
top_k =  1000
Partition function (log Z): -6.541589220182486

Sorted 5' Splice Sites (High to Low Probability):
Position 2149: 0.9403015427594178
Position 268: 0.5269719712031249
Position 451: 0.5175379334755661
Position 4813: 0.40676370443903925
Position 4531: 0.2721324211229109
Position 252: 0.10697089230019592
Position 1810: 0.0626203142840433
Position 691: 0.050689820206041715
Position 5074: 0.0312465711922842
Position 754: 0.030964453291631073
Position 722: 0.0267521007086072
Position 5060: 0.024397209926638724
Position 260: 0.024303844889123634
Position 4924: 0.020727836456596354
Position 295: 0.02072604280699855
Position 1844: 0.014715800492755197
Position 1509: 0.011274392005268205
Position 561: 0.007894368615631541
Position 577: 0.005436037504230529
Position 5383: 0.005358105159561279
Position 1880: 0.004534579295931178
Position 388: 0.0039052679089080938
Position 2720: 0.0033157266224625023
Position 1974: 0.0024146237073265756
Position 5101: 0.0018773889692350353
Position 4488: 0.0013156248311689644
Position 4388: 0.0012915350847032098
Position 4537: 0.0010425624373284056
Position 1422: 0.000990446590474714
Position 2741: 0.0009550411596715393
Position 5093: 0.0008489275836126823
Position 2566: 0.0006512621622041968
Position 4711: 0.0006038795157608467
Position 1272: 0.0005857228029178401
Position 5570: 0.0005168921911104104
Position 5693: 0.00048593604749681314
Position 2773: 0.0003843984218715667
Position 1480: 0.00038352877372234737
Position 2726: 0.0003641608778550615
Position 2681: 0.0003029060491044467
Position 565: 0.0002638578594483126
Position 5689: 0.0002501876617800162
Position 2844: 0.00021782493794182055
Position 4600: 0.00019077929346288225
Position 1707: 0.00014312273306541138
Position 680: 0.00010022937636936648
Position 2711: 9.219847238557491e-05
Position 1404: 8.097860259435313e-05
Position 71: 8.049867075882128e-05
Position 2066: 6.968034119989939e-05
Position 1491: 6.498968498197397e-05
Position 121: 6.276581485730724e-05
Position 2115: 5.88249674208683e-05
Position 314: 5.828166246373606e-05
Position 73: 5.7148248754973294e-05
Position 2806: 4.771489446975678e-05
Position 2454: 4.526150885585349e-05
Position 14: 3.521680656318164e-05
Position 3421: 3.2553647120891105e-05
Position 1427: 2.9414603364969352e-05
Position 473: 2.7404802210322947e-05
Position 3453: 2.0337856142044657e-05
Position 884: 1.7710749248310633e-05
Position 3389: 1.1514355963197078e-05
Position 2698: 8.57206763995441e-06
Position 116: 8.273860636312515e-06
Position 3485: 7.925884308290178e-06
Position 2850: 6.387688016677654e-06
Position 4990: 3.9668539511349675e-06
Position 21: 3.484679704216544e-06
Position 31: 3.3564162413995697e-06
Position 50: 1.6390735183020708e-06
Position 154: 7.617395084960455e-07
Position 1200: 3.4220366129226954e-07
Position 371: 3.245594316739996e-07
Position 234: 2.1870033441986988e-07
Position 5524: 1.1550516927035836e-07
Position 466: 5.071428179358138e-08
Position 145: 2.8574444748128805e-08
Position 729: 1.0597374995029774e-08
Position 276: 5.546156991565915e-09
Position 338: 5.017362377299118e-09
Position 395: 6.384585075126142e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2048: 0.9401008351433194
Position 4759: 0.5180151814075539
Position 4643: 0.321410389536031
Position 358: 0.18880420188117014
Position 5246: 0.17754456444136
Position 4441: 0.14038628235797304
Position 5433: 0.13108825735576365
Position 4470: 0.10336162550293054
Position 608: 0.08184485853143261
Position 4972: 0.07676347110732738
Position 5155: 0.0676820396283321
Position 1655: 0.04342356530807498
Position 5499: 0.04088523627177599
Position 4404: 0.038203567575162696
Position 5382: 0.02898866498085164
Position 4812: 0.02321589629697625
Position 1745: 0.01711171622119857
Position 4373: 0.014630576804688138
Position 1390: 0.013146043986595376
Position 367: 0.012567439440789774
Position 4707: 0.011568281309416454
Position 637: 0.011290274211215305
Position 5159: 0.010263354916657872
Position 4445: 0.010169727230347227
Position 1723: 0.007312965637053623
Position 330: 0.006996007454640229
Position 4688: 0.006519587952851931
Position 487: 0.006205188003847073
Position 5645: 0.005910425992414313
Position 2537: 0.005862145440737757
Position 327: 0.005848372007843733
Position 371: 0.00560204340497792
Position 2005: 0.005553607573930715
Position 1670: 0.0041060017720051245
Position 2565: 0.003124005451733049
Position 4885: 0.0030727702667446397
Position 1351: 0.0028200271389578983
Position 4917: 0.002394643147816928
Position 410: 0.0022895161418627708
Position 4912: 0.0021939910474827813
Position 1705: 0.002081895808203471
Position 1863: 0.001730371413480479
Position 5504: 0.0016573508482744172
Position 5785: 0.0016341138569970796
Position 1778: 0.0015963014765601358
Position 5296: 0.001552231196932967
Position 2263: 0.0014986312472868013
Position 1586: 0.0014284266309499798
Position 2510: 0.0012523182900721476
Position 4387: 0.0011602223921047016
Position 2413: 0.001028891198308628
Position 514: 0.0010273564172098334
Position 4720: 0.0009830908547466591
Position 588: 0.0009628413401511711
Position 4724: 0.0009465199888774681
Position 1578: 0.0008717022808373205
Position 4904: 0.0008432819251509805
Position 2616: 0.0008235451217713193
Position 5534: 0.0008056193799235824
Position 5569: 0.0007273611809927314
Position 2266: 0.000710450006460293
Position 2452: 0.0006851996972828594
Position 4530: 0.0006457715336969858
Position 4329: 0.0005983524634991258
Position 2667: 0.0005545416354527778
Position 500: 0.0005174053798013788
Position 786: 0.0004995628014138703
Position 2140: 0.0004619839676145279
Position 5659: 0.00044140707851128785
Position 541: 0.00042228265234828553
Position 1298: 0.0004190017659993555
Position 2647: 0.00039794855531106527
Position 1128: 0.00038789977001673465
Position 4368: 0.0003459385622682104
Position 2581: 0.0003395880858043572
Position 2749: 0.00033763282121370444
Position 1534: 0.000335259936675508
Position 5597: 0.0003206925490540374
Position 1248: 0.0002920250820949638
