Gene = OTUD3
index = 989
Annotated 5SS: [  222  8021 11968 15150 21886 22475 24104]
Annotated 3SS: [ 7871 11854 15026 21753 22377 23918 25056]
SMsplice 5SS: [  222  8021 11968 15150 21886 22475 24104 25148]
SMsplice 3SS: [ 7871 11854 15026 21753 22377 23883 25056 26643]
top_k =  1000
Partition function (log Z): 4.98546251844314

Sorted 5' Splice Sites (High to Low Probability):
Position 22475: 0.9833715208645023
Position 15150: 0.981208592529859
Position 24104: 0.8515087029253989
Position 11968: 0.8491117997643586
Position 8021: 0.8459605389766417
Position 25148: 0.8081377567082102
Position 222: 0.7346303962154997
Position 21886: 0.5855120899624134
Position 6176: 0.5314338129811765
Position 29823: 0.31942770725428
Position 4414: 0.29483236907866767
Position 16441: 0.2516182078762154
Position 9089: 0.24496926428437094
Position 10082: 0.2148903570601988
Position 975: 0.2112166099221458
Position 5981: 0.18402818455380954
Position 6159: 0.18250727734714425
Position 5770: 0.16613635096288318
Position 208: 0.16371891030658073
Position 1542: 0.14706395015594884
Position 5764: 0.1275441822742863
Position 14731: 0.10579136448601219
Position 13068: 0.09602168582732215
Position 26605: 0.0957789089892476
Position 9801: 0.09257316865794875
Position 21862: 0.0920539330856427
Position 24569: 0.07404692865007544
Position 624: 0.0661893234435145
Position 23837: 0.059307865725378404
Position 13463: 0.05764404358269523
Position 9014: 0.05549104117861638
Position 7685: 0.05494111300883026
Position 13087: 0.054366110712993354
Position 2450: 0.05293635700483132
Position 15777: 0.05281588051530366
Position 21391: 0.0518369224514953
Position 13760: 0.04743365156853197
Position 21223: 0.039576202806354974
Position 10074: 0.0384077307297141
Position 21841: 0.038313253051686535
Position 17957: 0.03580230798003095
Position 5961: 0.034508757702030525
Position 21344: 0.029226116438076828
Position 21866: 0.02774940992621349
Position 1583: 0.02649838961330659
Position 22108: 0.026045703772765542
Position 19616: 0.02513474202132777
Position 21340: 0.024913234504645512
Position 14266: 0.024909044804717343
Position 6255: 0.024374408761860415
Position 18270: 0.022802211595893896
Position 24108: 0.022771853958610824
Position 4460: 0.020622404217848486
Position 12679: 0.01996331375410242
Position 466: 0.019004054217413684
Position 16576: 0.018668656619279512
Position 14121: 0.01812741831610264
Position 3411: 0.01795803953515263
Position 15154: 0.017657266473569955
Position 9034: 0.01606411637464756
Position 21447: 0.015164630331971312
Position 21881: 0.015048398804958864
Position 3277: 0.014941832853256036
Position 25255: 0.014930372121870213
Position 21236: 0.014236167296580848
Position 22521: 0.013963533630455363
Position 28406: 0.011928918087420009
Position 14957: 0.01139603881868036
Position 23708: 0.010715492933042706
Position 24331: 0.010019531794893755
Position 21141: 0.009434763824278434
Position 26225: 0.008484438139946248
Position 19456: 0.00840084029948988
Position 2228: 0.007677977150338692
Position 15715: 0.007161742145369894
