Gene = IL12A
index = 686
Annotated 5SS: [ 425 1563 4376 4743 4860 5095]
Annotated 3SS: [1416 4261 4700 4817 4950 6653]
SMsplice 5SS: [ 425 1563 4376 4860 5095]
SMsplice 3SS: [1416 4261 4700 4950 6653]
top_k =  1000
Partition function (log Z): -1.4100524148820393

Sorted 5' Splice Sites (High to Low Probability):
Position 5095: 0.9759157435157477
Position 1563: 0.9572430015207264
Position 4860: 0.9115096283041223
Position 4376: 0.8667180903891458
Position 425: 0.7600570042944335
Position 4743: 0.20094800540935495
Position 2633: 0.10549939032247817
Position 1159: 0.06485962405808554
Position 462: 0.05794604256312306
Position 2809: 0.0526814719000469
Position 3599: 0.027012595233472624
Position 1309: 0.024964528045225757
Position 4215: 0.0231652538445663
Position 445: 0.02201409649293715
Position 819: 0.019619274290873005
Position 900: 0.01847150683723796
Position 3018: 0.017674896731802708
Position 3452: 0.017052325522971545
Position 362: 0.015964885004766304
Position 6151: 0.010571460508743066
Position 1018: 0.009858281375362108
Position 6624: 0.009292055823931469
Position 6261: 0.009154717726947871
Position 3785: 0.007542293899381247
Position 3777: 0.006885831762193558
Position 851: 0.0066746889111534
Position 321: 0.0062648465384870095
Position 3970: 0.0062637364893535176
Position 3304: 0.005687293195822839
Position 2440: 0.004942628237165054
Position 35: 0.00480610507953314
Position 3744: 0.004417341602701087
Position 5804: 0.004297862182941865
Position 4462: 0.004172622910150656
Position 3549: 0.0038515359938745115
Position 224: 0.0037868572424860406
Position 2429: 0.003332293618727222
Position 3288: 0.003086500000294887
Position 3358: 0.002900619457577557
Position 2594: 0.0027406885703058917
Position 73: 0.0026094134657194206
Position 3965: 0.002360665178312505
Position 277: 0.002335071708532269
Position 489: 0.002292971157395835
Position 3982: 0.0019946337897124
Position 1340: 0.0019251210619752263
Position 975: 0.0018300588999267322
Position 411: 0.0017455274908353073
Position 429: 0.0016303583259236797
Position 7106: 0.0015739549087910492
Position 3251: 0.0015352102640183653
Position 5262: 0.0013270216319265307
Position 6572: 0.0011596483395314861
Position 1636: 0.0011072265144319924
Position 493: 0.00107894339742069
Position 1272: 0.0010520667343315866
Position 5114: 0.0010304184637463585
Position 6818: 0.001006929335331805
Position 3608: 0.0009004864389394203
Position 159: 0.0007990113763135519
Position 6670: 0.0007752663314161193
Position 2967: 0.0007742473144483864
Position 6076: 0.0006410707111624415
Position 3828: 0.0006226973481151655
Position 3684: 0.0005973776718858697
Position 6498: 0.0005969850627815529
Position 2451: 0.000523807233182474
Position 5311: 0.0005122786346288967
Position 6156: 0.0005052231803432132
Position 6528: 0.0004505392598372721
Position 4074: 0.00041946299011050113
Position 4153: 0.0003918250298036184
Position 3781: 0.00035975808788591513
Position 1334: 0.00033214498176402043
Position 5608: 0.00032462491811057327
Position 1144: 0.0003214501907291453
Position 963: 0.0003064635543049328
Position 4996: 0.0002977229248708365
Position 576: 0.00028488734997676165
Position 5978: 0.00027186322516188524
Position 4503: 0.000265548959011168
Position 6513: 0.0002613918242557193
Position 1869: 0.00025752411522500404
Position 741: 0.00025537034610076886
Position 266: 0.00023784496149098852
Position 1048: 0.00021725900594505367
Position 4772: 0.00021578960682382662
Position 904: 0.0002145440556675786
Position 309: 0.00020644138436559374
Position 205: 0.00019260773036906698
Position 668: 0.00017034455190639546
Position 5576: 0.00016656931910565524
Position 3315: 0.00016294583890500032
Position 3789: 0.00016090932371718927
Position 6008: 0.0001571417349046246
Position 756: 0.0001472500748994897
Position 7: 0.0001457724321400627
Position 5832: 0.00014017579290898747
Position 413: 0.00012891063562792235
Position 32: 0.00012479951090600935
Position 697: 0.00012070835332541984
Position 5180: 0.00011890856116912749
Position 6309: 0.00011766695272274647
Position 6945: 0.00010193448387174426
Position 7147: 9.447210855719936e-05
Position 44: 8.344526661169308e-05
Position 969: 8.330942614343296e-05
Position 568: 7.739655609535343e-05
Position 578: 7.308835834094173e-05
Position 910: 7.254477180600474e-05
Position 4555: 7.198425053011119e-05
Position 5297: 6.569612194054341e-05
Position 892: 6.018961069803169e-05
Position 505: 5.981187910617847e-05
Position 4411: 5.939013052035083e-05
Position 6126: 5.608420761096744e-05
Position 539: 5.522616938429972e-05
Position 6210: 5.31802095962306e-05
Position 4208: 3.740029866654382e-05
Position 385: 3.6471037240761145e-05
Position 1118: 3.290939049892953e-05
Position 2121: 3.147486951946543e-05
Position 897: 2.763501087035133e-05
Position 826: 2.524356368879125e-05
Position 2136: 2.485188738528874e-05
Position 861: 2.3461395123184183e-05
Position 1170: 2.1406602986119235e-05
Position 774: 2.068433040170586e-05
