Gene = BLVRA
index = 135
Annotated 5SS: [   55 12491 29346 32689 34133 41893 45168]
Annotated 3SS: [12457 29223 32568 34034 41784 44995 48296]
SMsplice 5SS: [   55 12491 34133 41893 45168]
SMsplice 3SS: [12457 33974 41784 44995 48296]
top_k =  1000
Partition function (log Z): -24.2119051065502

Sorted 5' Splice Sites (High to Low Probability):
Position 55: 0.9889772238723703
Position 12491: 0.9756388223892094
Position 19502: 0.2772316953588632
Position 11513: 0.14344206787695227
Position 5626: 0.11066463835643084
Position 3673: 0.10311133287464173
Position 13067: 0.08644759753019188
Position 5272: 0.06734144587182699
Position 3785: 0.0538815783708853
Position 9694: 0.05283609999230317
Position 3388: 0.051128121266089496
Position 11308: 0.046332779337136996
Position 1800: 0.0458448696900019
Position 9628: 0.04466348131412495
Position 9659: 0.04371015994590168
Position 8014: 0.03491391476461022
Position 6114: 0.03457788122086324
Position 11836: 0.034156742699300954
Position 6498: 0.03274617272626228
Position 4095: 0.03254774502513242
Position 1088: 0.020498875786237086
Position 1848: 0.01666482890335646
Position 11632: 0.012943922194078625
Position 4459: 0.012576985751074398
Position 19094: 0.011441968520434182
Position 1870: 0.011151238171163105
Position 5003: 0.0073255707084203155
Position 11693: 0.006301654260343673
Position 1431: 0.005425932739742321
Position 4815: 0.005372793228150736
Position 4291: 0.005317236040622173
Position 10218: 0.005207347318988596
Position 13443: 0.004459991719321403
Position 9688: 0.0037041318623668986
Position 11846: 0.0028509678308693293
Position 677: 0.0009567577173943332
Position 3456: 0.0008389631925031325
Position 600: 0.0006192892826206864
Position 15601: 0.0005787802238046104
Position 236: 0.0005284843579615341
Position 13858: 0.0005148432681385202
Position 2825: 0.0003476857933411044
Position 3199: 0.00029408746885290594
Position 1551: 0.00028502967438513304
Position 866: 0.0002680897378193794
Position 247: 0.000263864749978168
Position 13557: 0.00024556355145504484
Position 8865: 0.00019245244207354982
Position 1036: 0.00019076607101477607
Position 6109: 0.00014747879985091444
Position 3831: 0.00013624291483499128
Position 268: 0.00012703492074167522
Position 3669: 0.0001230674828928792
Position 3054: 0.00011491947053661803
Position 2551: 0.00011059302259070423
Position 4983: 8.724389643508772e-05
Position 3272: 8.314558819213187e-05
Position 3545: 6.0086518138871984e-05
Position 1094: 5.136060474148872e-05
Position 4654: 4.742051648218108e-05
Position 5506: 4.368416094459753e-05
Position 5843: 3.48782397327489e-05
Position 331: 3.466552957394261e-05
Position 494: 3.4354547391693174e-05
Position 602: 3.065353418610167e-05
Position 4075: 3.0126113086033203e-05
Position 4957: 2.7938087074422e-05
Position 5854: 2.5161865668119082e-05
Position 4515: 2.5002743450479516e-05
Position 1679: 2.481012391418379e-05
Position 1194: 2.4549624208942847e-05
Position 1048: 2.1817173618050964e-05
Position 1543: 1.762494184700356e-05
Position 5035: 1.7078013003336348e-05
Position 42: 1.6179834357778193e-05
Position 2467: 1.5231572584640975e-05
Position 2454: 1.4340206336645711e-05
Position 860: 9.810298752792588e-06
Position 2300: 8.558300297285695e-06
Position 13845: 7.940863142959308e-06
Position 13914: 7.182367324562373e-06
Position 626: 6.860808433777434e-06
Position 1525: 4.493133160352551e-06
Position 50: 4.298673669487362e-06
Position 1242: 3.7659005657173726e-06
Position 1838: 3.052058344489955e-06
Position 1841: 3.0354391948438247e-06
Position 2834: 2.776276138466673e-06
Position 3023: 2.691673639163861e-06
Position 2409: 2.322714630506393e-06
Position 1213: 2.2985940732476605e-06
Position 1458: 2.2647293942011375e-06
Position 1184: 2.2557708113505007e-06
Position 2190: 1.6696393747726706e-06
Position 79: 9.217355333234021e-07
Position 319: 6.26601121011955e-07
Position 854: 5.003095949819617e-07
Position 797: 4.971809891210671e-07
Position 964: 2.80838652430548e-07
Position 631: 2.0979440360636268e-07
Position 818: 1.564947396391089e-07
Position 1406: 1.3111574301414637e-07
Position 441: 1.2081131437807584e-07
Position 100: 1.1117529992239908e-07
Position 649: 9.806130462490313e-08
Position 970: 9.374960958839326e-08
Position 14: 7.380598496254643e-08
Position 608: 6.950458610258425e-08
Position 756: 3.005020241349368e-08
Position 886: 1.9848753245443535e-08
Position 621: 1.7205000080625487e-08
Position 1123: 1.2124828499417136e-08
Position 399: 1.2000362814205038e-08
Position 1010: 1.1519253447573953e-08
Position 353: 8.835711909841603e-09
Position 347: 7.861334016719741e-09
Position 593: 3.5000143940884735e-10
Position 344: 1.8700265143320174e-10
Position 1019: 1.1211295175738909e-10
Position 361: 5.468507406569858e-11
Position 402: 5.246715250756524e-11
Position 386: 2.998210251083731e-11
Position 305: 9.70295469250645e-12
Position 392: 7.139318505337815e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 12457: 0.9814505306515732
Position 29223: 0.3361862765509018
Position 19421: 0.31122283656833766
Position 11447: 0.16479257406551567
Position 9536: 0.14611810436572645
Position 20395: 0.11032677626306571
Position 3620: 0.08467333363453249
Position 5528: 0.07643612036011471
Position 12911: 0.06843371345571393
Position 18812: 0.05770281070711179
Position 5140: 0.05629234355701985
Position 20074: 0.05125995079947728
Position 19244: 0.049677841416229315
Position 3263: 0.04409383833480343
Position 11681: 0.03827631772473127
Position 3585: 0.036853565195239454
Position 11192: 0.036344185166816596
Position 1665: 0.03327279023326347
Position 21938: 0.03163382836729905
Position 12558: 0.029953524896718885
Position 21914: 0.029325347591500933
Position 3952: 0.024366928675867656
Position 7879: 0.02322019875471098
Position 5924: 0.021536817815679437
Position 5163: 0.021372593469397686
Position 15406: 0.02128116489075654
Position 12577: 0.020652495605369248
Position 20997: 0.020067717024405272
Position 19667: 0.01958789192426304
Position 3554: 0.0193819771439955
Position 1652: 0.016586588142971904
Position 1713: 0.016205054588926154
Position 6312: 0.016186029207553684
Position 12939: 0.015380926199574037
Position 19682: 0.014000661419310556
Position 3597: 0.013519911124579297
Position 5953: 0.013479695935783707
Position 15922: 0.011734397059647298
Position 7812: 0.011650204515278009
Position 13279: 0.011506028011658492
Position 14579: 0.011486558283621431
Position 4311: 0.011165160804497276
Position 19961: 0.010939475365032134
Position 10951: 0.010421885081733383
Position 12845: 0.010421465678132465
Position 13357: 0.010358129128800408
Position 19093: 0.010197071411985226
Position 14627: 0.010156827913662054
Position 19753: 0.00921652615321834
Position 6291: 0.00802648783437629
Position 5510: 0.0073151249280680175
Position 18773: 0.007202385840703918
Position 3976: 0.007158940004590153
Position 13533: 0.006557867283269721
Position 1336: 0.006293195056634022
Position 5566: 0.00590275058316564
Position 13096: 0.005375394572794174
Position 10105: 0.0052591922040960614
Position 6192: 0.004449591398892648
Position 13815: 0.004280027287117597
Position 4982: 0.004209028717665519
Position 3319: 0.004185637105278073
Position 18318: 0.004162129103919427
Position 14732: 0.004117522942621698
Position 18623: 0.0039424912144728035
Position 17020: 0.003930523728721126
Position 17534: 0.0036902851810626815
Position 19756: 0.0036315265105711413
Position 948: 0.003610725575068538
Position 6398: 0.003554531276643386
Position 5385: 0.0035311432025426576
Position 12971: 0.003513576005432765
Position 16800: 0.0032066443453370582
Position 12194: 0.003039300170895979
Position 3289: 0.002930841024413179
Position 17365: 0.0027767410119987437
Position 4026: 0.002757957115566925
Position 771: 0.0027387857025246405
Position 13236: 0.0026324963515676303
Position 1622: 0.002624888643280256
Position 17063: 0.0025713529026576763
Position 5537: 0.0023976472362103986
Position 13162: 0.002383553043751526
Position 4807: 0.0023293992747765832
Position 4600: 0.0022889143670686914
Position 4845: 0.002079412288311185
Position 5466: 0.0019114264995644704
Position 3242: 0.0018626429711459012
Position 17227: 0.001687488734080742
Position 5426: 0.0016826443977202923
Position 16218: 0.0015873288025901357
Position 939: 0.0015507205253355418
Position 1048: 0.0015042318003101523
Position 1332: 0.0014967887239374653
Position 16944: 0.0014816945259024967
Position 4377: 0.0013748011428580832
Position 3225: 0.0013296049656243898
Position 4580: 0.001258608746703314
Position 1746: 0.0012433213395348142
Position 889: 0.0010746133496857984
Position 4116: 0.0010701679658486054
Position 3734: 0.0010096077494480293
Position 13629: 0.00100682078836996
Position 998: 0.0009726549744486246
Position 18534: 0.0009568618018770644
Position 12614: 0.0008988373762449076
Position 4200: 0.0008907768915090065
Position 4714: 0.0008885388102172492
Position 13717: 0.0008179728493144215
Position 5320: 0.0007993194969976028
Position 17600: 0.0007855447804032901
Position 6357: 0.0007846989242670188
Position 13132: 0.0007567278602163966
Position 14029: 0.0007434060163367785
Position 1807: 0.0007354565198781567
Position 4898: 0.0005947035764132222
Position 14940: 0.0005812752748285872
Position 14178: 0.0005777225412694994
Position 13437: 0.0005710252226217564
Position 13626: 0.0005579197204407141
Position 15517: 0.0005384048780314316
Position 1730: 0.0005378518890598695
Position 4173: 0.0005313307967397958
Position 4512: 0.0004822538148193333
Position 1715: 0.00047057067919562315
Position 14086: 0.00046843234785802533
Position 13551: 0.0004133018813015177
Position 16141: 0.00040219259857254114
Position 12715: 0.0003813164212722989
Position 4113: 0.0003800637819548714
Position 16690: 0.00035939581383363377
Position 596: 0.0003501682651592349
Position 4214: 0.0003174915658815033
Position 929: 0.0003141846148956889
Position 3123: 0.00030135350421977794
Position 364: 0.00029475709949861365
Position 12648: 0.0002544950002628594
Position 8712: 0.00023454900106710115
Position 15639: 0.0002184543795369903
Position 13658: 0.00021581171150081578
Position 14903: 0.00020831966834247668
Position 1763: 0.0001799889494598462
Position 2771: 0.0001754149896851705
Position 7881: 0.00016778591181021747
Position 14313: 0.00016629577629674177
Position 14392: 0.00014328691580067692
Position 2744: 0.00014045629010767281
Position 13950: 0.00012618022459381925
Position 2957: 0.00012104551890117038
Position 5807: 0.0001048869574665739
Position 886: 0.00010458624390873803
Position 13219: 9.542396636089701e-05
Position 2406: 9.241919996282584e-05
Position 2109: 9.029203481519331e-05
Position 3089: 8.615939072295148e-05
Position 13253: 8.396760608679923e-05
Position 3720: 7.968643042823206e-05
Position 8473: 7.561422450199486e-05
Position 6498: 5.831761929114997e-05
Position 1119: 5.79109788675784e-05
