Gene = ANAPC13
index = 78
Annotated 5SS: [ 704 3218]
Annotated 3SS: [3091 7307]
SMsplice 5SS: [ 323 3218]
SMsplice 3SS: [3091 7307]
top_k =  1000
Partition function (log Z): -5.946538311925336

Sorted 5' Splice Sites (High to Low Probability):
Position 3218: 0.9281191419419558
Position 323: 0.6009813948421816
Position 72: 0.35593548590981505
Position 704: 0.26071533465111363
Position 1012: 0.09402053674489393
Position 4658: 0.05780521489056164
Position 3252: 0.05751384289582806
Position 7488: 0.04389645064087948
Position 6202: 0.04176883193468021
Position 4255: 0.041466105531919525
Position 1061: 0.026022179733619186
Position 5818: 0.025207190125571505
Position 5906: 0.017555784252351127
Position 708: 0.016355859944923067
Position 1251: 0.01626178226589017
Position 5937: 0.01279836588926218
Position 4587: 0.012161793873464201
Position 3419: 0.011080076863481747
Position 318: 0.01078103190027776
Position 558: 0.009767506382194853
Position 7165: 0.00903535075491435
Position 5291: 0.0075221656369857835
Position 4884: 0.006677876936845828
Position 993: 0.00553252451260711
Position 541: 0.005394282514928651
Position 7470: 0.004336957849335186
Position 1271: 0.0043267853515058016
Position 1341: 0.004306773139130989
Position 7397: 0.004084648162719983
Position 2768: 0.00370303337476464
Position 562: 0.0036089937014774733
Position 644: 0.003132984804499289
Position 332: 0.002837214246805334
Position 3222: 0.002644961850860018
Position 986: 0.002313485277095054
Position 2204: 0.0019953327593255988
Position 271: 0.0017458853951794124
Position 7615: 0.0017407400815196486
Position 746: 0.001638562241796425
Position 1280: 0.001606082880793837
Position 7938: 0.001590996702128097
Position 6243: 0.0014557655770129315
Position 7763: 0.0014514596958071296
Position 4597: 0.001291416150063458
Position 1070: 0.0011143569079305926
Position 1076: 0.0009663154401480044
Position 2872: 0.0008836392175852414
Position 2564: 0.0007400138489644278
Position 511: 0.0007147042095389275
Position 936: 0.0007094300546925013
Position 753: 0.0006936605609130081
Position 1926: 0.0006787058259864823
Position 8: 0.0006709066795584431
Position 2352: 0.0006600934428802459
Position 2998: 0.0006473081741643914
Position 3767: 0.0006370174653491699
Position 6610: 0.0005516701515885577
Position 7520: 0.0004986009253787201
Position 135: 0.0004816307603268959
Position 2162: 0.00046363234715540735
Position 717: 0.000441425335602456
Position 5960: 0.00043661204145990296
Position 4286: 0.0003920219118005301
Position 908: 0.00036679928386123504
Position 765: 0.00034795571409096865
Position 1219: 0.00034346223350383524
Position 210: 0.0003430275631212027
Position 5110: 0.00033361169346746763
Position 6133: 0.0003231761805802074
Position 5370: 0.0002987215488886852
Position 6914: 0.0002904386078716895
Position 6986: 0.0002629013618205032
Position 7609: 0.0002564367846875265
Position 953: 0.0002551809643377898
Position 3896: 0.00024724301220636083
Position 66: 0.00021441937121431518
Position 2615: 0.0001916950851418855
Position 587: 0.00019101456920842352
Position 515: 0.00018886010688613864
Position 100: 0.0001810308728870985
Position 121: 0.0001798284694664461
Position 7773: 0.0001791212515390828
Position 3370: 0.00015914848618687365
Position 7376: 0.0001574635763884128
Position 335: 0.0001470956566562775
Position 6180: 0.00010687332855017833
Position 412: 0.00010349164736501133
Position 2085: 9.3666174508436e-05
Position 941: 8.78933908790328e-05
Position 2557: 6.966755669216008e-05
Position 2650: 6.49614752224632e-05
Position 978: 5.340474560577365e-05
Position 1246: 5.2091450663212965e-05
Position 2780: 4.3047148627547786e-05
Position 3126: 3.7193486033281785e-05
Position 436: 2.023508996801427e-05
Position 4861: 1.76271766846502e-05
Position 736: 1.6393669268876935e-05
Position 5341: 1.5475289359730763e-05
Position 4700: 1.1534273779313707e-05
Position 739: 1.1386868161948812e-05
Position 4511: 1.1305494164540172e-05
Position 6117: 1.1087600423080362e-05
Position 78: 6.515568839508928e-06
Position 5349: 6.408413766706921e-06
Position 648: 5.899314900569665e-06
Position 527: 5.202558498278226e-06
Position 4136: 5.1423879223657794e-06
Position 5118: 4.743115436412911e-06
Position 3266: 3.948168959246714e-06
Position 4439: 3.825981238681763e-06
Position 721: 2.7653205615317655e-06
Position 58: 2.2424381887224e-06
Position 133: 2.1718404505022313e-06
Position 252: 1.5991590620449463e-06
Position 733: 1.4397812756300347e-06
Position 48: 6.571759428826665e-07
Position 469: 4.581905077674925e-07
Position 315: 3.765692730833267e-07
Position 266: 3.624728309134565e-07
Position 208: 3.4009260745662684e-07
Position 169: 1.7807648953599195e-07
Position 494: 1.4310936089756574e-07
Position 3131: 4.138003291412406e-08
Position 400: 3.644057734733207e-08
Position 467: 1.4314376264111256e-10
Position 438: 1.3426798023385757e-10
Position 33: 6.449354740244108e-11
Position 125: 3.075108211160873e-11
Position 189: 2.9726771550895096e-11
Position 231: 2.4422362720155333e-11
Position 444: 2.411332508672217e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3091: 0.9810299657731822
Position 7307: 0.5873919082638128
Position 8227: 0.20508249296185735
Position 834: 0.1393650081041577
Position 5644: 0.11795899445672425
Position 243: 0.1058194587178176
Position 4463: 0.07151629771825846
Position 534: 0.06929111156992242
Position 7762: 0.05758410911846412
Position 459: 0.05539723358708209
Position 4206: 0.042994981594937066
Position 7066: 0.03510243279447199
Position 7218: 0.03206157120675151
Position 5928: 0.027626716953154128
Position 502: 0.0255469624674502
Position 608: 0.015185417190690128
Position 5195: 0.01227596559837545
Position 4757: 0.00828931007952988
Position 1139: 0.008177011045357509
Position 6028: 0.007900300816813427
