Gene = SIT1
index = 1259
Annotated 5SS: [187 439 584 757]
Annotated 3SS: [302 524 694 858]
SMsplice 5SS: [187 439 584 757]
SMsplice 3SS: [302 524 694 858]
top_k =  1000
Partition function (log Z): 2.7917099746291085

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9866816249960717
Position 584: 0.9398567701388514
Position 439: 0.9374133384772358
Position 757: 0.9330810077905417
Position 1015: 0.04547537612376385
Position 952: 0.011859052022400842
Position 211: 0.010494970785406026
Position 942: 0.008855546794479875
Position 34: 0.006768002792156744
Position 621: 0.006181877175727244
Position 443: 0.004086180551667047
Position 911: 0.002727669376505233
Position 871: 0.0022755308493626228
Position 955: 0.001283172269491956
Position 58: 0.0010047543941635359
Position 1457: 0.000771448344060903
Position 555: 0.0005846843220905585
Position 547: 0.0005682327163281057
Position 237: 0.0004885690430295426
Position 923: 0.00017401889752620666
Position 1342: 0.00016958737091956043
Position 334: 0.00010000002359721674
Position 1264: 8.955829641740623e-05
Position 1285: 8.290967015978498e-05
Position 797: 5.114792012121894e-05
Position 1019: 2.905169868633284e-05
Position 1446: 2.7614945234435073e-05
Position 1479: 1.668416612049138e-05
Position 1475: 1.5134481208807903e-05
Position 876: 1.0001355935411578e-05
Position 222: 9.747463536818259e-06
Position 628: 9.58682305994148e-06
Position 79: 9.512528038377822e-06
Position 975: 7.51797062032064e-06
Position 227: 6.275536248618307e-06
Position 1439: 5.620303073842955e-06
Position 761: 5.5217456545121125e-06
Position 534: 5.471458403546112e-06
Position 10: 4.382095268999094e-06
Position 1204: 3.7358367780067277e-06
Position 65: 3.2572762966305217e-06
Position 1471: 3.063187292523389e-06
Position 260: 2.526664340054292e-06
Position 463: 1.955392608608485e-06
Position 119: 1.951674304377037e-06
Position 353: 1.3890149056502834e-06
Position 338: 1.3550006421393784e-06
Position 117: 1.2418882449709111e-06
Position 492: 9.75447677754956e-07
Position 397: 4.5669419429129057e-07
Position 768: 3.7078943661845805e-07
Position 474: 1.5809087103367265e-07
Position 391: 1.1229421220544543e-07
Position 825: 1.037727696475457e-07
Position 538: 1.7570223823165907e-08
Position 125: 1.294345161199113e-08
Position 830: 1.223753379337683e-08
Position 70: 2.3566268097384703e-09
Position 663: 2.4634060020720785e-10
Position 273: 8.978806509365655e-11
Position 1155: 5.423456942987214e-11
Position 702: 3.618023484302671e-11
Position 681: 2.280386428812435e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 694: 0.9758038811334274
Position 302: 0.9199704073617119
Position 524: 0.9169493695553811
Position 858: 0.43837081404387307
Position 1167: 0.29084915855186544
Position 823: 0.07179360064448113
Position 347: 0.05447700444371307
Position 844: 0.038614687250318046
Position 1326: 0.032843270636515015
Position 909: 0.02929595798677018
Position 1059: 0.02392980638405886
Position 1495: 0.01411514262912033
Position 865: 0.0098332747470311
Position 1176: 0.00961542928904644
Position 1034: 0.007930187227804692
Position 1141: 0.007645827160694663
Position 1618: 0.007335950982107224
Position 322: 0.005621598621060683
Position 894: 0.00512476009638246
Position 1341: 0.004907872642201302
Position 830: 0.003943789862297663
Position 1015: 0.002938858577916074
Position 1400: 0.002470387310703443
Position 1505: 0.0023597210475328036
Position 887: 0.002246934066298256
Position 1144: 0.00224012797529824
Position 492: 0.0021687448713920902
Position 112: 0.0020701728245129
Position 144: 0.002059513772942844
Position 117: 0.001993032266925939
Position 1429: 0.0015721481336831837
Position 650: 0.000969154184040976
Position 1073: 0.0008712554301575166
Position 674: 0.0008591842141734264
Position 397: 0.0007743550332443924
Position 1200: 0.000567129410917374
Position 996: 0.0005340786725077944
Position 1026: 0.0005106494997915754
Position 1364: 0.00048716993811359887
Position 1131: 0.000467332306230589
Position 942: 0.00044105023370005536
Position 1194: 0.0004147833991438873
Position 1373: 0.0003287523241946619
Position 1564: 0.00032812402740111665
Position 1418: 0.0002721313748719135
Position 579: 0.0002543056234533233
Position 1572: 0.000245362387156525
Position 870: 0.0001903542897769803
Position 1528: 0.00017170069594142146
Position 715: 0.0001660774805017647
Position 1435: 0.00016293308970027366
Position 663: 0.0001570656095564952
Position 1002: 0.00013021153294570854
Position 1238: 8.512554983262823e-05
Position 1498: 8.234735484082417e-05
Position 709: 7.47045942154666e-05
Position 653: 7.342625137891937e-05
Position 975: 5.7572091624783244e-05
Position 1251: 5.5956021619309835e-05
Position 951: 4.9179663699658374e-05
Position 657: 4.7814890348337476e-05
Position 489: 3.975859886260109e-05
Position 1575: 3.969739085394157e-05
Position 405: 3.23122961976208e-05
Position 755: 2.9214708068510642e-05
Position 114: 2.8270151295550715e-05
Position 583: 2.6210475339009542e-05
Position 1111: 2.506822464463361e-05
Position 417: 2.4219034799016014e-05
Position 1471: 2.192005871008405e-05
Position 867: 1.7532052341578514e-05
Position 1231: 1.6346088248867702e-05
Position 1530: 1.126239048489001e-05
Position 1077: 1.1028606545355893e-05
Position 981: 1.0499815496142125e-05
Position 1461: 6.0974705830159956e-06
Position 1084: 6.086303276577104e-06
Position 456: 5.929202920446486e-06
Position 433: 5.42853832671702e-06
Position 1272: 4.607449247477709e-06
Position 1088: 3.4547264324041134e-06
Position 154: 3.109214126824751e-06
Position 532: 2.5792260633121973e-06
Position 534: 2.343123031243846e-06
Position 1546: 2.1909206824356285e-06
Position 546: 2.046760389508169e-06
Position 420: 1.8695352525609023e-06
Position 414: 1.8317270500079376e-06
Position 721: 1.8258012650734975e-06
