Gene = CENPP
index = 346
Annotated 5SS: [   622   6868  12146  20304  54376 285910 287131]
Annotated 3SS: [  6685  12056  20214  54278 285829 287038 287534]
SMsplice 5SS: [   622   6868  12146  20304  54376  70196 135336 137850 148165 237000
 237200 272657 275025 280414 285910]
SMsplice 3SS: [  6685  12056  20214  54278  70094 135216 137658 148046 236765 237088
 272568 274945 280253 285829 287938]
top_k =  1000
Partition function (log Z): -135.4866883340239

Sorted 5' Splice Sites (High to Low Probability):
Position 12146: 0.9916760743335123
Position 20304: 0.9794122283712735
Position 6868: 0.8166652126135872
Position 622: 0.4388237417023944
Position 4861: 0.309628115253982
Position 22023: 0.28757623782124164
Position 15559: 0.2850105534555021
Position 536: 0.22351375303435417
Position 217: 0.18670250720352016
Position 28597: 0.08454260731360372
Position 10510: 0.06834963509918467
Position 6288: 0.04962640245781009
Position 1116: 0.04697515535205634
Position 17316: 0.04585631722105327
Position 8913: 0.045835789374741
Position 10218: 0.04552900129262953
Position 16986: 0.04517478588433385
Position 1047: 0.04491521521697923
Position 17191: 0.042265031073059164
Position 14524: 0.042182112936566825
Position 785: 0.03997558428525356
Position 969: 0.038387391194403694
Position 2364: 0.03838212243944836
Position 6790: 0.03427452926842255
Position 6963: 0.03382472969313865
Position 1523: 0.03348475251221696
Position 106: 0.03120504038333768
Position 118: 0.031076273314834528
Position 7705: 0.030154032350165238
Position 6449: 0.027844930604468684
Position 579: 0.024040703621444545
Position 2531: 0.023717792128095966
Position 816: 0.020660727310222726
Position 16495: 0.019165237587981554
Position 2864: 0.01887645377578866
Position 4854: 0.014489117121226908
Position 10888: 0.01358414759159162
Position 2620: 0.012783538519858216
Position 2371: 0.010792420152969695
Position 16635: 0.009953144831644228
Position 12310: 0.008865425375840464
Position 401: 0.008469419505989614
Position 4717: 0.007805889262029055
Position 8560: 0.007004527957769085
Position 8403: 0.006966550739595679
Position 906: 0.006236083369178985
Position 7747: 0.006168576222782196
Position 30970: 0.006023574581530199
Position 916: 0.005406091672661621
Position 100: 0.0053638206089799065
Position 15443: 0.004532407479579702
Position 23785: 0.004420058900637343
Position 2132: 0.003945078645104151
