Gene = PPOX
index = 1058
Annotated 5SS: [ 202  525  825 1077 1718 2167 2774 3311 3615 4110 4360 4540]
Annotated 3SS: [ 429  689  960 1584 2021 2582 3249 3495 3998 4209 4496 4623]
SMsplice 5SS: [ 202  525  825 1077 2167 2774 4360]
SMsplice 3SS: [ 429  689  944 2002 2582 4209 4496]
top_k =  1000
Partition function (log Z): 5.4643105693956056

Sorted 5' Splice Sites (High to Low Probability):
Position 525: 0.9989974596194524
Position 4360: 0.9072054657765977
Position 825: 0.8942161543432537
Position 2167: 0.8147929483356499
Position 1077: 0.7615151549103198
Position 202: 0.5102435979817593
Position 2774: 0.3850571501367099
Position 263: 0.3223431295579127
Position 4110: 0.3117487068512254
Position 1542: 0.25740972712238663
Position 2711: 0.24295262108149393
Position 338: 0.14167043223867967
Position 3615: 0.13271469015981044
Position 4052: 0.08376800516025527
Position 3311: 0.08267136603636821
Position 4540: 0.057676069191773566
Position 2661: 0.05677514959368262
Position 1718: 0.040932046791058975
Position 2532: 0.025945334877880553
Position 2703: 0.025016145495063726
Position 1298: 0.019004564432373278
Position 3128: 0.018168976543558965
Position 2735: 0.014590085136252226
Position 90: 0.008978361979374691
Position 854: 0.0070084243095999
Position 164: 0.005958229468392823
Position 25: 0.004440588952111502
Position 3774: 0.004084481416760255
Position 3175: 0.0033944066454278596
Position 2093: 0.0028514420962137098
Position 4168: 0.002327270729131684
Position 4104: 0.0020469041482897377
Position 3351: 0.001648413858038663
Position 259: 0.001617710564887356
Position 899: 0.0016123110031119024
Position 1029: 0.0016109623788321502
Position 3379: 0.0014323855202198709
Position 3250: 0.0013463044588942212
Position 4431: 0.0012450346644052998
Position 1433: 0.001109164585767276
Position 2490: 0.0010126197402371198
Position 50: 0.0009644404565689876
Position 754: 0.0009448890445613937
Position 2793: 0.0009222423970281446
Position 3452: 0.0008549166724116587
Position 1250: 0.0006974807068257291
Position 2380: 0.0006971460876341002
Position 709: 0.0006811397574403123
