Gene = SSR3
index = 1342
Annotated 5SS: [  228  1530  6280 10877]
Annotated 3SS: [ 1402  6180 10744 11914]
SMsplice 5SS: [  228  1530  6280 10877]
SMsplice 3SS: [ 1402  6180 10744 14585]
top_k =  1000
Partition function (log Z): -3.9294413830985193

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9287532127805341
Position 1530: 0.7469173550450636
Position 10877: 0.6968621096084414
Position 6280: 0.683221473483162
Position 1814: 0.24431736020386308
Position 6380: 0.19928779528176252
Position 1553: 0.1764418137746083
Position 3787: 0.1584753245597486
Position 5549: 0.10249518077970117
Position 6107: 0.10218721212724641
Position 8923: 0.10136537478952577
Position 12029: 0.08772023460713986
Position 6298: 0.08589925248543562
Position 10419: 0.07457337250904884
Position 8205: 0.07073941343626516
Position 10891: 0.05920110624432179
Position 2773: 0.050980000151874455
Position 250: 0.03607039240918258
Position 4311: 0.03500680145595566
Position 8884: 0.031535939523433795
Position 1534: 0.0260422320061593
Position 4735: 0.024791819111676824
Position 6319: 0.02132520123221072
Position 1301: 0.018022909237870914
Position 7496: 0.017499068004871027
Position 6102: 0.016129038558659884
Position 9214: 0.015771270738764564
Position 448: 0.014563094486654691
Position 10368: 0.012230222040441257
Position 3975: 0.012040181833665342
Position 5162: 0.012006249428207003
Position 6555: 0.011339433954882098
Position 1471: 0.011258416216562553
Position 8802: 0.010812444440330844
Position 482: 0.008977840415709804
Position 4739: 0.008972553101647136
Position 7909: 0.00865605026707402
Position 3776: 0.008560334603635394
Position 627: 0.008516712910268532
Position 7986: 0.007739572728892508
Position 5561: 0.007008770330106344
Position 3737: 0.0055345675052688925
Position 8667: 0.005300780509155668
Position 7665: 0.0052672321130894
Position 10284: 0.005071716906110884
Position 7651: 0.0049179676542580805
Position 13113: 0.004789068477956437
Position 3756: 0.004583250839484039
Position 8352: 0.004156838005075754
Position 11639: 0.004046169552163244
Position 13695: 0.003879975372997133
Position 2475: 0.0038533266822670426
Position 12058: 0.0035828544596592485
Position 1192: 0.0035709483486010764
Position 6089: 0.0034452904354779876
Position 9168: 0.003420614564970034
Position 7971: 0.0034075430443203333
Position 4033: 0.003348103845367478
Position 12771: 0.0032605392620954094
Position 8927: 0.002792958214067887
Position 4144: 0.0027635129768665977
Position 4484: 0.0026510886618921546
Position 10830: 0.0025878824652864206
Position 3600: 0.002438726168321624
Position 8409: 0.002362153597795719
Position 7602: 0.0023152450791341273
Position 2801: 0.0022495594607714236
Position 202: 0.0021017849299606183
Position 1040: 0.001982145870329148
Position 8620: 0.0018674278963590842
Position 10824: 0.0018183240862800812
Position 10522: 0.0017407293662754656
Position 4917: 0.0017395775243923808
Position 4148: 0.0015875388459861415
Position 4832: 0.0014873221404761226
Position 2767: 0.0012127221595199325
Position 2053: 0.001183929107617175
Position 434: 0.0011250421458814225
