Gene = PUSL1
index = 1101
Annotated 5SS: [ 154  406  707 1037 1285 2122 2505]
Annotated 3SS: [ 347  518  886 1113 2066 2341 2762]
SMsplice 5SS: [ 133  434  707 1037 1285 2122 2342]
SMsplice 3SS: [ 347  518  886 1138 2000 2220 2762]
top_k =  1000
Partition function (log Z): 9.77605696695778

Sorted 5' Splice Sites (High to Low Probability):
Position 1037: 0.9876934569880298
Position 1285: 0.9700643831228296
Position 2122: 0.9490441539695288
Position 707: 0.8963227012633664
Position 434: 0.623950811058563
Position 133: 0.6068470504698535
Position 2505: 0.5350095981629266
Position 2273: 0.3512005817956055
Position 154: 0.3349260697600395
Position 1724: 0.3193891750302217
Position 441: 0.30515295419611743
Position 2342: 0.27136590291493645
Position 2297: 0.21222448988535367
Position 1790: 0.12031170663110338
Position 1556: 0.06144352715510089
Position 406: 0.051447036772494195
Position 1664: 0.03709846181745028
Position 1580: 0.017149473606475993
Position 2402: 0.01487690765292626
Position 1370: 0.013767541830436762
Position 2051: 0.012495322918240778
Position 2833: 0.010688476845376174
Position 186: 0.009767292773653579
Position 2325: 0.009302019574471927
Position 660: 0.0070155097246655945
Position 1630: 0.0048061536514828265
Position 2482: 0.004138920193277667
Position 104: 0.004078462539702813
Position 2245: 0.0029709243604636617
Position 158: 0.0027424585600317906
Position 321: 0.002710192376582942
Position 864: 0.002340704404576249
Position 137: 0.0021669450492556187
Position 2491: 0.002137337691858493
Position 257: 0.0018987370489334486
Position 248: 0.0018078480049616903
Position 1202: 0.0012718926613429422
Position 999: 0.001085032376424402
Position 1565: 0.0010564461869683604
Position 552: 0.0009930071706786311
Position 2570: 0.0008643889690752946
Position 2864: 0.0008629673207032504
Position 124: 0.0007571496452967056
Position 1232: 0.0004949125079053054
Position 81: 0.00045077588543252775
Position 801: 0.0003186753304038828
Position 557: 0.00031005429353536646
Position 1214: 0.0003085579714840861
Position 2607: 0.00030146603959668966
Position 985: 0.000289242850649435
Position 419: 0.00022649381982930704
Position 1585: 0.00016568343756973041
Position 2221: 0.00016424917074486282
Position 2453: 0.00014287359849779265
Position 2301: 0.0001372211324515369
Position 2112: 0.00010810588670316717
Position 1041: 8.77810981949444e-05
Position 2538: 8.507920489353813e-05
Position 2703: 8.324241404693911e-05
Position 2763: 6.0699466304647845e-05
Position 2858: 6.020520000247488e-05
Position 956: 5.546491101065277e-05
Position 475: 4.373637608935815e-05
Position 588: 3.808015313831146e-05
Position 1043: 3.8045829909852706e-05
Position 2076: 3.626442042721348e-05
Position 1537: 3.2888411715609184e-05
Position 2545: 2.607874402426618e-05
Position 2923: 1.7734470066162542e-05
Position 2751: 1.5679490847890094e-05
Position 2153: 1.5402612416305564e-05
Position 2009: 1.4837229574124046e-05
Position 234: 1.3596774346901233e-05
Position 13: 7.501172215716618e-06
Position 1454: 7.127099799463113e-06
Position 1265: 6.5454571728567504e-06
Position 388: 5.638904041351511e-06
Position 1322: 5.586543874833946e-06
Position 2794: 5.544406240584234e-06
Position 1001: 5.196336592480161e-06
Position 1186: 5.033623726307557e-06
Position 738: 4.206235192591357e-06
Position 758: 2.412104088723664e-06
Position 852: 2.2462204535543396e-06
Position 1588: 2.0745841963422782e-06
Position 621: 1.968719106838687e-06
Position 796: 1.7328420923441437e-06
Position 352: 1.3529358416131952e-06
Position 831: 1.23756483684058e-06
Position 510: 1.0790207098203923e-06
Position 122: 9.582992645597133e-07
Position 1238: 6.950347880036893e-07
Position 361: 6.444056648043176e-07
Position 1327: 5.188985685299819e-07
Position 1738: 4.252179239304604e-07
Position 2366: 2.479367730697857e-07
Position 1127: 1.712223890912823e-07
Position 2318: 1.4640118659288595e-07
Position 976: 1.124256455036058e-07
Position 543: 1.1160130581663614e-07
Position 382: 6.291707727519363e-08
Position 941: 6.207769025906734e-08
Position 1095: 6.064633884167956e-08
Position 1500: 4.345274954415584e-08
Position 1104: 1.4178544721486483e-08
Position 1306: 1.3725747517453794e-08
Position 888: 1.855019562439992e-09
Position 466: 1.4965200275453145e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 347: 0.9607270180996511
Position 2220: 0.9352426762047507
Position 518: 0.8625314338837521
Position 1138: 0.7598318911093147
Position 886: 0.7202287197985118
Position 2000: 0.5945937444132471
Position 2762: 0.5779115490963515
Position 2401: 0.40143476572126496
Position 2785: 0.28620038214876253
Position 936: 0.2613676776939701
Position 1604: 0.22857489913500284
Position 1468: 0.20737194075241228
Position 1113: 0.18977278317769852
Position 1890: 0.15595100517477123
Position 2040: 0.14852744238900795
Position 1629: 0.0932270829784488
Position 2734: 0.0729813446725161
Position 2973: 0.03619875159009386
Position 2341: 0.03573349855917192
Position 2066: 0.03435139079403617
Position 1247: 0.01619574447219239
Position 2482: 0.013949138376092544
Position 571: 0.01303707171008802
Position 1142: 0.0128951225365104
Position 2050: 0.010001649475342425
Position 2946: 0.00878375412797603
Position 2324: 0.008466639887461228
Position 659: 0.00768985657569476
Position 2272: 0.0076324483355394565
Position 1702: 0.006094860662834918
Position 1918: 0.005730961741079048
Position 1715: 0.005617887136112722
Position 2407: 0.004907533672860892
Position 913: 0.004666041600443046
Position 1616: 0.00447443991641564
Position 1357: 0.004463073630318311
Position 521: 0.004414734208358046
Position 2149: 0.003777393262700777
Position 1444: 0.0036320701059778604
Position 2012: 0.003587025561296204
Position 2923: 0.003468893413943018
Position 1869: 0.0029951921892254012
Position 556: 0.0028739440516390292
Position 2744: 0.002659091040540756
Position 1364: 0.0025188632132071057
Position 1973: 0.002283726738287636
Position 1176: 0.0020455650621781923
Position 906: 0.0019886602265832246
Position 626: 0.0018670981913350942
Position 2184: 0.0018527055208899274
Position 2446: 0.0018378735161005749
Position 2901: 0.0018038893456277369
Position 1403: 0.0015464174683727436
Position 1571: 0.0015248981639182342
Position 548: 0.0013696169585284352
Position 1186: 0.0013230702086847377
Position 2426: 0.0012772918145394318
Position 1647: 0.0012754515570435436
Position 1757: 0.0011678381063339246
Position 2456: 0.0011581715733443073
Position 3087: 0.0010910661980049134
Position 2486: 0.0010312449315387684
Position 2794: 0.0010249350174601937
Position 2627: 0.0009128635570011007
Position 1533: 0.000906120870206357
Position 3068: 0.0008964022126204997
Position 2545: 0.0008463293852876819
Position 2009: 0.0007553832552930573
Position 1720: 0.0007097109331545862
Position 770: 0.0006852388062804082
Position 1197: 0.0006712408417516956
Position 1035: 0.0006244945144714266
Position 1544: 0.0005512501830052259
Position 2926: 0.0005282882742397396
Position 2462: 0.0004927393764399523
Position 1789: 0.0004725491600860327
Position 1150: 0.0004404244155399079
Position 706: 0.0004333749125042069
Position 2070: 0.0004024608079446483
Position 1947: 0.0003792308506711244
Position 1676: 0.0003626419352933816
Position 636: 0.00033611626243630014
Position 1769: 0.00031219276431152415
Position 1825: 0.00030503436043104675
Position 1555: 0.00027172317199864
Position 1451: 0.00025787135720837785
Position 1781: 0.0002149467078209417
Position 1696: 0.00018130005914942366
Position 286: 0.000181091902857077
Position 1636: 0.0001770035058774446
Position 868: 0.00017692431557950438
Position 2228: 0.0001568552549306974
Position 2635: 0.00015302689157062962
Position 1414: 0.0001488215554464907
Position 1921: 0.00014040400804760314
Position 813: 0.00012515024143707197
Position 1951: 0.00012383407390779578
Position 305: 0.00012022269154501983
Position 271: 0.00011937800596690378
Position 393: 0.0001184308282341741
Position 2117: 0.00011444156255715003
Position 2440: 0.0001087905001395311
Position 1369: 0.00010217961439551081
Position 2700: 0.00010059079029585031
Position 1845: 9.983785683290847e-05
Position 1487: 9.795470365395901e-05
Position 1723: 9.369412280812748e-05
Position 1339: 9.159755968949321e-05
Position 2349: 8.830531432736787e-05
Position 1961: 8.432821013167001e-05
