Gene = MSL2
index = 887
Annotated 5SS: [875]
Annotated 3SS: [43107]
SMsplice 5SS: [  875  1149  3896 42995]
SMsplice 3SS: [ 1048  3816 42818 43107]
top_k =  1000
Partition function (log Z): -26.740069011209275

Sorted 5' Splice Sites (High to Low Probability):
Position 875: 0.7888903539676149
Position 3896: 0.75745764192631
Position 1149: 0.6600813972267082
Position 1452: 0.4531597177581495
Position 1989: 0.39641915582671744
Position 265: 0.11879763941453468
Position 2471: 0.07721229886537169
Position 2984: 0.04588267112919386
Position 2905: 0.045164866968414416
Position 6445: 0.0420520051210516
Position 12135: 0.030484848495893446
Position 2021: 0.02639261239153832
Position 940: 0.023431042393741497
Position 2812: 0.022464076317330096
Position 2869: 0.02225421644866169
Position 2184: 0.01709330435190746
Position 3419: 0.01687303520876513
Position 935: 0.011410686027992348
Position 3437: 0.009464244574879533
Position 6964: 0.009039012058501569
Position 1429: 0.007251660210883463
Position 6382: 0.0064405195763975265
Position 3521: 0.005338299666068255
Position 1998: 0.004312684154172281
Position 4766: 0.0034258119841575987
Position 1119: 0.0034053210368560085
Position 9699: 0.0032430049877246814
Position 2380: 0.002331077412296394
Position 252: 0.002216427581722229
Position 4721: 0.0020887298409019437
Position 2385: 0.0019978926250667833
Position 3386: 0.0017451639952070284
Position 617: 0.0015336149318075137
Position 1128: 0.0013879038725555007
Position 2879: 0.001088602648598548
Position 494: 0.0010293240085172725
Position 963: 0.0009285553054977588
Position 1401: 0.0009129971136038206
Position 6200: 0.0009056624483223136
Position 1556: 0.0008789854304461607
Position 514: 0.0008193133840227458
Position 1225: 0.0005981005792672162
Position 2216: 0.0005611560519676665
Position 1962: 0.0005544651822761241
Position 554: 0.0004578987376053156
Position 28: 0.0004294847464861253
Position 1261: 0.0004258439582571413
Position 967: 0.0004016179246113998
Position 997: 0.0003959774931897041
Position 1232: 0.00038081534516903594
Position 1393: 0.0003751969259056225
Position 363: 0.00036728070949375747
Position 1134: 0.00036055932105503
Position 1642: 0.000261548324823674
Position 1094: 0.00025309649407474793
Position 3865: 0.00017517142766005852
Position 1143: 0.0001590641939524399
Position 1552: 0.0001559573607757417
Position 1104: 0.00015518765192353224
Position 1370: 0.00015207917512243614
Position 1131: 0.00012372450096129512
Position 1235: 0.00011994860833207112
Position 4756: 0.00011502270556485066
Position 1818: 0.00010772823406424251
