Gene = H1FOO
index = 635
Annotated 5SS: [  93 4467 6151 7596]
Annotated 3SS: [4176 5786 7530 7892]
SMsplice 5SS: [  93  315 5857 7596]
SMsplice 3SS: [ 185 5786 7484 7892]
top_k =  1000
Partition function (log Z): -2.053228485715467

Sorted 5' Splice Sites (High to Low Probability):
Position 93: 0.9856154017642229
Position 315: 0.8164064469301245
Position 7596: 0.8069893497858145
Position 5857: 0.706598612697054
Position 4467: 0.26464906391552145
Position 5430: 0.20555562401488597
Position 2471: 0.17082602064661237
Position 2727: 0.13066469009874884
Position 302: 0.11696394474632137
Position 5890: 0.11517631095947886
Position 5486: 0.07459539178350041
Position 2754: 0.02890926445866811
Position 6964: 0.027559092262437773
Position 1300: 0.024938487362773577
Position 6151: 0.024569974563936628
Position 7567: 0.021781272121243023
Position 1251: 0.01971925185166449
Position 5263: 0.01867207186593041
Position 3843: 0.015954897073410527
Position 2832: 0.015455961774967253
Position 1113: 0.015326662389874512
Position 5489: 0.01387731114046343
Position 5925: 0.012486627155040102
Position 1304: 0.011729778483231076
Position 4523: 0.009846436006716941
Position 4340: 0.009415585590233474
Position 4230: 0.009390464509321213
Position 5955: 0.009212411295198517
Position 4304: 0.009023427208002461
Position 637: 0.007757082593923967
Position 3052: 0.007384375512374926
Position 5527: 0.006483633851405586
Position 4370: 0.005747164679224837
Position 4263: 0.005464294500792415
Position 688: 0.004327468127910534
Position 7600: 0.003613930804948928
Position 712: 0.0033020577363591023
Position 2160: 0.003164897066318449
Position 3620: 0.002933879527558544
Position 2582: 0.0027939639018625764
Position 5226: 0.0023691169698723414
Position 4682: 0.0023144181188553704
Position 70: 0.0019219592166377652
Position 6057: 0.0018042375113402251
Position 4251: 0.0014922089037776214
Position 4624: 0.0012683391719609325
Position 1242: 0.0012368800314039217
Position 4050: 0.0011036848949299493
Position 5400: 0.0008393054897178885
Position 5238: 0.0008182837355009482
Position 1150: 0.0007617683744981569
Position 5587: 0.0007076741946631791
Position 795: 0.0004981481092020466
Position 2879: 0.00046052792885492116
Position 7929: 0.0002911710601063494
Position 2040: 0.00029053476168599174
Position 3759: 0.0002842922096480006
Position 729: 0.0002155121892303341
Position 2882: 0.00020493451080306254
Position 5257: 0.00020162271898025566
Position 2688: 0.0001891844811596475
Position 3481: 0.00017596079203988148
Position 1246: 0.0001581603255771056
Position 2304: 0.0001360943088925828
Position 3163: 0.00012863004810297074
Position 3636: 0.00010584932815100201
Position 1974: 8.628755150195205e-05
Position 1388: 6.391873715760538e-05
Position 571: 6.252704359575437e-05
Position 7201: 5.5801795381295504e-05
Position 3625: 5.2908693824222565e-05
Position 3040: 5.18897633043968e-05
Position 3771: 5.039448763662368e-05
Position 2288: 4.027909148583605e-05
Position 1613: 3.9964772827096466e-05
Position 2126: 2.9159887648084786e-05
Position 616: 2.9031310016142864e-05
Position 1771: 2.770575702670676e-05
Position 2630: 1.6880373184516175e-05
Position 5916: 1.6053464864556785e-05
Position 621: 1.590999900459007e-05
Position 6103: 1.5187414242230902e-05
Position 851: 1.4620446383529695e-05
Position 1763: 1.4287454598056914e-05
Position 2553: 1.0407751915689767e-05
Position 2640: 8.02914902532239e-06
Position 1120: 5.936212462669824e-06
Position 3087: 4.109044785615385e-06
Position 2805: 1.5208519158714242e-06
Position 876: 5.680097399518594e-07
Position 421: 4.815168197791193e-07
Position 837: 4.6958016712577023e-07
Position 1007: 2.090985294705411e-07
