Gene = POC5
index = 1046
Annotated 5SS: [  176  4628  9745 11778 14877 22827 25086 27099 28470 32275 39708]
Annotated 3SS: [ 4529  9605 11693 14670 22649 24980 26918 28315 31996 39530 42902]
SMsplice 5SS: [  176  4628  4868 11778 14472 14877 20797 21437 25086 27099 28470 32275
 39708]
SMsplice 3SS: [ 4529  4815 11693 14334 14670 20721 21230 25008 26918 28315 32080 39530
 42902]
top_k =  1000
Partition function (log Z): 2.6875941038973092

Sorted 5' Splice Sites (High to Low Probability):
Position 27099: 0.9785320531376864
Position 176: 0.9638631924419675
Position 4628: 0.9636886156251014
Position 11778: 0.9080697791411011
Position 14877: 0.8895501640178679
Position 32275: 0.8648398777323998
Position 39708: 0.8504318748949244
Position 28470: 0.7620952771120879
Position 21437: 0.7182837383908424
Position 20797: 0.7103450915757372
Position 14472: 0.6589170880167842
Position 5402: 0.6199072866798829
Position 25086: 0.5261601015697908
Position 4868: 0.42838100015127
Position 28196: 0.3659510388265701
Position 16843: 0.28083983490207043
Position 27896: 0.2502055601039288
Position 9745: 0.2430470211546046
Position 5106: 0.24065356946070676
Position 2840: 0.1999949207092498
Position 18397: 0.18817791041092555
Position 22827: 0.18064388857045502
Position 358: 0.1610138497839428
Position 28415: 0.16069423284625442
Position 4153: 0.15563228636697587
Position 33472: 0.14671808498812494
Position 27437: 0.14620672596182213
Position 4875: 0.1434047847321185
Position 41266: 0.1418395620273512
Position 28154: 0.13202558866343697
Position 33423: 0.12799695436997807
Position 14434: 0.11770849374430974
Position 10016: 0.11408704028182877
Position 31352: 0.11137198130319576
Position 3982: 0.10017530202537879
Position 6632: 0.0894453225037475
Position 14882: 0.08900662769402744
Position 15278: 0.08596993541826033
Position 401: 0.07789302214078649
Position 1818: 0.07485599094615192
Position 12815: 0.07359715986117646
Position 6872: 0.06953154652992467
Position 36519: 0.05653680901834503
Position 29967: 0.05503509631210386
Position 21681: 0.05263966136480144
Position 15638: 0.05124701770518473
Position 7514: 0.050762451419416224
Position 5102: 0.04965254392281603
Position 36112: 0.047284735922824526
Position 41243: 0.047264216756271134
Position 461: 0.04717053553762319
Position 13981: 0.046199840631998584
Position 29229: 0.041785171891578585
Position 36030: 0.03563986505279042
Position 37188: 0.03546004423839422
Position 11506: 0.03543974378569477
Position 994: 0.03524041907025936
Position 37739: 0.03340329636227856
Position 41758: 0.03225053273345154
Position 5129: 0.03170021153251462
Position 836: 0.02987115833540845
Position 34512: 0.02976699776179683
Position 4389: 0.028336011351140798
Position 14531: 0.02812785341929653
Position 5518: 0.027974349090434284
Position 4385: 0.026246023533142926
Position 28844: 0.02461645101278305
Position 9517: 0.0227545683085957
Position 8323: 0.019295144087626184
Position 28568: 0.017798653193549355
Position 6635: 0.017561891291937096
Position 6861: 0.01725153061121326
Position 5744: 0.016975172196330997
Position 368: 0.01659710104099834
Position 29406: 0.016091905400424423
Position 27058: 0.01558142534484315
Position 11848: 0.015201738667205646
Position 41628: 0.014738851505032645
Position 6954: 0.014718706078985639
Position 898: 0.012836751141991572
Position 6902: 0.012399266279411082
Position 5124: 0.011889755583579001
Position 7387: 0.011200678497672143
Position 28161: 0.010526980279776233
Position 21074: 0.010399116572598954
Position 2099: 0.01033260975709711
Position 14544: 0.010322346305699913
Position 30203: 0.009893219927490373
Position 36022: 0.009795518886331523
Position 20997: 0.009784549178065155
Position 6944: 0.009767217202475663
Position 5030: 0.009289917957747716
Position 8486: 0.009068038108101584
Position 24007: 0.00838596681433969
Position 23578: 0.007807377850163483
Position 17177: 0.006530798026241041
Position 28115: 0.006031028268876942
Position 1571: 0.005964048132030695
Position 9477: 0.00572058222515263
Position 21921: 0.005494757320737304
Position 10949: 0.005422988289040222
Position 10331: 0.005248660080002594
Position 15084: 0.005041297755770025
Position 15716: 0.004531005132946838
Position 16505: 0.004494319262838804
Position 28961: 0.004090729281886561
Position 12127: 0.003931861132933456
Position 495: 0.0037108995409053805
Position 1836: 0.003640202162906465
Position 180: 0.003607772947654042
Position 407: 0.0033199316238584956
Position 10101: 0.003037868260149683
Position 18941: 0.002696977942287383
Position 6471: 0.0025124162097927604
Position 28663: 0.0023547328048316102
Position 227: 0.002108395877487846
Position 27403: 0.002033172419883069
Position 34471: 0.0016716808255929194
Position 14912: 0.001503653258194927
Position 21667: 0.001375724328610287
Position 4886: 0.0012682050921342944
Position 319: 0.0012606270545585329
Position 15193: 0.001227686935493008
Position 1186: 0.0012235473910190862
Position 5316: 0.0011924281100316719
Position 29524: 0.001090423785373343
Position 33865: 0.000952646991376678
Position 4682: 0.000911379428820951
Position 27520: 0.0009057898227270857
Position 22038: 0.0008017037995487229
Position 2663: 0.0007456305156996691
Position 8573: 0.0007099249176881423
Position 419: 0.0006539385560833465
Position 5110: 0.0006516005053258821
Position 1660: 0.000608857566468606
Position 5609: 0.0004705173799957435
Position 33536: 0.0004472704409500803
Position 1983: 0.00044625588177163477
Position 74: 0.00038337723373494845
Position 16163: 0.0003751615065783747
Position 6243: 0.0003227116840417824
Position 7240: 0.00030139752873838745
Position 27854: 0.0002561645151460224
Position 5489: 0.0002559575842159281
Position 28583: 0.00022910702765332076
Position 27021: 0.00019396235333648482
Position 5236: 0.00018704988460790104
Position 3603: 0.00018228030316501785
Position 1537: 0.00017562006935520742
Position 1888: 0.00016611099688429605
Position 5598: 0.0001552459199914067
Position 6049: 0.0001321277270706841
Position 28682: 0.0001256482019144189
Position 1175: 0.00010587401074890879
Position 28536: 9.400395261527601e-05
Position 28564: 7.869059259286616e-05
Position 438: 5.858587075761684e-05
Position 2691: 5.5147502318985905e-05
Position 1841: 3.656838600004769e-05
Position 62: 3.559894983072304e-05
Position 160: 2.7356329487183184e-05
Position 823: 2.6337299322342393e-05
Position 487: 2.377263463704275e-05
