Gene = BRIX1
index = 142
Annotated 5SS: [ 522 3100 4508 6912 7213 7393 7676 7859 9600]
Annotated 3SS: [2987 4463 6840 7162 7318 7624 7756 9470 9849]
SMsplice 5SS: [ 522 3100 6912 7213 7393 7859 9600]
SMsplice 3SS: [2987 6840 7162 7318 7756 9470 9849]
top_k =  1000
Partition function (log Z): -0.23723455898609136

Sorted 5' Splice Sites (High to Low Probability):
Position 522: 0.9454856858651933
Position 7859: 0.9367368795845287
Position 7393: 0.9294225824212582
Position 6912: 0.9017260408590418
Position 9600: 0.8698813120498918
Position 7213: 0.6995929772457777
Position 3100: 0.6504291443615883
Position 7676: 0.3952969930905084
Position 4508: 0.265432477163244
Position 3397: 0.10722804976544363
Position 3260: 0.0643076047837673
Position 934: 0.057108072395026584
Position 3389: 0.05352020186084141
Position 7107: 0.05157899883337494
Position 6254: 0.043501498695616314
Position 8925: 0.03218818178648249
Position 1697: 0.025454966444444976
Position 635: 0.021182155518962922
Position 3286: 0.02026898650869684
Position 4521: 0.018074893487172842
Position 7521: 0.0176838656737512
Position 4479: 0.017488620986305436
Position 3644: 0.016468551094653026
Position 3377: 0.011739732859652421
Position 4795: 0.010788824341895173
Position 7411: 0.010644858552878398
Position 10018: 0.01031447121675939
Position 5349: 0.009030715848525633
Position 4791: 0.00815531932797402
Position 5437: 0.007885776248073694
Position 7096: 0.006710607624549773
Position 4926: 0.006250023266867548
Position 9298: 0.0059774786927684915
Position 477: 0.005326088001728213
Position 3694: 0.004826702799701676
Position 10014: 0.004646733093122812
Position 2660: 0.0040186621818339005
Position 2577: 0.003992253590375925
Position 7418: 0.003665733233613018
Position 9667: 0.0032766097044825866
Position 3311: 0.0032198589054539613
Position 3542: 0.003178057367930604
Position 565: 0.0029327391745569823
Position 8778: 0.0028668546303551768
Position 7255: 0.0027178187471219362
Position 7364: 0.002550149778106901
Position 8497: 0.0024570491016741255
Position 3745: 0.0024464003627834227
Position 8182: 0.0021877837540649854
Position 4161: 0.002121409339465043
Position 2123: 0.001930250388140384
Position 127: 0.001890737237842725
Position 1403: 0.0014303949194296465
Position 2341: 0.0012809438422149487
Position 8682: 0.0012691928798946564
Position 9402: 0.001243803992836763
Position 998: 0.0012300026762662656
Position 1587: 0.0011339229967475164
Position 3758: 0.0011203186194128454
Position 3740: 0.0011158090101640117
Position 4872: 0.001071824250291382
Position 1090: 0.0010332783520982478
Position 2382: 0.0009885135623166317
Position 8512: 0.0009560049710304392
Position 1943: 0.000926279163629776
Position 1557: 0.0008613309110061997
Position 1349: 0.0008472421242619222
Position 1033: 0.0008468688961594728
Position 1430: 0.0007334051517023024
Position 1793: 0.0007297291692878549
Position 2563: 0.0007016807287640564
Position 769: 0.0006924181878493161
Position 47: 0.0006547877909166332
Position 3343: 0.0006021600059300139
Position 6922: 0.0005717739562099527
Position 3362: 0.0005157330469188434
Position 402: 0.0004979308857712263
Position 8870: 0.0004462248190807839
Position 7537: 0.0004110717700950561
Position 8293: 0.00037801417388443303
Position 8836: 0.00036939918076488783
Position 2043: 0.00035316721109033145
Position 4364: 0.00035262559106420395
Position 25: 0.0003336363681321041
Position 639: 0.000294283463955497
Position 3077: 0.0002683983162691477
Position 6317: 0.0002662231002780041
Position 6173: 0.00026342169948586686
Position 1353: 0.00024176584858909015
Position 9769: 0.0002247854093966951
Position 10120: 0.0002107560730796422
Position 2249: 0.00019313783993372301
Position 4063: 0.0001923214635555407
Position 3984: 0.00018658416223542955
Position 1106: 0.00018067264368050535
Position 2075: 0.00017459445198663806
Position 1133: 0.0001607888787705885
Position 8732: 0.00016054241937340732
Position 9607: 0.00015317595634761774
Position 1360: 0.00012839492132978776
Position 1813: 0.0001197391879373836
Position 1551: 0.00011470514122281696
Position 4165: 0.00011042955263326202
Position 52: 0.00010399842083199847
Position 2283: 9.195251845285808e-05
Position 2573: 7.267161248742079e-05
Position 2888: 7.007377987643125e-05
Position 2914: 6.905711301548419e-05
Position 1590: 6.541466204849008e-05
Position 884: 5.618423324969537e-05
Position 7104: 5.416587212040005e-05
Position 9620: 5.1050737980846755e-05
Position 1224: 4.446146205545864e-05
Position 1160: 4.335429830995251e-05
Position 2206: 4.3044152557973466e-05
Position 9: 4.0882227854985306e-05
Position 4335: 3.9687877301471346e-05
Position 2323: 3.717586265317361e-05
Position 3408: 3.608827931265099e-05
Position 1036: 3.299894996513866e-05
Position 4083: 2.942145430900599e-05
Position 1154: 2.784687141175568e-05
Position 2607: 2.735468217185941e-05
Position 136: 2.4271326870538796e-05
Position 8468: 2.3484444242576584e-05
Position 2719: 1.9394116230509017e-05
Position 2881: 1.5703796946507635e-05
Position 1190: 1.5600105971993177e-05
Position 1197: 1.4621435963859297e-05
Position 2941: 1.0871817218398365e-05
Position 8297: 3.96387273958336e-06
Position 617: 1.6733443708934768e-06
Position 513: 1.6149105764825583e-06
Position 7999: 1.3753755536477982e-06
Position 726: 1.3503901635709549e-06
Position 8311: 1.0404020380491792e-06
Position 8244: 1.0317100591972242e-06
Position 581: 9.360792100493764e-07
Position 958: 6.954846419509312e-07
Position 9632: 6.135110809524769e-07
Position 806: 5.606031858821454e-07
Position 798: 5.075692811520564e-07
Position 7843: 4.994643498215722e-07
Position 83: 4.0499038188782116e-07
Position 176: 3.0409139771754205e-07
Position 801: 2.662078463762355e-07
Position 1083: 2.6396227746051306e-07
Position 17: 2.5506033662722515e-07
Position 1377: 2.45729525463585e-07
Position 7774: 2.0636330163522525e-07
Position 626: 1.4135993362806764e-07
Position 534: 1.2380314582968932e-07
Position 1214: 1.2367779905839664e-07
Position 1227: 1.2299246975305843e-07
Position 976: 1.1694982925183452e-07
Position 643: 4.7456716032347455e-08
Position 836: 3.697623278152427e-08
Position 905: 2.1366554944971455e-08
Position 213: 2.017123811527705e-08
Position 678: 1.6593992620380556e-08
Position 877: 1.2458347870497255e-08
Position 919: 1.0773747024619357e-08
Position 695: 7.743334057055842e-09
Position 852: 6.877177653075011e-09
Position 938: 5.441544741850009e-09
Position 628: 5.16368055626673e-09
Position 7441: 5.060193439593072e-09
Position 701: 3.762661201612803e-09
Position 388: 1.525816269173821e-09
Position 989: 6.213714163487219e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7318: 0.9529386888040358
Position 6840: 0.9205302554742115
Position 9849: 0.8097449731423612
Position 7756: 0.7505341003319097
Position 9470: 0.6893235762076264
Position 2987: 0.4896279235153709
Position 7162: 0.353478714540287
Position 4463: 0.2904976342648386
Position 7520: 0.25230728184296536
Position 6983: 0.2089391223144146
Position 7624: 0.20036804720750223
Position 3031: 0.17757717601141765
Position 3310: 0.14281278026655564
Position 7103: 0.12559201398838699
Position 9498: 0.09872095999251582
Position 3191: 0.09807298786742848
Position 9533: 0.04757771038580985
Position 7478: 0.04732181803631862
Position 7134: 0.04166777090838753
Position 9822: 0.04132081621692548
Position 6189: 0.03745797875271857
Position 9504: 0.03325778109790161
Position 9717: 0.029612297975716448
Position 877: 0.025621717234375577
Position 7005: 0.02472193763066722
Position 7695: 0.02357189567925193
Position 4671: 0.019466064958733088
Position 7948: 0.0190866863567281
Position 7927: 0.01735890684942414
Position 10393: 0.01681267693279964
Position 9866: 0.01310449899174231
Position 1586: 0.012899555802491426
Position 7764: 0.01258558453918771
Position 8603: 0.012558088512053792
Position 7675: 0.011943886999158314
Position 10326: 0.011879501111482716
Position 1485: 0.011808482380787499
Position 9385: 0.011712426372687141
Position 3561: 0.011439028868050542
Position 4252: 0.009872433870142524
Position 7788: 0.00936459728205611
Position 8764: 0.009322137424935453
Position 9157: 0.008513462072756961
Position 7661: 0.008442071601078483
Position 7730: 0.008084299150804079
Position 9877: 0.007570521284433559
Position 3579: 0.007471956744777169
Position 5325: 0.007407537639336686
Position 615: 0.006791283074868636
Position 9970: 0.0063314265177850625
Position 9188: 0.006170887832321512
Position 5143: 0.0060438197661210466
Position 8553: 0.005072979660085113
Position 10218: 0.004939016359370583
Position 798: 0.004858164960978377
Position 8411: 0.004805364457871161
Position 10147: 0.004640305519331172
Position 3342: 0.00439298713167363
Position 3232: 0.004182124095984652
Position 6121: 0.004159121686557806
Position 2557: 0.003837561770291996
Position 9988: 0.003424408246740989
Position 9542: 0.00331425649135356
Position 8801: 0.003034805036803419
Position 8712: 0.0028072260596010644
Position 4335: 0.00261881437689764
Position 7056: 0.0024930070973179764
Position 3564: 0.0024880259868275477
Position 8715: 0.0024659770797284997
Position 4041: 0.0023711783797711818
Position 2456: 0.0023331448612944846
Position 2485: 0.0021481047552797095
Position 1929: 0.0016219675294471148
Position 4389: 0.0016192157558854838
Position 5202: 0.001519211781956574
Position 5969: 0.001474974323417973
Position 4287: 0.0012648480203595453
Position 1329: 0.001209337868613336
Position 1661: 0.0011098707308480563
Position 997: 0.0011093237942650304
Position 8787: 0.001105142050439808
Position 10439: 0.0010736004987448977
Position 8681: 0.001063089978939034
Position 5301: 0.0010556289654220876
Position 1897: 0.0010394564973572051
Position 7271: 0.0010364609382553821
Position 7341: 0.0010325711315598129
Position 1551: 0.001012407170752772
Position 839: 0.00100631234573772
Position 8649: 0.0009957102943363172
Position 4765: 0.0009655543376780209
Position 6095: 0.0009390687326858551
Position 1061: 0.0009318609981770548
Position 10223: 0.0009186851949171019
Position 3033: 0.0008999768730254138
Position 10347: 0.0008475948584862213
Position 9890: 0.000831820287445526
Position 3541: 0.0008230503416473163
Position 2009: 0.0008120228630570279
Position 9477: 0.000796124591416466
Position 665: 0.000737632897702785
Position 638: 0.0007174886506775119
Position 9197: 0.0007000129433696262
Position 9408: 0.0006555727520609591
Position 7836: 0.0006486385817967101
Position 2199: 0.0006268723535696898
Position 9587: 0.0006266621267347057
Position 7543: 0.0005971146701676216
Position 1455: 0.000537857611548803
Position 4617: 0.00048476131963683626
Position 1582: 0.00045900464528335556
Position 1982: 0.00044103890918159914
Position 2993: 0.0004262141098869412
Position 8428: 0.00042589450694723155
Position 4316: 0.0004170388796438298
Position 8671: 0.0004127276134346394
Position 5229: 0.000409265038833115
Position 1211: 0.0003379554176146131
Position 6991: 0.0003335804181750757
Position 10398: 0.00033153588855063996
Position 7082: 0.00032453723237130364
Position 6883: 0.00031197654781287015
Position 3626: 0.0002952108102748742
Position 9256: 0.0002874548294147022
Position 4360: 0.00028651991619703686
Position 5080: 0.00028526242046512294
Position 8818: 0.000280815815200863
Position 8654: 0.0002784331327941794
Position 649: 0.00027515392837740613
Position 8823: 0.00027355477360125236
Position 718: 0.0002590393920318896
Position 3123: 0.00025557011811621434
Position 8729: 0.0002473378687288915
