Gene = ATPAF1
index = 116
Annotated 5SS: [  398  3199  9768 10328 14638 15874 23294 25261]
Annotated 3SS: [ 3089  9716 10264 14586 15825 23197 25152 32483]
SMsplice 5SS: [  398  3199  3476 14638 15893 25261 32558]
SMsplice 3SS: [ 3089  3364 14586 15797 25152 32483 34625]
top_k =  1000
Partition function (log Z): -4.983636103242428

Sorted 5' Splice Sites (High to Low Probability):
Position 15893: 0.9979994358704226
Position 398: 0.9817962119467412
Position 32558: 0.9794989988148333
Position 3199: 0.9515783915892482
Position 14638: 0.738315973665332
Position 4622: 0.5561878935217336
Position 3476: 0.518064312604876
Position 10328: 0.46878538107398776
Position 10430: 0.42915878201380053
Position 2164: 0.34300809513915115
Position 9768: 0.2867859356102815
Position 15006: 0.23881936370669102
Position 3462: 0.22863798093108817
Position 34678: 0.22273856866275435
Position 3703: 0.2032853649064902
Position 1824: 0.18614574091410638
Position 34764: 0.17030158796747216
Position 2580: 0.15829988159234848
Position 9878: 0.12381885243414441
Position 2808: 0.1021574386121204
Position 3719: 0.09251339841766865
Position 10123: 0.07935024273969002
Position 1797: 0.07772115766436534
Position 14681: 0.0737494310417595
Position 10018: 0.06873848123063331
Position 34701: 0.06666711918211561
Position 4365: 0.053229291264733435
Position 14259: 0.04831046581389867
Position 1144: 0.04537631514773158
Position 2134: 0.03890274854767675
Position 6821: 0.0363083539840726
Position 4595: 0.03607258085344434
Position 13686: 0.035963370996682904
Position 4369: 0.0328981135002875
Position 14811: 0.02893173243132021
Position 6527: 0.028669528304276045
Position 9873: 0.027192031490341398
Position 13480: 0.02563145004783966
Position 11249: 0.025380416828488697
Position 3170: 0.02403728720429522
Position 2095: 0.01902954707393651
Position 3891: 0.01178841099617223
Position 923: 0.0111325674247748
Position 2447: 0.010915379944322479
Position 15152: 0.009618096285347629
Position 216: 0.009261736050330725
Position 186: 0.008279345329751954
Position 3465: 0.0057502115587599704
Position 10924: 0.004737614558726226
Position 8558: 0.004465773027746307
Position 6328: 0.004243533445978816
Position 2734: 0.003951430544868406
Position 9898: 0.0033497329271466383
Position 2584: 0.003217867992476794
Position 3409: 0.0026439556241483982
Position 1152: 0.002470286318601051
Position 2766: 0.0022336610181746333
Position 23294: 0.0020862384659843212
Position 1951: 0.001972226602263776
Position 410: 0.001910853962434225
Position 3707: 0.0018353373794225084
Position 3398: 0.00139136797935116
Position 23017: 0.0007742818949961183
Position 5444: 0.0006669767848351994
Position 15874: 0.0005913819103071552
Position 482: 0.00047413768223704167
Position 1107: 0.0003827121674456355
Position 941: 0.0003631336893701843
Position 644: 0.0003313116295874722
Position 209: 0.00032835883311934955
Position 160: 0.00032510027057660776
Position 3864: 0.00032253385319286007
Position 4200: 0.00032225711575375337
Position 3090: 0.0002975493309153743
Position 2425: 0.00025274249254868833
Position 3275: 0.00021657419458129585
Position 1454: 0.00019860842033995446
Position 1042: 0.00018394824892794794
Position 1423: 0.00015144851258821614
Position 1535: 0.00014632508219859726
Position 746: 0.00012453605042620327
Position 10523: 0.00011899079136556159
Position 16189: 0.00010657426686710712
Position 4379: 0.00010378413112048752
Position 3439: 9.885170693349894e-05
Position 276: 9.422518579340609e-05
Position 3291: 8.730527840871842e-05
Position 3548: 8.280463540733169e-05
Position 193: 7.660181855910028e-05
Position 2232: 7.203553644422907e-05
Position 177: 5.7813713478915804e-05
Position 16796: 5.0042230173498676e-05
Position 3185: 3.902277294542534e-05
Position 2064: 3.734872303410632e-05
Position 4676: 3.4297994040589114e-05
