Gene = KNCN
index = 751
Annotated 5SS: [ 151 2023]
Annotated 3SS: [1947 3405]
SMsplice 5SS: [ 151  981 1282 2023]
SMsplice 3SS: [ 829 1212 1974 3405]
top_k =  1000
Partition function (log Z): -0.8317038388165612

Sorted 5' Splice Sites (High to Low Probability):
Position 2023: 0.9462508163361831
Position 1282: 0.742267885068865
Position 151: 0.7234197672656917
Position 981: 0.6099578434828749
Position 96: 0.24361653385235812
Position 1486: 0.2187624668978777
Position 736: 0.06292048361168835
Position 491: 0.05928115820775884
Position 830: 0.04515976746491111
Position 3224: 0.041161912104137034
Position 2456: 0.03618399206017292
Position 3429: 0.032358679973362
Position 2801: 0.026923857349906277
Position 1806: 0.012474166574840573
Position 2788: 0.009712689724268735
Position 2478: 0.007964536382865822
Position 1385: 0.0035136675035783594
Position 2618: 0.0031380935414010015
Position 967: 0.002731347093843727
Position 2668: 0.0023263838706664417
Position 836: 0.0020600901377942266
Position 279: 0.0019120686522991134
Position 1513: 0.0016684120496929151
Position 194: 0.001272547006247153
Position 216: 0.0011683694266601252
Position 124: 0.0009848590769342314
Position 752: 0.0006315824070510319
Position 1348: 0.0006149230576213529
Position 923: 0.0005984599368612692
Position 3559: 0.0003740695067202628
Position 2936: 0.0003358336704108505
Position 1383: 0.0003257875290888487
Position 3704: 0.00028899344577779643
Position 281: 0.00024920112134444426
Position 442: 0.00019668179296627533
Position 1250: 0.00019191068981342356
Position 3680: 0.00018875009154193113
Position 999: 0.00014545005653407458
Position 3543: 0.00013611654166857524
Position 918: 0.00011018565581215625
Position 66: 0.00010499045076418972
Position 1913: 0.00010076283417638747
Position 995: 9.991453761468983e-05
Position 1352: 8.897689601903899e-05
Position 921: 7.686087171824685e-05
Position 1424: 7.198374288781313e-05
Position 144: 7.127315066188243e-05
Position 1426: 7.0683171388208e-05
Position 634: 6.733249257211917e-05
Position 1422: 6.533172240213896e-05
Position 1340: 5.698326007238662e-05
Position 1362: 5.643652917701762e-05
Position 2443: 5.580081496232153e-05
Position 242: 5.504787464078073e-05
Position 2293: 4.908566393530139e-05
Position 589: 4.616216583454778e-05
Position 3492: 4.181543792110889e-05
Position 552: 4.140384146548183e-05
Position 1428: 4.105650483379291e-05
Position 605: 4.062045036656835e-05
Position 2699: 3.547530832240822e-05
Position 1084: 3.0747204829964326e-05
Position 2337: 2.994161712386845e-05
Position 1420: 2.4101287504895886e-05
Position 895: 1.5349478666510567e-05
Position 603: 1.3078209976190385e-05
Position 868: 1.2703227829502627e-05
Position 1342: 8.375857369276862e-06
Position 477: 6.651583584554495e-06
Position 126: 3.1109023111934773e-06
Position 1364: 2.629341144632834e-06
Position 1326: 2.485572646802904e-06
Position 591: 2.15113396059003e-06
Position 915: 9.546531115657496e-07
Position 1095: 7.290702118664654e-07
Position 570: 7.017325171890052e-07
Position 2556: 5.022026908979224e-07
Position 211: 4.0419152017507687e-07
Position 439: 1.2330122931818794e-07
Position 51: 1.0298452775724631e-09
Position 376: 5.165302663703778e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3405: 0.8328109218701638
Position 1212: 0.681203807914752
Position 829: 0.5787244501300783
Position 1974: 0.3855518952081503
