Gene = GPN2
index = 613
Annotated 5SS: [ 612 1329 4325 6138]
Annotated 3SS: [ 1171  4163  6006 10547]
SMsplice 5SS: [ 168 1329]
SMsplice 3SS: [1171 6006]
top_k =  1000
Partition function (log Z): -10.609002185318733

Sorted 5' Splice Sites (High to Low Probability):
Position 1329: 0.7595803701981583
Position 168: 0.6481350711065781
Position 4325: 0.46805482958578914
Position 6138: 0.31375442570659917
Position 6173: 0.2156702106576017
Position 612: 0.21101862693641169
Position 103: 0.19236751309468922
Position 1932: 0.05819218839522588
Position 1893: 0.0551904677702023
Position 1588: 0.037688831124737796
Position 8190: 0.03251281518297147
Position 1661: 0.031009457400780198
Position 289: 0.029814640486688655
Position 1401: 0.026708949722561385
Position 700: 0.022633326222907507
Position 1739: 0.014070881808940899
Position 5725: 0.012173374370064726
Position 2070: 0.011920995579018902
Position 5909: 0.0112938416534218
Position 2056: 0.009486733547080635
Position 543: 0.008130679316815893
Position 4008: 0.00767669625572163
Position 915: 0.007034620543044327
Position 3228: 0.006433049572665903
Position 390: 0.005764212403287647
Position 3821: 0.0037375800221281313
Position 991: 0.003410277534451784
Position 8989: 0.0026157207776702743
Position 405: 0.0023799586409868987
Position 856: 0.0019348998754791652
Position 359: 0.001435615295734139
Position 783: 0.0011767393907679414
Position 905: 0.001117915521595443
Position 5042: 0.0011123288109836772
Position 4470: 0.0010367242421387155
Position 1786: 0.0009916467178369614
Position 240: 0.0009879872027346362
Position 1592: 0.0009871857814275926
Position 2022: 0.0007459478272303183
Position 4486: 0.0006511591125101778
Position 6206: 0.0005812604936957612
Position 819: 0.0005403850431237446
Position 135: 0.0004543718500249659
Position 1431: 0.00044496240005430075
Position 4886: 0.00044400785540821925
Position 378: 0.00038670662820514015
Position 11: 0.00034352364948085585
Position 828: 0.0003272052895945448
Position 5577: 0.0003057316902922745
Position 130: 0.0002719121858062964
Position 867: 0.00022870620625736103
Position 20: 0.0002025117864559495
Position 109: 0.00019614495953548198
Position 897: 0.00017474325330577711
Position 1451: 0.00015922199963946232
Position 650: 0.00015071144899026054
Position 272: 9.577221562481452e-05
Position 5265: 6.946354675892146e-05
Position 807: 6.21741667254177e-05
Position 24: 5.801192649023133e-05
Position 1232: 5.312740235096538e-05
Position 1414: 4.9255829741917835e-05
Position 82: 4.6259276699181646e-05
Position 365: 4.611630622170131e-05
Position 327: 4.4749680220617776e-05
Position 1809: 3.869032022504348e-05
Position 4298: 3.86662224739933e-05
