Gene = ZDHHC23
index = 1600
Annotated 5SS: [  290  1063  6510  8606 10638]
Annotated 3SS: [  892  5798  8437 10461 12818]
SMsplice 5SS: [ 290 1063]
SMsplice 3SS: [  892 11619]
top_k =  1000
Partition function (log Z): -9.95265532522382

Sorted 5' Splice Sites (High to Low Probability):
Position 290: 0.9240676500792128
Position 1063: 0.8449540713449784
Position 11700: 0.37166172038115586
Position 6510: 0.3351560536789685
Position 7081: 0.2583401549472799
Position 9585: 0.22129009262307286
Position 2493: 0.1404762668308796
Position 562: 0.12623523561643593
Position 7189: 0.1246328845042261
Position 8606: 0.07178301935614857
Position 9951: 0.06672424264831897
Position 9626: 0.043949827608444715
Position 3727: 0.037929782161036554
Position 7311: 0.036103841459301456
Position 11492: 0.03412210617114806
Position 834: 0.02975112675856176
Position 4867: 0.028220413748806135
Position 1374: 0.024202345999871585
Position 11518: 0.022995017273745567
Position 2906: 0.016011221046419034
Position 9715: 0.014836302879883828
Position 666: 0.014730873228464248
Position 11813: 0.013944557033333436
Position 794: 0.01229871186131475
Position 116: 0.009734914801521355
Position 2952: 0.009467993998519256
Position 9720: 0.008462895822647419
Position 2529: 0.0081050965943707
Position 6436: 0.006680068453228764
Position 307: 0.005381916726182796
Position 441: 0.003926885802722624
Position 5236: 0.0033515384346189067
Position 11620: 0.0028321029343369424
Position 629: 0.0027669454802944178
Position 603: 0.0014845954349949303
Position 327: 0.0014075821763431015
Position 4178: 0.0009661779937210756
Position 10125: 0.0009410374134777432
Position 214: 0.0008700421887056696
Position 2257: 0.00047994189075398663
Position 1054: 0.0004753024504102002
Position 57: 0.00040437322819562963
Position 1425: 0.00026696950959095834
Position 2553: 0.00025578846136918045
Position 982: 0.00025252892938171684
Position 893: 0.00023354969446183683
Position 1742: 0.00019195599531989435
Position 156: 0.00017317558484713876
Position 1647: 0.00012008289927170283
Position 1339: 8.411917683651292e-05
Position 706: 5.967903749244987e-05
Position 1711: 5.236444047459878e-05
Position 2638: 3.4476246042652384e-05
Position 600: 2.8777826538004054e-05
Position 1023: 2.1681541623478667e-05
Position 218: 1.845584644513624e-05
Position 708: 1.7258742654193147e-05
Position 1029: 1.671468381877627e-05
Position 445: 1.234158687910043e-05
Position 1485: 1.1939796571662182e-05
Position 3210: 9.424574933943849e-06
Position 399: 9.369854622852905e-06
Position 1511: 6.914074571180686e-06
Position 1331: 5.2489609273272405e-06
Position 193: 4.958281248710903e-06
Position 1625: 4.204612291629959e-06
Position 886: 4.083500898575016e-06
Position 324: 2.714700618215428e-06
Position 1120: 1.914259904742683e-06
Position 610: 1.8895332977783778e-06
Position 19: 1.7636083520902543e-06
Position 918: 1.7398139594148619e-06
Position 838: 1.660282630787754e-06
Position 1210: 1.5023426408925867e-06
Position 589: 1.471972749720858e-06
Position 443: 7.961148642313972e-07
Position 787: 6.863969986089488e-07
Position 970: 4.5904653106494735e-07
Position 1027: 3.6370119815768155e-07
Position 1056: 3.3971293747771465e-07
Position 1208: 2.78567577229299e-07
Position 1118: 1.3756402601512583e-07
Position 2933: 1.2804036728201685e-07
Position 174: 1.051245644249213e-07
Position 109: 6.89699850454229e-08
Position 266: 3.9587553877408644e-08
Position 106: 7.141708993928179e-09
Position 346: 6.304240381763948e-12
Position 500: 2.6642515079148928e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 892: 0.7532588746138702
Position 11619: 0.6269666108425215
Position 7035: 0.2165823637884435
Position 6187: 0.19712762110991508
Position 9381: 0.191180092805051
Position 10461: 0.16553433727867492
Position 6916: 0.12538765269717472
Position 487: 0.11357498885251123
Position 9467: 0.09936489052641782
Position 11388: 0.09639210627913862
Position 9584: 0.09173608992301494
Position 6378: 0.07952935149156977
Position 8437: 0.0719655153250092
Position 12537: 0.0705825456416694
Position 2441: 0.06228401605890874
Position 2374: 0.05561844324773669
Position 13719: 0.04998654994688785
Position 12884: 0.0463888269496567
Position 6111: 0.03798899517216338
Position 14372: 0.03509575635632387
Position 867: 0.03434307154535237
Position 6998: 0.0311148933428963
Position 14447: 0.02963323253562116
Position 13626: 0.028807290598270304
Position 2355: 0.027286085481557722
Position 561: 0.026567535673643037
Position 1273: 0.025058189901140938
Position 9911: 0.02475636479854917
Position 7260: 0.02258593752542896
Position 910: 0.020798261687002686
Position 6319: 0.02073576348374435
Position 4815: 0.020465439679746168
Position 13150: 0.020147952819571012
Position 3572: 0.017444309912411735
Position 12860: 0.01602259415179938
Position 7222: 0.01584406196559629
Position 2771: 0.013238009577723192
Position 12299: 0.0123821980389555
Position 3546: 0.01143200825101759
Position 12818: 0.01069979148284152
Position 14662: 0.009703989747972597
Position 6795: 0.009686895984909556
Position 12387: 0.009628724119286922
Position 13415: 0.009602900176990435
Position 784: 0.009164718283858196
Position 14156: 0.008839859243015072
Position 5798: 0.008612550070194054
Position 11703: 0.008153152198226613
Position 11892: 0.0078963980950505
Position 10004: 0.007624499367493932
Position 15076: 0.007378143831736633
Position 2807: 0.007267942500051614
Position 913: 0.006805458961833819
Position 6147: 0.006234100929606535
Position 9950: 0.0058011735771057405
Position 4798: 0.00549214148258655
Position 10537: 0.005402912944026568
Position 6612: 0.00538791077770853
Position 2169: 0.004959504054614664
Position 10159: 0.004918837427378848
Position 2852: 0.004886944262980598
Position 12238: 0.00453894832298199
Position 12180: 0.004521163635419428
Position 13083: 0.004516851853263067
Position 6035: 0.004487645898659493
Position 13578: 0.0041820915187001685
Position 7008: 0.004075802630014367
Position 13184: 0.00391592827682785
Position 12060: 0.0038829508839595605
Position 11181: 0.00360019281397438
Position 1040: 0.003522231497878857
Position 548: 0.0034587557471990158
Position 5192: 0.0034525673813439644
Position 9719: 0.003393371274556777
Position 13133: 0.0033575930696697343
Position 9688: 0.0032686898780479416
Position 10511: 0.0031397059039963374
Position 6889: 0.002797889386144244
Position 7177: 0.0026694490024201387
Position 4534: 0.0024216887953271344
Position 10508: 0.0024106745799234632
Position 715: 0.0023146381775034476
Position 7525: 0.002287325035981574
Position 3449: 0.002254300244192356
Position 7060: 0.0022437188632369607
Position 8842: 0.002042310164179473
Position 3401: 0.002001298349815717
Position 9162: 0.0019086441683085135
Position 3497: 0.0017863410609177126
Position 9017: 0.0017762673508872468
Position 9190: 0.0012618946045661007
Position 3988: 0.001148598322524362
Position 432: 0.0011314989091746716
Position 940: 0.0011233912505956268
Position 619: 0.001114842426324683
Position 2025: 0.0010853938278097344
Position 3444: 0.0010766061080858854
Position 3421: 0.0009306416814133196
Position 1176: 0.0008377328218707174
Position 7902: 0.0007859121614510831
Position 3712: 0.0007713592238638151
Position 3430: 0.0007169253837620826
Position 989: 0.0006695086491590902
Position 1585: 0.0005855797415544532
Position 3286: 0.0005829444993654172
Position 2447: 0.0005655759523366792
Position 1515: 0.0005145063300324886
Position 2810: 0.0005102926798759912
Position 5823: 0.0004951409564137749
Position 2514: 0.0004827714880247441
Position 5699: 0.00047605271151986064
Position 4565: 0.0004405910776674871
Position 4676: 0.0004111603745196032
Position 8783: 0.00039620051268411856
Position 4775: 0.0003956255887072745
Position 399: 0.000372517380644807
Position 651: 0.00037236875044661667
Position 5056: 0.0003138062267728925
Position 5732: 0.00029763873616138193
Position 196: 0.0002884325553711755
Position 4582: 0.000257098043150028
Position 517: 0.0002274417186043609
Position 3157: 0.00021960639632860382
Position 4743: 0.00020843190347412578
Position 934: 0.00018766316615988497
Position 918: 0.00018402635655533786
Position 494: 0.00018259097452578963
Position 4694: 0.00017982790348132645
Position 1876: 0.00017130162028608354
Position 5489: 0.00016318691748863992
Position 510: 0.0001624998462772001
Position 2637: 0.00013686581163592447
Position 3726: 0.00013042915383501975
Position 3172: 0.0001294947178817852
Position 459: 0.00012207384014753655
Position 3524: 0.00011083333249482689
Position 5885: 0.00010169265338780472
Position 1647: 9.945661468060845e-05
Position 6627: 9.879773415487006e-05
Position 7429: 9.829351312946426e-05
Position 4005: 9.654715155994474e-05
Position 1294: 9.33957567214782e-05
Position 1985: 8.861703940926186e-05
Position 266: 8.507487962831331e-05
Position 950: 7.063748411535721e-05
