Gene = ISCA1
index = 718
Annotated 5SS: [  152  8341 10523]
Annotated 3SS: [ 8286 10416 16337]
SMsplice 5SS: [  152  8790 10523 11366 16419]
SMsplice 3SS: [ 8696 10416 11306 16337 17293]
top_k =  1000
Partition function (log Z): -1.6890988587872986

Sorted 5' Splice Sites (High to Low Probability):
Position 10523: 0.9928211760501156
Position 152: 0.8931904441446122
Position 16419: 0.8825807637404741
Position 11366: 0.8475197633385775
Position 8790: 0.685920731827825
Position 4795: 0.5288577434326086
Position 1224: 0.46996997996329964
Position 8341: 0.37077449283896396
Position 2829: 0.3171151848886337
Position 16878: 0.25944792586118115
Position 16072: 0.22463343138408498
Position 11092: 0.18928035358480633
Position 12518: 0.17060056492636985
Position 13915: 0.14306722140680989
Position 6610: 0.13983877529479727
Position 10154: 0.09056535485373093
Position 3333: 0.08163500255916445
Position 4723: 0.05072464590848152
Position 1462: 0.04656480589291171
Position 561: 0.04550747265726676
Position 107: 0.04263509440667426
Position 16703: 0.03404916278066999
Position 2474: 0.03189098324405329
Position 17049: 0.028870935976478523
Position 13923: 0.0227333658066656
Position 15430: 0.022641457040631613
Position 8766: 0.022320834495162305
Position 1727: 0.020151391419202868
Position 1491: 0.014157586386800298
Position 16839: 0.013753740185907288
Position 1434: 0.013106346126753004
Position 787: 0.013002061812701537
Position 16889: 0.012015079154154043
Position 2631: 0.011303154093657888
Position 9590: 0.011153003110352742
Position 9156: 0.010680134538565846
Position 7829: 0.010523693773456211
Position 10329: 0.009942641894099859
Position 16696: 0.009785701805407776
Position 8009: 0.009673007805810367
Position 14402: 0.008946914529431835
Position 8785: 0.008642751285833397
Position 3324: 0.007960008881034911
Position 16508: 0.007340049310470631
Position 13927: 0.00613821524630988
Position 493: 0.006133257690875885
Position 10926: 0.0055413160468720185
Position 1839: 0.005432748707087682
Position 10771: 0.0042011361965842145
Position 16610: 0.0038723350490871573
Position 11025: 0.003546392722153737
Position 16892: 0.002893746064834652
Position 16881: 0.0024799691529330654
Position 16585: 0.0021913545689813507
Position 10958: 0.0021865609885737334
Position 3549: 0.0020452028574752083
Position 712: 0.002001027900792585
Position 7266: 0.0018037799682330505
Position 1468: 0.0015641639586145564
Position 669: 0.0013307722531615898
Position 429: 0.000958459738940134
Position 10072: 0.0008866172245587332
Position 11546: 0.0008153373079346904
Position 6019: 0.0006856563638330467
Position 11838: 0.00044961472276447325
Position 98: 0.00043796673177011415
Position 3158: 0.0004358587212896478
Position 404: 0.00028777618942060757
Position 73: 0.00024927115498946063
Position 951: 0.00024451423660664816
Position 2796: 0.00022214670668965552
Position 11403: 0.0001947864795587175
Position 3969: 0.0001709565991431485
Position 2387: 0.00015615029138002853
Position 703: 0.0001464591514294247
Position 1383: 0.00011984921835141363
Position 338: 0.00011239639886737468
Position 216: 9.614160639565827e-05
Position 12711: 9.540553742104825e-05
Position 534: 9.187090831979084e-05
Position 518: 9.11705648807988e-05
Position 479: 8.517615106301756e-05
Position 816: 6.188585655754905e-05
Position 894: 4.4313617453179725e-05
Position 2415: 4.103613421084642e-05
Position 1286: 3.4441429955905295e-05
Position 195: 3.2177240112655616e-05
Position 570: 2.7822808534253247e-05
Position 256: 2.5212232897177365e-05
Position 1203: 2.4694708734807056e-05
Position 1191: 2.246630882996628e-05
Position 156: 1.5932302505234176e-05
Position 86: 1.4035577961823085e-05
Position 383: 1.1095166448074046e-05
Position 527: 1.0663817543390825e-05
Position 1841: 9.900838489238947e-06
Position 1754: 8.18200314130038e-06
Position 809: 7.279407351260173e-06
Position 705: 3.7971746932612667e-06
