Gene = LMLN
index = 787
Annotated 5SS: [  241 14275 14873 15912 16516 20305 23849 25691 30477 36083 39143 59186
 61406 64589 75844]
Annotated 3SS: [14176 14841 15828 16397 20125 23742 25595 30358 35974 39065 59052 61245
 64457 75632 78366]
SMsplice 5SS: [  241 14275 15398 15912 20305 23849 30477 36083 39143 42926 59186 61406
 64589 75844]
SMsplice 3SS: [14176 15125 15828 20125 23742 30358 35974 39065 42814 59052 61245 64457
 75632 78366]
top_k =  1000
Partition function (log Z): -20.990973417674535

Sorted 5' Splice Sites (High to Low Probability):
Position 14275: 0.9989140484996455
Position 39143: 0.9947644878265763
Position 36083: 0.9377514652675623
Position 42926: 0.9187109720950768
Position 20305: 0.805238574379963
Position 23849: 0.7654183544061046
Position 15398: 0.7248692658161542
Position 30477: 0.6873103079905991
Position 241: 0.5510090811074495
Position 41816: 0.5430584436349111
Position 25874: 0.41550548036269414
Position 15912: 0.39544197370996587
Position 15988: 0.3446753118948028
Position 120: 0.29756413405048693
Position 25691: 0.2817959926233203
Position 6870: 0.2754496415654992
Position 14873: 0.2738677054636598
Position 42055: 0.2654016076139775
Position 16446: 0.2581736332815636
Position 14569: 0.18820323076404835
Position 2321: 0.1740424527739145
Position 35090: 0.16904887667766894
Position 7212: 0.1651675210883121
Position 38472: 0.16105886941269987
Position 23604: 0.15631568953161495
Position 30459: 0.14982348605751764
Position 25509: 0.12480030448039374
Position 14605: 0.0732607933041003
Position 16516: 0.067807333760979
Position 42210: 0.05775456363893193
Position 36073: 0.054217184133683115
Position 11597: 0.05383390584698257
Position 23834: 0.05138731468319176
Position 23534: 0.04930049178294233
Position 570: 0.04244543610098902
Position 34778: 0.04238678182932603
Position 20148: 0.03570962592619675
Position 22169: 0.0354597663503491
Position 22481: 0.034730329716496464
Position 25: 0.03462431472025505
Position 46191: 0.03400749131313886
Position 40921: 0.033931744222544934
Position 38899: 0.03277057659455471
Position 9025: 0.032531416518471294
Position 38501: 0.031495551847646935
Position 276: 0.031166602223453497
Position 38659: 0.029632781421155333
Position 16678: 0.028194257976490337
Position 2910: 0.026310991698651722
Position 19986: 0.02527568883348652
Position 22421: 0.02515253250549909
Position 1207: 0.02183376103179054
Position 14690: 0.020464858571080605
Position 38921: 0.01742124798045594
Position 42718: 0.01717358591232553
Position 39836: 0.016670712200442774
Position 16044: 0.01504394572311317
Position 36456: 0.014834973494928792
Position 43365: 0.01439317072382707
Position 41168: 0.0120084521520556
Position 15018: 0.011854348807347781
Position 1043: 0.009614117190516656
Position 34547: 0.007925243073247502
Position 126: 0.007479910672643124
Position 23899: 0.0070078572280311575
Position 16569: 0.006278387742517208
Position 36273: 0.005866210142308271
Position 130: 0.005839232311921144
Position 43572: 0.00567952076539674
Position 40600: 0.00550721096542247
Position 15052: 0.0052185340344502625
Position 70: 0.004957797573730051
Position 40204: 0.004848432794077963
Position 45076: 0.0047187466457036635
Position 43624: 0.004692944644291762
Position 23618: 0.00459941465314263
Position 46320: 0.003699812798537187
Position 2095: 0.0036462663519649242
Position 747: 0.00356557995535794
Position 1632: 0.0034796621922805345
Position 325: 0.0033099904021458774
Position 526: 0.0031842420780817966
Position 1248: 0.0027007382338596663
Position 23488: 0.0026047336783807796
Position 43520: 0.002566793577149763
Position 44608: 0.002516742564568168
Position 44556: 0.0025010525811922295
Position 44660: 0.002493486338141283
Position 44712: 0.002492969084595449
Position 44504: 0.0024096367903431136
Position 45024: 0.0022786825818347004
Position 44764: 0.0022018127811972922
Position 44972: 0.002201351588069766
Position 44920: 0.002200453492338784
Position 6876: 0.0021732266241109226
Position 43417: 0.0018494464212494115
Position 2038: 0.001785601870099897
Position 4342: 0.001652219283091306
Position 43676: 0.0016079211543490789
Position 14982: 0.0015929229908977977
Position 711: 0.0015864645167741553
Position 622: 0.0015775725469339608
Position 44816: 0.0015546763459628014
