Gene = ABHD11
index = 4
Annotated 5SS: [ 222  540 1306 1647 1939]
Annotated 3SS: [ 403 1131 1475 1756 2175]
SMsplice 5SS: [ 222  540 1306]
SMsplice 3SS: [ 424 1131 2221]
top_k =  1000
Partition function (log Z): 0.20562846061195295

Sorted 5' Splice Sites (High to Low Probability):
Position 540: 0.9894937285993186
Position 222: 0.9525551320636891
Position 1306: 0.9292399852699428
Position 1647: 0.3315260027011415
Position 1661: 0.22595349066131348
Position 1939: 0.19372762397734497
Position 1799: 0.11144505421949268
Position 970: 0.06553874259368857
Position 1132: 0.05034906897202888
Position 1673: 0.0344042334175293
Position 131: 0.02791722711635173
Position 1025: 0.01957595018832004
Position 1793: 0.017607170737539334
Position 992: 0.01726906746099829
Position 1160: 0.01054758223358795
Position 1953: 0.009788565695096844
Position 1151: 0.005298533006113968
Position 1531: 0.004910228382530717
Position 535: 0.004400584677365679
Position 923: 0.00409509555527501
Position 1823: 0.002588881708802471
Position 658: 0.002159409350182
Position 65: 0.001982240335638126
Position 552: 0.0016308876292708814
Position 1240: 0.0014913057928528184
Position 1633: 0.00144171527531841
Position 1930: 0.0013696293754629646
Position 1141: 0.0007951254128415084
Position 1956: 0.0006595139367712031
Position 718: 0.000625987009578448
Position 1766: 0.0005724346814081184
Position 169: 0.0005652756954561956
Position 866: 0.0004084750412246752
Position 721: 0.00040772645995829814
Position 1023: 0.00020796565150617323
Position 850: 0.00016977576259177355
Position 926: 0.00014856172397556617
Position 2020: 6.4554192358383e-05
Position 2231: 4.955665413159118e-05
Position 1400: 3.907422588286876e-05
Position 58: 3.618284972222642e-05
Position 960: 3.549587846473791e-05
Position 786: 2.830908331274498e-05
Position 1462: 2.7349847864912155e-05
Position 1341: 2.568733949959249e-05
Position 1319: 2.33931640311391e-05
Position 1917: 2.1274147321859837e-05
Position 839: 1.3912945862408726e-05
Position 583: 1.1219471310467811e-05
Position 226: 1.1205508364938152e-05
Position 1533: 8.292741373391481e-06
Position 1678: 5.973430467963658e-06
Position 360: 2.408345174402682e-06
Position 1113: 4.5633247869548986e-07
Position 257: 1.5406711518992495e-07
Position 309: 1.0447203021524345e-07
Position 175: 9.016568853932146e-08
Position 618: 2.2705540353573678e-08
Position 696: 7.9215265904929e-09
Position 1255: 9.697198658491654e-10
Position 1058: 2.0685295878856751e-10
Position 459: 3.833727145749845e-14
Position 456: 1.919799228518022e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 424: 0.8879232618300604
Position 1131: 0.6566182777589109
Position 2221: 0.48903728922963763
Position 1475: 0.3736871804634678
Position 1756: 0.36901027989563995
Position 2272: 0.23044024090489434
Position 1089: 0.15639964413541524
Position 1021: 0.1169257130358993
Position 1560: 0.0972277550828745
Position 1506: 0.08309231652768564
Position 643: 0.07354486046012086
Position 403: 0.07313626849013313
Position 1876: 0.0687012069462278
Position 1230: 0.0534739865815065
Position 1584: 0.04228389527501954
Position 1646: 0.030473635189770434
Position 1681: 0.02989857185425561
Position 1479: 0.021325103632987338
Position 1446: 0.018240242411747716
Position 2175: 0.016193597103819707
Position 827: 0.016100914027169053
Position 794: 0.0144890687833993
Position 1215: 0.00739058828702902
Position 335: 0.007271549680991494
Position 1068: 0.007193553422429859
Position 724: 0.006070734723830837
Position 1175: 0.0060630412739338625
Position 2227: 0.00505187228414168
Position 375: 0.004634935832213618
Position 1034: 0.0045234381572949916
Position 1180: 0.003981344976819915
Position 775: 0.0038849552066556946
Position 1400: 0.0033923537344846895
Position 2361: 0.00330409397879346
