Gene = MXRA8
index = 901
Annotated 5SS: [  80 1855 3086 3292 3854 4182 4343 4506 4688]
Annotated 3SS: [1830 2782 3189 3382 4025 4302 4428 4606 4905]
SMsplice 5SS: [  80 3086 3292 4182 4343 4506 4688]
SMsplice 3SS: [2782 3189 4025 4302 4428 4606 4905]
top_k =  1000
Partition function (log Z): 2.372514336891768

Sorted 5' Splice Sites (High to Low Probability):
Position 80: 0.9543627744881901
Position 4688: 0.9368055643634127
Position 3292: 0.9200125492225315
Position 4182: 0.900907170151855
Position 3086: 0.7610581277240471
Position 4506: 0.7593677151453373
Position 4343: 0.5204950359374179
Position 2833: 0.1772022074010386
Position 3854: 0.12694879405607132
Position 3514: 0.08099659657735439
Position 1855: 0.08056841839441156
Position 4224: 0.045036070958643606
Position 1640: 0.03725547370490035
Position 3421: 0.029801504149927306
Position 1411: 0.015293565082988687
Position 105: 0.014406450055599965
Position 394: 0.012900758201273628
Position 5064: 0.011475247874225814
Position 186: 0.008260046767842802
Position 4286: 0.0072032219336270395
Position 5286: 0.005590262559054318
Position 3662: 0.005012608046775136
Position 2164: 0.004725145054526063
Position 2566: 0.00430722672265482
Position 4488: 0.0042093537914085965
Position 208: 0.0040024037224214
Position 2887: 0.0033715444481944037
Position 1119: 0.0028236832895231208
Position 3115: 0.0023709423534969127
Position 3463: 0.002032298642626824
Position 1683: 0.0018690078669129444
Position 541: 0.0018644175385932541
Position 1026: 0.001808946120389261
Position 1679: 0.001786703467084886
Position 427: 0.001560075794704361
Position 3006: 0.0014964449551798464
Position 133: 0.0012798041008996262
Position 5396: 0.0012144682104318911
Position 1155: 0.0010696130307857625
Position 1715: 0.0010617449010653685
Position 3478: 0.001018328862219312
Position 3677: 0.000983050789690945
Position 3279: 0.0009751724174624842
Position 4145: 0.0007347373097167244
Position 3496: 0.0007152673030936683
Position 390: 0.0006914031581777925
Position 2661: 0.0005782112662054198
Position 2250: 0.0005713334638738449
Position 3585: 0.0005358604241119756
Position 3694: 0.0005344009579997823
Position 2860: 0.0005227684539712238
Position 2615: 0.00046534353553409657
Position 4668: 0.00041817419723067027
Position 1932: 0.0004134941424143134
Position 1008: 0.00039973855552616024
Position 3127: 0.000384584752038141
Position 5035: 0.0003745252551998082
Position 1240: 0.00037402707767338864
Position 991: 0.00034773344032309024
Position 1416: 0.0003472173647814818
Position 4401: 0.0003453826565142633
Position 3517: 0.00031748062317419083
Position 86: 0.000304243057907568
Position 3544: 0.00029851335171599425
Position 119: 0.00029703478150701915
Position 2791: 0.00029362604042378786
Position 1541: 0.00025335781767584804
Position 1767: 0.00024955314957425106
Position 3296: 0.00021399489082581368
Position 257: 0.00021199838422821318
Position 3637: 0.00020726402009113085
Position 947: 0.00020634241807229237
Position 704: 0.00019454758425816325
Position 127: 0.00014445863110472382
Position 3430: 0.00011452028544878194
Position 1689: 0.00011350065065053721
Position 1555: 0.0001049391388240592
Position 84: 9.670012313278779e-05
Position 3775: 8.102578426169257e-05
Position 4834: 5.9677315337313266e-05
Position 3990: 5.121925461483713e-05
Position 1787: 5.0284541183790674e-05
Position 4325: 4.6051106140071053e-05
Position 5145: 2.5986767763797526e-05
Position 5470: 2.0851165871278512e-05
Position 3267: 1.974665026028116e-05
Position 1324: 1.7979837787863896e-05
Position 4976: 1.777786800467501e-05
Position 4334: 1.4314713499744988e-05
Position 5390: 1.409682137868483e-05
Position 1107: 1.3760427864686102e-05
Position 613: 1.3232318836420644e-05
Position 4514: 1.1997034203768687e-05
Position 5105: 1.1465837554440538e-05
Position 3480: 1.0752937202123298e-05
Position 1440: 1.0534661080764122e-05
Position 67: 1.0446529067773911e-05
Position 803: 1.0076645370085958e-05
Position 5716: 9.305625744145772e-06
Position 1522: 7.853080015330029e-06
Position 4450: 6.064068509987422e-06
Position 1159: 5.732459596994359e-06
Position 1341: 5.676961666180325e-06
Position 1662: 4.3799990158679825e-06
Position 398: 4.058232528538912e-06
Position 245: 3.3968152730212805e-06
Position 337: 3.169154536207996e-06
Position 642: 2.8516471841639165e-06
Position 4347: 1.741494011652516e-06
Position 1201: 1.7360737820007182e-06
Position 1513: 1.579121042018849e-06
Position 112: 1.5058764216615312e-06
Position 422: 1.265190177580459e-06
Position 1719: 1.1803021727371023e-06
Position 1123: 9.470446635391875e-07
Position 3182: 9.054089594003724e-07
Position 178: 7.259282732520534e-07
Position 1423: 6.033533353094275e-07
Position 4821: 1.4918887119808994e-07
Position 4907: 1.2754525651344265e-07
Position 2954: 4.6071589549011553e-08
Position 4980: 3.2474532453641e-08
Position 289: 2.9759959114417766e-08
Position 835: 6.579453127802475e-09
Position 381: 2.6041379692129748e-09
Position 809: 1.386503942882521e-09
Position 137: 6.643942127196569e-10
Position 4236: 4.067585965285458e-10
Position 5429: 2.879842265690133e-10
Position 250: 1.4943742970147334e-10
Position 561: 1.1455724958594398e-10
Position 1774: 3.888924604467814e-11
Position 431: 1.5438620553856658e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4606: 0.9727873696320896
Position 4025: 0.942015836054418
Position 3189: 0.9178801475737158
Position 2782: 0.7315163220994889
Position 4428: 0.5641325984571349
