Gene = TOE1
index = 1468
Annotated 5SS: [ 635 1546 1674 1900 2438 2974 3333]
Annotated 3SS: [1402 1632 1802 2278 2713 3172 3411]
SMsplice 5SS: [ 635 1546 1674 1900 2438 2974 3333]
SMsplice 3SS: [1402 1632 1802 2278 2713 3172 3411]
top_k =  1000
Partition function (log Z): 4.556842579751831

Sorted 5' Splice Sites (High to Low Probability):
Position 3333: 0.9737477510542126
Position 1546: 0.9343001587356564
Position 635: 0.9314006454745953
Position 2438: 0.8991779269801555
Position 1900: 0.8760156929082307
Position 2974: 0.7504381018851858
Position 1674: 0.5808578719590227
Position 3607: 0.30139851236173393
Position 2604: 0.274924315650825
Position 873: 0.21358884368842163
Position 3925: 0.10407997919452149
Position 2609: 0.09480114924191242
Position 3521: 0.08322235888023412
Position 936: 0.048385873145506714
Position 653: 0.03928874104894371
Position 1163: 0.03915694721099142
Position 1266: 0.03105342046599108
Position 4067: 0.021553614921974305
Position 2579: 0.020116967301317512
Position 2877: 0.014983956342272356
Position 1170: 0.010403798180222846
Position 2074: 0.009926935538370747
Position 1928: 0.009364554910286793
Position 3649: 0.008961456948811607
Position 2398: 0.007570527549704621
Position 2590: 0.006329579577343549
Position 1120: 0.0052078495300959165
Position 2629: 0.002983756771159347
Position 2783: 0.002486240165905703
Position 1948: 0.0017522394323263991
Position 2738: 0.0016014626323713971
Position 3590: 0.0015410112667449652
Position 2985: 0.0013492529859359928
Position 2202: 0.001287048857854527
Position 4056: 0.0010534435346935102
Position 1573: 0.0009268838882225568
Position 1253: 0.0008320085337355932
Position 3865: 0.0007214940549072401
Position 1403: 0.0007070987011411421
Position 2999: 0.0006638777763706816
Position 2818: 0.0006492400486225713
Position 4196: 0.0006188803691835829
Position 1803: 0.0005010758620526296
Position 1678: 0.000499845780942264
Position 2335: 0.000444824401088048
Position 2734: 0.0004114657975981553
Position 3366: 0.00036466102392155295
Position 1450: 0.00025526413561406
Position 538: 0.00018382395853036297
Position 2125: 0.00013878966189623
Position 958: 0.0001291580654895624
Position 2143: 0.00012707262426074934
Position 2537: 9.3726025412477e-05
Position 2055: 7.519003319099789e-05
Position 4190: 7.513318663774267e-05
Position 2637: 7.188213731273921e-05
Position 363: 6.899518808710725e-05
Position 853: 6.367585200070511e-05
Position 2875: 6.343301376658839e-05
Position 2132: 6.287971093786945e-05
Position 3077: 5.826288335647722e-05
Position 1552: 5.563750814930329e-05
Position 2195: 5.44099130812936e-05
Position 1283: 5.316832811976846e-05
Position 3611: 5.309452241650571e-05
Position 943: 5.143665115796085e-05
Position 1344: 5.062377325261876e-05
Position 1720: 4.808654544202912e-05
Position 880: 4.565286327764339e-05
Position 897: 4.4351696905995534e-05
Position 596: 4.2964922455036216e-05
Position 2810: 3.1506776770834055e-05
Position 1257: 2.9987756824578677e-05
Position 2715: 2.7830918221609288e-05
Position 1152: 2.6764178989973383e-05
Position 1744: 2.6273115008466503e-05
Position 2353: 2.528914850851922e-05
Position 1032: 2.2080058369420556e-05
Position 886: 2.0391598134711613e-05
Position 1197: 1.9539737377895303e-05
Position 877: 1.869663800341952e-05
Position 1828: 1.8095228586675916e-05
Position 1591: 1.6570915852728422e-05
Position 1491: 1.6488321914136852e-05
Position 2186: 1.5801666660548004e-05
Position 545: 1.4979039647182091e-05
Position 1640: 1.4899348153782341e-05
Position 2280: 1.2966750009176053e-05
Position 1270: 1.1877168057058256e-05
Position 1342: 1.1607156136647205e-05
Position 1029: 9.6430029720785e-06
Position 578: 8.73214320393923e-06
Position 1728: 8.583019148509498e-06
Position 1661: 7.982096752331759e-06
Position 2648: 7.171208485820672e-06
Position 1456: 6.848160047804755e-06
Position 889: 6.369747949982146e-06
Position 1715: 6.19565355095956e-06
Position 773: 6.1336566670656415e-06
Position 610: 5.088040363189573e-06
Position 3423: 2.6993426840289685e-06
Position 459: 2.6876553474561353e-06
Position 1750: 2.3501213314339084e-06
Position 1441: 2.3244319206128926e-06
Position 1408: 2.3201406413858463e-06
Position 1741: 2.1007979465827564e-06
Position 3842: 1.491217021637077e-06
Position 1465: 7.634192532000795e-07
Position 1941: 5.59699057354856e-07
Position 1936: 5.146929158802672e-07
Position 1044: 4.0698624602344456e-07
Position 815: 3.2564686583896487e-07
Position 1406: 2.670314891416167e-07
Position 1086: 2.349077520353123e-07
Position 141: 2.1905322092534157e-07
Position 3946: 1.8327885069935455e-07
Position 447: 1.1772794166930054e-07
Position 960: 1.113124455621881e-07
Position 921: 1.038204199817759e-07
Position 856: 1.0310321269406987e-07
Position 580: 8.238465866460693e-08
Position 781: 6.806044870490456e-08
Position 156: 3.375971718203719e-08
Position 181: 2.8757611860587877e-08
Position 902: 2.0655123742710856e-08
Position 1004: 2.0424254089284727e-08
Position 1930: 1.9630041299371256e-08
Position 1128: 8.360866173311851e-09
Position 273: 5.956709454085835e-09
Position 997: 4.278686183144746e-09
Position 2107: 4.275503747348905e-09
Position 907: 3.7272261496539715e-09
Position 354: 3.1037899776968045e-09
Position 705: 1.334778088155384e-10
Position 2850: 1.5080276355963806e-12
Position 1255: 7.256858145152808e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1402: 0.8207646230927985
Position 2278: 0.7711731670770012
Position 3411: 0.7685520720368287
Position 2713: 0.7405254190680123
Position 1632: 0.6488474678559357
Position 3172: 0.6438411749468236
Position 1802: 0.6200743693555675
Position 3841: 0.5182448414277779
Position 2502: 0.39908870865476304
Position 3247: 0.27492733255927854
Position 755: 0.2210830414799043
Position 1761: 0.15789049021717633
Position 1230: 0.07381162113853384
Position 3991: 0.0704016956985327
Position 3441: 0.07027906871381544
Position 1096: 0.053391350235179796
Position 3288: 0.0420875326928316
Position 4181: 0.038899635672179626
Position 1148: 0.03387760280996995
Position 1371: 0.030518371762380734
Position 2039: 0.028663320104011788
Position 2332: 0.02536299973652903
Position 2258: 0.023598065205193464
Position 2232: 0.01666148016347499
Position 2824: 0.01404150073533679
Position 2345: 0.013784205638288007
Position 4085: 0.013232570736252528
Position 2303: 0.01281038035736736
Position 1844: 0.01099841597358508
Position 4055: 0.00998812382591721
Position 2261: 0.009208333628055483
Position 2894: 0.009139215317179138
Position 2374: 0.007575424844465271
Position 1773: 0.007418273623536636
Position 4240: 0.006332722002048076
Position 1699: 0.005929090935461845
Position 4142: 0.00512963328360074
Position 729: 0.004988365681593325
Position 711: 0.00481064656055478
Position 3064: 0.004308370458806956
Position 3958: 0.004251757783668191
Position 3450: 0.004004779677979802
Position 1510: 0.0038077879444160636
Position 3068: 0.0036075780844900406
Position 1056: 0.0035878000482339567
Position 2215: 0.003582894113079629
Position 1655: 0.0034430561321766905
Position 2891: 0.003249961542734667
Position 3313: 0.00259399969205647
Position 705: 0.0024914681921117186
Position 2804: 0.002352215499312534
Position 3924: 0.0023213178616473
Position 1248: 0.0020595273277753345
Position 2533: 0.001953536081153631
Position 1459: 0.0018539451847246619
Position 1412: 0.0018065747141453527
Position 3076: 0.00176767612089065
Position 1260: 0.0015897764117733949
Position 2758: 0.0015740516992362795
Position 4285: 0.0014795441333039264
Position 2335: 0.0014738421978843924
Position 2362: 0.001422513978669279
Position 1337: 0.0012849335275238753
Position 3227: 0.0012111677356700693
Position 2954: 0.0011533936045857193
Position 1635: 0.0011207603928270245
Position 974: 0.0010302410777720454
Position 2193: 0.001016329839976737
Position 1824: 0.0009945229574082042
Position 2186: 0.0009578568932613092
Position 4261: 0.0008112855336292135
Position 4120: 0.0007804942258049778
Position 3143: 0.0007642020752585208
Position 723: 0.0007501317840446933
Position 3486: 0.0006854608889236773
Position 2123: 0.0006842897355567743
Position 1779: 0.0006622464729656943
Position 3620: 0.0006036725347145631
Position 1485: 0.0006011058793065231
Position 1472: 0.0005568087683228134
Position 2016: 0.0005366373613018935
Position 2398: 0.0005199290635508199
Position 897: 0.00048374164781836914
Position 931: 0.00047914545663011625
Position 3194: 0.00044395483559322546
Position 1812: 0.0004429542539106171
Position 762: 0.00039707177914105043
Position 765: 0.0003831272423214782
Position 3034: 0.00035782075601753754
Position 2881: 0.0003457091258818288
Position 4002: 0.000323397024102429
Position 1418: 0.0003036429848795995
Position 3496: 0.000294018906009242
Position 4025: 0.00027272606570577913
Position 3793: 0.00025139408307519364
Position 1437: 0.000245660031467158
Position 2395: 0.00024496910698072744
Position 1029: 0.00020855435480930925
Position 4028: 0.00019454636522684167
Position 2146: 0.00018584216436583618
Position 806: 0.00014347456479715839
Position 2353: 0.0001363774996549151
Position 4115: 0.00013529185251779893
Position 1278: 0.00013412943852060509
Position 3890: 0.0001325022823946227
Position 1927: 0.00012895428179555138
Position 1705: 0.00012698901801490582
Position 902: 0.0001266575964159128
Position 1441: 0.00012095936334671332
Position 3524: 0.00012083852533538337
Position 3131: 0.00011840297180911702
Position 4288: 0.0001047900632767226
Position 731: 0.00010022419092212594
Position 1734: 8.752066410655645e-05
Position 3106: 8.446147900093728e-05
Position 3094: 8.177650148404305e-05
Position 1292: 7.241293330725347e-05
Position 1884: 7.188076533263529e-05
Position 2078: 5.694522152964843e-05
Position 4005: 5.6932081081735716e-05
Position 2054: 5.594294647095392e-05
Position 3498: 4.5370633656772053e-05
Position 773: 4.468343398306406e-05
Position 3091: 4.173135535109862e-05
Position 2574: 4.087102470769164e-05
Position 1032: 3.541998765318174e-05
Position 3687: 3.355917759754019e-05
Position 713: 3.023685625472141e-05
Position 2850: 2.911922106310894e-05
Position 2848: 2.7927563142117443e-05
Position 880: 2.640988156611459e-05
Position 2553: 2.5109534226955574e-05
Position 459: 2.291148571665674e-05
Position 1659: 2.1586324504807638e-05
Position 1182: 2.1192113589616455e-05
Position 935: 1.9683788065846827e-05
Position 1024: 1.8924263683684595e-05
Position 1119: 1.6610194427840806e-05
Position 877: 1.5645539225595944e-05
Position 1444: 1.5553929513838514e-05
Position 2658: 1.5371969927132943e-05
Position 2425: 1.4804431017198267e-05
Position 886: 1.235889735005664e-05
Position 994: 1.2045306737084353e-05
Position 1074: 1.1945932608161663e-05
Position 1518: 1.1532987828965573e-05
Position 523: 1.1171124922188373e-05
Position 554: 1.0626492798350063e-05
Position 1488: 1.0278370772927792e-05
Position 3865: 1.021849665899965e-05
Position 3882: 8.920653965581709e-06
Position 856: 8.79179116885748e-06
Position 1128: 7.596984549983763e-06
Position 3567: 6.807702229627097e-06
Position 2074: 6.426570886957617e-06
Position 526: 6.2279192796373926e-06
Position 838: 5.019183962647943e-06
Position 2086: 4.897500243213279e-06
Position 2100: 4.778364986870056e-06
Position 1597: 4.487002867640939e-06
Position 1522: 4.414386477828934e-06
Position 1111: 4.402048954270268e-06
Position 2728: 4.326405472282716e-06
Position 1890: 3.883921739751494e-06
Position 1674: 3.73415945541881e-06
Position 1434: 3.675665797996631e-06
Position 3603: 3.164083011584094e-06
Position 3668: 3.0527379063792527e-06
Position 3046: 2.9083275037435324e-06
Position 3691: 2.524109822805111e-06
Position 1572: 2.288831292865411e-06
Position 1060: 2.057525715440688e-06
Position 616: 1.962490215677064e-06
Position 1564: 1.6581569341828434e-06
Position 3709: 1.5539269556510603e-06
Position 1640: 1.3675829687457258e-06
Position 487: 1.2947162897696338e-06
Position 1661: 9.850186149384402e-07
Position 3869: 9.743293913791683e-07
Position 1550: 9.65376930785768e-07
Position 1678: 8.588522261536916e-07
Position 563: 8.504659509816292e-07
Position 596: 8.152448641168286e-07
Position 4011: 7.274278336239768e-07
Position 3606: 6.925136988387289e-07
Position 1584: 6.426831856216412e-07
Position 1599: 6.364711617664487e-07
Position 1193: 6.19587806293246e-07
Position 3873: 6.055947994394737e-07
Position 939: 5.267192270425987e-07
Position 1162: 3.508243279535511e-07
Position 610: 3.3357493722443335e-07
Position 3742: 2.4484596066156273e-07
Position 952: 1.6211032636362696e-07
Position 916: 1.5241659289840487e-07
Position 813: 1.2818821333181824e-07
Position 850: 1.1895090732410227e-07
Position 1158: 1.098973753523467e-07
Position 1065: 1.0755264213728062e-07
Position 650: 1.0388667789911658e-07
Position 1203: 7.698865579594236e-08
Position 625: 7.583604556766777e-08
Position 907: 5.2361477906742984e-08
Position 863: 1.0591403663966353e-08
Position 543: 1.0293691156413953e-08
Position 570: 8.468930809497116e-09
Position 822: 6.366602653973705e-09
Position 690: 5.6260393238747895e-09
Position 538: 4.73596724354275e-09
Position 656: 1.870335744388551e-09
Position 684: 1.793040601164564e-09
Position 682: 1.634015533410231e-09
Position 639: 7.565809822920053e-10
Position 291: 4.4838548136826547e-10
Position 321: 3.4880751668520167e-10
Position 418: 2.719786289330686e-10
Position 392: 2.5377012957252547e-10
Position 209: 2.3660391643985986e-10
Position 249: 1.7298437859985663e-10
Position 348: 1.341541113147157e-10
Position 387: 1.2113381639358417e-10
Position 652: 1.1239046620111314e-10
Position 408: 1.0326552014173777e-10
Position 400: 6.616822291693652e-11
Position 575: 4.919664339209264e-11
Position 253: 3.971558814095484e-11
Position 665: 3.966064786060581e-11
Position 256: 3.024918925952135e-11
Position 286: 2.8738638102246175e-11
Position 380: 2.3523079794638972e-11
Position 315: 2.580718613768067e-12
Position 288: 2.028955144018218e-12
Position 294: 1.1617409324462936e-12
Position 300: 7.443198702137026e-13
Position 265: 3.392875174050604e-13
Position 296: 4.184228774284882e-15
