Gene = SLAMF1
index = 1261
Annotated 5SS: [  426 10105 12683 23200 27520 34808]
Annotated 3SS: [ 9765 12397 23109 27445 34714 36496]
SMsplice 5SS: [  426 12683 17883 27520 34808]
SMsplice 3SS: [12585 17749 27445 34714 36496]
top_k =  1000
Partition function (log Z): -5.248357968433499

Sorted 5' Splice Sites (High to Low Probability):
Position 12683: 0.9989229650483024
Position 34808: 0.9613021748837312
Position 426: 0.8675431309253939
Position 17883: 0.775864583116194
Position 27520: 0.688116450250045
Position 13091: 0.558031663517067
Position 27943: 0.43779167270264535
Position 27630: 0.3895262964479254
Position 18703: 0.37769125989892294
Position 13561: 0.345845031329021
Position 20990: 0.29174765927445917
Position 10105: 0.2512081025165448
Position 3076: 0.24046661571640135
Position 11130: 0.23971314435697938
Position 18411: 0.22316079044878007
Position 10040: 0.1990331090828849
Position 21265: 0.1836946316795663
Position 11318: 0.1724818917296489
Position 4274: 0.17172470270044846
Position 21095: 0.16866929378403064
Position 24934: 0.16777718669759842
Position 20247: 0.15814281321525864
Position 23200: 0.13610102678398828
Position 1273: 0.12136452073643207
Position 36835: 0.11785684674969471
Position 23243: 0.11443478109756862
Position 6281: 0.11391505953176755
Position 35814: 0.10233785682748454
Position 31720: 0.09594823169135001
Position 7692: 0.09286853777387681
Position 2436: 0.08895726721621729
Position 1282: 0.0764436992897078
Position 11047: 0.0646111956131936
Position 17645: 0.060197557417872825
Position 62: 0.05322396233478915
Position 35372: 0.05115297193192326
Position 3060: 0.04359855088567622
Position 12990: 0.04082500644294804
Position 27677: 0.03768547626222049
Position 3068: 0.03607038083385115
Position 504: 0.03594772600248013
Position 17872: 0.0290101248436112
Position 3607: 0.027772447804690223
Position 25069: 0.026446437311500256
Position 36451: 0.024862211533239913
Position 16870: 0.024283249076054968
Position 1710: 0.02379006997404134
Position 3161: 0.02355971094227884
Position 12981: 0.021572230149478105
Position 1705: 0.021436012306259494
Position 18162: 0.02036835206543398
Position 10146: 0.018994813021303025
Position 36722: 0.01750612688085169
Position 2703: 0.01563075847285048
Position 298: 0.015164858328186474
Position 36681: 0.014920362074852271
Position 1322: 0.011862527274029979
Position 13004: 0.011733473231862208
Position 30066: 0.011069137595541914
Position 20980: 0.011013996444387922
Position 30265: 0.010312767615157554
Position 13642: 0.010173777740715935
Position 3467: 0.009234432137790294
Position 20886: 0.009109321767046711
Position 16674: 0.008928511802646054
Position 34888: 0.008567266896787341
Position 4447: 0.007733646200434796
Position 1223: 0.007635523404702726
Position 3462: 0.007596777456889719
Position 516: 0.007361414581285748
Position 20144: 0.005569736657250017
Position 7319: 0.0055391960302704265
Position 2447: 0.004555788467002561
Position 14108: 0.004082662732946049
Position 10516: 0.003968737414369402
Position 35854: 0.0038214819186470792
Position 27518: 0.0034656790503400405
Position 2803: 0.0033661718294425483
Position 19079: 0.003360415172350152
Position 1060: 0.0028709263790264897
Position 6261: 0.0028259527879244207
Position 16950: 0.002748780355673562
Position 9400: 0.0026755474866269084
Position 217: 0.0026156090106576007
Position 3807: 0.002522281991662638
Position 4738: 0.002407401521571667
Position 980: 0.002234282956760594
Position 3563: 0.00205912260619682
Position 1569: 0.0018267759350349827
Position 20273: 0.0017167252136682347
Position 7701: 0.0014281070238189842
Position 1004: 0.0013996784650945522
