Gene = STRA8
index = 1350
Annotated 5SS: [   60  8738 10878 11432 13351 14724 19891 23247]
Annotated 3SS: [ 8539 10801 11346 13323 14437 19816 23134 26438]
SMsplice 5SS: [   60  1925  8738 10878 11432 14438 14724 19891 23247]
SMsplice 3SS: [ 1840  8539 10801 11346 14264 14549 19816 23134 26438]
top_k =  1000
Partition function (log Z): 6.884842062963825

Sorted 5' Splice Sites (High to Low Probability):
Position 14724: 0.97987742937421
Position 23247: 0.9494242190563809
Position 11432: 0.9284423013405655
Position 8738: 0.9243881907676333
Position 1925: 0.8110448016268094
Position 19891: 0.804109623526114
Position 10878: 0.7895043702583994
Position 60: 0.748752425402387
Position 283: 0.6046042562532524
Position 14438: 0.5362969857123393
Position 1643: 0.42744263962870754
Position 13496: 0.37629609694136923
Position 24540: 0.3316285213996667
Position 22981: 0.2643280307958966
Position 1521: 0.2429368700591242
Position 13549: 0.23291183161272017
Position 19171: 0.22558829700840913
Position 18889: 0.20689493266652303
Position 15514: 0.18437108396174842
Position 19710: 0.1747108799581799
Position 23968: 0.17410784919976371
Position 19992: 0.14956206082672144
Position 14323: 0.14384452862060176
Position 22139: 0.10979536400982749
Position 24192: 0.08725670416984795
Position 2609: 0.08309430008767991
Position 12960: 0.07945001451867204
Position 18680: 0.06961323272293021
Position 11964: 0.0695771248419171
Position 23005: 0.056386874319061815
Position 12583: 0.05191771607824116
Position 14071: 0.044041097306786556
Position 1958: 0.04285307770022688
Position 23799: 0.04161040338928925
Position 11954: 0.03926770595842476
Position 302: 0.034487864666717494
Position 25216: 0.034289638387691196
Position 17246: 0.03198511386138338
Position 18012: 0.03087971811610997
Position 14410: 0.03015378826673274
Position 8963: 0.028393931297015017
Position 23238: 0.027733786528875946
Position 7859: 0.027519939778969743
Position 5583: 0.02474427770741644
Position 19957: 0.02474024462827571
Position 18295: 0.022285433032338816
Position 18742: 0.0210475000239461
Position 18732: 0.01919468640497531
Position 22392: 0.017686424651935744
Position 25983: 0.014954602373616541
Position 8202: 0.013640275983230338
Position 10594: 0.012889010584419006
Position 24521: 0.011960888307632426
Position 18612: 0.01131073671260121
Position 12357: 0.010608577567988383
Position 2795: 0.010538491609288813
Position 5700: 0.010368114502478824
Position 18211: 0.010354400486022777
Position 13563: 0.010205722935954379
Position 2867: 0.009748229241796644
Position 4723: 0.009418620144572228
Position 19967: 0.007801034344815722
Position 783: 0.007797176572403697
Position 19129: 0.007727271749951229
Position 21861: 0.007416690086700424
Position 8442: 0.0071062498698260266
Position 3741: 0.006628598456357577
Position 4402: 0.0059672045994220236
Position 24595: 0.005842380275644966
Position 6952: 0.005604009387747556
Position 2835: 0.005564899965061527
Position 23750: 0.005392434449053705
Position 22971: 0.005194473959384406
Position 17241: 0.0047963636766368304
Position 25245: 0.004716240893856874
Position 25787: 0.004657742722460447
Position 22396: 0.0043730777497554656
Position 4714: 0.0039540083023892145
Position 7397: 0.003903018964153535
Position 5732: 0.003507419508284521
Position 19511: 0.0034359796199467446
Position 23561: 0.0032443642196948092
Position 16437: 0.0031136708492745893
Position 20917: 0.0028385183826656352
Position 26020: 0.002747092201916443
Position 20744: 0.00245006743466212
Position 5191: 0.002367983887621028
Position 19863: 0.00229984595734826
Position 26327: 0.002271279662145363
