Gene = UCN2
index = 1526
Annotated 5SS: [71]
Annotated 3SS: [636]
SMsplice 5SS: [71]
SMsplice 3SS: [636]
top_k =  1000
Partition function (log Z): -9.306545681997395

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.9028377036260229
Position 657: 0.2831840902484732
Position 1465: 0.02592635692425908
Position 1309: 0.014913405035107486
Position 110: 0.00788559904894393
Position 86: 0.005239391105627063
Position 1673: 0.0049970194803880645
Position 1155: 0.004038935521167602
Position 1692: 0.0029678025477862394
Position 81: 0.0026631187925266865
Position 1698: 0.0021688195505183464
Position 126: 0.0019051483458287553
Position 65: 0.0014070283525144782
Position 1314: 0.001296571294912516
Position 973: 0.0006594171676285975
Position 1644: 0.0005944672064103181
Position 321: 0.0004738809586480716
Position 121: 0.0002951236962509297
Position 679: 0.00025123683202806846
Position 813: 0.0002001052752026974
Position 5: 0.00018662359190441537
Position 305: 0.00017099307018493827
Position 687: 0.00016483183726534177
Position 1189: 0.00015913926577647424
Position 712: 0.00014743746102958456
Position 101: 0.00010947562166358727
Position 1008: 0.00010902457990900969
Position 345: 5.274756912358034e-05
Position 279: 4.677972898651472e-05
Position 1683: 3.7560958750858794e-05
Position 524: 3.5548694766557435e-05
Position 327: 3.362389246507051e-05
Position 472: 2.7193668415334524e-05
Position 703: 2.5533962459445083e-05
Position 212: 2.3818063078723676e-05
Position 697: 1.0507419702279396e-05
Position 273: 4.67663487484658e-06
Position 1119: 4.05185770048233e-06
Position 1088: 3.793308269766569e-06
Position 271: 3.0293570579846785e-06
Position 115: 2.874129617932123e-06
Position 1002: 2.695482836634496e-06
Position 262: 2.351219792741632e-06
Position 309: 1.7390024401142874e-06
Position 1230: 1.4280310588704089e-06
Position 450: 1.2475422819918488e-06
Position 1260: 1.1653676377490127e-06
Position 1191: 8.958074291320749e-07
Position 865: 7.294083845910819e-07
Position 1117: 5.076896914080866e-07
Position 400: 3.583253237783192e-07
Position 1284: 3.432731620086109e-07
Position 1225: 3.1808056187892276e-07
Position 659: 3.0570747234103287e-07
Position 1171: 2.892185006881124e-07
Position 1086: 2.5390796797900975e-07
Position 1193: 2.2743762411628684e-07
Position 486: 1.9822936596234584e-07
Position 1346: 1.4160361975626428e-07
Position 595: 1.1470795573021434e-07
Position 416: 1.1192620989551868e-07
Position 880: 1.0495830339052261e-07
Position 669: 8.992934851805484e-08
Position 971: 8.694642598912516e-08
Position 526: 8.616612152126113e-08
Position 8: 6.947411555462452e-08
Position 554: 3.8929838305545715e-08
Position 392: 2.550129404733155e-08
Position 430: 2.3232625104603513e-08
Position 706: 4.635429156727141e-09
Position 331: 3.1439072419398393e-09
Position 575: 9.611998137941486e-10
Position 581: 5.691616962444108e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 636: 0.4068570678462415
Position 735: 0.2193018061267386
Position 900: 0.12621530338477688
Position 345: 0.09953672988692089
Position 1272: 0.09823868774769506
Position 1356: 0.0689240918027661
Position 747: 0.047199657201635006
Position 595: 0.033937347794571956
Position 1408: 0.03199919395426583
Position 225: 0.01748483156752403
Position 1804: 0.016595612838857434
Position 759: 0.010722125201769685
Position 1537: 0.008732816321304286
Position 1541: 0.008414641890273085
Position 784: 0.007189695003885982
Position 1480: 0.006439505774290379
Position 1750: 0.006272415741820492
Position 1362: 0.005934181490445798
Position 1313: 0.005838478697445401
Position 1553: 0.00483615363518457
Position 192: 0.004711319032811942
Position 154: 0.003657682972446025
Position 1582: 0.0027774047014140425
Position 1293: 0.0027125300770348255
Position 1154: 0.002493366782272406
Position 1086: 0.0023830400269950398
Position 1387: 0.0022891641059538284
Position 1947: 0.0019379082596902321
Position 656: 0.0012996140696801416
Position 712: 0.0011351866624877342
Position 825: 0.0009533969862283508
Position 1825: 0.000801797621616816
Position 1815: 0.0007776419247953254
Position 1907: 0.0007573278847646573
Position 1770: 0.0007202670588920757
Position 1464: 0.0007067262773324935
Position 1117: 0.0006380685645882961
Position 695: 0.0006233009529112794
Position 1181: 0.0005631322611048617
Position 1990: 0.0004649912082247008
Position 1690: 0.0004557791223552356
Position 1987: 0.00045327870952760653
Position 1202: 0.00019097903234701176
Position 141: 0.00017250676144978493
Position 1622: 0.000168274094244326
Position 2010: 0.0001047767146030799
Position 1446: 8.51001201101051e-05
Position 1164: 8.022799906887683e-05
Position 836: 6.479027416914264e-05
Position 1411: 6.011571659193599e-05
Position 1670: 5.6249202648149315e-05
Position 1046: 4.446736193617987e-05
Position 603: 4.421317415910351e-05
Position 1602: 4.1970243913341544e-05
Position 1754: 2.911586357889535e-05
Position 1225: 2.3368681554691855e-05
Position 1492: 1.9088570910932096e-05
Position 618: 1.8389730065305295e-05
Position 2007: 1.7187872209613812e-05
Position 935: 1.5005587694299133e-05
Position 697: 1.3281841302760454e-05
Position 1054: 1.252313614203896e-05
Position 1189: 9.27557321371291e-06
Position 1590: 4.533049593095352e-06
Position 1246: 4.206549920094125e-06
Position 1570: 3.6401118405220063e-06
Position 1183: 3.1471270813369508e-06
Position 1606: 2.6256919633043087e-06
Position 605: 2.577470648783872e-06
Position 1033: 2.4267696458110752e-06
Position 1140: 1.8619883964387846e-06
Position 1008: 2.702582106620584e-07
Position 912: 2.2391106021224952e-07
Position 1425: 1.8024149630483528e-07
Position 232: 1.7798221288122538e-07
Position 1014: 1.348729507529081e-07
Position 916: 1.2223328597440974e-07
Position 245: 7.341884294115439e-08
Position 926: 6.215349587445949e-08
Position 827: 1.0066859383167512e-09
Position 74: 1.1121066955475099e-11
Position 942: 4.076446067736198e-12
Position 1041: 4.0725064521972086e-12
Position 115: 3.516045060611785e-12
Position 99: 2.8725672378650057e-12
Position 109: 1.64870584627198e-12
