Gene = RWDD3
index = 1219
Annotated 5SS: [  161 10544 12503]
Annotated 3SS: [10055 12386 12600]
SMsplice 5SS: [  161 12503]
SMsplice 3SS: [12386 12600]
top_k =  1000
Partition function (log Z): -10.848987288020226

Sorted 5' Splice Sites (High to Low Probability):
Position 161: 0.5701584363130279
Position 3306: 0.4698801423080609
Position 7920: 0.4473532340778133
Position 278: 0.2536856050150043
Position 12503: 0.2371770938479382
Position 5755: 0.23159404983651072
Position 145: 0.08935563517448132
Position 6076: 0.08155300679594793
Position 10170: 0.06134395525155538
Position 4391: 0.0568242696815215
Position 9159: 0.05563680637676486
Position 4504: 0.05460854336911304
Position 10597: 0.049502000291469145
Position 642: 0.04418527576691889
Position 580: 0.04087755653554716
Position 10790: 0.03487924973686165
Position 5656: 0.03421250514532518
Position 12707: 0.032782698493953426
Position 4490: 0.02256355274547973
Position 6168: 0.022338304580155937
Position 10915: 0.021850033199163406
Position 9018: 0.0207220760804675
Position 4898: 0.020427983423748228
Position 7844: 0.01682038966085978
Position 61: 0.01635633182924678
Position 8967: 0.013148881811403187
Position 10544: 0.011650688878394025
Position 7685: 0.011569730497296858
Position 653: 0.007785765229636221
Position 10497: 0.007484625753882937
Position 586: 0.005698434537910533
Position 265: 0.005437200450459079
Position 3582: 0.004089452687894369
Position 622: 0.00383436743975759
Position 7793: 0.0036421390904380693
Position 613: 0.003247534599742001
Position 339: 0.003210144510434019
Position 8979: 0.003013859465365463
Position 1494: 0.0019721423143835436
Position 106: 0.001927864032370117
Position 2997: 0.0018953819869009206
Position 2676: 0.0017603621687014126
Position 2747: 0.001687136092464811
Position 3825: 0.0016512288133111385
Position 1177: 0.0015077091892011871
Position 11276: 0.001374319543950755
Position 649: 0.001098991917689
Position 2992: 0.0010828166050509264
Position 3874: 0.00105461465496672
Position 8471: 0.0008043062823912234
Position 8067: 0.0006713208643665381
Position 5576: 0.0005479704727966898
Position 4410: 0.0005311752809578095
Position 6007: 0.000525831951031028
Position 427: 0.00044210262294737195
Position 3248: 0.0004272759095616421
Position 3461: 0.0003863223398067125
Position 563: 0.0003631775177378182
Position 646: 0.00034286386787262153
Position 5776: 0.00031282458490170754
Position 138: 0.0003096656776358393
Position 5330: 0.00018845182561566854
Position 1466: 0.00015817731197289068
Position 3689: 0.00015590199655778671
Position 3114: 0.00015370421776426938
Position 3413: 0.00014858959721530707
Position 1958: 0.0001366224186960103
Position 3424: 0.00013044633990654745
Position 1693: 0.00012873793543279215
Position 6097: 8.581175454423336e-05
Position 3553: 4.4148657533609874e-05
Position 398: 3.158418193486115e-05
Position 221: 1.1918007143598132e-05
Position 3619: 1.1352385109736565e-05
Position 210: 7.274816967108057e-06
Position 319: 2.809423497871016e-06
Position 17: 1.8097593242907039e-06
Position 88: 1.784487556343684e-06
Position 282: 1.5965135615317144e-06
Position 337: 1.252172266161544e-06
Position 590: 8.11173798918631e-07
Position 321: 2.485549231125987e-07
Position 316: 1.6138808831663652e-07
Position 1483: 1.3490591619469848e-07
Position 514: 3.670612140310979e-08
Position 760: 2.7163181792253508e-08
Position 490: 1.2380492700336342e-08
Position 833: 3.914634259106023e-09
Position 659: 2.1321669808323268e-09
Position 509: 9.53422518316202e-10
Position 516: 4.543528965406438e-10
Position 506: 5.5810160820380136e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 12600: 0.7007137979166052
Position 7720: 0.4504914169084479
Position 3192: 0.30782659177471466
Position 12386: 0.2437359255456084
Position 5621: 0.20213096730236518
Position 8933: 0.15991663824901703
Position 3218: 0.13493668963811375
Position 10699: 0.1344803269522338
Position 4283: 0.1185099026351902
Position 10055: 0.07959405923940259
Position 5904: 0.06966550336926534
Position 9430: 0.04302828149447044
Position 10409: 0.03975509369988642
Position 5518: 0.03818591225852233
Position 10522: 0.03814709627413598
Position 467: 0.02575813806943051
Position 7843: 0.0219367151164464
Position 5438: 0.02020486828961972
Position 6075: 0.019549512405777868
Position 4798: 0.01929583583809242
Position 3066: 0.01854924335069046
Position 11192: 0.014242652534021377
Position 8963: 0.012820766478977385
Position 527: 0.012191692281007119
Position 12822: 0.011844886911433242
Position 5991: 0.011203167974948561
Position 5926: 0.0106179527530782
Position 4261: 0.0102396305507724
Position 12851: 0.010228287760130902
Position 440: 0.009905362380363887
Position 7966: 0.009309182362466658
Position 13000: 0.006746831299414642
Position 7510: 0.005995203424386965
Position 5744: 0.0044536763417262724
Position 3166: 0.004058054825052315
Position 12921: 0.003962692522974605
Position 10900: 0.003574889073017251
Position 3543: 0.003285998929635444
Position 9469: 0.002952278300216009
Position 7601: 0.0028195651321332596
Position 3255: 0.002800392127012774
Position 7468: 0.0026497491682711404
Position 4178: 0.002588983104896448
Position 8213: 0.0025410391119556966
Position 3641: 0.002130117834779088
Position 4433: 0.002079819110275922
Position 10297: 0.001945590831863036
Position 9323: 0.001908015339132706
Position 11122: 0.0018727797270494504
Position 9940: 0.0018472682203572496
Position 2619: 0.0018144214127099702
Position 7471: 0.001760802364423125
Position 4317: 0.0016230121951285128
Position 2847: 0.0014613017233065457
Position 452: 0.0014441095373440198
Position 8001: 0.001269632833479011
Position 4786: 0.0012666563734364856
Position 5552: 0.0011883507637212957
Position 2570: 0.0011557857545811856
Position 3073: 0.00114004916293114
Position 3447: 0.0011216739191359797
Position 8380: 0.0010920037379436043
Position 5463: 0.0010409004935814736
Position 8469: 0.000973180835592214
Position 3048: 0.0009331315520421964
Position 3726: 0.0009243518604636945
Position 3118: 0.0008745733373115904
Position 5391: 0.0008023564181471568
Position 4733: 0.000737433104740335
Position 4201: 0.0007232491223899224
Position 4758: 0.0007197133288870963
Position 6040: 0.0007101160122586639
Position 7367: 0.0006839928147366024
Position 759: 0.0006523190665385226
Position 2912: 0.0006441992707550589
Position 4391: 0.0004956532129974671
Position 1386: 0.00048144513184878807
Position 589: 0.0003771980603313673
Position 1080: 0.0003546308529450563
Position 3231: 0.000354074271923929
Position 7264: 0.0003174312702402941
Position 2471: 0.00031384520679351085
Position 2899: 0.00031231211183920855
Position 3487: 0.0003082486155488708
Position 3413: 0.00030786746652773086
Position 483: 0.0002931662238809306
Position 1389: 0.0002669710441842973
Position 2670: 0.0002641492094113493
Position 1248: 0.0002562424865259215
Position 540: 0.0002494671723744581
Position 1228: 0.00023777669139631225
Position 1083: 0.00022809368379272103
Position 10192: 0.00021913752496459694
Position 5132: 0.00018687456050882673
Position 1585: 0.000134757328082967
Position 2935: 0.00013250941721967667
Position 1831: 0.0001319998793840695
Position 9198: 0.00013142856371373463
Position 3748: 0.00012592491017080414
Position 3681: 0.00011474998696191825
Position 9097: 0.00011364276976602721
Position 5879: 0.00011086437345643281
Position 412: 0.00010502806144382892
Position 2358: 9.70990532516653e-05
Position 2892: 8.773966358068273e-05
Position 936: 8.34711000969478e-05
Position 486: 7.940038751534896e-05
Position 1322: 7.561454993316492e-05
Position 2280: 7.48494733019001e-05
Position 8098: 6.943449800133955e-05
Position 3087: 6.535403792072675e-05
Position 2566: 6.52876422365079e-05
Position 689: 6.492151180528053e-05
Position 634: 6.375682782395125e-05
Position 2931: 6.179751497886847e-05
Position 5228: 6.0361067580729655e-05
Position 3052: 6.010792947668648e-05
Position 4245: 5.477425633907714e-05
Position 7342: 5.455070104310144e-05
Position 4095: 4.8219545891828716e-05
Position 1878: 4.038635156795728e-05
Position 3343: 3.936324488963015e-05
Position 1628: 3.423209154310136e-05
Position 1922: 3.390860469745248e-05
Position 2695: 3.3652216471135114e-05
Position 3786: 3.0393017020187958e-05
Position 2977: 2.40108121109088e-05
Position 1674: 2.236452338594715e-05
