Gene = RSRP1
index = 1216
Annotated 5SS: [ 211 1076 2370 3970]
Annotated 3SS: [ 489 2217 3885 4813]
SMsplice 5SS: [ 211 2370 3970]
SMsplice 3SS: [2217 3885 4813]
top_k =  1000
Partition function (log Z): 2.499216666968768

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9853935421738903
Position 3970: 0.9640671712408978
Position 2370: 0.9126292063878584
Position 1076: 0.5219167696619147
Position 624: 0.10873065430397605
Position 550: 0.0751844653185577
Position 4981: 0.06910429964747407
Position 2383: 0.05696944165181831
Position 4685: 0.054160017270716794
Position 3226: 0.04875984901865634
Position 633: 0.04141064362288745
Position 885: 0.0393206157800548
Position 1080: 0.034015580321911335
Position 3066: 0.031123339940231594
Position 2350: 0.016301525025720392
Position 5146: 0.013966323400089273
Position 744: 0.01395952800053498
Position 3096: 0.012838728725042168
Position 1038: 0.011499970354626786
Position 568: 0.004804951018072914
Position 909: 0.004158572409701001
Position 774: 0.003892115664892411
Position 3146: 0.003516889370825312
Position 3241: 0.003136430672213
Position 5025: 0.0030684783119125283
Position 1529: 0.002940906475411947
Position 852: 0.001891527998992063
Position 4382: 0.0015447266642091345
Position 1106: 0.0015349288546624108
Position 579: 0.0012920720720438533
Position 5135: 0.0012039092055005124
Position 4315: 0.0011460616378581876
Position 927: 0.0011133283880892986
Position 2341: 0.0010996481736181693
Position 810: 0.0009699092080910221
Position 4952: 0.0009258913997592297
Position 1258: 0.0009237444169076085
Position 3498: 0.0008790600893233307
Position 687: 0.0008096417448078792
Position 1996: 0.0007206227229228526
Position 2016: 0.000669631364850818
Position 4902: 0.0006338734971338047
Position 4746: 0.0006014055228473509
Position 2374: 0.0005696464018317888
Position 2343: 0.0005661551475613921
Position 3974: 0.0005450683946930129
Position 87: 0.00048281585535578733
Position 3156: 0.00046717699794412233
Position 2356: 0.0004615174185247415
Position 3195: 0.00045918690446810164
Position 1286: 0.00039092156409105405
Position 1448: 0.0003819287426854253
Position 93: 0.0003517655137694787
Position 945: 0.00033819655048592456
Position 2102: 0.000318397433326193
Position 80: 0.00031183506987170326
Position 738: 0.00030816574631719354
Position 4015: 0.00030626121145963664
Position 4343: 0.0003032998111441515
Position 3395: 0.0002752212146556807
Position 3526: 0.00027201711986457323
Position 3464: 0.0002694754012195889
Position 4137: 0.00026882994360246455
Position 4161: 0.0002629605527442473
Position 32: 0.00024639018945221117
Position 3416: 0.0002312551340153354
Position 412: 0.00022025946182272684
Position 4668: 0.00021962490387747124
Position 3062: 0.0002169299689522999
Position 3546: 0.00020779940596547846
Position 5059: 0.00019551772376415023
Position 5169: 0.00019386053335337881
Position 891: 0.00018285386736253416
Position 1111: 0.0001823685961657927
Position 654: 0.00016166137457395883
Position 3108: 0.000159843483322652
Position 3502: 0.0001504627114595483
Position 3898: 0.00014985188123015205
Position 2882: 0.00014427566715441607
Position 264: 0.00014036728180620415
Position 186: 0.00012955812995122165
Position 1361: 0.00012656599546232174
Position 897: 0.00012609011810224828
Position 792: 0.00011428410407557074
Position 4776: 0.0001113421663478199
Position 3142: 0.0001080870307061136
Position 3203: 0.00010286509124272205
Position 3375: 8.334387862220572e-05
Position 4048: 8.152147893790596e-05
Position 434: 7.927747451468298e-05
Position 1067: 7.787592496713162e-05
Position 3235: 6.45756895651738e-05
Position 66: 5.116229155410931e-05
Position 1593: 5.047183049002888e-05
Position 5189: 4.889046944805111e-05
Position 4915: 4.455217012001485e-05
Position 4306: 4.3081856295965554e-05
Position 500: 4.128439775353518e-05
Position 1251: 3.885755426508462e-05
Position 4654: 3.52677179467048e-05
Position 166: 3.456688721246617e-05
Position 993: 2.909555701073016e-05
Position 1323: 2.760407866406693e-05
Position 3366: 2.6987503425952527e-05
Position 4539: 2.5953475956786164e-05
Position 206: 2.5631699652489152e-05
Position 5184: 2.537685641898712e-05
Position 1084: 2.5125982512897356e-05
Position 2065: 2.1981473459912428e-05
Position 1587: 2.1719424620829753e-05
Position 493: 2.0863954433773094e-05
Position 162: 2.0196829519138374e-05
Position 711: 1.631634023905469e-05
Position 873: 1.5248823892473468e-05
Position 2036: 1.4195058265887358e-05
Position 55: 1.0756673047952683e-05
Position 1764: 9.33782102277633e-06
Position 4625: 9.066920367287205e-06
Position 558: 7.668457598172245e-06
Position 700: 5.843685263053565e-06
Position 4987: 5.78170592132712e-06
Position 3846: 5.633452389323823e-06
Position 5093: 5.142854287255051e-06
Position 5159: 3.859728327235915e-06
Position 231: 3.1899010135556315e-06
Position 215: 3.017362850304628e-06
Position 108: 2.5110710016439463e-06
Position 2583: 1.9324596398526123e-06
Position 2890: 1.8679323032807358e-06
Position 253: 1.7157160349208634e-06
Position 2570: 1.3005622100076926e-06
Position 2473: 1.0354519295988975e-06
Position 363: 1.0332524474725456e-06
Position 2930: 7.981507269505116e-07
Position 349: 6.778125160351877e-07
Position 481: 4.479722349496437e-07
Position 2759: 4.181564099130296e-07
Position 423: 2.1214678809385075e-07
Position 45: 1.6669645277842606e-07
Position 2387: 1.350167689172568e-07
Position 183: 1.2764684322807518e-07
Position 645: 1.228508825182905e-07
Position 280: 9.10739117222578e-08
Position 197: 8.191483656645247e-08
Position 378: 8.187161609639941e-08
Position 648: 2.766544483830048e-08
Position 369: 1.1222894626450548e-08
Position 58: 1.0373318614884128e-08
Position 250: 7.347862974832168e-09
Position 294: 4.4992457679521785e-09
Position 310: 7.408530957861195e-10
Position 96: 6.679001370225903e-10
Position 146: 3.976527777764285e-10
Position 393: 2.0350927332857575e-10
Position 139: 5.4739977157961e-11
Position 466: 4.608352569942275e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2217: 0.9870170297070977
Position 3885: 0.9392810885930097
Position 4813: 0.8938707241082207
Position 489: 0.2804908729043902
Position 905: 0.1445496538714163
Position 908: 0.14012975263833508
Position 991: 0.10260054698660673
Position 3020: 0.08826975084742336
Position 5271: 0.08011734505028846
Position 4432: 0.06472166998361514
Position 677: 0.05642027639936686
Position 4593: 0.03369603229159119
