Gene = PTRH1
index = 1099
Annotated 5SS: [  137  9330  9899 10271 10495]
Annotated 3SS: [ 7913  9678 10170 10448 10590]
SMsplice 5SS: [  137  2291  9899 10271]
SMsplice 3SS: [ 2217  9678 10132 10590]
top_k =  1000
Partition function (log Z): 0.8512477226863455

Sorted 5' Splice Sites (High to Low Probability):
Position 9899: 0.997704765836122
Position 10271: 0.957746685076742
Position 137: 0.9575044667686626
Position 2291: 0.6499491629294581
Position 585: 0.3692590339285683
Position 1229: 0.31357840441784324
Position 9330: 0.16131165555086618
Position 2363: 0.13079249184686617
Position 6964: 0.1261116986577675
Position 10495: 0.1206545056090926
Position 8404: 0.09928010629814199
Position 10739: 0.0868602169612827
Position 741: 0.08517816789041387
Position 2630: 0.0818950931494232
Position 2605: 0.05639292330962105
Position 1749: 0.05294012030201345
Position 1734: 0.050450145048674455
Position 7776: 0.041299196636582734
Position 8481: 0.04121528257548654
Position 1601: 0.03442966354822609
Position 2031: 0.03231309138978178
Position 7999: 0.03108143812370191
Position 7551: 0.029114321188213242
Position 4997: 0.018779093890552233
Position 7064: 0.01328099967947376
Position 628: 0.012556650197662703
Position 1740: 0.012411265719241425
Position 123: 0.008553834915074533
Position 4563: 0.00810057127294545
Position 7845: 0.007839572266398961
Position 8467: 0.007585068628608195
Position 516: 0.00700434192951538
Position 8250: 0.005709287071727875
Position 347: 0.00524484992012069
Position 10609: 0.005039634821733319
Position 896: 0.004865823782961878
Position 95: 0.004714432064683828
Position 624: 0.004653178713772973
Position 1701: 0.0036366673525762222
Position 5222: 0.003290935991024874
Position 1331: 0.0032902270990493626
Position 9439: 0.003285546821976321
Position 10042: 0.0032788512320559293
Position 71: 0.0030718529648801262
Position 10276: 0.0027767430442307635
Position 748: 0.0019172510914942592
Position 1587: 0.0017661080565418716
Position 2617: 0.00172403221540702
Position 9919: 0.0016836901039627467
Position 522: 0.001017490166959139
Position 10287: 0.0007504071823033947
Position 10613: 0.0006736047215833719
Position 1408: 0.00044903681382196917
Position 737: 0.00028181356950731886
Position 215: 0.00026148476875233895
Position 9903: 0.00019780440355842828
Position 1041: 0.00016709015265490714
Position 10529: 0.00016031090887122217
Position 1401: 0.00015327223195958154
Position 10293: 0.00013416666504462827
Position 10524: 0.00012820793089672472
Position 561: 0.0001218939933644593
Position 497: 0.00011665924749750083
Position 705: 0.00011242705515249622
Position 672: 9.70050110885341e-05
Position 618: 7.719795622194192e-05
Position 10462: 7.553904050308393e-05
Position 679: 7.234645137719115e-05
Position 997: 6.743268853665852e-05
Position 10947: 5.5932346167193285e-05
Position 527: 5.559716421918233e-05
Position 10803: 4.223980673171964e-05
Position 7536: 4.116172518574359e-05
Position 321: 3.537229705216859e-05
Position 10209: 3.5085112110461736e-05
Position 10642: 3.3409868413958844e-05
Position 1067: 3.0374984917334008e-05
Position 238: 1.9839348065890462e-05
Position 687: 1.1023712599071066e-05
Position 1292: 6.85877993972758e-06
Position 1367: 6.055877047916129e-06
Position 74: 5.906937868048935e-06
Position 600: 4.847563557853377e-06
Position 310: 2.8727585418899145e-06
Position 276: 2.700024035061848e-06
Position 159: 2.215908441791512e-06
Position 141: 2.165413213435388e-06
Position 1421: 1.176732414334064e-06
Position 349: 7.523849238742552e-07
Position 10330: 5.597646608632934e-07
Position 10140: 4.539394178284699e-07
Position 1458: 3.3421963757135945e-07
Position 9764: 3.110767244155343e-07
Position 435: 2.92531895508045e-07
Position 265: 2.4687452399717344e-07
Position 325: 2.336372977857881e-07
Position 29: 2.0351955259870727e-07
Position 254: 1.79366213157218e-07
Position 291: 1.7123851942057213e-07
Position 442: 1.22277073843308e-07
Position 489: 4.3156098613458316e-08
Position 351: 1.7752682413942213e-08
Position 546: 1.7539361152242944e-08
Position 27: 8.789495356171806e-09
Position 756: 4.184234033370216e-10
Position 41: 2.8293445842034865e-11
Position 244: 7.318210267249769e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9678: 0.9945455493446654
Position 10590: 0.9521930041424932
Position 10132: 0.7071213908408355
Position 2217: 0.5626759220023634
Position 425: 0.38348217563402964
Position 10170: 0.24380270874475155
Position 9107: 0.16459720237284253
Position 8298: 0.14808251677161385
Position 1066: 0.14671036996935738
Position 6844: 0.1345396387978071
Position 1145: 0.11860132339708264
Position 489: 0.08107432403222657
Position 2135: 0.07864409733464181
Position 7435: 0.07829425181638075
Position 1484: 0.07468737600356432
Position 2163: 0.06187200116098735
Position 2527: 0.05640285942066842
Position 10448: 0.053561910008748354
Position 10882: 0.04591049825716923
Position 1536: 0.03902393039946551
Position 7913: 0.036790725195429794
Position 10356: 0.03169961079856508
Position 2476: 0.02883611713471409
Position 1908: 0.026502629617837357
Position 10683: 0.024150588532900457
Position 2278: 0.02351374012858249
Position 2510: 0.022835718266354357
Position 1601: 0.02000264067041847
Position 2177: 0.01972646104809648
Position 10378: 0.019643231690525245
Position 1219: 0.019018329786678115
Position 10413: 0.01829565646922499
Position 4836: 0.01673162973668595
Position 10833: 0.014417645325681754
Position 2471: 0.011311902543266597
Position 2220: 0.008938053371526861
Position 2494: 0.008407522902179752
Position 1627: 0.008245235961845855
Position 1932: 0.007811465570503223
Position 10478: 0.006997274145128123
Position 11100: 0.006885220435847826
Position 4490: 0.006881324406206799
Position 9986: 0.006645897322561966
Position 996: 0.005961892691221975
Position 1613: 0.00568344234107651
Position 10892: 0.005456319188123056
Position 9574: 0.0052308552541357215
Position 10387: 0.005169894942431573
Position 2322: 0.005033417171360374
Position 6901: 0.004853059539434161
Position 10982: 0.004783407685771009
Position 10950: 0.004613546777151354
Position 10821: 0.004487161315537789
Position 2456: 0.0043783664117732265
Position 2252: 0.004251119398359431
Position 10806: 0.0041758026504375555
Position 2450: 0.004031327889422027
Position 1021: 0.0037399570381095645
Position 2224: 0.003730582800312778
Position 2290: 0.0036377677135190837
Position 5114: 0.0032909359910248716
Position 10117: 0.0032318267682641916
Position 2514: 0.0030680812563807394
Position 1088: 0.0029196258941932315
Position 1685: 0.002912076415268453
Position 2081: 0.00276969591086205
Position 588: 0.0025720842634820405
Position 627: 0.0023162576250602696
Position 1222: 0.001978032286447615
Position 525: 0.001856033016932989
Position 1191: 0.0018143768998712493
Position 10007: 0.0014923948774116962
Position 2110: 0.0014514008217788228
Position 4807: 0.001392779896768065
Position 10200: 0.001389793449484325
Position 10847: 0.0013399146088153796
Position 10147: 0.0012893007463751238
Position 606: 0.0012778585977482144
Position 1631: 0.0012181906508644755
Position 2264: 0.001111046419786163
Position 10077: 0.0010407840083444526
Position 895: 0.0010320131130834686
Position 2084: 0.0010041118086857078
Position 254: 0.0008858774379385819
Position 1501: 0.0008783642988534503
Position 1196: 0.0008399764946325662
Position 1516: 0.0007898533630772188
Position 1037: 0.0007876472610551011
Position 1307: 0.00078527433124507
Position 10175: 0.0007628870466110842
Position 454: 0.0007484877735842958
Position 10140: 0.000740974421289785
Position 914: 0.0007349918226710768
Position 1488: 0.0007123629907189351
Position 554: 0.0006968916175475503
Position 4854: 0.0006546842570982124
Position 11078: 0.0006474048466332097
Position 603: 0.0006436718808320757
Position 569: 0.0006325756715656925
Position 1364: 0.0006106818835998798
Position 10934: 0.0006100019993640349
Position 10060: 0.0006020092890858395
Position 4343: 0.0005997353132205999
Position 4486: 0.0005428052509105403
Position 10561: 0.0005412220446039731
Position 284: 0.0005103530046933791
Position 1132: 0.0004905862439715904
Position 692: 0.0004606855386074122
Position 11140: 0.000456472424553306
Position 1718: 0.00044938514082614996
Position 1521: 0.00043294030236282384
Position 238: 0.00036906807022526
Position 11117: 0.0003280582052607539
Position 932: 0.0003197206755638064
Position 10910: 0.0003066097367461044
Position 10680: 0.0003064929084685901
Position 1151: 0.0002856190405273503
Position 10647: 0.00027966903875935583
Position 11053: 0.00027775198668702263
Position 10196: 0.0002743471701719375
Position 10417: 0.000271714235896263
Position 10024: 0.00023207349204232362
Position 701: 0.00021690516098536058
Position 1178: 0.00021165126071051558
Position 1828: 0.0002113611632691177
Position 10711: 0.00019650736931302437
Position 11021: 0.0001882016708029046
Position 10108: 0.0001784300738727451
