Gene = ASS1
index = 103
Annotated 5SS: [   67  7405  9445 13661 19239 21871 25976 26587 32033 34872 35521 44536
 50095 54642]
Annotated 3SS: [ 7294  9375 13471 19181 21795 25904 26555 31941 34786 35455 44403 49937
 54575 56046]
SMsplice 5SS: [   67  7405  9445 13661 21871 25976 26587 30561 32033 34872 35521 44536
 50095 53174 54642]
SMsplice 3SS: [ 7294  9375 13471 21795 25904 26555 30486 31941 34786 35455 44403 49937
 53021 54575 56046]
top_k =  1000
Partition function (log Z): 21.292848799704185

Sorted 5' Splice Sites (High to Low Probability):
Position 21871: 0.9992168334653558
Position 32033: 0.998801464678912
Position 34872: 0.9900841090529697
Position 9445: 0.9773893140728782
Position 67: 0.9650672433403374
Position 7405: 0.9638991919349742
Position 35521: 0.9421804969285712
Position 25976: 0.9302783547684318
Position 50095: 0.8596526967191531
Position 26587: 0.82909975809232
Position 13661: 0.7795301001149328
Position 53174: 0.7569741177381981
Position 54642: 0.6580473119656688
Position 19239: 0.5646372607783317
Position 18445: 0.5538788601492199
Position 13358: 0.5450136790768889
Position 30561: 0.4656217913680188
Position 18732: 0.4197415742304976
Position 30727: 0.3798459612164494
Position 18756: 0.33666957662710534
Position 42437: 0.28433469878561624
Position 21610: 0.2484105911534307
Position 34295: 0.22143426628789872
Position 26349: 0.22087385411741242
Position 13633: 0.21995376399896593
Position 54692: 0.21608084165206348
Position 32454: 0.21523698482149406
Position 8751: 0.197010796067597
Position 34306: 0.1955797925490787
Position 25213: 0.19420183471545813
Position 30249: 0.18253526386554916
Position 1036: 0.1780070452601251
Position 34716: 0.17343222315473522
Position 33807: 0.16650419195411398
Position 9585: 0.15924407195467244
Position 50090: 0.13914603041964874
Position 31879: 0.1369260650307409
Position 22328: 0.13599236851849753
Position 21465: 0.11541859721491239
Position 26423: 0.09893947404255031
Position 6802: 0.09109523302274461
Position 25686: 0.08499503758028462
Position 5405: 0.08167806364145735
Position 6617: 0.07734138510000772
Position 53107: 0.06880279452093367
Position 2615: 0.066158040238894
Position 41632: 0.06386610532386901
Position 655: 0.06118964928876182
Position 24294: 0.0605675804243294
Position 22602: 0.05363296766504946
Position 34009: 0.052917279127355936
Position 17661: 0.05233658898727053
Position 2606: 0.05169412017012056
Position 33155: 0.04977610549025577
Position 7638: 0.04732434235610875
Position 29546: 0.04460300554708453
Position 19556: 0.044445522978090825
Position 7212: 0.043949137162516715
Position 7866: 0.03857751028069494
Position 19526: 0.03385185196461089
Position 29540: 0.03207564337743159
Position 21223: 0.030836921730948402
Position 26632: 0.030147670121012493
Position 29163: 0.02804814761617013
Position 13973: 0.027840863157305707
Position 30810: 0.027309748008850596
Position 19194: 0.02700736401375366
Position 55120: 0.02565957360196518
Position 18750: 0.025416260071470576
Position 17893: 0.024834016957262558
Position 26661: 0.024343089819217983
Position 34299: 0.02384053370399107
Position 34313: 0.023804076811491343
Position 29856: 0.023255529442830044
Position 54722: 0.021669463380040676
Position 16771: 0.020658847803950192
Position 34460: 0.020442586654637242
Position 28109: 0.018987189595791484
Position 10807: 0.018445186881677633
Position 18475: 0.018162671294898618
Position 26399: 0.01763147151989075
Position 270: 0.017401295298079086
Position 32172: 0.017366729812656953
Position 26483: 0.016939816782266352
Position 25513: 0.015942503088672778
Position 2519: 0.015416742232800129
Position 2650: 0.015346349484955776
Position 11745: 0.01532094110160491
Position 33143: 0.014989880660283296
Position 12446: 0.014985227658295342
Position 3120: 0.014247043209778097
Position 12361: 0.013368492314682297
Position 10907: 0.013240801915231897
Position 25156: 0.012334036688885858
Position 5689: 0.012021134822090235
Position 8617: 0.011679496186037343
Position 34326: 0.011324477690488723
Position 20824: 0.011321754703855057
Position 6108: 0.010542089724154255
Position 32282: 0.010053131740555313
Position 1920: 0.009974483663827041
Position 30795: 0.009928256572133459
Position 15114: 0.008918683181681283
Position 25756: 0.00890497308571055
Position 34971: 0.008883615456234974
Position 31835: 0.008671270295197913
Position 54683: 0.008620719834326423
Position 6673: 0.008487335427513931
Position 21508: 0.008391444106725056
Position 9652: 0.008292880026023635
Position 26390: 0.00823096861511687
Position 556: 0.007991571414444365
Position 16637: 0.007703408852298334
Position 17843: 0.007323952254097567
Position 8563: 0.006677801196937332
Position 16825: 0.006650385811267708
Position 29826: 0.0063764465440530665
Position 19586: 0.0061842815883884515
Position 7021: 0.005958879175193145
Position 3457: 0.0059262425523908605
Position 3990: 0.005896188266255711
Position 10861: 0.005677177345047721
Position 8603: 0.005263507384659961
Position 5143: 0.004996672846450039
Position 22612: 0.004958855340304233
Position 8094: 0.004642895697030133
Position 18796: 0.0046301815647974915
Position 13383: 0.004557053988217646
Position 8559: 0.004445459750402249
Position 5276: 0.004403435474060519
Position 24214: 0.004323681858235112
Position 18424: 0.003940669856848044
Position 8404: 0.003825797465165046
Position 329: 0.003780341859244848
Position 26449: 0.0037187805537917617
Position 29346: 0.0037176091919158072
Position 11808: 0.0036598146230990016
Position 28095: 0.0036187685491943142
Position 26629: 0.00347475818917519
Position 8518: 0.003200022870228287
Position 25779: 0.0028183359464479286
Position 33823: 0.0027846037981821645
Position 56143: 0.002758287204616268
Position 12484: 0.0027244834723614687
Position 55131: 0.002647202092298707
Position 1633: 0.002523463163935651
Position 28117: 0.002497175922186161
