Gene = NAIF1
index = 909
Annotated 5SS: [731]
Annotated 3SS: [3420]
SMsplice 5SS: [731]
SMsplice 3SS: [5494]
top_k =  1000
Partition function (log Z): -8.543107249258771

Sorted 5' Splice Sites (High to Low Probability):
Position 731: 0.4632546453183652
Position 131: 0.18302006970482698
Position 475: 0.16748124851186658
Position 454: 0.15636105330302044
Position 3948: 0.14863090385446368
Position 497: 0.14027807977586018
Position 127: 0.13548055267353876
Position 1175: 0.04271079969564503
Position 334: 0.035177857044051276
Position 1607: 0.027195929361544854
Position 1714: 0.021836577559155423
Position 313: 0.015588244932328691
Position 1124: 0.011146020792636048
Position 2537: 0.00827576357102562
Position 466: 0.007862592347217071
Position 1033: 0.006881498760962063
Position 2054: 0.006097456102064623
Position 3890: 0.005358330300268286
Position 120: 0.005174519684035516
Position 3855: 0.0051468984064014355
Position 4700: 0.005140122429770187
Position 353: 0.004301139313567056
Position 5564: 0.0040142225893989
Position 1820: 0.003904994504646337
Position 1956: 0.003609532380232175
Position 32: 0.002721188425522947
Position 3542: 0.0023710190548885124
Position 5725: 0.0018156813060516963
Position 3013: 0.001701959438345758
Position 421: 0.0016682614825229841
Position 1974: 0.0015375802351119705
Position 3771: 0.0014879643503506817
Position 5560: 0.001461517664386266
Position 5589: 0.0012416434712424944
Position 4607: 0.001132334239302325
Position 3952: 0.001090299813578063
Position 3033: 0.0010478097340316955
Position 1739: 0.0009229824931898714
Position 4633: 0.0009142352736299388
Position 2006: 0.0008611227435535534
Position 4704: 0.0006894993762104606
Position 5786: 0.00047552596720223857
Position 2640: 0.0003600332345879164
Position 3627: 0.0003406977124708238
Position 1640: 0.0002860317735842007
Position 3902: 0.00027394964041813937
Position 4548: 0.00024664200248565105
Position 268: 8.020373577005479e-05
Position 715: 6.989779295234385e-05
Position 826: 6.66442077407167e-05
Position 805: 5.302202946832436e-05
Position 382: 5.277404686523059e-05
Position 59: 5.163278136568676e-05
Position 611: 3.5307951087409633e-05
Position 71: 3.209677860036752e-05
Position 435: 2.1097196711710053e-05
Position 86: 2.0502194001923566e-05
Position 916: 1.3879171822140053e-05
Position 2230: 1.3441307987212857e-05
Position 1660: 1.337072829758011e-05
Position 2164: 1.1015170381653965e-05
Position 494: 1.016403120201967e-05
Position 3384: 7.02038861033482e-06
Position 819: 6.886983727238719e-06
Position 969: 5.038405275987858e-06
Position 735: 2.0230059521790983e-06
Position 766: 1.86853249352703e-06
Position 1624: 1.056369152050413e-06
Position 3157: 4.748633996619192e-07
Position 577: 3.988596205994314e-07
Position 2581: 2.7007778506134287e-07
Position 432: 2.4424774214283034e-07
Position 1029: 1.2195615282099535e-07
Position 1067: 1.1215858711766255e-07
Position 280: 5.558774666799795e-09
Position 226: 2.5761882385595578e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5494: 0.5647166298940728
Position 3812: 0.11984020940758566
Position 5532: 0.11819561137430372
Position 5686: 0.11641190871941041
Position 259: 0.07440057373328611
Position 3325: 0.06632997333059587
Position 1044: 0.056248663269635034
Position 232: 0.0506509627429828
Position 202: 0.049363647955586266
Position 3504: 0.03631288586954776
Position 4618: 0.033938578627437384
Position 407: 0.03361929219757984
Position 574: 0.030252299300603518
Position 1521: 0.029042281826685393
Position 1558: 0.02182561846805881
Position 3770: 0.018421871844180954
Position 647: 0.017811223575006536
Position 3854: 0.0155223752064626
Position 1871: 0.013991562179905891
Position 2378: 0.01187395802582843
Position 633: 0.010878857439899683
Position 4583: 0.010254815509088458
Position 5572: 0.009487100484138198
Position 4456: 0.008904447126704233
Position 703: 0.00884392955940665
Position 656: 0.008693675724165234
Position 3420: 0.007924589997005575
Position 912: 0.007472587437660811
Position 237: 0.0073392707986537084
Position 586: 0.007013200324922748
Position 664: 0.006394464411478734
Position 580: 0.006239803462490623
Position 1760: 0.005767738895626158
Position 2896: 0.0052511413073433565
Position 3361: 0.004554171809168714
Position 547: 0.004488206531305229
Position 1154: 0.0035769506836030515
Position 3380: 0.003103691970524861
Position 4781: 0.0029239550047278707
Position 1446: 0.002261512121350656
Position 1056: 0.002042789717988593
Position 273: 0.0019649875403591013
