Gene = PVRIG
index = 1102
Annotated 5SS: [ 165  793 1229 1438 1585]
Annotated 3SS: [ 476  877 1310 1523 1691]
SMsplice 5SS: [ 165 1438 1585]
SMsplice 3SS: [1310 1535 1691]
top_k =  1000
Partition function (log Z): -1.4969653841895685

Sorted 5' Splice Sites (High to Low Probability):
Position 1438: 0.9374822004761677
Position 793: 0.5748187747096053
Position 1585: 0.5316055168352857
Position 165: 0.5157883853235764
Position 982: 0.42288757007090094
Position 1229: 0.3614692785759182
Position 188: 0.3479111027673817
Position 693: 0.19147967538330143
Position 1614: 0.1697816202149699
Position 976: 0.07365242227985175
Position 363: 0.03435511611173784
Position 944: 0.023533331196345667
Position 1004: 0.021410529835681924
Position 957: 0.020034957196394275
Position 176: 0.019335567536799343
Position 158: 0.016055393872897696
Position 1802: 0.011037965238134793
Position 46: 0.005085874984681672
Position 616: 0.004509471847665199
Position 889: 0.0031381392492779918
Position 194: 0.0030360174781979953
Position 1164: 0.0027551025806108525
Position 307: 0.0021327759373037164
Position 198: 0.0017893612183336768
Position 765: 0.0006956569300351918
Position 1199: 0.0006624251322257301
Position 169: 0.0006436600928751623
Position 948: 0.0005007788682074609
Position 779: 0.00043047406604301554
Position 901: 0.0003453526509928176
Position 248: 0.00031548459438757187
Position 753: 0.00019435710782554584
Position 891: 0.0001494628924745613
Position 1448: 0.00011499356695273575
Position 274: 0.0001084294804431095
Position 618: 8.750156740535905e-05
Position 246: 7.635193239402129e-05
Position 895: 6.234104138770727e-05
Position 1896: 4.6301880641175186e-05
Position 277: 3.705503555396496e-05
Position 1247: 3.416360718519791e-05
Position 493: 3.339289438812961e-05
Position 201: 1.1218471015059477e-05
Position 77: 4.842750523507955e-06
Position 781: 2.9340519901048967e-06
Position 428: 2.5445088668576866e-06
Position 834: 1.5215884237664604e-06
Position 254: 1.4874117682627586e-06
Position 221: 1.3237477919369497e-06
Position 281: 1.0509480510146896e-06
Position 797: 1.0219279820282293e-06
Position 636: 6.800514647068432e-07
Position 57: 6.385617803955063e-07
Position 83: 5.852840267633826e-07
Position 507: 5.020628058484221e-07
Position 642: 3.5667889513415774e-07
