Gene = HBP1
index = 640
Annotated 5SS: [   67 11102 13641 16982 17512 17721 20488 21357 27191 31341]
Annotated 3SS: [10917 13411 16839 17399 17607 20330 21211 26872 31198 32452]
SMsplice 5SS: [  225 11102 16982 17512 20488 21357 27081 31341]
SMsplice 3SS: [10917 16839 17399 20330 21211 26904 31198 32452]
top_k =  1000
Partition function (log Z): 4.064646364306806

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.9869611603245669
Position 16982: 0.9384025435973393
Position 21357: 0.9339376918075276
Position 11102: 0.8740793733848454
Position 17512: 0.8145005593894229
Position 20488: 0.7045772303868515
Position 13641: 0.5748970035421992
Position 27081: 0.5237961893774739
Position 31341: 0.49733476320819264
Position 9021: 0.48857932305203033
Position 14316: 0.4489623687506833
Position 27191: 0.35328618046322807
Position 5189: 0.34871616961710933
Position 4631: 0.2989841666891587
Position 4413: 0.21743316286668948
Position 20140: 0.17879700917012722
Position 4176: 0.17496947471960597
Position 1931: 0.17236923047968716
Position 14352: 0.14522250092860906
Position 17352: 0.14111165089508865
Position 14988: 0.1282316611625705
Position 19742: 0.12471515546389826
Position 24059: 0.1190765527429643
Position 17721: 0.106759275304597
Position 6099: 0.10653618200298433
Position 505: 0.0980629874602448
Position 20452: 0.08783707885759609
Position 11451: 0.08021339231718211
Position 17282: 0.0786824672653599
Position 27587: 0.07602079044312914
Position 11556: 0.07506859622154562
Position 22581: 0.06966558091647146
Position 14767: 0.06759882354206491
Position 16967: 0.06029317219307639
Position 26534: 0.05569825119383124
Position 5224: 0.05449815844036025
Position 15450: 0.04910162199982871
Position 1170: 0.04908060365917543
Position 23989: 0.04829465110463784
Position 13564: 0.047883762191235385
Position 21335: 0.04412878849674676
Position 19587: 0.04305169301769109
Position 32546: 0.03881614953598871
Position 5208: 0.03875361700638185
Position 8127: 0.03864982795591104
Position 20653: 0.03499051108566502
Position 16164: 0.0333121919962501
Position 18825: 0.032753212740903516
Position 4996: 0.030936042589441
Position 26587: 0.027575485521627877
Position 22498: 0.027528888401524666
Position 8854: 0.027404427750183424
Position 16119: 0.024886770777233752
Position 1556: 0.024748027711044455
Position 5785: 0.024077472627881114
Position 27403: 0.023675296918166264
Position 497: 0.023078869367700178
Position 26016: 0.020780915066017838
Position 30054: 0.020392169601903258
Position 27609: 0.015620274180547036
Position 13022: 0.014291724233430496
Position 5254: 0.013169912976211324
Position 5554: 0.01212895199443963
Position 4946: 0.01078378081315294
Position 4014: 0.010502654541268357
Position 20649: 0.010473184333835477
Position 27170: 0.01035715263954115
Position 21286: 0.010200550052290877
Position 23361: 0.009692941707307914
Position 16094: 0.009336141548631799
Position 28101: 0.008765933620909694
Position 20419: 0.008590473201293844
Position 29064: 0.008207893377989644
Position 29770: 0.007393283664763215
Position 67: 0.007188554750188043
Position 2252: 0.007052530779057969
Position 27621: 0.006674171132826051
Position 24880: 0.006544727113754603
Position 16222: 0.006042655169336147
Position 25517: 0.005870370597082707
Position 21515: 0.005501267301065205
Position 4227: 0.005393745347015962
Position 24244: 0.005083754848112499
Position 1335: 0.005022463045532249
Position 17840: 0.0046448267192683865
Position 30695: 0.0044310379635308685
Position 3773: 0.004379122782420387
Position 8835: 0.004197860946290256
Position 445: 0.004116489871338699
Position 27409: 0.003954837220637151
Position 6390: 0.003872476285220307
Position 14867: 0.0037770594061606834
Position 25948: 0.00373868028498011
Position 8243: 0.00365229171310014
Position 2387: 0.0035575189035381137
Position 27044: 0.0035032969558659306
Position 1369: 0.0034275734611969176
Position 11570: 0.003244868359373551
Position 4452: 0.0032193789701885356
Position 252: 0.0030841267962945593
Position 4627: 0.0029571762457837577
Position 32723: 0.002646830088674926
Position 31390: 0.0026213504982125534
Position 2525: 0.002126561391599721
Position 17143: 0.0020321303832110905
Position 5007: 0.001891096146679531
Position 28976: 0.0018204786093614948
Position 2957: 0.0016037143375021126
Position 15479: 0.001504927066621933
Position 27367: 0.0012179295138183889
Position 27249: 0.0011516889290628975
Position 3765: 0.0011111015514302042
Position 522: 0.0009434616797028391
Position 26995: 0.0008674530329612976
Position 4774: 0.0006630975945665754
Position 1043: 0.0006085545099843995
Position 154: 0.0005447042371574044
Position 620: 0.0005113384693024645
Position 240: 0.00047377712409370557
Position 5376: 0.00047333545025029936
Position 5026: 0.00043952375871826284
Position 2690: 0.00032877367445489447
Position 16999: 0.0002877617878448927
Position 656: 0.000272487829333313
Position 49: 0.0002584454523953639
Position 5402: 0.00022108019235831725
Position 17407: 0.0002124380462060944
Position 638: 0.00013550684005326133
Position 1446: 0.00011065724656130582
Position 3731: 0.00010641685692097242
Position 3961: 9.097534939132151e-05
Position 3491: 8.00609028846582e-05
Position 669: 7.733061113663015e-05
Position 17899: 7.004771652183899e-05
Position 1837: 3.9792215560540596e-05
Position 258: 3.843085878063181e-05
Position 2389: 3.66997038932777e-05
Position 93: 3.2521012873246376e-05
Position 1563: 1.4802593062217322e-05
Position 605: 1.1739704693238325e-05
Position 485: 1.019008111849351e-05
Position 400: 9.549884169179601e-06
Position 5035: 7.75141068460348e-06
Position 888: 5.384288281849275e-06
Position 114: 4.642594337318238e-06
Position 142: 4.534247560412226e-06
Position 587: 3.2522332368198303e-06
Position 62: 2.220778750743569e-06
Position 1211: 1.9518341381786245e-06
Position 169: 1.6805923022960375e-06
Position 12: 1.4015133833556297e-06
Position 71: 1.0523251019787023e-06
Position 1505: 1.0232745594743437e-06
Position 85: 7.491235875548778e-07
Position 509: 6.974614687454004e-07
Position 827: 3.7450888664220076e-07
Position 138: 3.602289652656448e-07
Position 79: 3.2334857180392876e-07
Position 347: 1.7184898098151714e-07
Position 609: 1.3025667270717947e-07
Position 372: 9.720451722020801e-08
Position 177: 9.018029612172702e-08
Position 172: 7.098320435714038e-08
Position 232: 6.803038689387595e-08
Position 229: 2.2596213282254864e-08
Position 17327: 4.8927557509232165e-09
Position 174: 2.120762272290854e-09
Position 839: 5.080814324929801e-10
Position 180: 3.3427580894911403e-10
Position 311: 8.440700408336734e-11
Position 335: 7.854108106170708e-13
Position 356: 2.45958569765567e-13
Position 363: 2.1796407306194818e-13
Position 524: 2.175198040031005e-15
Position 317: 1.8432473266573994e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 16839: 0.9869194225183882
Position 21211: 0.9365962012417264
Position 20330: 0.7970331069878384
Position 10917: 0.6844818107038428
Position 31198: 0.6523539916158908
Position 17399: 0.6409217477617383
Position 26904: 0.5723888672822728
Position 32452: 0.5633005784068028
Position 14156: 0.48082949337117037
Position 5091: 0.4422230245748447
Position 8923: 0.3985027378160743
Position 13411: 0.39747074898423024
Position 26872: 0.3282546620498035
Position 4495: 0.29262518180927455
Position 4072: 0.2644246714686293
Position 27328: 0.21345635676147853
Position 13431: 0.20388982159211452
Position 17223: 0.20222920965381427
Position 14704: 0.15790487191982097
Position 20050: 0.15376751234502212
Position 17448: 0.1517072432616463
Position 14152: 0.11154409988476262
Position 19621: 0.10981098698782525
Position 23833: 0.10075745500321513
Position 10855: 0.0958189459301373
Position 333: 0.09456980279561263
Position 10921: 0.09377861675086477
Position 8939: 0.09007658523595583
Position 26473: 0.08374295255747634
Position 4355: 0.08175062900382189
Position 5976: 0.07452165872262753
Position 16017: 0.0735777594914518
Position 32646: 0.07027227601368144
Position 17607: 0.060172743710507404
Position 1893: 0.05174511472196035
Position 11299: 0.05136352841456325
Position 23935: 0.04979894577235457
Position 1850: 0.047222677346522954
Position 11442: 0.04520482379930674
Position 1736: 0.044910487405444253
Position 17630: 0.0440400479474337
Position 20558: 0.041446324700368964
Position 4257: 0.041066762643357284
Position 15288: 0.04097231959747534
Position 7960: 0.04083815587741512
Position 31225: 0.04026197979413392
Position 22497: 0.039362985506811325
Position 1076: 0.038432547336387984
Position 14730: 0.03434945132248859
Position 356: 0.031792763964457425
Position 8738: 0.03160228869647368
Position 6019: 0.03140465738504608
Position 21233: 0.030773005238268994
Position 5486: 0.03024594056433789
Position 29928: 0.027420172017958187
Position 11313: 0.027076524730007302
Position 22371: 0.027012205798660614
Position 25763: 0.026127099420664386
Position 19515: 0.025663992241599178
Position 22539: 0.0248520316507709
Position 4712: 0.02473204538361851
Position 1428: 0.023714337685172223
Position 1828: 0.022583197407378925
Position 18770: 0.02146274866878502
Position 13470: 0.020613733915337672
Position 11349: 0.02009058304225858
Position 4806: 0.01873620215920216
Position 17281: 0.018348799309466857
Position 23830: 0.01567591394854673
Position 11378: 0.014791396911965389
Position 4263: 0.014745828900722584
Position 19959: 0.014741490117175484
Position 12924: 0.014291724233430496
Position 21249: 0.014107817762507842
Position 17103: 0.011110867041317377
Position 27303: 0.010872969458729427
Position 28884: 0.010605811063315252
Position 32257: 0.010081334925294724
Position 19708: 0.009918803501546065
Position 31173: 0.009875601214414931
Position 29575: 0.00971306342811949
Position 15206: 0.009634229468975294
Position 19362: 0.009122728538154773
Position 31798: 0.00842692690337576
Position 19919: 0.008227874701497034
Position 996: 0.008024853659125905
Position 28026: 0.007949790762783113
Position 29211: 0.00741031743835303
Position 30149: 0.006965814288157773
Position 16784: 0.006876734296047404
Position 24738: 0.006667064562879921
Position 31452: 0.006476857758081487
Position 20253: 0.006284537060498679
Position 17119: 0.005783324921688405
Position 4576: 0.005709087722866635
Position 19469: 0.005532081677750333
Position 33357: 0.0053946626730382845
Position 31517: 0.0051831991023168905
Position 940: 0.005151851821682772
Position 5140: 0.005114439968830308
Position 19391: 0.0050527463458258665
Position 3816: 0.004955400214360785
Position 14733: 0.004880356768760392
Position 25392: 0.004720368555240541
Position 31707: 0.0046496240308860895
