Gene = CPOX
index = 404
Annotated 5SS: [  775  2712  3092  5011  8283 12317]
Annotated 3SS: [ 2567  2980  4868  8063 12211 12952]
SMsplice 5SS: [  705  2712  3092  5011  8283 12317]
SMsplice 3SS: [ 2567  2980  4868  8063 12211 12952]
top_k =  1000
Partition function (log Z): 2.3136439418859034

Sorted 5' Splice Sites (High to Low Probability):
Position 8283: 0.9884597177186379
Position 3092: 0.9721818688937192
Position 12317: 0.9624659771931363
Position 5011: 0.8188478799794889
Position 2712: 0.6143910333021682
Position 4062: 0.5727969110749477
Position 705: 0.423747960120096
Position 13032: 0.40082250641455164
Position 726: 0.2439489320523529
Position 109: 0.23511025050415796
Position 13213: 0.1911811372708342
Position 775: 0.14495550397272725
Position 8894: 0.09762591209988848
Position 5921: 0.09601342965694618
Position 5015: 0.08578804842215221
Position 6609: 0.06407012248799866
Position 8158: 0.04556851998209594
Position 12154: 0.03984961553662336
Position 157: 0.03555166242904289
Position 203: 0.032783618991145146
Position 12619: 0.030541932523008533
Position 964: 0.029481188754604964
Position 8506: 0.027272855276250358
Position 12577: 0.027030958584435445
Position 6062: 0.022899586769967523
Position 2624: 0.019513114744544924
Position 151: 0.018982870729066778
Position 11198: 0.018483230371159193
Position 7692: 0.017601445897197095
Position 9158: 0.016384493789031798
Position 438: 0.016272213037642053
Position 12141: 0.016161777775187243
Position 2056: 0.015179984457278578
Position 13494: 0.015125188541287412
Position 2941: 0.013942036506875456
Position 10789: 0.013511063096287869
Position 2374: 0.013138328404784787
Position 8117: 0.011454915408063614
Position 6523: 0.011211996226363492
Position 1053: 0.010749539399446145
Position 8952: 0.010029653674889115
Position 12646: 0.00824897819530755
Position 470: 0.007974525641735274
Position 10516: 0.007687084667697685
Position 8742: 0.00762719697829624
Position 8804: 0.0074587289604874695
Position 7946: 0.006873580701731921
Position 7351: 0.0067982501719481775
Position 873: 0.006259792607031325
Position 6340: 0.006228770425063522
Position 6905: 0.005924947159070674
Position 3265: 0.0053798969241284885
Position 11000: 0.00456240179099658
Position 12900: 0.003319198301401726
Position 10701: 0.0031062006112305843
Position 10830: 0.0029698036182211865
Position 12212: 0.0028687183505829114
Position 5941: 0.0028669391987230348
Position 2029: 0.00280094663792995
Position 8327: 0.0026968227959256485
Position 3117: 0.0025967543946649203
Position 4032: 0.0022046368995208526
Position 11570: 0.0017925401297577883
Position 3712: 0.0017101872875305098
Position 8170: 0.001655673459757404
Position 1085: 0.001619676911002414
Position 758: 0.0015498315921090003
Position 1238: 0.001520989643667471
Position 9769: 0.0014558962954136852
Position 3326: 0.0014481456533660623
Position 2981: 0.001304206916011559
Position 5687: 0.001233276016633555
Position 2602: 0.0011108236160712033
Position 4189: 0.0010903518640092327
Position 825: 0.001082774614522692
Position 1612: 0.0009935484372795224
Position 820: 0.000983749047956211
Position 11300: 0.0009574965366110049
Position 10806: 0.0008547907526308567
Position 8064: 0.000848558554661254
Position 877: 0.0008261387396225707
Position 12704: 0.0008155613370736216
Position 474: 0.0007239373719920316
Position 1193: 0.0007238575556240832
Position 7363: 0.0006869176454760571
Position 4004: 0.0005502233431929579
Position 2077: 0.00042250030221373854
Position 2044: 0.0004054494510612543
Position 1144: 0.0003621718529421556
Position 8160: 0.0003574442781829482
Position 13065: 0.0003503809828163168
Position 3920: 0.00030807452484648217
Position 832: 0.00030428664338176683
Position 4193: 0.0003022118697920438
Position 2356: 0.0002775380102926017
Position 4195: 0.00027317232416612425
Position 3344: 0.0002316674092202215
Position 4191: 0.00022838919990629994
Position 3924: 0.0001917385853802623
Position 13597: 0.0001890316619187811
Position 4197: 0.00018276883516342736
Position 4011: 0.00016239701816378837
Position 3719: 0.0001572424806822779
Position 3134: 0.000146836478120771
Position 5497: 0.00014407204282369457
Position 4296: 0.00013970892386196132
Position 305: 0.00013701301779614865
Position 4199: 0.00013068272106657051
Position 5565: 0.00010947295753509044
Position 5570: 0.00010252625490750456
Position 2816: 0.00010211758181440174
Position 1204: 9.5746735804926e-05
Position 12286: 8.898424759233445e-05
Position 357: 8.24419580162044e-05
Position 4201: 7.239043205298035e-05
Position 122: 6.731739480062604e-05
Position 504: 6.692369494453558e-05
Position 2693: 6.517456223540164e-05
Position 989: 6.288497998966917e-05
Position 2733: 6.00566882491932e-05
Position 1548: 6.004491282666561e-05
Position 4203: 5.998447829504068e-05
Position 209: 5.604292030278915e-05
Position 4865: 4.5368284362572514e-05
Position 4968: 4.314240197396819e-05
Position 5694: 4.150543961920339e-05
Position 4246: 3.6737249069736573e-05
Position 332: 3.527246653310791e-05
Position 4980: 3.5006153978442345e-05
Position 4530: 3.266048024336755e-05
Position 419: 2.626660891956567e-05
Position 6540: 2.5877774868725804e-05
Position 8495: 2.5374569597217965e-05
Position 7619: 1.919094182079513e-05
Position 5382: 1.081529569593063e-05
Position 5710: 1.0725046710450637e-05
Position 5669: 9.849818594479707e-06
Position 299: 7.213997702399164e-06
Position 7153: 4.622087242566049e-06
Position 8318: 3.1655823218783308e-06
Position 884: 9.939876691705336e-07
