Gene = NAT6
index = 914
Annotated 5SS: [204]
Annotated 3SS: [1888]
SMsplice 5SS: [596]
SMsplice 3SS: [1332]
top_k =  1000
Partition function (log Z): -10.032609663519864

Sorted 5' Splice Sites (High to Low Probability):
Position 596: 0.5885530688803424
Position 631: 0.18377783043225487
Position 144: 0.1077421466418958
Position 1610: 0.07910591683696264
Position 235: 0.07347324624959307
Position 133: 0.07024623652607463
Position 724: 0.047184295265884295
Position 1087: 0.024851829412898836
Position 691: 0.023180700387108854
Position 2524: 0.020078605248278432
Position 1839: 0.01932041200045122
Position 469: 0.01651639091846633
Position 1277: 0.013610007215438855
Position 159: 0.009474982691983923
Position 204: 0.007677542190829237
Position 1421: 0.00582885684034644
Position 1431: 0.0038581702747137445
Position 478: 0.0038274897169503093
Position 2490: 0.0026250241856486185
Position 473: 0.0025706346874080073
Position 239: 0.002415121379671892
Position 208: 0.0021440613791874554
Position 995: 0.0020766729347494353
Position 821: 0.0020242410097028175
Position 2772: 0.0019319465787870041
Position 566: 0.001887754590974339
Position 252: 0.001473251482762652
Position 296: 0.0014289813222496518
Position 583: 0.0012339194858221215
Position 841: 0.0010339978251125111
Position 303: 0.0006146607275987242
Position 1178: 0.0005806267761022533
Position 826: 0.0004556895168097815
Position 622: 0.0004299869015804762
Position 493: 0.00042110492192342584
Position 1484: 0.0002923002536824887
Position 126: 0.00023873819170579276
Position 1383: 0.00021613825620038862
Position 357: 0.0001602427855219524
Position 385: 7.794249774978446e-05
Position 265: 5.0696096850041805e-05
Position 343: 3.3273050582178316e-05
Position 913: 2.5248079872512128e-05
Position 1374: 2.126710576591448e-05
Position 1029: 2.0685284064152215e-05
Position 859: 2.0643141773171577e-05
Position 1281: 1.8502902154516032e-05
Position 1404: 1.8293412169726544e-05
Position 1024: 1.7864219847893102e-05
Position 257: 1.5218868980510349e-05
Position 29: 1.5111099360196096e-05
Position 1652: 8.995770120611351e-06
Position 113: 8.704045026584596e-06
Position 615: 6.913533366810502e-06
Position 804: 6.609910977574712e-06
Position 1042: 4.2644397383536694e-06
Position 975: 3.3619112908624223e-06
Position 8: 1.486837856697478e-06
Position 300: 1.096000181807103e-06
Position 645: 7.108901947261239e-07
Position 1129: 3.117971980894849e-07
Position 1061: 2.6268531286227633e-07
Position 307: 2.0455491511319132e-07
Position 110: 4.314965070434143e-08
Position 624: 2.8980922940376794e-08
Position 934: 1.5652066800961526e-09
Position 57: 1.1646701261449018e-09
Position 52: 8.363474057119027e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1332: 0.17799991824823097
Position 2721: 0.13277059915997094
Position 2595: 0.11740059569305804
Position 2617: 0.0980670086561999
Position 1574: 0.09039259715639722
Position 238: 0.07843538708536879
Position 911: 0.07318631727972769
Position 557: 0.07092460122057727
Position 1938: 0.0588235842919523
Position 723: 0.04996849474741744
Position 1720: 0.043679361846016895
Position 2852: 0.03387053315409629
Position 1743: 0.028578826788522242
Position 2489: 0.02314042118068551
Position 2301: 0.022643607266045546
Position 886: 0.0181396997457184
Position 2298: 0.01708929506962494
Position 1592: 0.01660581671480209
Position 396: 0.015636040865603662
Position 2557: 0.015600838900274725
Position 469: 0.012872119302819045
Position 1398: 0.012818918568200569
Position 1888: 0.010206372239200371
Position 314: 0.008536507600435832
Position 341: 0.0076893046165639805
Position 1681: 0.006439292698129356
Position 1609: 0.005787417910264762
Position 2348: 0.004786497023293903
Position 662: 0.0043767496167620365
Position 1523: 0.0040999113574037216
Position 1646: 0.003531169954570758
Position 2950: 0.0034265598181515513
Position 1805: 0.0032731553204150576
Position 1495: 0.00315963567956476
Position 2009: 0.003049880530341305
Position 680: 0.0027732473244467745
Position 1483: 0.0027539047928467806
Position 983: 0.0026111937337631097
Position 2730: 0.0024159258302137265
Position 1148: 0.00234474570356899
Position 1086: 0.002210847049585007
Position 837: 0.002096977725125357
Position 300: 0.002029229847335838
Position 2198: 0.0017734193910110784
Position 2554: 0.0016881637917281732
Position 2519: 0.0014684269997204792
Position 1917: 0.0013984774774454952
Position 2746: 0.001359186839105674
Position 373: 0.001353892078615807
Position 2162: 0.001239861562935203
Position 1855: 0.0012231282257858733
Position 1832: 0.0012062143931010488
Position 2096: 0.0010904120335040388
Position 764: 0.0010456299470840051
Position 1652: 0.0009352046281873723
Position 2240: 0.0008067543408430647
Position 2699: 0.0008044734817374919
Position 381: 0.0007065127138047516
Position 1958: 0.0006851780774492881
Position 1544: 0.0006777574268522021
Position 796: 0.0006052571919407422
Position 2247: 0.0005689803427483179
Position 2465: 0.0005562017666985798
Position 2643: 0.0003814317440366431
Position 2043: 0.0003720926476668919
Position 2823: 0.00036010835111254723
Position 2663: 0.0003413296905073245
Position 2278: 0.00031873914371450206
Position 2919: 0.00031189051119747936
Position 2209: 0.0003037875970798689
Position 1343: 0.0003018412666199457
Position 528: 0.0002796619037191832
Position 809: 0.0002699622997126691
Position 265: 0.00026757662520526636
Position 564: 0.00025743394408041465
Position 1838: 0.00025471676670282703
Position 685: 0.0002441469801496175
Position 1746: 0.00024038658730367811
Position 2621: 0.0002225691692092913
Position 1835: 0.00021459746471387293
Position 1413: 0.00021226813460730224
Position 580: 0.0002082992346422987
Position 2015: 0.00019733446700697394
Position 1505: 0.0001929036548131817
Position 1159: 0.0001758186139217658
Position 2805: 0.00016939649105923366
Position 1280: 0.0001442669502437692
Position 1454: 0.00011507896059752149
Position 2977: 0.00011410880026140639
Position 1172: 0.00011173356309140912
Position 720: 0.00010796260691065424
Position 840: 0.00010353559030156462
Position 2354: 0.00010125599279803621
Position 490: 9.05021472329025e-05
Position 1502: 7.49323814356541e-05
Position 3001: 6.626875908270313e-05
Position 930: 4.3194301532005196e-05
Position 1177: 3.631526831260696e-05
Position 989: 3.3419717838135985e-05
Position 457: 3.1542202178259605e-05
Position 934: 2.813142361056053e-05
Position 1024: 2.7807417766086414e-05
Position 1042: 2.504830697856022e-05
Position 1017: 1.8109288438026046e-05
Position 1163: 1.3306790140675275e-05
Position 522: 1.2224585135126645e-05
Position 498: 1.0645333593178643e-05
