Gene = ARGFX
index = 93
Annotated 5SS: [  113  6197 14362]
Annotated 3SS: [ 6079 14212 15317]
SMsplice 5SS: [ 113 6197]
SMsplice 3SS: [ 6079 15317]
top_k =  1000
Partition function (log Z): -9.465012739952831

Sorted 5' Splice Sites (High to Low Probability):
Position 113: 0.941672265207851
Position 6197: 0.6905619568175457
Position 8463: 0.203333396727194
Position 14362: 0.19890629488880804
Position 10044: 0.19148270557274957
Position 12966: 0.18363204849425319
Position 9392: 0.14277816822562597
Position 14914: 0.11142745984962933
Position 11697: 0.10238458745001668
Position 4245: 0.10106897543971527
Position 418: 0.05857931836127756
Position 10557: 0.05093962263906183
Position 14386: 0.03970779033230823
Position 4188: 0.032888209838495976
Position 7386: 0.027811820026141888
Position 82: 0.026601308663776062
Position 3324: 0.026380435734586368
Position 15207: 0.022623238933298324
Position 342: 0.018376609516606367
Position 6951: 0.01653061856000622
Position 8913: 0.009076095607058653
Position 15318: 0.007123176950949788
Position 10147: 0.00588222857341188
Position 525: 0.005542417776034983
Position 4433: 0.005533911886998066
Position 3397: 0.004896159429985781
Position 7701: 0.004751449094822383
Position 15411: 0.004340884425379012
Position 5194: 0.00427041347666708
Position 14356: 0.0040401133726229495
Position 5778: 0.0036540664562558006
Position 8861: 0.0035434792586638416
Position 3914: 0.0028655755416700534
Position 11185: 0.0025509960827191534
Position 987: 0.0022185979206522893
Position 4157: 0.002169977422580139
Position 3389: 0.001744867473990049
Position 4919: 0.0016860810916590808
Position 730: 0.001399655014085454
Position 11635: 0.001294117827446416
Position 117: 0.0010247857281996335
Position 3558: 0.0009393234329341549
Position 3492: 0.0007630198167549066
Position 4979: 0.0006268314903905656
Position 11878: 0.0005469027898836767
Position 5610: 0.0005177536163046737
Position 2564: 0.0005071091481369026
Position 3588: 0.00046434273005885215
Position 9018: 0.000431546680287461
Position 12604: 0.00041749809911761964
Position 8902: 0.0004078988011327458
Position 4811: 0.00030234224939987037
Position 5076: 0.00026830214445178354
Position 4213: 0.000251099076950155
Position 484: 0.000245708716514156
Position 1220: 0.0001934985052418144
Position 4249: 0.00018089041176878312
Position 3452: 0.00014608995700424312
Position 8953: 0.00014020660695941256
Position 1408: 0.00012836831592073227
Position 5584: 0.00012836487965347588
Position 3360: 0.00011881046437241422
Position 2073: 0.00011493738149798147
Position 3934: 0.00011355820862529961
Position 7754: 0.00011313954837423273
Position 492: 8.113793186444435e-05
Position 500: 7.772134569087704e-05
Position 2794: 6.412604501497673e-05
Position 2596: 5.870882923243547e-05
Position 2171: 5.781326896338056e-05
Position 293: 5.6610933310508774e-05
Position 3662: 5.11792284430418e-05
Position 8487: 7.046587754679355e-06
Position 487: 1.1224236733198125e-07
Position 535: 1.0287384060246658e-07
Position 598: 7.725546634108913e-08
Position 236: 6.991925125231615e-08
Position 828: 5.941039137451969e-08
Position 629: 4.615640240077661e-08
Position 107: 3.891693948626392e-08
Position 132: 2.9986814464405926e-08
Position 602: 2.9313991092887053e-08
Position 758: 8.420596213954168e-09
Position 637: 4.746766251812506e-09
Position 542: 4.4997618000242545e-09
Position 425: 4.4289978984009925e-09
Position 650: 3.792623449176007e-09
Position 955: 1.8424355161300582e-09
Position 961: 1.2045586656284447e-09
Position 790: 9.854273720327275e-10
Position 611: 9.018121975243587e-10
Position 213: 3.1750128146819436e-10
Position 1061: 2.674470111717793e-10
Position 192: 1.1306283110802786e-10
Position 350: 3.023018648817271e-11
Position 560: 2.510555865986467e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 15317: 0.6049627578012367
Position 6079: 0.6024905934349465
Position 8348: 0.2015406009191463
Position 12757: 0.19838453605043288
Position 9921: 0.18378851563642148
Position 14212: 0.18221847768661517
Position 15192: 0.17695507803320074
Position 14820: 0.14451812613349094
Position 9274: 0.1386470667926659
Position 15468: 0.1015242218247683
Position 11544: 0.10073062905847888
Position 4116: 0.09459608419184685
Position 6075: 0.08985323389692884
Position 14259: 0.08564116234755831
Position 199: 0.034639663948917356
Position 15025: 0.03133576857998125
Position 10320: 0.029989352794858603
Position 10296: 0.01824301955762556
Position 3284: 0.01819429081760413
Position 9945: 0.017532539812259645
Position 7266: 0.015983373077877908
Position 4138: 0.012595426486881315
Position 359: 0.011952168549629681
Position 8721: 0.010018328948545189
Position 9270: 0.009782059120101605
Position 3254: 0.009608760036016685
Position 4152: 0.007920030252805276
Position 7125: 0.007644671737154645
Position 6817: 0.007458032537895025
Position 4003: 0.005793727540113179
Position 8758: 0.005622868680390987
Position 15059: 0.00530064601817592
Position 4171: 0.005256893642677608
Position 3993: 0.0051953682539772825
Position 15494: 0.005008015112631379
Position 4961: 0.003622667340211808
Position 6731: 0.003527173764037385
Position 10248: 0.003502568114716834
