Gene = RER1
index = 1130
Annotated 5SS: [  126  4039  5388  7682  9103 10510]
Annotated 3SS: [ 3950  5282  7581  9023 10373 11201]
SMsplice 5SS: [  543  5388  7682  9103 10510]
SMsplice 3SS: [ 5282  7581  9023 10263 11201]
top_k =  1000
Partition function (log Z): 0.8791098027317297

Sorted 5' Splice Sites (High to Low Probability):
Position 5388: 0.9726682760304712
Position 9103: 0.8590537907465794
Position 7682: 0.8548239776063828
Position 10510: 0.6990799791266692
Position 543: 0.6687986012750955
Position 4039: 0.5887653972045431
Position 1523: 0.5248002797103959
Position 8253: 0.33781151573255647
Position 883: 0.31488656544023297
Position 2896: 0.2795694766841307
Position 3542: 0.19245190082827027
Position 3816: 0.18671570733413195
Position 294: 0.1837637861259293
Position 11249: 0.1531817944289384
Position 9698: 0.1432278214159531
Position 4043: 0.13825800061897828
Position 5712: 0.10323319727614182
Position 9121: 0.1030393284280821
Position 11757: 0.09738047832457553
Position 9708: 0.09173049537641291
Position 3694: 0.0891202044897693
Position 3831: 0.08039606328056055
Position 10018: 0.08016679505867029
Position 3157: 0.07954125052155835
Position 11602: 0.07448963892423699
Position 4473: 0.06499901585262044
Position 4978: 0.05228978768323947
Position 126: 0.05163543931948891
Position 1399: 0.043431193727949714
Position 4435: 0.041592159294969906
Position 8434: 0.04099517547292568
Position 4943: 0.03918722206579217
Position 340: 0.033482536689335096
Position 8405: 0.033469250114232775
Position 10287: 0.03280080253109685
Position 7718: 0.03231129712034603
Position 3880: 0.03225625925493643
Position 7453: 0.031649323829733164
Position 960: 0.029133166598725165
Position 5211: 0.026326518905357307
Position 945: 0.02237685993004263
Position 3876: 0.02056568252923665
Position 708: 0.019724416080507064
Position 3099: 0.015968380825505706
Position 6464: 0.015199438012751542
Position 3327: 0.014368201952901056
Position 1510: 0.014198994999396542
Position 7924: 0.01384630311695441
Position 5862: 0.013266638497875311
Position 981: 0.013066151282513672
Position 10322: 0.013036330024098599
Position 4555: 0.012378797984157934
Position 13214: 0.012069605216365754
Position 87: 0.01068010084818113
Position 11371: 0.010346612768411223
Position 7209: 0.010058246213530433
Position 4938: 0.009965343047689637
Position 4650: 0.009052737488598986
Position 5392: 0.008477292309758773
Position 2291: 0.008281434286829533
Position 6415: 0.007352818640555966
Position 10408: 0.007149209790165048
Position 8049: 0.006909322754595951
Position 7687: 0.006847762914627454
Position 8138: 0.00648306323049766
Position 8006: 0.00644407982885724
Position 1569: 0.006007380188354494
Position 1325: 0.0059271313041546194
Position 2651: 0.005860716317785137
Position 1176: 0.005580134317273224
Position 8660: 0.005515470125057846
Position 7543: 0.005111535474392698
Position 10882: 0.005057305948122179
Position 313: 0.004818666816148083
Position 1596: 0.004629883847252022
Position 5742: 0.004530929528113845
Position 8177: 0.0038970512392361217
Position 10592: 0.0037639323557694853
Position 10459: 0.0037540843479580816
Position 11219: 0.003748637232111606
Position 997: 0.003708627324168886
Position 512: 0.003649940583162877
Position 2045: 0.003555508352120716
Position 3579: 0.0034287256959923324
Position 5932: 0.0034184779718154116
Position 7583: 0.0033883584439983834
Position 2980: 0.0032890509144164236
Position 3288: 0.0030229495765659565
Position 6274: 0.0027365292995655288
Position 12375: 0.0025210781635109664
Position 557: 0.002335353645383857
Position 6005: 0.0021395799427844104
Position 6542: 0.002078465654894478
Position 8860: 0.0018643684050658265
Position 11768: 0.0015772550126899876
Position 3067: 0.0015060341963403848
Position 1620: 0.0014799213737097894
Position 12496: 0.001415986184381901
Position 4820: 0.0012727951679840405
Position 7587: 0.0012631658653420965
Position 730: 0.0012173209191326758
Position 8133: 0.0012076380550947745
Position 11442: 0.0011503732398468432
Position 934: 0.0010957301749719502
Position 2614: 0.0010914865799911326
Position 10753: 0.0010881906363222804
Position 12820: 0.001084964130543778
Position 2657: 0.0010753495006713511
Position 3703: 0.00104288382897549
Position 3241: 0.0010406752821361205
Position 1583: 0.0010399742199307027
Position 3929: 0.001029182595748564
Position 10329: 0.001024725094879801
Position 10161: 0.0010208464842044263
Position 7958: 0.0009016094816495787
Position 7971: 0.0008805471121254153
Position 368: 0.0008669557496644842
Position 300: 0.0008655179734680324
Position 966: 0.0008487118226884843
Position 330: 0.0008122001975596659
Position 582: 0.0008088521537909148
Position 5976: 0.0007846935310069632
Position 9305: 0.000780204757827544
Position 1784: 0.0007650525018376321
Position 686: 0.0006801423515025908
Position 10106: 0.0006003275958388801
Position 1977: 0.0005625508086969259
Position 2715: 0.0005232667907819424
Position 537: 0.000491827333774843
Position 9680: 0.0004556813745179316
Position 9881: 0.00041261594756796053
Position 2521: 0.00039492664304362175
Position 7141: 0.0003562278906182919
Position 8196: 0.00034802409434571706
Position 11342: 0.0003049017777632148
Position 7919: 0.00028269160541122816
Position 845: 0.0002259808280551642
Position 569: 0.00019747154787645761
Position 6483: 0.0001834032174505904
Position 6528: 0.00017902329250106053
Position 625: 0.00017769079155437374
Position 494: 0.00017106178104525657
Position 253: 0.00016188518589527084
Position 7800: 0.00015200908704698747
Position 502: 0.00015067089699768055
Position 1267: 0.00013301521357942932
Position 634: 0.0001267592673913319
Position 1994: 0.0001224624712691458
Position 713: 0.00012174413582843603
Position 1559: 0.00012164755308977099
Position 1437: 0.00011948362627782458
Position 7794: 0.00011264934756955857
Position 9322: 0.00010674574031347359
Position 2073: 9.662977720810985e-05
Position 9284: 9.34162402427912e-05
Position 517: 8.138348796295013e-05
Position 10464: 5.512876559803567e-05
Position 905: 3.753793016434673e-05
Position 1061: 3.2559702130264985e-05
Position 11677: 2.617447640660463e-05
Position 12508: 1.4896210734690597e-05
Position 6040: 1.4333556057632868e-05
Position 5844: 1.0031850411370534e-05
Position 774: 8.117757581250318e-06
Position 10034: 6.898539663633156e-06
Position 5927: 6.410714939962345e-06
Position 9799: 6.361569429000211e-06
Position 970: 5.3137855435768375e-06
Position 432: 4.305201999336719e-06
Position 1112: 4.165649919981871e-06
Position 110: 2.9650054221905396e-06
Position 765: 2.803651477803756e-06
Position 1667: 2.4093550062942955e-06
Position 680: 2.0784449044458728e-06
Position 5404: 1.844446998635563e-06
Position 241: 1.668762093756887e-06
Position 616: 1.3065035477266657e-06
Position 805: 1.2534840923753754e-06
Position 1669: 1.2071452655715323e-06
Position 190: 8.918299465861125e-07
Position 470: 8.64200372629072e-07
Position 10: 7.077835099907096e-07
Position 6434: 5.31081759204121e-07
Position 270: 2.7523295419123344e-07
Position 524: 9.262645719518879e-08
