Gene = TRNP1
index = 1489
Annotated 5SS: [906]
Annotated 3SS: [6139]
SMsplice 5SS: [225 906]
SMsplice 3SS: [ 757 6139]
top_k =  1000
Partition function (log Z): -9.83427837935628

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.703827635754224
Position 906: 0.6022263543827115
Position 924: 0.2798074495620609
Position 66: 0.12300292808669815
Position 2201: 0.11292864917180698
Position 5619: 0.0783960216870377
Position 1695: 0.07530293908991634
Position 4882: 0.04931843905792916
Position 1614: 0.04005608293146163
Position 142: 0.0355562884156311
Position 3054: 0.0328018008008198
Position 1603: 0.029994261233778248
Position 936: 0.01981860893377676
Position 1646: 0.018206691105387342
Position 5367: 0.018047511022594984
Position 6388: 0.013195335277974328
Position 1475: 0.012244136748005627
Position 808: 0.01066162787853509
Position 4091: 0.007970517585508978
Position 19: 0.007456413929013059
Position 416: 0.006033526364871418
Position 5213: 0.0032184502797116547
Position 3241: 0.0027135427742287044
Position 5100: 0.0024675401960575685
Position 2203: 0.002315943366882831
Position 1858: 0.0022370169499104607
Position 577: 0.0021701505064721472
Position 872: 0.002116145251646878
Position 891: 0.0021030634637745167
Position 5072: 0.001943546483962397
Position 1880: 0.0017282652289117785
Position 4610: 0.0016337013641478547
Position 3354: 0.0012627009678442497
Position 3050: 0.0012556865496708817
Position 13: 0.001242791098248143
Position 4053: 0.0011058559294886033
Position 5318: 0.00109950485736628
Position 4797: 0.0009279555542478428
Position 2159: 0.0009200259217618916
Position 2563: 0.0009013340057685649
Position 4025: 0.0008426867460901192
Position 3502: 0.0008187161582273883
Position 2051: 0.0005870749469006831
Position 1232: 0.0005120957229836084
Position 672: 0.0004899543691054237
Position 437: 0.00048391407386783985
Position 1062: 0.00046609679456164146
Position 439: 0.0004136756799689497
Position 1069: 0.00030472581539784104
Position 4159: 0.0002617762862527742
Position 1651: 0.00016945635156989636
Position 1795: 0.00014869302368030789
Position 1016: 6.876636533105009e-05
Position 29: 6.050002694180658e-05
Position 1983: 5.359687533482594e-05
Position 458: 2.7480376120009298e-05
Position 1518: 2.6471193160919993e-05
Position 940: 2.6457004288603483e-05
Position 2706: 2.4389132363661027e-05
Position 1133: 2.281261180339902e-05
Position 1827: 2.2473230015119486e-05
Position 1072: 2.2257265462959175e-05
Position 2558: 1.4877533101075647e-05
Position 21: 1.400452255755644e-05
Position 2104: 1.3495033609357085e-05
Position 1402: 1.3351107139213637e-05
Position 2229: 1.2441479945943927e-05
Position 229: 9.368030038627182e-06
Position 1082: 7.799769033641577e-06
Position 1756: 6.643501942690613e-06
Position 950: 5.86040831564615e-06
Position 911: 4.6454471998154905e-06
Position 3: 4.028746086525537e-06
Position 1863: 3.8420019618584285e-06
Position 4494: 3.298983165868837e-06
Position 1732: 3.040455943984066e-06
Position 5: 3.0173405376082047e-06
Position 961: 2.0420847046169215e-06
Position 1009: 1.7055988274941892e-06
Position 1342: 9.370603577052678e-07
Position 662: 7.936631989341132e-07
Position 26: 5.158251611694459e-07
Position 1322: 2.3064183044133185e-07
Position 928: 2.2837894364983416e-07
Position 542: 1.2640802983382053e-07
Position 476: 8.802996990363645e-09
Position 1818: 8.65083535777873e-10
Position 948: 2.968857390172199e-12
Position 172: 1.9038365524524565e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 757: 0.704505903403323
Position 6139: 0.3634786478317439
Position 6157: 0.2416871123130752
Position 1947: 0.13958382766749036
Position 1445: 0.11703351792140593
Position 7092: 0.1067992873908787
Position 729: 0.09314067946251892
Position 5476: 0.08589312270725147
Position 2798: 0.05046901666032617
Position 1429: 0.03931094812802899
Position 6484: 0.03796629550345928
Position 1474: 0.029894890493148814
Position 4733: 0.02731328831626401
Position 5099: 0.023145283332477413
Position 1721: 0.021440582327286455
Position 1968: 0.02135187471812563
Position 3755: 0.020582263213101512
Position 3875: 0.019752575535184096
Position 3171: 0.018296621491938034
Position 4710: 0.011638207472742763
Position 7146: 0.010851144332919619
Position 3898: 0.010199796001900772
Position 4667: 0.009607118652809143
Position 1448: 0.00945881382702935
Position 2107: 0.00849373503129146
Position 1943: 0.007521987204932708
Position 6563: 0.006596029716209979
Position 797: 0.006564352177697868
Position 5014: 0.005294339543544574
Position 5249: 0.00467611316221179
Position 3348: 0.004182570794340265
Position 5993: 0.004062678958829458
Position 6266: 0.0034565982294079067
Position 3142: 0.0031590956702084927
Position 5563: 0.0029473682338325914
Position 1630: 0.0024737945490518414
Position 5201: 0.002052811138451298
Position 4364: 0.001998812481315683
Position 2449: 0.0018610855505936147
Position 1538: 0.0017490338945762864
Position 2485: 0.001635514082712712
Position 2390: 0.0016272138478922293
Position 5829: 0.0015245776554546598
Position 2545: 0.0015184719250153718
Position 1364: 0.0014574658840193733
Position 6542: 0.001438999510549574
Position 3784: 0.001400552336584978
Position 2310: 0.0013364204059841253
Position 6284: 0.0013258201541645421
Position 4810: 0.001278521539770717
Position 3910: 0.0012587880230253547
Position 2133: 0.0012050828470674163
Position 4740: 0.0011951437220257216
Position 6055: 0.0010979367611801626
Position 7120: 0.0010493422745812113
Position 2838: 0.0008828294958543433
Position 1452: 0.0008470137413332715
Position 5940: 0.0008410810503108268
Position 1589: 0.0007726168668436801
Position 6690: 0.0007400689794909039
Position 3668: 0.0007199528183239542
Position 3759: 0.0006713941132328056
Position 4689: 0.0006043781903535315
Position 1178: 0.0005837780532924215
Position 2901: 0.0005475837215179794
Position 6745: 0.0005449052956850377
Position 1016: 0.0005007449219666746
Position 4828: 0.00048059050546300324
Position 2579: 0.00043440227816025006
Position 3107: 0.00036210762092451045
Position 3010: 0.00033333816962248075
Position 2692: 0.0003327187214107837
Position 7022: 0.0003167579566309475
Position 6218: 0.0003143632452638563
Position 1818: 0.0003136967711643768
Position 6919: 0.0003054115504573563
Position 251: 0.00030417133776459396
Position 5177: 0.00030310397207727874
Position 3310: 0.00030120413110497357
Position 4206: 0.00023359566530885772
Position 5996: 0.00021009000260181518
Position 1847: 0.0002009722570995758
Position 1509: 0.0001814704019090006
Position 3104: 0.0001795785418976577
Position 7165: 0.00017665299005038886
Position 3728: 0.0001478023868772342
Position 4951: 0.00012607547153443085
Position 181: 0.00011067953841857161
Position 4386: 0.00011052944263579715
Position 1491: 0.00010449803024877504
Position 1119: 9.508773310328743e-05
Position 1277: 9.179685958570806e-05
Position 3982: 9.019617641768377e-05
Position 3381: 7.884804221103129e-05
Position 1790: 7.370716077334836e-05
Position 4134: 7.207030981631813e-05
Position 1552: 6.045998940543416e-05
Position 4020: 5.468734390749791e-05
Position 2618: 5.115761824488956e-05
Position 1555: 4.008066112575036e-05
Position 1645: 3.953597665666078e-05
Position 2200: 3.612402910370442e-05
Position 807: 3.504722019425807e-05
Position 1872: 3.4866215439088825e-05
Position 1229: 3.194247331861278e-05
Position 1095: 2.9541828454521382e-05
Position 1613: 2.9099307729859207e-05
Position 1638: 2.8704153966428187e-05
Position 2276: 2.8312679167980318e-05
Position 229: 2.82338894219049e-05
Position 1021: 2.3936568585945205e-05
Position 2955: 1.537396569089438e-05
Position 706: 1.3555443578387185e-05
Position 1602: 1.3508776558720819e-05
Position 415: 1.2879065463004307e-05
Position 121: 1.2788237345644024e-05
Position 2109: 1.1933080520579276e-05
Position 966: 1.1775941442131357e-05
Position 1514: 8.818419928514819e-06
Position 2994: 5.9736668794889615e-06
Position 1664: 4.605232886339786e-06
Position 862: 3.943310790218405e-06
Position 99: 3.841957871993626e-06
Position 2042: 3.4362300594291604e-06
Position 1299: 3.3387946836394455e-06
Position 1126: 3.3060031850441116e-06
Position 991: 3.233757808799301e-06
Position 1239: 3.0048926218601573e-06
Position 2025: 2.7552342362039084e-06
Position 1657: 2.6375437629878648e-06
Position 2186: 2.4102145785078043e-06
Position 550: 2.3391938826537646e-06
