Gene = AL596220.1
index = 63
Annotated 5SS: [ 59 145]
Annotated 3SS: [  96 1757]
SMsplice 5SS: [126]
SMsplice 3SS: [554]
top_k =  1000
Partition function (log Z): -13.008394601416366

Sorted 5' Splice Sites (High to Low Probability):
Position 126: 0.7120740541339416
Position 145: 0.09716035420768866
Position 469: 0.06747629969301869
Position 474: 0.038540109692059524
Position 780: 0.02895344933353087
Position 141: 0.021125596158520003
Position 137: 0.01931585320211191
Position 584: 0.018608596028803562
Position 832: 0.01280517973162206
Position 669: 0.0024999865612082934
Position 1158: 0.002263130788696416
Position 811: 0.0012330770058130863
Position 277: 0.0011890486884578433
Position 1072: 0.0006526665771148972
Position 6: 0.0004266307056094357
Position 877: 0.00037488889592250115
Position 1132: 0.0001786505240022109
Position 696: 0.0001654443268726398
Position 1174: 9.681196600389247e-05
Position 413: 4.411183233331666e-05
Position 927: 2.538257969085931e-05
Position 457: 1.8398916821803327e-05
Position 526: 1.7533772514198555e-05
Position 494: 1.6069532630431637e-05
Position 881: 1.3241929835395127e-05
Position 201: 7.653643737985035e-06
Position 343: 3.128407837429447e-07
Position 332: 2.8838763779698967e-07
Position 322: 1.7282034044648327e-07
Position 176: 1.6202689098535049e-07
Position 206: 1.0735833356626973e-07
Position 4: 9.570684448078981e-08
Position 502: 8.97052795043351e-08
Position 68: 6.03037948238917e-08
Position 722: 3.227261889052452e-08
Position 149: 2.635357782892439e-08
Position 516: 2.1951639509483863e-08
Position 510: 1.4803049042314118e-08
Position 540: 1.2885372459401725e-08
Position 164: 5.086040687621628e-09
Position 181: 4.0320394783730315e-09
Position 352: 1.5769695821882422e-09
Position 159: 9.897792006314716e-10
Position 186: 2.536143485683323e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 554: 0.3321595155897107
Position 493: 0.19505412228878474
Position 194: 0.15397775831184607
Position 379: 0.0715304478694134
Position 1024: 0.04778255444177477
Position 1320: 0.038521161963855785
Position 1389: 0.025743101139915174
Position 576: 0.021701342896883417
Position 335: 0.019241419399717807
Position 1302: 0.019132573254829106
Position 1417: 0.017038550821808253
Position 877: 0.010911176184593056
Position 199: 0.009721712721247262
Position 1178: 0.008209191714367082
Position 583: 0.007209848515890145
Position 1324: 0.006047654017923606
Position 1157: 0.00517068328374423
Position 360: 0.0038588889385641873
Position 728: 0.0034206990517400633
Position 402: 0.0027168286852295607
Position 341: 0.0024497493246602754
Position 998: 0.002143435991399948
Position 701: 0.0015707725768293209
Position 705: 0.0014480676127599191
Position 427: 0.0011490258801824125
Position 1152: 0.0010125615729681236
Position 312: 0.001011203909145631
Position 1071: 0.0009031542747855521
Position 244: 0.0008914717742339657
Position 218: 0.000826047092543071
Position 687: 0.0007674402631764861
Position 1055: 0.0007238651067265762
Position 886: 0.0006711310287713441
Position 800: 0.0005602708875446844
Position 1192: 0.0005313248425358394
Position 337: 0.0005159955664068205
Position 1235: 0.0004844400321119995
Position 624: 0.00045387066862095254
Position 1483: 0.00044864516454632504
Position 280: 0.00044652914308632673
Position 629: 0.00042272803488871364
Position 1434: 0.0004064248407771515
Position 1534: 0.00038697821743257965
Position 277: 0.0003841238256764028
Position 769: 0.00037590910236018745
