Gene = LAX1
index = 765
Annotated 5SS: [ 479 5762 6302 6972]
Annotated 3SS: [5651 6190 6891 8698]
SMsplice 5SS: [ 479 5762 6302 6972]
SMsplice 3SS: [5651 6190 6891 8698]
top_k =  1000
Partition function (log Z): 0.23774186413451015

Sorted 5' Splice Sites (High to Low Probability):
Position 6972: 0.9758834655043657
Position 6302: 0.9710271886807129
Position 5762: 0.9673885132416231
Position 479: 0.7330682999435877
Position 8762: 0.2942046677673387
Position 208: 0.21942227617785243
Position 9087: 0.06143205391587827
Position 265: 0.04619318998897336
Position 8755: 0.04483790503230188
Position 3420: 0.040288465412696546
Position 658: 0.03383162983759185
Position 496: 0.02914648378137435
Position 231: 0.02160696668626668
Position 4521: 0.020070710471393926
Position 6637: 0.01818341621538943
Position 4862: 0.017889792438951356
Position 3002: 0.017677203593594388
Position 8766: 0.014641964539873367
Position 4594: 0.013177952436661935
Position 3723: 0.012045693826616357
Position 7199: 0.007597870647687432
Position 3695: 0.007300097046123909
Position 8068: 0.007228717303027073
Position 3413: 0.005295235302705093
Position 6306: 0.0052757012589308115
Position 3638: 0.004584798509459494
Position 4769: 0.004412117785411836
Position 4907: 0.003881817793334273
Position 3336: 0.0036004945012458427
Position 6069: 0.0034643591677120914
Position 9024: 0.0034546826503465797
Position 933: 0.0033804740186479908
Position 3077: 0.0029864221415712884
Position 2102: 0.002899604018210519
Position 5431: 0.0027807421561084032
Position 6558: 0.0026687411336859574
Position 8834: 0.00248716364618754
Position 8088: 0.0021170978292210764
Position 9514: 0.0021135704620003615
Position 5795: 0.0020977699899848634
Position 1128: 0.0019082316972934717
Position 7778: 0.001508427780737656
Position 10262: 0.0013606854815297758
Position 7880: 0.0011752136483819447
Position 6599: 0.0010372431308087434
Position 5974: 0.0010281626480195154
Position 8797: 0.0008847066734741949
Position 9369: 0.0008213716406367463
Position 8624: 0.0008124559943692926
Position 3703: 0.0006832789508130468
Position 5027: 0.0006283405226300403
Position 8399: 0.0005786861949941666
Position 1583: 0.0005642609697844843
Position 8786: 0.00043664623001623626
Position 6470: 0.00043534752371384236
Position 378: 0.00042495580728051487
Position 9063: 0.0004234665275588877
Position 5784: 0.0004125330405009532
Position 7347: 0.00041219072574328377
Position 6719: 0.0004093168561988124
Position 9127: 0.00039057067505377267
Position 3401: 0.0003254068525708264
Position 4562: 0.00029123784294399197
Position 883: 0.0002888143437080388
Position 8372: 0.0002882685542176013
Position 8308: 0.00026153463704372236
Position 8799: 0.0002189850016388871
Position 6421: 0.00020118743916407378
Position 6077: 0.00019488700279487954
Position 7170: 0.0001855242908284586
Position 6910: 0.00016807929353332066
Position 7242: 0.00016480141339671604
Position 5773: 0.00014075918573035637
Position 6969: 0.0001359223645865131
Position 5982: 0.00011337802066555546
Position 6449: 0.00010650885648338114
Position 9448: 0.00010603994031401192
Position 187: 0.00010572462881633936
Position 7222: 9.808278692019101e-05
Position 8142: 9.790179294840049e-05
Position 6925: 9.568007419581423e-05
Position 6677: 9.254618927627433e-05
Position 240: 8.466554781185687e-05
Position 8049: 8.253704154076649e-05
Position 5984: 8.042771908432889e-05
Position 5989: 8.031827417238564e-05
Position 6560: 8.025714760079522e-05
Position 8367: 7.583166781533546e-05
Position 5713: 7.231032737964727e-05
Position 296: 6.934334276629391e-05
Position 108: 5.949594058916593e-05
Position 6050: 5.6625725299346415e-05
Position 161: 5.192336320303607e-05
Position 6016: 5.1703318267357696e-05
Position 202: 4.21178640260021e-05
Position 6500: 4.205544838309542e-05
Position 6393: 4.185393358901762e-05
Position 7213: 4.140187991551805e-05
Position 8220: 3.892523782044391e-05
Position 7379: 3.7831632558977784e-05
Position 4678: 3.769003004598676e-05
Position 6359: 3.7056351470932706e-05
Position 6534: 3.333399042552137e-05
Position 283: 3.286853441855365e-05
Position 6328: 3.0004117207553517e-05
Position 5685: 2.9698485777313624e-05
Position 309: 2.7173115937248438e-05
Position 2708: 2.033934567271793e-05
Position 7780: 1.8337068673049507e-05
Position 529: 1.5193618994553346e-05
