Gene = AVL9
index = 121
Annotated 5SS: [  314 47773 49291 53430 55935 56807 58279 59108 63140 63976 74666 77930
 80584 84784 85402]
Annotated 3SS: [47651 49204 53357 55844 56739 58237 59068 63069 63439 74530 77709 80465
 84729 85312 88302]
SMsplice 5SS: [  314 29615 36259 47773 49291 53430 53643 55935 59108 63140 74666 80584
 85402]
SMsplice 3SS: [29525 36125 47651 49204 53357 53577 55844 59068 63069 74530 80465 85312
 88302]
top_k =  1000
Partition function (log Z): -48.77113884103894

Sorted 5' Splice Sites (High to Low Probability):
Position 314: 0.9777169283504454
Position 9025: 0.28166420218872257
Position 560: 0.21408065376022467
Position 841: 0.10117535153359127
Position 721: 0.06368293395721977
Position 12437: 0.03650853633104516
Position 11287: 0.036457602706062006
Position 4470: 0.027195154838520655
Position 567: 0.02675558770409167
Position 13886: 0.02637176413843318
Position 9051: 0.02486547133331586
Position 9320: 0.018219586523408573
Position 6478: 0.016872896814774187
Position 6881: 0.01639987983975578
Position 9055: 0.014883699199111824
Position 5586: 0.014465039443024146
Position 9124: 0.013864309936965188
Position 4474: 0.012972315432513381
Position 156: 0.004359086920002208
Position 9663: 0.004168609094615396
Position 11148: 0.0024309951930931105
Position 564: 0.002237932611197606
Position 11009: 0.0022291906257185423
Position 924: 0.0018864650471560587
Position 6735: 0.0018070067076282343
Position 4229: 0.0015839949027371414
Position 8337: 0.0013259133600463
Position 5534: 0.0013058232459633985
Position 4812: 0.0012076474428327412
Position 7373: 0.0006983146276583074
Position 7: 0.0003724191324859522
Position 98: 0.00028952549516553965
Position 571: 0.00027793985678250025
Position 758: 0.00026240436866931534
Position 5403: 0.00010778950676129202
Position 2700: 7.975729305716846e-05
Position 4522: 7.190704720651307e-05
Position 550: 7.15232019738711e-05
Position 530: 6.585951953021249e-05
Position 1150: 5.8214104662051685e-05
Position 2105: 4.7831185421434246e-05
Position 5212: 4.508608799236525e-05
Position 1654: 3.5075431841241584e-05
Position 135: 2.827992400021123e-05
Position 3890: 2.808712097924362e-05
Position 665: 2.6411162143873833e-05
Position 5620: 2.533488257646578e-05
Position 646: 2.1535893499846095e-05
Position 284: 2.0008479772666737e-05
Position 111: 1.805728295620567e-05
Position 2442: 1.739685116508317e-05
Position 278: 1.6539593034895786e-05
Position 161: 1.4396903551493019e-05
Position 198: 1.1805694757355946e-05
Position 2049: 1.145244407689785e-05
Position 345: 9.732056905826508e-06
Position 1323: 8.584704827654468e-06
Position 192: 8.241435997604974e-06
Position 353: 6.467264895194261e-06
Position 281: 5.204665506792769e-06
Position 590: 3.892556290789377e-06
Position 164: 2.860163384107739e-06
Position 667: 1.465871909409666e-06
Position 684: 1.3785635301751983e-06
Position 558: 1.243085140181798e-06
Position 266: 1.054762945449392e-06
Position 595: 1.0100844766502088e-06
Position 388: 8.00263323956858e-07
Position 186: 3.9810654085299305e-07
Position 116: 1.0675060773174406e-07
Position 2481: 7.245262368583064e-08
Position 636: 5.504523722363384e-08
Position 251: 4.9339837103487575e-08
Position 390: 4.719433314560183e-08
Position 733: 4.191972781514244e-08
Position 1686: 2.8604184578157064e-08
Position 1505: 2.7511153173168004e-08
Position 836: 2.6757998149156308e-08
Position 980: 1.7714901244870325e-08
Position 783: 1.5003715418664856e-08
Position 1874: 1.3573163955312598e-08
Position 1966: 1.197032740272413e-08
Position 846: 1.0882940461776842e-08
Position 699: 1.0509739838238749e-08
Position 1808: 1.034272439459298e-08
Position 195: 1.0090200063311037e-08
Position 1515: 9.526217188037513e-09
Position 1137: 6.852439439545092e-09
Position 1588: 6.4560229826395055e-09
Position 1876: 6.222391860243804e-09
Position 1058: 5.218361995528872e-09
Position 51: 1.4799889544619082e-09
Position 967: 1.2232837919359418e-09
Position 411: 2.988013472026828e-10
Position 1143: 1.5421058713597742e-10
Position 403: 1.4542395674726683e-11
Position 406: 4.2281139654465955e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 13731: 0.5905473928253093
Position 8834: 0.21680383907499293
Position 464: 0.16541240883639394
Position 11096: 0.14738702508079032
Position 397: 0.11268889821513038
Position 8977: 0.09874796036455173
Position 757: 0.05621508711978952
Position 6318: 0.0351332889838822
