Gene = POLR2H
index = 1052
Annotated 5SS: [ 429 1848 3332 3509 5083]
Annotated 3SS: [1154 3247 3414 4998 6458]
SMsplice 5SS: [ 429 1848 3332 3509 5083]
SMsplice 3SS: [1707 3247 3414 4998 6394]
top_k =  1000
Partition function (log Z): -1.922226148556932

Sorted 5' Splice Sites (High to Low Probability):
Position 3332: 0.8471360606229977
Position 5083: 0.7650709429329993
Position 1848: 0.5965532148190774
Position 3509: 0.5121756663046384
Position 3526: 0.47359121584631303
Position 429: 0.3567392482113263
Position 1857: 0.3152847411511673
Position 159: 0.2505600504082428
Position 1246: 0.17269858944114544
Position 1342: 0.1402283050017391
Position 101: 0.11395953476222861
Position 1007: 0.09673085575040315
Position 261: 0.06069943721756987
Position 6118: 0.05231376815946055
Position 787: 0.051137445222196085
Position 2356: 0.0302645422441621
Position 525: 0.02160983363837143
Position 6050: 0.01883598362727838
Position 499: 0.01691099029681164
Position 1381: 0.014496467291257888
Position 425: 0.013145433785902626
Position 433: 0.010840583008331607
Position 1197: 0.01070511004044747
Position 1239: 0.010586565649270564
Position 210: 0.009464904630709764
Position 1852: 0.008554784205264074
Position 2068: 0.007309435421102249
Position 2044: 0.00703994362094413
Position 5547: 0.006854182875940854
Position 6264: 0.006845843828102547
Position 6465: 0.005210567564536633
Position 1202: 0.004594325310523838
Position 6367: 0.003939660624563322
Position 1574: 0.0037305426967468034
Position 477: 0.0033622420494245865
Position 383: 0.0031915859735020136
Position 4925: 0.0031787327405155743
Position 351: 0.003081320522075601
Position 1393: 0.0028032682480947798
Position 5100: 0.0023706778484767228
Position 4356: 0.0023523781434817218
Position 5193: 0.0021812349360196552
Position 1673: 0.0020182740177919793
Position 3169: 0.0017028580788666418
Position 6615: 0.0016270221243656442
Position 3475: 0.0013900864344458452
Position 906: 0.0013380233687437955
Position 216: 0.0013045715163394341
Position 461: 0.0012957319565744928
Position 3159: 0.0011595469390569071
Position 4296: 0.0011564195414198104
Position 269: 0.0009567361321794974
Position 6532: 0.0009223181413954477
Position 1630: 0.0009155806525884049
Position 1282: 0.0008594007523070579
Position 1952: 0.0008543962075876312
Position 556: 0.0008064887112740701
Position 1446: 0.0007452678428418234
Position 762: 0.000678656694859876
Position 6052: 0.0006327450594109598
Position 22: 0.0006299978735082924
Position 129: 0.0006145861046179389
Position 2152: 0.0006137730387876421
Position 141: 0.0005491014480681487
Position 2129: 0.0005124761974131219
Position 764: 0.0004680552217089986
Position 3301: 0.0004656249247771858
Position 5601: 0.0004541182164991536
Position 166: 0.0003972297058329109
Position 891: 0.00031925850713398986
Position 3428: 0.00027951587802856986
Position 5092: 0.000278571738432489
Position 3460: 0.00026467249234115523
Position 725: 0.00023554896567447352
Position 344: 0.00023453005077576458
Position 3263: 0.00019418400978473083
Position 3415: 0.0001902780794879647
Position 1976: 0.00018863747858265893
Position 4326: 0.00018247547371042535
Position 4073: 0.0001817368660573248
Position 1055: 0.00013857691410610503
Position 3336: 0.0001288820384123797
Position 6075: 0.0001218409829857468
Position 597: 9.933104780949913e-05
Position 648: 9.020868568198534e-05
Position 5014: 8.152550236532618e-05
Position 463: 7.468370225772727e-05
Position 3857: 7.054528413198713e-05
Position 3556: 5.9230674396720584e-05
Position 3196: 5.572854305884119e-05
Position 4041: 4.891132862582971e-05
Position 560: 4.374889761992335e-05
Position 1053: 2.860740865865383e-05
Position 4381: 2.7686151790466873e-05
Position 5742: 2.4040501059917123e-05
Position 639: 1.612541825677713e-05
Position 1027: 1.5249709854297107e-05
Position 6606: 1.5204363227121861e-05
Position 471: 1.0018312452742512e-05
Position 714: 9.133326273447396e-06
Position 641: 6.915956829037789e-06
Position 535: 3.976812665701038e-06
Position 701: 3.5912591754763155e-06
Position 1312: 3.4514638108158225e-06
Position 856: 2.584497008766736e-06
Position 1861: 2.3872189505691986e-06
Position 956: 2.3691451299577423e-06
Position 958: 1.9909676969692117e-06
Position 1870: 1.8366888064793482e-06
Position 5307: 1.4248459057884046e-06
Position 889: 1.2187253463337074e-06
Position 5366: 1.1737087846391151e-06
Position 5571: 9.557661107373031e-07
Position 834: 3.148222305750218e-07
Position 173: 3.088479188308122e-07
Position 723: 1.4486083213659117e-07
Position 5087: 1.2856308666536837e-07
Position 5023: 1.135603111493717e-07
Position 2992: 2.5269180396862526e-09
Position 2275: 2.4468238723861626e-09
Position 4200: 1.7959667310950974e-09
Position 240: 1.0124134358652632e-10
Position 392: 1.4419655266017854e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3414: 0.9764369499716641
Position 3247: 0.8144392593128968
Position 4998: 0.7731542763451807
Position 1707: 0.710076883603366
Position 6394: 0.5446851749878597
Position 1154: 0.3595166167489017
Position 6291: 0.17153416047043407
Position 6458: 0.13781615864323563
Position 1669: 0.1240256954963742
Position 5789: 0.0895390664428611
Position 6171: 0.04183627342952283
Position 301: 0.039125098370105194
Position 1507: 0.025428515529423445
Position 5520: 0.021203997250749746
Position 3199: 0.02002999904924955
Position 1948: 0.015246858539449756
Position 5955: 0.01233596847125895
Position 3068: 0.01153817248868422
Position 6819: 0.010814922617827122
Position 1951: 0.010754472091221556
Position 659: 0.010660374971872633
Position 5498: 0.01027664493613948
Position 2118: 0.009776980444571592
Position 348: 0.007223321334262426
Position 5958: 0.006717171406471232
Position 1544: 0.006583737958125179
Position 1925: 0.006348422558819523
Position 6238: 0.00587272207992152
Position 3325: 0.005820705746902862
Position 1574: 0.0051679477984604314
Position 3438: 0.004984675896915015
Position 4640: 0.004433034053984001
Position 3132: 0.004112226438439997
Position 1813: 0.004006588518083298
Position 5177: 0.003871196750531161
Position 6845: 0.0030991162891889534
Position 6341: 0.00292061058243412
Position 5033: 0.0027359575303623554
Position 4971: 0.0026021166878625415
Position 5040: 0.002499781883221189
Position 1482: 0.002373021459256845
Position 5746: 0.0022369145606761843
Position 265: 0.0018496986398508072
Position 2268: 0.001663689891803253
Position 6025: 0.0015681882930444213
Position 5477: 0.0015666404613752284
Position 5425: 0.0014885472956955867
Position 180: 0.001450348841459453
Position 1414: 0.0014086412181400978
Position 4803: 0.0014039687829899192
Position 4007: 0.001318620834482387
Position 6253: 0.0013101333482073106
Position 2219: 0.0012222616359626615
Position 303: 0.0010772453173180777
Position 5616: 0.0010048440735744612
Position 4229: 0.0010033391919044765
Position 6049: 0.0009031813441327571
Position 6356: 0.000894644490571943
Position 4336: 0.0008777700796219415
Position 5164: 0.0007866844469453855
Position 4806: 0.0007793799261368037
Position 1828: 0.0007409622723844828
Position 1795: 0.0006341877546619953
Position 5566: 0.0005886903373515516
Position 2085: 0.00058506805059994
Position 5813: 0.0005846127072845549
Position 4883: 0.00057333078889393
Position 920: 0.0005610109981457582
Position 3456: 0.0005435072912148064
Position 5008: 0.0005287786458757632
Position 6501: 0.00051696972345255
Position 1555: 0.0004979914813608053
Position 5072: 0.0004824037031434674
Position 1524: 0.00048169755289175555
Position 865: 0.0004617284413100041
Position 4664: 0.00044497136405596377
Position 3111: 0.00044060331285160554
Position 5551: 0.0004330129041989025
Position 862: 0.00041838631817053704
Position 5259: 0.00041566688716743416
Position 2138: 0.0004137744601577509
Position 6102: 0.0004085234074496377
Position 4312: 0.00038669938099943866
Position 2930: 0.00037377405543615605
Position 585: 0.00037319247801600254
Position 5336: 0.00028887168964101883
Position 1963: 0.00028677190705408387
Position 4897: 0.0002676279848979785
Position 432: 0.00025613759508628215
Position 6561: 0.00022925620942220823
Position 1397: 0.0002236606860858563
Position 5980: 0.00021767390089032207
Position 6564: 0.00021228449874951803
Position 5186: 0.0002120363301723138
Position 6198: 0.00019654327311487694
Position 3422: 0.00018636286003088394
Position 3298: 0.0001775280232983255
Position 273: 0.00016923032735277225
Position 4494: 0.00016414844257356447
Position 5795: 0.00016354537880463086
Position 1373: 0.00016221826644162833
Position 1135: 0.0001577176512162443
Position 5244: 0.0001555977896694769
Position 963: 0.00015411150844823758
Position 1437: 0.00015001321689518104
Position 2304: 0.0001406485793513186
Position 3442: 0.00012798894240941997
Position 4187: 0.00012644596648394663
Position 6531: 0.0001229776741685066
Position 889: 0.00012226780176213556
Position 5674: 0.00011912664685515148
Position 4295: 0.00010861560292636128
Position 5634: 0.00010841982117544736
Position 184: 0.00010304423643302814
Position 1672: 0.00010231834742745908
Position 699: 9.381248088912534e-05
Position 2236: 9.250967132142696e-05
Position 6494: 9.248772044354468e-05
Position 5069: 9.121030852920787e-05
Position 5274: 8.807014963219195e-05
Position 3650: 8.594054724600584e-05
Position 320: 8.358957688733914e-05
Position 3614: 8.218218348891611e-05
Position 2262: 7.840792093947245e-05
Position 3661: 7.740688893576969e-05
Position 588: 7.533100484115215e-05
Position 1509: 7.400602429502257e-05
Position 712: 6.96948392207844e-05
Position 914: 6.885013282921256e-05
Position 1112: 5.803350298931416e-05
Position 4138: 5.6465611553109845e-05
Position 6589: 5.4053654229643596e-05
Position 2985: 5.3464292567968396e-05
Position 3924: 4.98051370188736e-05
Position 6118: 4.9617279843227e-05
Position 3694: 4.833055415043922e-05
Position 524: 4.785034277098812e-05
Position 2872: 4.542141052445943e-05
Position 4165: 4.4463899106065774e-05
Position 1210: 4.05193691673814e-05
Position 6671: 3.982472895534134e-05
Position 925: 3.759261382375872e-05
Position 2275: 3.5853152866137524e-05
Position 3499: 3.568064210830807e-05
Position 4828: 3.534737299106292e-05
Position 883: 3.370199982117141e-05
Position 1976: 3.1118816143677084e-05
Position 6203: 3.091163836965307e-05
Position 213: 2.9441660373188676e-05
Position 966: 2.760139285795986e-05
Position 4738: 2.6955403737152673e-05
Position 4024: 2.5926170705311762e-05
Position 876: 2.586494879314543e-05
Position 4200: 2.4765350601173305e-05
Position 4193: 2.3671723385042708e-05
Position 4144: 2.3477406307518103e-05
Position 4454: 2.340057884018866e-05
Position 5131: 2.277046621690925e-05
Position 4161: 2.2668938016675205e-05
Position 869: 2.167469593505394e-05
Position 1439: 2.1344464890768223e-05
Position 834: 2.1092961241238073e-05
Position 808: 2.1090446562637586e-05
Position 900: 2.0915847352882676e-05
Position 738: 1.9892889371993005e-05
Position 4518: 1.6550557520368314e-05
Position 5569: 1.5748025359575766e-05
Position 4241: 1.5583101845135434e-05
Position 2187: 1.4570047834535011e-05
Position 1207: 1.3304583588398504e-05
Position 969: 1.0984324569006293e-05
Position 5312: 1.0488373172997208e-05
Position 237: 9.877915373491934e-06
Position 5887: 9.297653752297263e-06
Position 4346: 8.727020849291202e-06
Position 717: 8.424882066670252e-06
Position 3611: 7.233297612909557e-06
Position 3711: 7.174282042557737e-06
Position 3508: 7.145662645884275e-06
Position 3833: 6.345486507537541e-06
Position 810: 6.337745864300372e-06
Position 931: 5.509093256753069e-06
Position 196: 5.135866701204274e-06
Position 4112: 4.975334877271615e-06
Position 671: 4.916564853648555e-06
Position 3632: 3.4770288336077828e-06
Position 3936: 3.2497910874903878e-06
Position 316: 3.1754678970333573e-06
Position 723: 2.8464622509465905e-06
Position 879: 2.8023755995819702e-06
Position 3962: 2.6935218776413464e-06
Position 845: 2.583654423925929e-06
Position 743: 1.820914261282338e-06
Position 938: 1.5459344312429775e-06
Position 358: 1.459744913084806e-06
Position 476: 1.444910002388167e-06
Position 676: 1.2548026246433404e-06
Position 902: 1.2499773608099307e-06
Position 991: 9.364356463778187e-07
Position 276: 9.291832242997094e-07
Position 308: 7.529709368872975e-07
Position 535: 6.998867877991653e-07
Position 1091: 5.93764534385073e-07
Position 750: 5.64810828997794e-07
Position 496: 4.6607595034688077e-07
Position 502: 4.1572872311909167e-07
Position 762: 3.7593366558402394e-07
Position 821: 3.660549374429785e-07
Position 778: 3.591808566713978e-07
Position 597: 2.6446124512412753e-07
Position 2133: 2.0311934760570177e-07
Position 363: 1.7942781746062095e-07
Position 1449: 1.7897782215125885e-07
Position 1351: 1.540935532925261e-07
Position 681: 1.5251966064452127e-07
Position 1258: 1.4777982038954865e-07
Position 509: 1.405295706895799e-07
Position 514: 1.1649037834608404e-07
Position 690: 1.1633906502535283e-07
Position 719: 1.08397112814289e-07
Position 381: 8.853597826319645e-08
Position 1457: 4.246873315648809e-08
Position 4808: 3.837626812432692e-08
Position 1380: 3.068128992562502e-08
Position 1446: 2.306622707086393e-08
Position 4646: 2.2579181537893246e-08
Position 1345: 7.282624792211739e-09
Position 187: 3.190821802476923e-09
Position 379: 3.0589742502421033e-09
Position 1226: 2.774109969880165e-09
Position 330: 1.6910758354509465e-09
Position 1087: 5.562426081919613e-10
Position 1085: 5.232418476636561e-10
Position 518: 3.0313961724837006e-10
Position 370: 2.799326894744064e-10
Position 205: 1.4546222332747034e-10
Position 485: 1.1065884889747335e-10
Position 444: 1.0386226113321245e-10
Position 683: 3.728248168775264e-11
Position 107: 5.021314412865716e-12
Position 109: 1.8563076682279297e-12
Position 122: 1.3563110935477395e-12
Position 146: 9.42865416629046e-13
