Gene = SPRR4
index = 1324
Annotated 5SS: [29]
Annotated 3SS: [1204]
SMsplice 5SS: [29]
SMsplice 3SS: [1204]
top_k =  1000
Partition function (log Z): -8.22930727786522

Sorted 5' Splice Sites (High to Low Probability):
Position 29: 0.7130885797580478
Position 1461: 0.17919137813236855
Position 184: 0.12454478419631429
Position 838: 0.08605259751840942
Position 411: 0.08121054918366102
Position 373: 0.07335524474539895
Position 339: 0.046370224399676564
Position 128: 0.02227924193871722
Position 1291: 0.021487366229461607
Position 1589: 0.016476026185056176
Position 224: 0.011756423944020836
Position 397: 0.00659138314820878
Position 1602: 0.0050784326448326915
Position 1372: 0.0038332370232482885
Position 1304: 0.003728400951769639
Position 33: 0.0020910415688826876
Position 399: 0.0015844935510483632
Position 639: 0.0015223647575647332
Position 248: 0.0007414618011432219
Position 974: 0.000654827154287236
Position 616: 0.000640041314515131
Position 1422: 0.000302116551101275
Position 195: 0.0002163299180006754
Position 1682: 0.00020023712352893198
Position 651: 0.00018636505990894428
Position 1104: 0.00015323133298198957
Position 10: 7.060995206649349e-05
Position 1337: 6.638922166179098e-05
Position 805: 6.094740761895088e-05
Position 140: 4.1873755421830325e-05
Position 1318: 3.858164361518622e-05
Position 149: 2.924464203294018e-05
Position 1361: 2.9094713035176794e-05
Position 1111: 2.658260817003394e-05
Position 1076: 1.680223835980652e-05
Position 313: 1.4343946367316104e-05
Position 278: 1.157774659565528e-05
Position 828: 1.574445526251487e-06
Position 62: 1.1619029528533636e-06
Position 680: 1.0829466902875128e-06
Position 19: 1.0461695855452225e-06
Position 781: 7.878543137815855e-07
Position 1325: 5.63335060901124e-07
Position 742: 4.868037884233671e-07
Position 1057: 3.507668148407054e-07
Position 1034: 3.2104634111929527e-07
Position 849: 1.8786310386582406e-08
Position 331: 1.858838726002187e-08
Position 842: 1.8159754266084465e-08
Position 47: 1.7049197901733623e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1204: 0.8024492728750522
Position 1545: 0.17636619210132495
Position 261: 0.12469358474334502
Position 1681: 0.08387799172863411
Position 1371: 0.05369547532879097
Position 396: 0.031199353090794572
Position 742: 0.02834139694416661
Position 1220: 0.023822789083559684
Position 1239: 0.013383201805649341
Position 224: 0.007939266237875728
Position 135: 0.007732550169048496
Position 1712: 0.006327612297252916
Position 96: 0.00575171134933954
Position 520: 0.0050835043754474075
Position 1242: 0.003243977460417005
Position 1236: 0.0031681620385048763
Position 442: 0.0026797598601081343
Position 1353: 0.0025093684983224064
Position 1586: 0.002264254037091246
Position 287: 0.0016763048639918347
Position 1396: 0.0016089067797544012
Position 338: 0.0015019291688947898
Position 1411: 0.001342007606277731
Position 699: 0.001231138323552266
Position 373: 0.0011101200305992304
Position 614: 0.0010504027349260007
Position 284: 0.0010066468187272298
Position 265: 0.0007573871548025032
Position 1507: 0.0006834595854831716
Position 1144: 0.0006801317456451611
Position 1049: 0.0006635865111826663
Position 599: 0.0006615854242526811
Position 103: 0.000563124534702221
Position 268: 0.000477402701079746
Position 1330: 0.00041896600850085394
Position 1754: 0.0004157542193329298
Position 661: 0.0003220500033641443
Position 487: 0.00025900268030214566
Position 1377: 0.00022482597750874707
Position 191: 0.00021703928008869183
Position 1272: 0.00021047792591496803
Position 766: 0.00017960413256537785
Position 1222: 0.00017596763260530887
Position 410: 0.0001694369512025014
Position 1432: 0.00011444559499526231
Position 631: 0.00010190597279793221
Position 651: 0.0001001744910057999
Position 545: 9.745935729506643e-05
Position 902: 8.747903197003656e-05
Position 1245: 8.698480285666894e-05
Position 808: 8.225875899669791e-05
Position 784: 7.764666276090267e-05
Position 978: 7.551942523170367e-05
Position 1416: 6.649407481284276e-05
Position 1419: 5.909013939429282e-05
Position 1071: 5.408289337963443e-05
Position 1332: 5.3290750511794286e-05
Position 1801: 4.5259021652124167e-05
Position 528: 4.307499235911481e-05
Position 316: 4.290429487253853e-05
Position 290: 3.446389225947585e-05
Position 566: 3.4174249751346545e-05
Position 774: 3.3193098812402114e-05
Position 1155: 3.162596219095221e-05
Position 377: 2.67443773204188e-05
Position 634: 2.5157805253642744e-05
Position 549: 2.039032263943742e-05
Position 1281: 1.9839701850313572e-05
Position 982: 1.7793042272552033e-05
Position 672: 1.6193745002961102e-05
Position 1257: 1.5919438041800008e-05
Position 1593: 1.4990734675525316e-05
Position 1284: 1.2254606011406484e-05
Position 1730: 1.0517437599393954e-05
Position 1719: 1.0462362555122215e-05
Position 583: 1.0032292514315816e-05
Position 1458: 9.28926088171295e-06
Position 1441: 9.200868169404365e-06
Position 1254: 8.991418776182935e-06
Position 1606: 7.663062412609648e-06
Position 195: 7.274547807614263e-06
Position 828: 6.0577345973446286e-06
Position 786: 5.9536319617586165e-06
Position 816: 5.632688428680742e-06
Position 298: 5.4640552639793835e-06
Position 638: 5.133220771644637e-06
Position 109: 5.076755820409592e-06
Position 1380: 4.8483512365465435e-06
Position 149: 3.99342585465197e-06
Position 1274: 2.9903167000489826e-06
Position 306: 1.9288229713869357e-06
Position 140: 9.813751694075915e-07
Position 623: 8.724343711709537e-07
Position 300: 9.860340210997276e-09
Position 326: 7.465899660906873e-09
Position 686: 3.574934478516756e-10
Position 568: 4.564660695705184e-11
Position 846: 4.411759623286389e-12
Position 553: 3.2113984571540853e-12
