Gene = SDCCAG3
index = 1232
Annotated 5SS: [ 282  520 2784 3465 4705 5519 5979 6555]
Annotated 3SS: [ 369 2670 3047 4630 5406 5915 6414 7721]
SMsplice 5SS: [ 282 2784 6555]
SMsplice 3SS: [2670 6414 7662]
top_k =  1000
Partition function (log Z): 0.8146060254290846

Sorted 5' Splice Sites (High to Low Probability):
Position 6555: 0.9776948862331162
Position 2784: 0.9695887881793032
Position 282: 0.9679245270172956
Position 520: 0.5234565180910388
Position 3465: 0.4480373524044125
Position 6954: 0.37315686146529675
Position 4705: 0.2462070160316665
Position 5979: 0.24597694454816157
Position 4709: 0.14070266208400325
Position 3664: 0.12534308224121452
Position 5492: 0.09688864696233287
Position 736: 0.06240314914956638
Position 1728: 0.05349654704637199
Position 2602: 0.029874337291317547
Position 6332: 0.024619262315492732
Position 316: 0.023688446684913524
Position 5519: 0.02343376375952263
Position 3107: 0.01686313207266342
Position 1611: 0.012491799962619982
Position 875: 0.010605261330987034
Position 3469: 0.01037939382131568
Position 2367: 0.007994744468102066
Position 7050: 0.007666900053162961
Position 5341: 0.006890005326259146
Position 5552: 0.006707922579998392
Position 921: 0.006652120725448402
Position 415: 0.005941599750591098
Position 1067: 0.005647008310820476
Position 3157: 0.0030257853095294034
Position 1196: 0.002905439632303159
Position 1778: 0.002503616268057099
Position 1674: 0.0022532026051558874
Position 4057: 0.0020646553879413504
Position 495: 0.0019750220905129633
Position 4673: 0.001965851462384134
Position 6597: 0.0016212608268364637
Position 6040: 0.0016078466098788883
Position 1948: 0.0012570643766329338
Position 3720: 0.0012468344867963633
Position 5253: 0.0009979628284715345
Position 2343: 0.0009468390290655988
Position 2545: 0.0009192772761283364
Position 1518: 0.000877768060249949
Position 2939: 0.0006456062264956714
Position 3246: 0.0005959832645649793
Position 912: 0.000583627255144752
Position 2292: 0.000540769413308262
Position 2284: 0.0005208488979153993
Position 2614: 0.0005073464552057462
Position 3711: 0.0004951773994032946
Position 1282: 0.0004893056631250214
Position 1734: 0.00044214157606056596
Position 3752: 0.00040922269954332143
Position 902: 0.0003940960740561051
Position 933: 0.00037420531637716894
Position 617: 0.0003557884932213908
Position 2800: 0.00033771111190494146
Position 3559: 0.00030245791690807617
Position 5480: 0.0002502965423480376
Position 8491: 0.00023891765084962845
Position 7867: 0.000236836943806054
Position 1091: 0.0002198003416067352
Position 6780: 0.00020157895506445767
Position 6456: 0.00019745476322299024
Position 726: 0.00016831257457502997
