Gene = MPL
index = 857
Annotated 5SS: [  121   425   914  1763  2320  2707  8823  9128 11196 11553 14497]
Annotated 3SS: [  291   734  1463  2156  2579  8637  8984 11035 11455 14408 14710]
SMsplice 5SS: [  121   914  2320  2707  8823  9128 11196 11553 14497]
SMsplice 3SS: [  734  2231  2579  8637  8984 11035 11455 14408 14710]
top_k =  1000
Partition function (log Z): 5.913943826909908

Sorted 5' Splice Sites (High to Low Probability):
Position 11553: 0.973580911936827
Position 2707: 0.9548385229762377
Position 14497: 0.9040872661142453
Position 2320: 0.8980205627824287
Position 121: 0.8155842336760944
Position 9128: 0.7921146231227162
Position 914: 0.7789034551260581
Position 11196: 0.6701951471338518
Position 8823: 0.6313040342477154
Position 1570: 0.5217364013631575
Position 425: 0.4920395615778701
Position 10055: 0.37082607513824906
Position 14134: 0.26796808674786576
Position 1763: 0.22053567484202227
Position 10720: 0.19772237357333697
Position 11257: 0.08488386420201549
Position 9496: 0.07136782500367492
Position 12808: 0.05587590268260445
Position 13856: 0.05046378640682955
Position 10795: 0.04999972968079649
Position 10649: 0.04978476674383485
Position 177: 0.04411033389621486
Position 12618: 0.03738617619434006
Position 1856: 0.03427904280745037
Position 8759: 0.03399637833942813
Position 1755: 0.032075398135560436
Position 910: 0.03152861831709007
Position 14095: 0.030848499336217333
Position 2731: 0.029524803034322318
Position 11851: 0.025569229754072637
Position 6437: 0.025418044259475043
Position 12719: 0.024858616052323815
Position 13709: 0.024612466902757646
Position 5525: 0.024464777848027985
Position 823: 0.023232781542579205
Position 8775: 0.022887700357849174
Position 568: 0.02266464046921463
Position 12704: 0.021722506075486932
Position 207: 0.02090719673260288
Position 12161: 0.02059344213607656
Position 4229: 0.02045286638510019
Position 12926: 0.020171892316546113
Position 7754: 0.018850441440161726
Position 6916: 0.01823880422836618
Position 202: 0.014606867068661591
Position 12987: 0.014097085524514628
Position 12971: 0.013810063352580636
Position 1196: 0.010850427455646584
Position 11345: 0.008750731958129821
Position 8313: 0.0075953867962436725
Position 126: 0.007419639411289951
Position 10727: 0.006651941165602558
Position 10481: 0.006545519424158059
Position 13877: 0.005358774978024754
Position 12156: 0.004706738636488066
Position 14244: 0.004509045623191452
Position 11592: 0.004411951916621188
Position 429: 0.004378096443026703
Position 13469: 0.004213771746478801
Position 14541: 0.0032024970449648356
Position 2027: 0.0027148862380692446
Position 12915: 0.0023569178002004094
Position 14579: 0.0023255558372993735
Position 13652: 0.001994795646151978
Position 853: 0.001987755387748736
Position 674: 0.0018629999948270193
Position 11142: 0.001646158275189104
Position 624: 0.0011927392938631892
Position 410: 0.0011512855183712378
Position 1871: 0.001119872767870987
Position 10725: 0.0010947668171611793
Position 108: 0.0010746030359978281
Position 455: 0.0005992111332990016
Position 9669: 0.0005422439877429094
Position 2689: 0.0005123701250204187
Position 10816: 0.0005055143447054585
Position 10800: 0.00041634147612816075
Position 11036: 0.0004154308382883441
Position 4287: 0.0003931882701489989
Position 10632: 0.00027323516483543814
Position 1500: 0.00026674521822128114
Position 1175: 0.00016603144640520563
Position 1557: 0.00015204237479241357
Position 3642: 0.00011322448163592554
Position 1622: 8.094255795567239e-05
Position 1427: 6.962903998761747e-05
Position 657: 6.365259561772817e-05
Position 557: 6.162075413857374e-05
Position 6381: 5.85807238284548e-05
Position 2746: 4.206013189663155e-05
Position 572: 4.066441743121654e-05
Position 11529: 4.0518422106552444e-05
Position 707: 3.752985638730592e-05
Position 536: 3.304349344030427e-05
Position 137: 3.2342126798713134e-05
Position 796: 3.199374979244818e-05
Position 642: 2.7498568263730807e-05
Position 391: 2.0805664652301233e-05
Position 892: 1.6623140890047557e-05
Position 2263: 1.6416166639455737e-05
Position 439: 1.3421654937817921e-05
Position 827: 1.022289498459441e-05
Position 226: 7.444254312247035e-06
Position 3333: 7.372409952260807e-06
Position 66: 5.299920422894881e-06
Position 4366: 5.251842336216495e-06
Position 3600: 4.507063757183745e-06
Position 4021: 4.356364795386977e-06
Position 294: 3.554482532287485e-06
Position 505: 2.54760083772905e-06
Position 4861: 2.292767000136983e-06
Position 4872: 1.3165442724806453e-06
Position 3349: 1.3138496158884494e-06
Position 3644: 1.2813606333151434e-06
Position 4520: 1.1503146321984888e-06
Position 4403: 8.350446371448296e-07
Position 804: 3.7711634883004027e-07
Position 862: 1.7587529336136097e-07
Position 329: 3.394576883757491e-08
Position 30: 2.923088842581905e-08
Position 680: 1.3765787099974452e-08
Position 699: 1.1334172812849322e-08
Position 331: 8.200982732929272e-09
Position 283: 1.7816272643507433e-09
Position 479: 2.79197038110829e-10
Position 461: 1.1593348278664014e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2579: 0.9600401970634482
Position 11455: 0.9536741690036303
Position 14408: 0.9483492424656959
Position 734: 0.7242062207900272
Position 11035: 0.6347020850395485
Position 8637: 0.6103467857400193
Position 1463: 0.5093852726832722
Position 14710: 0.4008629691929132
Position 2231: 0.3679648147330236
Position 8984: 0.3285390290640998
Position 10513: 0.25220754651247773
Position 14671: 0.24429021272364068
Position 1666: 0.23434414268173412
Position 2156: 0.22366024728972134
Position 14009: 0.2060610749388822
Position 9845: 0.20522810999648297
Position 291: 0.18515897542196427
Position 312: 0.16869397414519674
Position 2199: 0.13598790638098898
Position 8889: 0.1311456169544941
Position 11107: 0.11696487784816388
Position 12557: 0.1102300249789
Position 8855: 0.10031815046561074
Position 14815: 0.0963337496250077
Position 9984: 0.09432245510398046
Position 9071: 0.09409382140237965
Position 14064: 0.08830630688269148
Position 14651: 0.07948832242269524
Position 2163: 0.07474661584553677
Position 8722: 0.06851839481353107
Position 2175: 0.0609729170728047
Position 10008: 0.05650222723743588
Position 12807: 0.05186492438040073
Position 8951: 0.051809801878543456
Position 8948: 0.04478633447816353
Position 14608: 0.04294994525713821
Position 768: 0.04024261550257059
Position 9344: 0.03715857116494864
Position 13611: 0.036913127198630276
Position 14594: 0.03543200154428573
Position 11643: 0.033948287564550296
Position 266: 0.03153923557349559
Position 9415: 0.028904471719210362
Position 12029: 0.027550935746905446
Position 11488: 0.025282163401429022
Position 6320: 0.02438009697404615
Position 13780: 0.024272300135758908
Position 10626: 0.022699533559518783
Position 280: 0.02237823344907584
Position 10596: 0.01974740024277799
Position 4110: 0.019402869923366536
Position 9104: 0.01788262620960727
Position 1593: 0.017775211867475754
Position 1482: 0.017660094413551354
Position 14089: 0.01631411789043589
Position 761: 0.01624123456940876
Position 9052: 0.01521823614372362
Position 7495: 0.013634245094375696
Position 14688: 0.013051847807213482
Position 474: 0.012439127232415364
Position 2048: 0.012010512342441994
Position 10476: 0.011819386045497895
Position 2073: 0.01164273768079828
Position 12695: 0.011254460898452202
Position 12584: 0.010050177408574038
Position 9947: 0.009156087847665601
Position 13632: 0.009055814582545741
Position 6649: 0.0090227070278009
Position 804: 0.00897836607150843
Position 1000: 0.0087220342359766
Position 620: 0.008524894046840504
Position 5428: 0.008326619166387713
Position 1401: 0.008217069102876671
Position 2638: 0.007924874942021633
Position 11141: 0.007721941924593632
Position 1696: 0.007326478721852133
Position 811: 0.007205290575982139
Position 687: 0.006252243798034331
Position 10966: 0.006044369270541609
Position 8818: 0.006038332497040463
Position 9015: 0.006031033874971325
Position 9885: 0.005477458201639555
Position 5339: 0.005462646109494751
Position 2617: 0.005407928175175654
Position 13358: 0.005335233072286114
Position 2535: 0.005089652845959095
Position 13814: 0.005032950648933606
Position 554: 0.005023125739052585
Position 14578: 0.004916783842752376
Position 858: 0.004542504805930629
Position 14411: 0.004383936182100943
Position 13713: 0.004230811503953937
Position 350: 0.004042395223353824
Position 7649: 0.00401846150452909
Position 2644: 0.003953385049093884
Position 6837: 0.003942447126986251
Position 9253: 0.003920127582322978
Position 10358: 0.003899746188168023
Position 2177: 0.003668168855584089
Position 710: 0.0036361550504845673
Position 14443: 0.003541203987517736
Position 8260: 0.003328875415214551
Position 2207: 0.0031722716780644322
Position 5431: 0.0031321242968837676
Position 6802: 0.0028983266948187096
Position 5290: 0.0028700407394705047
Position 12467: 0.0026761447800107995
Position 1818: 0.0026334160174976036
Position 1331: 0.0025804048943295754
Position 12399: 0.002531557217572454
Position 1711: 0.0025270238586711283
Position 816: 0.0023906722715331093
Position 14776: 0.002355352044356366
Position 14716: 0.0022936306817613415
Position 1630: 0.0022751550483607183
Position 1643: 0.002216187691705474
Position 13716: 0.002193268163422944
Position 12617: 0.002171687083251346
Position 908: 0.0021664623349966438
Position 10306: 0.002017469105880093
Position 8194: 0.0019913231043227507
Position 8384: 0.001978727540312045
Position 14631: 0.001945577648465898
Position 1668: 0.0018627509213826343
Position 8190: 0.0018289384621545707
Position 876: 0.0018113907377852775
Position 2172: 0.0018080829662560718
Position 5364: 0.0017815938104980221
Position 2538: 0.0016768251761501642
Position 5266: 0.0015238994101926704
Position 1068: 0.0014823175186911182
Position 8569: 0.0014560130038603289
Position 428: 0.001405451128437148
Position 9442: 0.0013846545371929725
Position 14821: 0.001356880883343904
Position 6682: 0.0012920603709034584
Position 14308: 0.001228267564584943
Position 7534: 0.0011977348412569447
Position 13841: 0.0011330223584844127
Position 1849: 0.001119903448367837
Position 8370: 0.0011084569420683125
Position 2020: 0.0010576780326706494
Position 741: 0.00104543100106042
Position 8553: 0.0010313750592840093
Position 12718: 0.0010215944517372988
Position 6346: 0.0009429567706058699
Position 6705: 0.0009234108890761664
Position 1362: 0.0008930076607993158
Position 378: 0.0008025980531722864
Position 4981: 0.0007668037543928373
Position 14620: 0.0007643494786929706
Position 582: 0.0007571190380585538
Position 9495: 0.000678471654331645
Position 318: 0.0006598346548180184
Position 511: 0.0006327715859571133
Position 10337: 0.0006283041301099457
Position 12421: 0.0006180974457457931
Position 3905: 0.0006116312701844821
Position 11896: 0.0005867683366220499
Position 1081: 0.0005609924947776412
Position 4106: 0.0005582907455091484
Position 1406: 0.0005567652520264592
Position 14783: 0.0005381227730174515
Position 1492: 0.0005347001668809878
Position 10982: 0.00045866863818616686
Position 8263: 0.00044624981455180054
Position 493: 0.00043829197170800404
Position 14897: 0.0004334944902379244
Position 2679: 0.00042468769065274597
Position 5001: 0.0003922128300345497
Position 2682: 0.000391966973183197
Position 1943: 0.00036933807158469155
Position 1379: 0.00036397605648380777
Position 490: 0.0003571142009000772
Position 624: 0.000351789749688781
Position 259: 0.0003347125059610713
Position 962: 0.0003180349943246874
Position 205: 0.00030771979095880147
Position 13464: 0.0003023400074791666
Position 770: 0.00027657139662564084
Position 1365: 0.00027429076605907366
Position 12036: 0.00025980153427125694
Position 1296: 0.00023828386945795956
Position 4130: 0.00023606262027577686
Position 14946: 0.0002188099137404142
Position 1386: 0.00020998496086121357
Position 13407: 0.00019606605445433127
Position 14461: 0.0001728407921091893
Position 374: 0.00016619710525076327
Position 1434: 0.00015993554471079266
Position 6739: 0.00015985211878069281
Position 673: 0.00015599600419403367
Position 6165: 0.00015357123865147765
Position 1026: 0.00014775922383894444
Position 14656: 0.0001281225959266394
Position 1679: 0.00011153251187181071
Position 13294: 0.00011065895765538568
Position 1907: 0.00010911210889843764
Position 5145: 0.00010666345788882743
Position 12404: 9.599039640321319e-05
Position 738: 9.496178468970662e-05
Position 404: 9.478187556110459e-05
Position 5174: 9.374442754405631e-05
Position 11951: 8.023027904515938e-05
Position 3389: 7.786062950890153e-05
Position 1595: 7.566465755724341e-05
Position 11850: 7.453995924477374e-05
Position 12563: 7.43989053553081e-05
Position 329: 6.289655338756769e-05
Position 1730: 6.198900375595303e-05
Position 1005: 5.56309084751088e-05
Position 12320: 5.107526969338909e-05
Position 4021: 5.022941264997579e-05
Position 819: 4.692173651407932e-05
Position 185: 4.631064092584031e-05
Position 1408: 4.558005518996505e-05
Position 11354: 4.49034839439501e-05
Position 380: 4.202723780087508e-05
Position 11501: 3.322465477640782e-05
Position 588: 2.7896212665932345e-05
Position 1100: 2.5367609902231508e-05
Position 1758: 2.1350742035993375e-05
Position 529: 2.0995628864134416e-05
Position 823: 2.0746798834786423e-05
Position 384: 2.047419228669638e-05
Position 11344: 1.9661910681502082e-05
Position 1510: 1.8471007765171366e-05
Position 1525: 1.7897163385938966e-05
Position 201: 1.7726654608445885e-05
Position 13298: 1.394420547029562e-05
Position 11811: 1.3202851547258603e-05
Position 980: 1.1696568878629424e-05
Position 3385: 1.0639270811754977e-05
Position 1530: 1.0053247819508767e-05
Position 3599: 1.004576551441159e-05
Position 1046: 9.958114315907525e-06
Position 967: 9.538081528092189e-06
Position 1156: 8.882748178125047e-06
Position 888: 8.834244593915856e-06
Position 5148: 8.628072786507801e-06
Position 3407: 7.957514663567343e-06
Position 3226: 6.7115626976593736e-06
Position 12473: 6.6435972466382145e-06
Position 3548: 6.010351158971172e-06
Position 3545: 5.8630753765348355e-06
Position 1334: 5.764146008287228e-06
Position 11928: 5.59629603320752e-06
Position 11792: 5.395100576219031e-06
Position 713: 5.260719240647748e-06
Position 2700: 4.920019340368812e-06
Position 11615: 4.4341455144213745e-06
Position 207: 4.100215377967745e-06
Position 9751: 3.509084455918274e-06
Position 320: 2.639912473712313e-06
Position 2504: 2.265731556059658e-06
Position 1293: 2.2418465799411857e-06
Position 1183: 2.1911963720615266e-06
Position 479: 1.9834658756696563e-06
Position 536: 1.9414766064954787e-06
Position 11760: 1.9162395598469707e-06
Position 3106: 1.7739941349878735e-06
Position 4729: 1.7719609309260195e-06
Position 391: 1.6750380152867586e-06
Position 4717: 1.3493247908004333e-06
Position 2445: 8.312136412464661e-07
Position 196: 3.7993143998085496e-07
Position 4502: 3.5152459943999605e-07
Position 3574: 3.265963212219016e-07
