Gene = WASH1
index = 1556
Annotated 5SS: [  138  4889 11359 11712 12021 12396 12775 13022 13831 14659]
Annotated 3SS: [ 4734 11246 11564 11883 12259 12572 12862 13677 14589 14798]
SMsplice 5SS: [  138  4889 11126 11712 12396 12771 13022 13831 14659]
SMsplice 3SS: [ 4734 11071 11564 12259 12572 12862 13734 14589 14798]
top_k =  1000
Partition function (log Z): 13.345781562757747

Sorted 5' Splice Sites (High to Low Probability):
Position 11712: 0.9948153389927283
Position 4889: 0.9762010146417202
Position 13831: 0.9663946242689813
Position 13022: 0.9290547168000849
Position 12396: 0.8242457134077052
Position 12771: 0.7532874572757793
Position 11126: 0.6873972593451054
Position 138: 0.6656938218551313
Position 14659: 0.6613869394463078
Position 10354: 0.47683049308084013
Position 11359: 0.3110751037029097
Position 14129: 0.2252644604490544
Position 4409: 0.22114149650059445
Position 8667: 0.21687076989532802
Position 12101: 0.17971701754809147
Position 12775: 0.16613512374989525
Position 7199: 0.15757334633602726
Position 428: 0.15570504277619457
Position 13539: 0.10372697649623432
Position 133: 0.10173595837997426
Position 12426: 0.07530930353162621
Position 122: 0.07522184042168668
Position 13579: 0.0746218363563835
Position 10714: 0.05992735795148637
Position 12753: 0.0567205863263568
Position 1465: 0.05591360467774595
Position 13441: 0.05393346871826553
Position 12021: 0.04873922426031318
Position 5636: 0.045260189636576
Position 13611: 0.039543514990023856
Position 4431: 0.037934874363000075
Position 13090: 0.03109974743618896
Position 1550: 0.02974745862864193
Position 11130: 0.028721953863266862
Position 4386: 0.026143287812865106
Position 14447: 0.025428809040125875
Position 14440: 0.02486198265987296
Position 14608: 0.021888804243325892
Position 4866: 0.020862825221454488
Position 4142: 0.01914123114170964
Position 11907: 0.016207927217722653
Position 13086: 0.01618437881010341
Position 11196: 0.015883526421601846
Position 13231: 0.015221476119014839
Position 14699: 0.014110009709277472
Position 5672: 0.012904000730593074
Position 11260: 0.01262630355369339
Position 10418: 0.012358552526111836
Position 5560: 0.01163277669557291
Position 359: 0.010902923501567427
Position 12047: 0.010037750558735254
Position 13993: 0.009906991293200896
Position 11911: 0.008877789248665564
Position 14403: 0.008278963286547135
Position 12416: 0.00782320150204969
Position 12612: 0.007718370758906273
Position 12269: 0.0073167734532642355
Position 2345: 0.007198975112794106
Position 5357: 0.0068859816280177665
Position 14392: 0.005676635246756428
Position 12405: 0.0055343516114023245
Position 1564: 0.005504518665309016
Position 14221: 0.005490265367329304
Position 2112: 0.00492226153823266
Position 8283: 0.00491739159035814
Position 6249: 0.00465252138828659
Position 7280: 0.004200622027092422
Position 13507: 0.004182477446942043
Position 8051: 0.0036266905509601184
Position 5595: 0.003299470513860107
Position 14826: 0.003271179380579975
Position 5600: 0.0029848002359675234
Position 2057: 0.002763178868859062
Position 11281: 0.0023746283117517786
Position 6048: 0.0022511488758322784
Position 14031: 0.0021467179192106063
Position 4368: 0.002044580341184874
Position 6395: 0.00198176330202069
Position 11302: 0.0018696359811108995
Position 6069: 0.0018286660205568044
Position 13495: 0.0018170422485125873
Position 5896: 0.0017499668159067614
Position 12674: 0.0017139138169300831
Position 13328: 0.0016063523455123962
Position 833: 0.0014462926060669163
Position 3609: 0.0014336156541086473
Position 3126: 0.0014166221040082599
Position 11072: 0.0012696565345416526
Position 12500: 0.0012473197263428528
Position 1537: 0.0012390583140237295
Position 8072: 0.0011485543970478791
Position 14280: 0.0011183781897863522
Position 13340: 0.0011108776554998078
Position 7722: 0.001071955216476549
Position 324: 0.0010563101861068033
Position 11983: 0.0010365385766153315
Position 1983: 0.000991526416418988
Position 14929: 0.0009594854733880632
Position 264: 0.0007466207261499891
Position 4245: 0.0007379371357388617
Position 5694: 0.0007207734312069498
Position 172: 0.0007149198177889089
Position 12256: 0.0006894948035911641
Position 5652: 0.0006871480575721461
Position 13075: 0.0006700065314125717
Position 5564: 0.0006289192539208313
Position 12925: 0.0005671114948704864
Position 4452: 0.0005555864313599602
Position 1432: 0.0005292032581142684
Position 2632: 0.0005103628075046181
Position 13854: 0.0004939437085174957
Position 422: 0.0004866330603892711
Position 12295: 0.0004842162466007974
Position 12260: 0.0004828988884688375
Position 11960: 0.00045066427632895346
Position 4774: 0.0004371853519829883
Position 12129: 0.0004173432838063387
Position 2638: 0.0004108506616897291
Position 12315: 0.0003832083120352859
Position 4893: 0.00034513499265952747
Position 6821: 0.0003438141474451599
Position 11207: 0.00031952671686921545
Position 5346: 0.0003182373277065837
Position 1560: 0.00031719752743544766
Position 3153: 0.0003164829255144068
Position 864: 0.00027636302461256053
Position 2099: 0.000264678455194984
Position 13102: 0.00026398717619731626
Position 3070: 0.0002593128810948649
Position 12877: 0.00023017740389418928
Position 734: 0.00022932152718854002
Position 12049: 0.00020832617737498557
Position 14269: 0.0002067340312937077
Position 12970: 0.00019473667336276525
Position 4420: 0.00019395640562351997
Position 820: 0.00018802200861537923
Position 1828: 0.00017884958889230918
Position 2664: 0.0001622577021625495
Position 9713: 0.00015519115830288878
Position 6404: 0.00015104416700619235
Position 6338: 0.00014916658715844489
Position 4629: 0.00013336547967988577
Position 7391: 0.00012181423809908926
Position 5555: 0.00010898164518614612
Position 9759: 7.448511848644664e-05
Position 12573: 7.061033931030527e-05
Position 164: 6.204965257389863e-05
Position 9461: 6.0160034376478904e-05
Position 1062: 4.6478458539720074e-05
Position 6031: 4.503251832817761e-05
