Gene = SDHB
index = 1236
Annotated 5SS: [  223  9410 21111 25571 26422 30198 31563]
Annotated 3SS: [ 9281 21024 25433 26304 30095 31439 35211]
SMsplice 5SS: [  223  9410 21111 25571 30198 31563]
SMsplice 3SS: [ 9281 21024 25433 30095 31439 35211]
top_k =  1000
Partition function (log Z): 2.5478010629321557

Sorted 5' Splice Sites (High to Low Probability):
Position 9410: 0.999999999999997
Position 31563: 0.9908061617405447
Position 30198: 0.9636297665145069
Position 223: 0.9415470105189442
Position 21111: 0.934137224125728
Position 25571: 0.8935693648671044
Position 26411: 0.3824831506279494
Position 9030: 0.2732387068517889
Position 30786: 0.257302965613127
Position 25864: 0.2444889829059793
Position 4114: 0.200401942355467
Position 30020: 0.19471092622427416
Position 3645: 0.1944208820938531
Position 26580: 0.18450366251059555
Position 25859: 0.1520826481583426
Position 8002: 0.09288102885836125
Position 30984: 0.09168233147641756
Position 643: 0.08496054656635263
Position 3740: 0.08278245130055976
Position 25546: 0.0802428764172819
Position 29541: 0.07908509853420334
Position 33819: 0.07686881405775217
Position 14134: 0.07686595620775726
Position 33467: 0.07594019329124134
Position 419: 0.06872292904248488
Position 22664: 0.06812226506306071
Position 33993: 0.0669002333553721
Position 29988: 0.06395503567970123
Position 33856: 0.051623806062792925
Position 2574: 0.0493021949584972
Position 21489: 0.04894763818021384
Position 35042: 0.047445258862188595
Position 3460: 0.04652868703319779
Position 681: 0.040843761809239314
Position 23907: 0.03981549800679937
Position 26422: 0.028836230844438565
Position 33604: 0.028755700757688813
Position 7630: 0.026433560639887513
Position 31031: 0.026433265600496674
Position 26697: 0.025978837811330355
Position 33868: 0.024924255675168556
Position 25517: 0.020904268029848804
Position 3427: 0.02031655658041325
Position 8157: 0.019892376578307117
Position 31077: 0.01973478997438097
Position 27071: 0.016685208819097637
Position 31835: 0.016065953658592386
Position 32229: 0.01467639281377191
Position 26086: 0.014385555247586015
Position 29309: 0.014377304703647354
Position 30273: 0.012710762794424232
Position 33675: 0.011883393769634086
Position 30330: 0.011772132509455427
Position 1916: 0.011647397951886403
Position 33163: 0.011489572093744843
Position 28036: 0.010741675397994047
Position 9182: 0.009672847668794208
Position 31144: 0.009524254827908696
Position 30203: 0.009180647890036637
Position 26388: 0.008320552362130503
Position 3139: 0.007954074348469018
Position 27363: 0.0077850337481053505
Position 9051: 0.007377886298753842
Position 33930: 0.007086166449033162
Position 26090: 0.006598006679728434
Position 8255: 0.006574758075170425
Position 31895: 0.0063777743528181715
Position 31237: 0.006274073247397337
Position 776: 0.0062425909728948325
Position 913: 0.004992010571615782
Position 2989: 0.004927084504689826
Position 1303: 0.004826954041712182
Position 34601: 0.004154516971668843
Position 6027: 0.004146968314276139
Position 26231: 0.003916811713538873
Position 7896: 0.0034946164569133703
Position 2075: 0.0034273516308672043
Position 30896: 0.003296794523512363
Position 6754: 0.003037389642102502
Position 30362: 0.0029008033262171297
Position 34584: 0.002432252789475612
Position 3629: 0.002082887541362782
Position 29378: 0.001935733555864615
Position 31990: 0.0018313938662722076
Position 34089: 0.001749684215253275
Position 657: 0.0015430272465471616
Position 29422: 0.001508196832149342
Position 3277: 0.0014885550159932646
Position 32277: 0.0013022737269897517
Position 1857: 0.0012043700525800958
Position 31931: 0.0010499558160300343
Position 33427: 0.0010415407094256052
Position 1265: 0.0010220748974279286
Position 1831: 0.0010172629391424451
Position 1863: 0.0009277331219539689
Position 30593: 0.0008343205300263212
Position 27291: 0.0007937827953976637
Position 1846: 0.0007887360505247736
Position 455: 0.0007830709718767131
Position 31313: 0.0007695778669973789
Position 1136: 0.0006604835856118763
Position 30625: 0.0006248757364454281
Position 34644: 0.00043550420620233827
Position 31219: 0.00032742608501700485
Position 1842: 0.0002923022549328022
Position 2818: 0.000277658342876897
Position 2125: 0.0002614708582349341
Position 1819: 0.0002535985457743338
Position 1710: 0.00023751672806601284
Position 2030: 0.00021004824087749642
Position 664: 0.00020730390965253658
Position 2093: 0.00020048548245348285
Position 119: 0.0001985952072628947
Position 30644: 0.00013665239451031034
Position 33643: 0.0001033376817033933
Position 49: 9.716593735187623e-05
Position 127: 7.546115842114656e-05
Position 31885: 6.857618506678788e-05
Position 1612: 6.277594835978856e-05
Position 839: 4.938568069768623e-05
Position 982: 4.863321995580317e-05
Position 1780: 4.787432291227759e-05
Position 1540: 4.6311559744102784e-05
Position 252: 4.456524274586079e-05
Position 2178: 4.378653689987909e-05
Position 38: 4.345535917574083e-05
Position 33183: 3.997694706476237e-05
Position 3157: 3.829822812117146e-05
Position 696: 3.5396694540849297e-05
Position 2253: 2.9554497936297445e-05
Position 7074: 2.9540083580249484e-05
Position 3091: 2.6903361734172137e-05
Position 3122: 2.1321169832403272e-05
Position 1686: 2.0685050622805714e-05
Position 30406: 1.7902863671794675e-05
Position 32503: 1.5933455810839195e-05
Position 423: 1.4129336765041227e-05
Position 66: 1.296421101130388e-05
Position 160: 1.1414655019463926e-05
Position 31576: 9.115352579383161e-06
Position 353: 6.244927853493549e-06
Position 227: 5.9833519410953024e-06
Position 138: 4.4161389315496454e-06
Position 85: 3.961105540744187e-06
Position 366: 3.772125231879804e-06
Position 31635: 3.769980773041799e-06
Position 391: 3.08857678404044e-06
Position 501: 2.81218907676743e-06
Position 186: 1.4777006885536133e-06
Position 615: 1.4462205859730732e-06
Position 53: 9.877515984836474e-07
Position 163: 9.010798105483964e-07
Position 868: 4.4207167646758186e-07
Position 31703: 3.406720666383858e-07
Position 783: 2.0711052499567206e-07
Position 358: 1.5732283568277443e-07
Position 958: 1.3229530640827073e-07
Position 1022: 7.786807881506076e-08
Position 60: 7.028756616506892e-08
Position 703: 3.1379624181644124e-08
Position 472: 2.3692671722630347e-08
Position 593: 1.9810737570872883e-08
Position 31: 1.4106473338288552e-08
Position 617: 8.034951557325352e-09
Position 386: 5.38880335647144e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9281: 0.9988689722466244
Position 30095: 0.9985143132029181
Position 25433: 0.9950367296522334
Position 21024: 0.9341372241257277
Position 35211: 0.7715669867955546
Position 31439: 0.6786557508988578
Position 26304: 0.5832129529089938
Position 25730: 0.34821373799241523
Position 3521: 0.2620340586541446
Position 29831: 0.24290362070340757
Position 31412: 0.2350684892825417
Position 8975: 0.21220023111536152
Position 30505: 0.21185212288345454
Position 3992: 0.1865087767512127
Position 33709: 0.14606938092338254
Position 33373: 0.11558996015800196
Position 33904: 0.10119790444772055
Position 7795: 0.09394281069672752
Position 22535: 0.06812226506306071
Position 30871: 0.06343523212271661
Position 30687: 0.059443406827031614
Position 8952: 0.052950904149389626
Position 358: 0.051359980773680335
Position 33537: 0.04971350438677754
Position 21317: 0.04894763818021383
Position 14008: 0.046335937324208945
Position 30952: 0.04557842530043347
Position 31366: 0.044711236173186744
Position 25688: 0.042866217968801794
Position 23747: 0.03981549800679937
Position 29403: 0.03794179859927231
Position 500: 0.03721234961900577
Position 3267: 0.035663644637108353
Position 33581: 0.03296334031535773
Position 35168: 0.030399870725045443
Position 596: 0.02901136597340102
Position 29369: 0.027862390636760215
Position 31465: 0.027078278823281954
Position 31857: 0.027045115856065696
Position 34963: 0.02601095066027051
Position 29188: 0.02488232708596271
Position 34922: 0.023928601667244923
Position 8084: 0.022414793961395264
Position 33302: 0.02215022167117779
Position 8932: 0.02008318571810143
Position 13901: 0.019677271574772337
Position 2523: 0.019656285301913226
Position 7500: 0.01801265771584
Position 3377: 0.016603827002071123
Position 31701: 0.016317244500104196
Position 29859: 0.01595822346797832
Position 26573: 0.015428519050450376
Position 26648: 0.015324443481022132
Position 26328: 0.015125335972106047
Position 34498: 0.014275494576694364
Position 26944: 0.013576459845172728
Position 30706: 0.01354687298631861
Position 25675: 0.012498460007783792
Position 1704: 0.012290324604969932
Position 31056: 0.011917623719422772
Position 2971: 0.01180797561885371
Position 32999: 0.011625558630884079
Position 2355: 0.011510417736331043
Position 27944: 0.010714213483072764
Position 3545: 0.009604158105188755
Position 3517: 0.009570208760328405
Position 27240: 0.008578816543503011
Position 4023: 0.006570618874888787
Position 33584: 0.006458774547782161
Position 448: 0.0063965962652903175
Position 26050: 0.005897770492924551
Position 2426: 0.00588418980502147
Position 32083: 0.005716169497149496
Position 13926: 0.005609776473082431
Position 477: 0.005504582903202493
Position 1135: 0.005246396854421855
Position 14088: 0.005242970835693539
Position 2389: 0.0050477265601209615
Position 546: 0.00498047672594866
Position 533: 0.004921615863275974
Position 7520: 0.004736900098916483
Position 34885: 0.004690642533992762
Position 31783: 0.004484445189319799
Position 31959: 0.004380391012502171
Position 32448: 0.004272025950092546
Position 32119: 0.004233039781415037
Position 3307: 0.00419113940600665
Position 8065: 0.004052340692082273
Position 31962: 0.0038306178098384143
Position 30691: 0.003826170645747105
Position 3410: 0.0037751700662476285
Position 7517: 0.003684002825131022
Position 5866: 0.0035200703388875995
Position 25964: 0.0034969629104317276
Position 3343: 0.003447778846015374
Position 8802: 0.003418271879677401
Position 31417: 0.0034087858145136016
Position 4050: 0.003110539671757951
Position 30723: 0.003078363871661591
Position 26198: 0.0028539792892015893
Position 412: 0.0028300016383197343
Position 2455: 0.0026639528372170663
Position 25650: 0.0025871238732993003
Position 765: 0.0025755795618430657
Position 29116: 0.0025666099195910874
Position 29484: 0.0025164634008697437
Position 3442: 0.002472977394337127
Position 7985: 0.0024328346185471268
Position 3223: 0.002424939549208706
Position 32427: 0.00224723364417299
Position 1589: 0.002227848688879
Position 30820: 0.002122004069049051
Position 2029: 0.002038191456089652
Position 2495: 0.0020252684993034473
Position 34447: 0.0020121197600720705
Position 713: 0.0017199229531177848
Position 32309: 0.0016995604403268253
Position 34676: 0.001697686933712478
Position 25692: 0.001696142530592602
Position 8749: 0.0016368479568070393
Position 34633: 0.0016267423013653162
Position 26455: 0.00162398820074409
Position 2491: 0.0016123760953476642
Position 25914: 0.0015896207375025386
Position 32643: 0.0014736182194027055
Position 31218: 0.0014502076480352264
Position 6657: 0.0014495458961548463
Position 31479: 0.001443499651874534
