Gene = WRAP73
index = 1574
Annotated 5SS: [  143  2666  3408 11324 13079 14130 14914 15077 16676 17861 18608]
Annotated 3SS: [ 2512  3290 11250 12974 14042 14778 14998 16569 17734 18415 18955]
SMsplice 5SS: [  143  2666  3408  8982 11324 13079 15077 16676 17861 18608]
SMsplice 3SS: [ 2512  3290  8827 11250 12974 14998 16569 17734 18415 18955]
top_k =  1000
Partition function (log Z): 19.85924685075647

Sorted 5' Splice Sites (High to Low Probability):
Position 13079: 0.996577464660308
Position 11324: 0.9889429024401093
Position 2666: 0.9693883934853244
Position 3408: 0.9684122307837508
Position 16676: 0.8676540008132596
Position 15077: 0.8436272949690115
Position 18608: 0.7863622901001625
Position 17861: 0.7748991584356619
Position 8982: 0.5997080529679628
Position 14914: 0.5455043758055598
Position 8559: 0.47617112741666323
Position 15776: 0.4069842929755744
Position 14130: 0.35798397007550853
Position 143: 0.3501761716716528
Position 4234: 0.2752362477628843
Position 18051: 0.2702928750138454
Position 14146: 0.24825790874025816
Position 1591: 0.22772957332563823
Position 6993: 0.21224329558232377
Position 12111: 0.19050266140309288
Position 7185: 0.16686983687717705
Position 252: 0.11727243021107653
Position 12562: 0.10945999391532563
Position 1276: 0.10735471211516126
Position 286: 0.10244677112143023
Position 16867: 0.09352077125807816
Position 6976: 0.09165618346090057
Position 13621: 0.08652349134800195
Position 666: 0.0854600113503081
Position 269: 0.08530224210873377
Position 586: 0.07726314763949227
Position 768: 0.0741292788339455
Position 17880: 0.06615825039878039
Position 8571: 0.06543511120749852
Position 329: 0.06404396343704265
Position 495: 0.06026759361727781
Position 18595: 0.05633316797682008
Position 17519: 0.056147336320006604
Position 17681: 0.05594532429571405
Position 14723: 0.054038272675121374
Position 3091: 0.04732724788617718
Position 8971: 0.0464661027194773
Position 11103: 0.04362137811037509
Position 14999: 0.04284698359087336
Position 389: 0.040551411412584254
Position 6503: 0.0335765110605738
Position 525: 0.029818031586322805
Position 406: 0.028058283051267504
Position 9191: 0.022630309335994095
Position 4230: 0.022293433715191022
Position 1521: 0.019640676925069926
Position 16076: 0.017663232775116732
Position 9000: 0.01581014924901458
Position 5453: 0.015481896612146266
Position 483: 0.013721750742167853
Position 1462: 0.013711384251345429
