Gene = SUSD5
index = 1360
Annotated 5SS: [  530  5288 11408 44330]
Annotated 3SS: [ 5109 11288 44140 65181]
SMsplice 5SS: [  530  5288 11408 12559 20533 44037 44330]
SMsplice 3SS: [ 5109 11288 12432 20414 43971 44140 65181]
top_k =  1000
Partition function (log Z): -27.56988063981843

Sorted 5' Splice Sites (High to Low Probability):
Position 5288: 0.9638906192094727
Position 11408: 0.9413252743154118
Position 530: 0.8587215125092315
Position 12559: 0.6576669716357815
Position 16832: 0.5548254390128535
Position 20533: 0.5504749729360785
Position 16146: 0.3832503403146366
Position 11895: 0.19616322968739458
Position 14325: 0.1345579660026624
Position 767: 0.11965659910373108
Position 1382: 0.1037427006261497
Position 517: 0.09859927176522826
Position 9970: 0.08556817256703551
Position 4406: 0.08228018773207431
Position 24571: 0.07853412908602309
Position 9979: 0.07071126471644366
Position 22288: 0.055628295481617504
Position 12553: 0.05241435866085437
Position 7640: 0.05079463302114087
Position 9929: 0.04537668374166672
Position 16156: 0.04062894827044724
Position 15822: 0.03965742655065081
Position 10195: 0.037898305431225604
Position 4638: 0.033472930867917715
Position 837: 0.031552454832765205
Position 18633: 0.028808823854211213
Position 11432: 0.024735890298287457
Position 6529: 0.02312521631735277
Position 5975: 0.023107382088621068
Position 1126: 0.021728409528694263
Position 6070: 0.019045109962625296
Position 7695: 0.018707588559874696
Position 2188: 0.01773427108940042
Position 141: 0.015984212103947848
Position 16669: 0.015487805577786937
Position 11901: 0.014366756613384612
Position 17902: 0.014213454409031016
Position 2804: 0.013944100419573505
Position 11626: 0.012703386062663092
Position 5278: 0.008597464893618744
Position 10095: 0.0079474822147792
Position 8895: 0.007519747565092705
Position 11631: 0.007388499618067018
Position 2576: 0.007210887056604685
Position 7958: 0.006558522677974374
Position 11863: 0.0063928356427938515
Position 11469: 0.006005863055419424
Position 13626: 0.005457729032422085
Position 6341: 0.005339217218887192
Position 12100: 0.005279454298786509
Position 802: 0.005236187799358627
Position 7339: 0.00508054341674188
Position 21972: 0.00469891340559752
Position 6945: 0.004458438017044791
Position 4476: 0.003910237136330678
Position 16152: 0.0038729980462539663
Position 24539: 0.00375483413277326
Position 2298: 0.003661114135879911
Position 7942: 0.003528530080051499
Position 6286: 0.0033774290852356687
Position 9064: 0.003088333350859196
Position 12059: 0.003029966071100846
Position 5706: 0.0028942249063272684
Position 5229: 0.002830540019371364
Position 3083: 0.0026147359803348476
Position 2483: 0.00259437446952977
Position 6375: 0.0024483335544020664
Position 12571: 0.002445036018875235
Position 13582: 0.0023199924951866607
Position 304: 0.0022951744239904518
Position 5250: 0.0022584113591787233
Position 7557: 0.0020708516245251116
Position 11344: 0.0020564070572238803
Position 11442: 0.0019796839404928796
Position 771: 0.0017065672049782024
Position 11679: 0.0016604729603631064
Position 5689: 0.001623317000477855
Position 500: 0.0015990103577527876
Position 1159: 0.0015244065476425954
Position 2637: 0.001502384320950251
Position 1707: 0.0013632786223805255
Position 929: 0.0012840681875756251
