Gene = LARS2
index = 763
Annotated 5SS: [   175   3143   6182  11868  29068  31224  58475  70381  85845  88122
  97291 100307 103295 107868 112074 124730 127771 129567 131791 135603
 153451]
Annotated 3SS: [  3076   5926  11738  28975  31162  58384  70236  85736  87961  97185
 100190 103010 107768 111935 124628 127587 129396 131712 135490 153322
 158844]
SMsplice 5SS: [   175    601   3143   6182  11868  23354  26644  29068  45863  46123
  46393  58475  60590  70381  75561  88122  97291 100307 107868 112074
 124730 127771 131791 135603 153451]
SMsplice 3SS: [   526   3076   5926  11738  23214  26467  28975  45798  45980  46263
  58384  60510  70236  75450  87961  97185 100190 107768 111935 124628
 127587 131712 135490 153322 158844]
top_k =  1000
Partition function (log Z): -56.5698910129759

Sorted 5' Splice Sites (High to Low Probability):
Position 29068: 0.9999888338820122
Position 11868: 0.9881461678210639
Position 6182: 0.8969392539377176
Position 601: 0.8839593911912665
Position 23354: 0.8062173120006068
Position 3143: 0.7151206091290828
Position 14055: 0.6528438634639958
Position 175: 0.6260734728581012
Position 4637: 0.3890476897077073
Position 26644: 0.37894262395348893
Position 31224: 0.32726829164362886
Position 11187: 0.3201763863090007
Position 274: 0.31377737174014814
Position 788: 0.26629404819896385
Position 1388: 0.1566112609401458
Position 31859: 0.15596515525426743
Position 3546: 0.15272505870803316
Position 9740: 0.14614801833091332
Position 9070: 0.0826322627232452
Position 7768: 0.081322182635868
Position 8054: 0.0512549112525207
Position 19001: 0.047013999220587424
Position 24608: 0.0462315913532618
Position 11168: 0.03849130838528561
Position 11162: 0.036963668664464766
Position 3317: 0.030404529020169477
Position 16899: 0.029781857523616534
Position 12245: 0.02962618040154658
Position 5324: 0.02594484209463728
Position 1221: 0.022165445662353747
Position 19067: 0.02114781952814158
Position 8490: 0.020014973486025555
Position 10319: 0.01930624721979841
Position 33010: 0.019242011009544476
Position 167: 0.01869690092289904
Position 8919: 0.017635051295042413
Position 1082: 0.01731217411888612
Position 38506: 0.01719287486781054
Position 34702: 0.016391271932221483
Position 30022: 0.01609342174913577
Position 5820: 0.014655601124381941
Position 29334: 0.014523169674783181
Position 6009: 0.013856793726094335
Position 8222: 0.013542413125392424
Position 11171: 0.012383609909274944
Position 32802: 0.012089920271309033
Position 128: 0.011910330525808914
Position 2765: 0.011516431890732771
Position 11878: 0.011163094127740804
Position 99: 0.010638370982651392
Position 4229: 0.009023665457598272
Position 9045: 0.008808118060599543
Position 13252: 0.00877981738300463
Position 7004: 0.008376585132351072
Position 18981: 0.007975235967334678
Position 20922: 0.0077106170199664386
Position 4198: 0.00662527294049291
Position 29866: 0.006535016183428492
Position 4840: 0.00626866555711484
Position 8862: 0.005410717541269185
Position 11153: 0.0050208111461124885
Position 2086: 0.004890225696285707
Position 11107: 0.004416346869538397
Position 3308: 0.003260665439945106
Position 1355: 0.003132193013350053
Position 3680: 0.0025878912812341334
Position 13739: 0.0025718378863946677
Position 31249: 0.0020070541750603003
Position 4856: 0.0014872426228973294
Position 12939: 0.0014488732688839687
Position 3667: 0.0013863179861358717
Position 31365: 0.0013837545391018726
Position 6229: 0.0013739188655022322
Position 677: 0.0013101852517136414
Position 4888: 0.0011968282190122936
Position 2838: 0.001110940708456661
Position 12583: 0.001074185523795231
Position 2921: 0.0009838949252185625
Position 285: 0.0009818780998924381
Position 12121: 0.0009637216208433826
Position 594: 0.0008823721331832772
Position 6209: 0.0007586888616453977
Position 2961: 0.0006449066283123903
Position 7244: 0.0005917674857511349
Position 31397: 0.0005611631185503337
Position 13895: 0.0005056096374165116
Position 8281: 0.0004735240356342061
Position 7772: 0.0004644992548079068
Position 6831: 0.0003670032001081393
Position 3301: 0.0003620699955005741
Position 31320: 0.0003596662970269828
Position 5265: 0.00032789816298971447
Position 29351: 0.0002965365493603972
Position 2414: 0.00029398508871430904
Position 1595: 0.00028823324541718667
Position 7218: 0.00025325355933133027
Position 1233: 0.0002289547586402737
Position 7509: 0.00021553751512804067
Position 13373: 0.0002117753387383643
Position 12451: 0.00020514792428271412
Position 1421: 0.00018710980152440875
Position 16091: 0.00018249685535785254
Position 412: 0.0001784357714657202
Position 4755: 0.00017627506396229948
Position 290: 0.000169669771052383
Position 13236: 0.0001558418237525197
Position 11788: 0.00015504935799284358
Position 7980: 0.00014603799570490848
Position 6097: 0.00014165146491007375
Position 498: 0.0001407861915445199
Position 1426: 0.00013723668599901212
Position 309: 0.00013188231983717546
Position 6041: 0.00011918439948861062
Position 1550: 0.00011090662504402923
Position 7757: 0.00010287180203002284
Position 6186: 8.890360758919984e-05
Position 6122: 8.252329523188683e-05
Position 977: 7.941534757100998e-05
Position 947: 7.933804599740308e-05
Position 527: 7.145875311730095e-05
Position 1562: 7.089257783180256e-05
Position 569: 6.745031419638874e-05
Position 339: 6.0115408187838425e-05
Position 1135: 5.8186080434195344e-05
Position 29607: 5.739322586318819e-05
Position 13035: 5.511801859881239e-05
Position 16359: 5.463485082603822e-05
Position 6028: 5.3017547690854716e-05
Position 219: 3.863756232322433e-05
Position 142: 3.7009492455467055e-05
Position 609: 3.254687750860041e-05
Position 930: 2.434147952364567e-05
Position 21: 2.0916009661076648e-05
Position 29618: 1.003835752333312e-05
Position 1714: 8.792710735053852e-06
Position 552: 8.633036091286559e-06
Position 32: 8.520868418415703e-06
Position 420: 8.194802679977037e-06
Position 4146: 7.578094912424921e-06
Position 480: 5.615865746291579e-06
Position 1088: 4.613480079813728e-06
Position 293: 2.4711190676810032e-06
Position 1025: 1.997538488405483e-06
Position 538: 1.8283125565630856e-06
Position 67: 1.2686913287806106e-06
Position 902: 1.2219733013389762e-06
Position 36: 1.1263336466067924e-06
Position 114: 1.0982577251649296e-06
Position 792: 1.050445262883709e-06
Position 806: 9.36153111711249e-07
Position 42: 3.043012316851985e-07
Position 415: 2.497840212923595e-07
Position 652: 1.9477441435479903e-07
Position 40: 1.374361278393279e-07
Position 73: 9.046743624399302e-08
Position 737: 6.684812842594999e-08
Position 724: 4.134766527951007e-08
Position 103: 1.0026561355060508e-08
Position 491: 9.417892601881496e-09
Position 797: 8.854810618974567e-09
Position 703: 4.5111460761365715e-09
Position 706: 1.2872568910959088e-09
Position 722: 1.7469400635511607e-10
Position 739: 1.0569915013269872e-11
Position 869: 1.8597669720344465e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 28975: 0.9999888338820139
Position 11738: 0.9787371330731335
Position 23214: 0.8062200335643245
Position 526: 0.7910279319160397
Position 5926: 0.7698594140588664
Position 3076: 0.7630882700748491
Position 11057: 0.41027558491728044
Position 14050: 0.3458963318868133
Position 4531: 0.3443776453451272
Position 26467: 0.3377039751991989
Position 38326: 0.2885097841159013
Position 31162: 0.27519065586661756
Position 13933: 0.2615408553225338
Position 46263: 0.14968158998276063
Position 31678: 0.13690741322621985
Position 9631: 0.12462114754192204
Position 1288: 0.1164240332331618
Position 8766: 0.11433469308137634
Position 713: 0.10045998262839725
Position 39265: 0.09291866526672224
Position 457: 0.08409900397164223
Position 32664: 0.0781714274041771
Position 3481: 0.07459444357128675
Position 701: 0.07196091786904081
Position 7550: 0.058775766597533884
Position 29305: 0.050144224172038586
Position 38628: 0.04728393304150639
Position 5965: 0.04630101703852948
Position 24456: 0.0462315913532618
