Gene = RP11-15K19.2
index = 1160
Annotated 5SS: [  404 19103 24792 25447 36012 36423 66042]
Annotated 3SS: [18975 24338 25389 35884 36329 65901 67631]
SMsplice 5SS: [  404 19103 19335 25447 36012 36423 51814 54870 66042]
SMsplice 3SS: [18975 19223 25357 35884 36329 51704 54765 65901 67631]
top_k =  1000
Partition function (log Z): -25.80580530937329

Sorted 5' Splice Sites (High to Low Probability):
Position 404: 0.9971729790813505
Position 25447: 0.9883286034579495
Position 19103: 0.9818049909576713
Position 19335: 0.7736032375725506
Position 36423: 0.6572488397971032
Position 8986: 0.5438184068110452
Position 36012: 0.5355306918691499
Position 7151: 0.39735159466439307
Position 20220: 0.39643995342975913
Position 7701: 0.36540495102827375
Position 24449: 0.3283177194961717
Position 36050: 0.23302745121054835
Position 31021: 0.14303209529104216
Position 27196: 0.10863507361080946
Position 29384: 0.08458878394326716
Position 6190: 0.08221332014382754
Position 30859: 0.03979467332616604
Position 1249: 0.03339458950300604
Position 32621: 0.02397058855654506
Position 5525: 0.016395261437979546
Position 24106: 0.01425857758333179
Position 19964: 0.00985509695472033
Position 2960: 0.008474820623495851
Position 7719: 0.007892815297068239
Position 19329: 0.0067053961703165835
Position 8469: 0.006525588685142488
Position 23066: 0.005266594193103843
Position 20012: 0.00504933925573361
Position 25435: 0.005026669597388224
Position 2683: 0.0044161598493400395
Position 2992: 0.0032334067553672487
Position 1641: 0.003211612490450028
Position 28851: 0.0028888501504157555
Position 27313: 0.0026580480042822743
Position 3040: 0.0026210887435208826
Position 25840: 0.002038298591681347
Position 1263: 0.0017125148371803939
Position 6143: 0.0015493804385684727
Position 8715: 0.0015033827654330732
Position 4283: 0.0014257547020371914
Position 2664: 0.0013995632050413586
Position 408: 0.0013090420045844648
Position 222: 0.0012374131013565732
Position 973: 0.0010941487101597607
Position 4641: 0.0008806650183130618
Position 3032: 0.0008643579622004854
Position 19651: 0.0006027759394566728
Position 19531: 0.0003596340601851273
Position 8557: 0.0003561927686070029
Position 7403: 0.0003297906418286948
Position 19300: 0.0002839020514793198
Position 19294: 0.00017809717339178788
Position 638: 0.0001726415303979924
Position 89: 6.208636283989003e-05
Position 49: 1.1249842819120315e-05
Position 3009: 1.0919927078949967e-05
Position 1717: 1.0366279546404185e-05
Position 4401: 9.35977483160812e-06
Position 4222: 8.307733404468268e-06
Position 3530: 7.260933474213802e-06
Position 2061: 7.07041641414085e-06
Position 3621: 7.029483358876232e-06
Position 6245: 6.3265590874829825e-06
Position 2104: 3.427511758138524e-06
Position 1679: 3.40931601266046e-06
Position 727: 3.1021127523443697e-06
Position 2946: 2.805801285073778e-06
Position 160: 2.3495280556065424e-06
Position 985: 1.249011211742724e-06
Position 831: 1.0680755278630447e-06
Position 235: 8.073633283889739e-07
Position 9223: 5.118343731995183e-07
Position 878: 3.7146904865577885e-07
Position 959: 3.495288844349928e-07
Position 980: 3.177900360231733e-07
Position 317: 2.707906109298325e-07
Position 95: 1.8560519680586897e-07
Position 394: 1.2327744257483133e-07
Position 1083: 9.323712773886812e-08
Position 362: 7.878882949195951e-08
Position 40: 5.430660182156654e-08
Position 823: 3.1756959799716126e-08
Position 712: 2.729477044300986e-08
Position 1302: 2.295485373958693e-08
Position 849: 1.8827839051520418e-08
Position 1079: 1.851901427889896e-08
Position 692: 1.3749610612367137e-08
Position 805: 8.62401355707949e-09
Position 58: 7.120064279542395e-09
Position 1025: 5.573210026644581e-09
Position 1458: 4.4709019086860624e-09
Position 947: 4.012563019848818e-09
Position 833: 1.521274804590595e-09
Position 903: 1.4549203822223541e-09
Position 2798: 1.3636538135836272e-09
Position 668: 1.2717841226740572e-09
Position 261: 1.2443625121410714e-09
Position 1052: 1.2413465520357184e-09
Position 659: 6.826696855152377e-10
Position 1030: 6.096931648716035e-10
Position 7908: 1.4317276014642531e-10
Position 7858: 1.3757364163286508e-10
Position 7990: 1.1221960310939722e-10
Position 7468: 1.108379531805222e-10
Position 209: 5.5540058703667513e-11
Position 2454: 8.052940880613003e-12
Position 1711: 7.434450443736371e-12
Position 694: 4.942117830793598e-12
Position 2149: 4.7782343945208e-12
