Gene = SSNA1
index = 1340
Annotated 5SS: [132 619]
Annotated 3SS: [ 418 1159]
SMsplice 5SS: [158 505]
SMsplice 3SS: [ 418 1159]
top_k =  1000
Partition function (log Z): -4.347963017909976

Sorted 5' Splice Sites (High to Low Probability):
Position 505: 0.6730375092235211
Position 158: 0.6607769344599218
Position 132: 0.2905570391691307
Position 619: 0.2890956227051647
Position 268: 0.019031889721138562
Position 1123: 0.016122859929269293
Position 1072: 0.01316373740960815
Position 1245: 0.011642881405637392
Position 1496: 0.011142787670540189
Position 130: 0.010890785441768823
Position 1088: 0.007030172044225786
Position 1381: 0.006925205874260183
Position 266: 0.003994773552798217
Position 1397: 0.002733354942662355
Position 324: 0.0026886933190562057
Position 1321: 0.0019900712853967435
Position 968: 0.0019003530726983322
Position 125: 0.0018243836864439444
Position 180: 0.0016082121051644385
Position 1485: 0.001431935343086328
Position 47: 0.001051823804382709
Position 894: 0.0009630671415228532
Position 56: 0.0006694333984981306
Position 199: 0.00045004981106222503
Position 1294: 0.0004186696173318949
Position 321: 0.000359924510198969
Position 347: 0.00023931599985020538
Position 1296: 0.00023365454984079805
Position 576: 0.0001152113455649348
Position 1086: 5.540217162950064e-05
Position 948: 3.745597287559612e-05
Position 1323: 2.9958901781510044e-05
Position 53: 2.8011748687812508e-05
Position 13: 2.0347938708969446e-05
Position 668: 1.7636291642716553e-05
Position 959: 6.212773958031185e-06
Position 686: 4.8254381084339716e-06
Position 798: 4.6859681335399065e-06
Position 719: 4.552262574479264e-06
Position 863: 4.332974446664783e-06
Position 10: 4.063496977956486e-06
Position 535: 3.8887891899127386e-06
Position 882: 3.71203975700537e-06
Position 848: 3.2511343662008138e-06
Position 712: 3.2043722750216257e-06
Position 866: 2.9760969537067745e-06
Position 1450: 2.5658003757411134e-06
Position 1003: 2.0044442937845514e-06
Position 252: 1.0563028405319535e-06
Position 73: 1.0301420911415701e-06
Position 272: 3.951974264656391e-07
Position 792: 2.244875104252751e-07
Position 923: 1.8556989049631545e-07
Position 837: 1.4231833520186432e-07
Position 831: 1.3973989533142387e-07
Position 810: 1.2585290717535672e-07
Position 786: 1.2228667762420752e-07
Position 806: 1.0688040022423083e-07
Position 880: 7.938555229975348e-08
Position 961: 6.432814257852938e-08
Position 670: 2.7172133834189644e-08
Position 723: 2.20112312448546e-08
Position 453: 1.9909097072217378e-08
Position 1011: 7.390225759870644e-09
Position 754: 4.87096927109735e-10
Position 432: 9.237900958419247e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 418: 0.9775333186268568
Position 1159: 0.7161689119432599
Position 1042: 0.15265059495933092
Position 1380: 0.03811571358751464
Position 1306: 0.029449794261173425
Position 1603: 0.02648531386748884
Position 858: 0.018554494601900128
Position 880: 0.012205056308290057
Position 396: 0.012012216736039463
Position 1011: 0.008661294784783249
Position 1355: 0.008626160257323249
Position 1548: 0.006788920782014989
Position 1122: 0.006440254473558343
Position 1657: 0.0043497616256808255
Position 1058: 0.002345918102855137
Position 1358: 0.002075808446007911
Position 1472: 0.0016262437643781717
Position 746: 0.0009859101157490245
Position 1720: 0.0008720064624214649
Position 1671: 0.0007400553229459801
Position 1188: 0.0006032906041750815
Position 1607: 0.000476239142119889
Position 972: 0.0003877427438869807
Position 1705: 0.0003522520268192064
Position 462: 0.00031934416380237135
Position 424: 0.00026837457278253894
Position 1419: 0.00023054943478130637
Position 1610: 0.00022071124151445192
Position 468: 0.00021339870563941827
Position 576: 0.00020986127084954466
Position 1495: 0.00020650984547498731
Position 1198: 0.00017261462891019307
Position 719: 0.00017098034499484624
Position 194: 0.00016148127874202699
Position 934: 0.00015456039510079524
Position 1108: 0.00011655084974593887
Position 298: 9.433164275979275e-05
Position 1332: 9.184803579918312e-05
Position 1311: 7.484026847780319e-05
Position 1282: 7.344873216702734e-05
Position 1205: 7.25439400105915e-05
Position 1097: 7.045915943661873e-05
Position 779: 6.275729905931835e-05
Position 904: 6.217437318336658e-05
Position 887: 5.4959695748423345e-05
Position 618: 5.1873971506774146e-05
Position 1396: 4.4945689981546945e-05
Position 498: 4.225643677826881e-05
Position 1222: 4.103273986354349e-05
Position 683: 3.8916571904096256e-05
Position 1067: 3.645153529811133e-05
Position 1552: 3.366687112489566e-05
Position 597: 3.2374302007075684e-05
Position 1229: 3.222245319228895e-05
Position 771: 3.0255587323377186e-05
Position 1071: 2.5109365348388e-05
Position 752: 2.482266047214544e-05
Position 260: 2.472993768527195e-05
Position 558: 2.322287224598521e-05
Position 1200: 1.9307332126405554e-05
Position 243: 1.8823912024192895e-05
Position 946: 1.6121050049993142e-05
Position 923: 1.5902043278896012e-05
Position 913: 1.3878666686271937e-05
Position 1263: 1.2620366270239788e-05
Position 988: 1.1608525148713685e-05
Position 1177: 1.033307672848731e-05
Position 353: 1.027342322455638e-05
Position 1078: 9.45411781265608e-06
Position 986: 9.397457313712789e-06
Position 1317: 9.007272714188257e-06
Position 441: 8.480442419317171e-06
Position 893: 8.09520190522839e-06
Position 690: 7.195929376400337e-06
Position 438: 6.064549047070138e-06
Position 1235: 5.7619173809870685e-06
Position 953: 5.09076927877353e-06
Position 543: 4.801921138078724e-06
Position 1500: 4.18663918384855e-06
Position 959: 4.085686455773875e-06
Position 603: 3.3358807215464014e-06
Position 513: 2.7005457229315498e-06
Position 1257: 2.4135124919003786e-06
