Gene = ICMT
index = 674
Annotated 5SS: [ 224 1055 2467 4039]
Annotated 3SS: [  965  2296  3820 10677]
SMsplice 5SS: [ 224  441 1055 4039]
SMsplice 3SS: [  314   965  3820 14017]
top_k =  1000
Partition function (log Z): -8.866702027401892

Sorted 5' Splice Sites (High to Low Probability):
Position 4039: 0.810148238858878
Position 224: 0.8064721398648415
Position 1055: 0.7534359169705721
Position 441: 0.6224032635849303
Position 3627: 0.41668694406835527
Position 1536: 0.21159985346012866
Position 2467: 0.12973936945805611
Position 1357: 0.1213187065945058
Position 3978: 0.07398593695995449
Position 901: 0.05763479332375573
Position 14152: 0.037420557318764085
Position 10534: 0.035041845247803134
Position 11087: 0.03458003953152669
Position 4295: 0.0311440134230257
Position 3931: 0.026298944686281283
Position 13228: 0.02432420388135166
Position 8560: 0.022530580294635217
Position 719: 0.02101262268092184
Position 11703: 0.01810183112653347
Position 10849: 0.017281522556068726
Position 493: 0.015525091469946612
Position 11179: 0.015257368476857514
Position 12399: 0.011377347800674155
Position 544: 0.009632398662040674
Position 405: 0.009204531890602942
Position 353: 0.008396561271881358
Position 1109: 0.008147758155565578
Position 660: 0.007632283339338686
Position 2854: 0.006778796069382339
Position 10813: 0.006697817800204955
Position 10876: 0.006595971789661601
Position 13332: 0.006483216554551701
Position 11259: 0.006252368282589928
Position 3392: 0.00534862845438873
Position 3964: 0.005294244721356489
Position 457: 0.0048297160708115116
Position 14231: 0.004203280334540555
Position 1289: 0.004166920469847455
Position 2432: 0.003987596958728853
Position 524: 0.003727433036024282
Position 879: 0.0031726666600144005
Position 804: 0.0029083356566156275
Position 11521: 0.002868222242053587
Position 11993: 0.0025142583500616217
Position 1323: 0.0023401676570315635
Position 1351: 0.0021986571798504155
Position 723: 0.002028741004967726
Position 2774: 0.0017841099846427285
Position 10496: 0.001721681593308605
Position 1619: 0.0017132208566073216
Position 992: 0.0017123305733749315
Position 2680: 0.0015155953709010599
Position 548: 0.0013409202744266032
Position 2187: 0.0011728773501461008
Position 572: 0.0011435047671699092
Position 1310: 0.0009257807792479854
Position 3607: 0.0008267649130365249
Position 3742: 0.0007944545521311312
Position 670: 0.0007222498913292127
Position 269: 0.0006860551250225102
Position 664: 0.000574939122041031
Position 1364: 0.0005274723103774192
Position 3928: 0.0004906254334678668
Position 694: 0.00048828035047564905
Position 3617: 0.00047272808451254286
Position 347: 0.0004496115124066742
Position 409: 0.00029613067036107755
Position 827: 0.00024875988972763654
Position 690: 0.0002307642853637117
Position 6079: 0.0002307498639921802
Position 107: 0.0002304230101516166
Position 3194: 0.00021214462925699847
Position 2412: 0.00018726957750583636
Position 2552: 0.00016922397190381004
Position 768: 0.0001681761744745295
Position 2365: 0.0001386733760324978
Position 483: 0.00013211649942667812
Position 2405: 0.00012378025192580794
Position 473: 0.00012304456838543819
Position 447: 0.00012050163308308185
Position 1833: 0.00010866512224847621
Position 624: 0.00010122446578311662
Position 287: 9.106447787041233e-05
Position 539: 8.536334101912145e-05
Position 4291: 8.466076380368669e-05
Position 1184: 8.375166194805154e-05
Position 6991: 4.971310135309348e-05
Position 1941: 4.6977400810583156e-05
Position 1161: 4.261128297400274e-05
Position 1817: 3.1663598571201365e-05
Position 1113: 3.160741567049228e-05
Position 1458: 2.1637335196522336e-05
Position 452: 2.0071850103926118e-05
Position 1429: 1.847817618485545e-05
Position 1168: 1.7778045626150635e-05
Position 808: 1.585485525672014e-05
Position 412: 1.4012944566592434e-05
Position 1093: 9.253558966961802e-06
Position 427: 3.957011897039712e-06
Position 12: 2.593640175098358e-06
Position 1079: 1.038455548214464e-06
Position 72: 7.313026105889547e-07
Position 170: 1.0751966989812819e-07
Position 998: 1.646815231544208e-08
Position 1224: 2.6982206989477725e-09
Position 1144: 2.6294391718410098e-09
Position 883: 7.20692780380099e-10
Position 314: 3.569589315609077e-10
Position 517: 4.3004026182218555e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3820: 0.9168543601198571
Position 965: 0.7173399952548963
Position 14017: 0.6616619645211478
Position 314: 0.5295292490916652
Position 3500: 0.3643245996621233
Position 1288: 0.17319039549558848
Position 10677: 0.16085942481501228
Position 2296: 0.13258631510683883
Position 1428: 0.07051275595668338
Position 10460: 0.06916247352876179
Position 854: 0.05338963483684791
Position 3516: 0.05205197818687766
Position 13188: 0.038822174880951944
Position 14694: 0.0327135960784209
Position 10971: 0.029853422769057364
Position 11517: 0.026368215859431405
