Gene = BLACE
index = 134
Annotated 5SS: [ 126 4831 5123 7007 8035]
Annotated 3SS: [4736 4983 6849 7890 9153]
SMsplice 5SS: [ 126 4141 4831 5123 6577 7007 8035]
SMsplice 3SS: [3977 4564 4983 6388 6913 7890 9667]
top_k =  1000
Partition function (log Z): -2.3807176011043474

Sorted 5' Splice Sites (High to Low Probability):
Position 6577: 0.9453951994812199
Position 5123: 0.772332025403371
Position 7007: 0.739711000166225
Position 4141: 0.7090320030717023
Position 4831: 0.626597772405443
Position 8035: 0.4617416852560623
Position 3577: 0.4219478823492053
Position 126: 0.3579630644807523
Position 4466: 0.34043934751080945
Position 9847: 0.3299415631192686
Position 8000: 0.3172127876951998
Position 7731: 0.2883516293851025
Position 350: 0.16755393132658308
Position 208: 0.09801020081737681
Position 8320: 0.08016145453245446
Position 80: 0.07792841404880123
Position 524: 0.0687230261624344
Position 4461: 0.06723450518592525
Position 4002: 0.06280463589027938
Position 4900: 0.06156055973933699
Position 7223: 0.05437317315836711
Position 8260: 0.044911404090692816
Position 4016: 0.043282018612097364
Position 3379: 0.04312463994726491
Position 9246: 0.042869817828346195
Position 6967: 0.03987161460321044
Position 699: 0.03860848687700968
Position 7738: 0.035718829941575984
Position 874: 0.026746598515661076
Position 3469: 0.024367990478446986
Position 163: 0.02432817598249302
Position 8173: 0.023304112373331857
Position 431: 0.023047516510096035
Position 8504: 0.019867070800902966
Position 2089: 0.015457666843006418
Position 9981: 0.014846522850380257
Position 606: 0.014826508604200182
Position 3595: 0.014063841729358546
Position 5128: 0.01356608022971365
Position 10684: 0.013533152762525622
Position 7824: 0.013111284483914437
Position 1001: 0.012927135482875787
Position 4843: 0.012370063232110583
Position 36: 0.011811107450677533
Position 8522: 0.011456909742599818
Position 1256: 0.011401124381337783
Position 305: 0.010816740468627828
Position 2229: 0.010280519303807497
Position 7762: 0.010176950401325114
Position 5291: 0.00949330339455052
Position 216: 0.00886771100907815
Position 2119: 0.008769565492161423
Position 9364: 0.008701728623544031
Position 4421: 0.008593659007466078
Position 1128: 0.00854062336735994
Position 2027: 0.0083522926365609
Position 3669: 0.008177097963319582
Position 3978: 0.008096993763514545
Position 5148: 0.007783073240442108
Position 479: 0.0076820034431571566
Position 10697: 0.007133302766767984
Position 4880: 0.006864305214550073
Position 387: 0.006504338132908664
Position 8640: 0.006459394817667616
Position 3761: 0.006422584862873644
Position 1440: 0.006108852019134254
Position 4375: 0.005824267109521392
Position 1333: 0.0057104803680470655
Position 5421: 0.005687145703685697
Position 2423: 0.005564151122460844
Position 8743: 0.0052901420835625565
Position 654: 0.005232315945798376
Position 10668: 0.004643417326141079
Position 89: 0.00460066881083442
Position 781: 0.004050473453857056
Position 8262: 0.003962630559710266
Position 6029: 0.003876376273638292
Position 5140: 0.0038228336087727196
Position 9208: 0.003705957933693802
Position 5481: 0.003705423867413571
Position 5740: 0.0036818702546950804
Position 3985: 0.0035803306725253675
Position 3308: 0.0035339378455127722
Position 9430: 0.003280797278276332
Position 4666: 0.0032243301054965556
Position 5492: 0.0028045393166268857
Position 7214: 0.0025541817566003488
Position 3295: 0.002515930985249748
Position 4031: 0.002443028454522723
Position 438: 0.002117796803445526
