Gene = ABTB1
index = 6
Annotated 5SS: [ 142 1514 1661 3175 3492 3642 4144 4347 4624 4904 7246]
Annotated 3SS: [1450 1604 3029 3331 3595 4026 4227 4524 4735 7044 7328]
SMsplice 5SS: [ 142 1514 1661 3175 3492 3661 4144 4347 4624 4904 7246]
SMsplice 3SS: [1404 1604 3029 3331 3595 4026 4227 4524 4755 7044 7328]
top_k =  1000
Partition function (log Z): 23.77497128810273

Sorted 5' Splice Sites (High to Low Probability):
Position 4347: 0.9904584195119006
Position 3492: 0.962594370272897
Position 3175: 0.9620550054958443
Position 4624: 0.9547952355315746
Position 142: 0.9219846678300301
Position 1514: 0.9131153408377731
Position 4904: 0.891968747590084
Position 7246: 0.8181532235937969
Position 1661: 0.5847270819035589
Position 4144: 0.5437293264806535
Position 6365: 0.4823712527492609
Position 3661: 0.4395703105930095
Position 3642: 0.3389632229799445
Position 5184: 0.24460378747076372
Position 4131: 0.23553162048586793
Position 2812: 0.2107475754767653
Position 444: 0.1908125982211858
Position 2816: 0.15034362327716924
Position 5295: 0.131773807693065
Position 5567: 0.12843228901064668
Position 1709: 0.127211644642904
Position 6642: 0.11927064177433774
Position 2239: 0.1024085940247459
Position 5333: 0.10194333796298419
Position 3709: 0.1004020042764061
Position 1687: 0.09862953845227937
Position 6515: 0.09439934455731992
Position 3947: 0.09247685399634484
Position 2832: 0.09014688879888323
Position 1689: 0.07864330169418798
Position 4121: 0.06945582997574795
Position 369: 0.06393415905509467
Position 1479: 0.05690742549707079
Position 7522: 0.055291173442428614
Position 5468: 0.04995480655098848
Position 7159: 0.04780377672631559
Position 7234: 0.04777456160160632
Position 6511: 0.04716654923678095
Position 4176: 0.03401820281432312
Position 2820: 0.03390419359292572
Position 5348: 0.029863390102306122
Position 1693: 0.029325715065820802
Position 4155: 0.02884753266572775
Position 7449: 0.027480454752005314
Position 4885: 0.026923334780696057
Position 3939: 0.025921985028370242
Position 168: 0.02419167608139335
Position 2007: 0.023867075275720524
Position 7163: 0.022222246303332104
Position 1731: 0.019215156010293104
Position 5661: 0.01897022463403641
Position 3222: 0.018541732554373306
Position 484: 0.018207025463529928
Position 4053: 0.017354132966061885
Position 2550: 0.017108730729898325
Position 6254: 0.016200985077519783
Position 5188: 0.014906329239670111
Position 7531: 0.014480823295027404
Position 1715: 0.012681851952337722
Position 5069: 0.012042783403225376
Position 2953: 0.01148081906142394
Position 6740: 0.010782711229635013
Position 5289: 0.009534246664026755
Position 5376: 0.007625304978362966
Position 2904: 0.007149417837192793
Position 1485: 0.00683064174560259
Position 1451: 0.006722638459171914
Position 3208: 0.0061698210292603015
Position 1639: 0.005619356288703821
Position 4982: 0.00549094582662976
Position 3780: 0.005375550330136928
Position 1707: 0.004760995528589982
Position 3908: 0.00468267330693744
Position 1174: 0.00461728583395427
Position 900: 0.0045996920292989225
Position 137: 0.004578428270965249
Position 6505: 0.004443467069790759
Position 2042: 0.004367467866666678
Position 5632: 0.0043005563942606975
Position 4362: 0.003905016099468562
Position 1808: 0.003701437008631885
Position 3125: 0.003580076678596374
Position 1697: 0.0033696085312719605
Position 2617: 0.0032282105180787978
Position 1312: 0.0032256313657807786
Position 610: 0.003213250922683809
Position 1496: 0.0031294783087360807
Position 1533: 0.002916997586819953
Position 7589: 0.0025685867438345693
Position 1123: 0.002357709360327763
Position 1906: 0.0023306407557970696
Position 3418: 0.0021641054106577027
Position 3654: 0.002131700921102564
Position 6558: 0.0021121780486155956
Position 409: 0.0018491919715251978
Position 177: 0.0016687448041503934
Position 999: 0.0015988769964665485
Position 7264: 0.0015589222554917932
Position 4063: 0.0015552509678333712
Position 5352: 0.0015187682743066804
Position 4139: 0.0015166730378021603
